╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
601015.SH,ибнВ╨зц╗,2015-01-05,14.23,15.69,14.1,15.69,15836953,
601015.SH,ибнВ╨зц╗,2015-01-06,16,16.83,15.75,16.4,27008554,
601015.SH,ибнВ╨зц╗,2015-01-07,16.18,16.21,15.57,15.96,10789321,
601015.SH,ибнВ╨зц╗,2015-01-08,15.77,16.98,15.61,16.19,17726255,
601015.SH,ибнВ╨зц╗,2015-01-09,15.9,15.9,15.43,15.53,10288030,
601015.SH,ибнВ╨зц╗,2015-01-12,15.29,15.29,14.58,14.65,7375139,
601015.SH,ибнВ╨зц╗,2015-01-13,14.5,15.33,14.41,14.9,6118513,
601015.SH,ибнВ╨зц╗,2015-01-14,14.77,15.27,14.55,14.66,4534155,
601015.SH,ибнВ╨зц╗,2015-01-15,14.56,14.9,14.56,14.77,4171006,
601015.SH,ибнВ╨зц╗,2015-01-16,14.77,15.25,14.73,14.96,5576150,
601015.SH,ибнВ╨зц╗,2015-01-19,14.75,15.42,14.01,14.52,7999269,
601015.SH,ибнВ╨зц╗,2015-01-20,14.35,15.38,14.35,15.35,10417061,
601015.SH,ибнВ╨зц╗,2015-01-21,15.5,15.65,15.15,15.56,11831353,
601015.SH,ибнВ╨зц╗,2015-01-22,15.46,16.39,15.42,16.17,15918230,
601015.SH,ибнВ╨зц╗,2015-01-23,16.15,16.15,15.5,15.62,11125044,
601015.SH,ибнВ╨зц╗,2015-01-26,15.54,15.79,15.41,15.66,5298304,
601015.SH,ибнВ╨зц╗,2015-01-27,15.62,15.65,15.18,15.39,7410221,
601015.SH,ибнВ╨зц╗,2015-01-28,15.3,15.47,15.2,15.33,4121389,
601015.SH,ибнВ╨зц╗,2015-01-29,15.25,15.45,15.16,15.31,3956153,
601015.SH,ибнВ╨зц╗,2015-01-30,15.43,15.49,15,15,3822409,
601015.SH,ибнВ╨зц╗,2015-02-02,14.8,14.9,14.66,14.81,2839710,
601015.SH,ибнВ╨зц╗,2015-02-03,14.85,15.07,14.85,15,2773120,
601015.SH,ибнВ╨зц╗,2015-02-04,14.83,15.13,14.83,14.88,2964552,
601015.SH,ибнВ╨зц╗,2015-02-05,15.01,15.09,14.56,14.61,4482290,
601015.SH,ибнВ╨зц╗,2015-02-06,14.52,14.6,14.14,14.17,4166564,
601015.SH,ибнВ╨зц╗,2015-02-09,14.15,14.15,13.88,14.11,2643061,
601015.SH,ибнВ╨зц╗,2015-02-10,14.11,14.15,14.03,14.1,2526958,
601015.SH,ибнВ╨зц╗,2015-02-11,14.16,14.37,14.16,14.25,2416859,
601015.SH,ибнВ╨зц╗,2015-02-12,14.31,14.36,14.2,14.29,2325970,
601015.SH,ибнВ╨зц╗,2015-02-13,14.39,14.54,14.35,14.46,3182860,
601015.SH,ибнВ╨зц╗,2015-02-16,14.46,14.6,14.36,14.54,2680038,
601015.SH,ибнВ╨зц╗,2015-02-17,14.65,14.66,14.52,14.58,2653488,
601015.SH,ибнВ╨зц╗,2015-02-25,14.6,14.6,14.36,14.39,2317372,
601015.SH,ибнВ╨зц╗,2015-02-26,14.49,14.65,14.35,14.65,2858194,
601015.SH,ибнВ╨зц╗,2015-02-27,14.6,14.73,14.53,14.66,3255439,
601015.SH,ибнВ╨зц╗,2015-03-02,14.64,14.95,14.49,14.87,4840474,
601015.SH,ибнВ╨зц╗,2015-03-03,14.78,14.86,14.66,14.68,4591234,
601015.SH,ибнВ╨зц╗,2015-03-04,14.68,14.89,14.62,14.84,5213545,
601015.SH,ибнВ╨зц╗,2015-03-05,14.81,14.93,14.68,14.79,4163981,
601015.SH,ибнВ╨зц╗,2015-03-06,14.82,15.86,14.76,15.46,14269477,
601015.SH,ибнВ╨зц╗,2015-03-09,15.3,15.43,15.01,15.33,7132649,
601015.SH,ибнВ╨зц╗,2015-03-10,15.35,15.4,15.12,15.2,5381600,
