測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
603035.SH,都抇イ庉,2017-01-05,12.53,15.03,12.53,15.03,28855,
603035.SH,都抇イ庉,2017-01-06,16.53,16.53,16.53,16.53,16016,
603035.SH,都抇イ庉,2017-01-09,18.18,18.18,18.18,18.18,17013,
603035.SH,都抇イ庉,2017-01-10,20,20,20,20,22703,
603035.SH,都抇イ庉,2017-01-11,22,22,22,22,95010,
603035.SH,都抇イ庉,2017-01-12,24.2,24.2,22.8,24.2,26630523,
603035.SH,都抇イ庉,2017-01-13,22.51,24.38,22.02,22.58,34052876,
603035.SH,都抇イ庉,2017-01-16,22.5,24.84,22.21,24.84,45075030,
603035.SH,都抇イ庉,2017-01-17,24.8,27.32,23.88,27.32,44758454,
603035.SH,都抇イ庉,2017-01-18,26.32,26.39,24.59,24.59,33070727,
603035.SH,都抇イ庉,2017-01-19,23.8,25.25,23.5,23.56,20251890,
603035.SH,都抇イ庉,2017-01-20,23.5,24.47,23.42,23.85,18369911,
603035.SH,都抇イ庉,2017-01-23,23.72,24.46,23.43,23.82,15818711,
603035.SH,都抇イ庉,2017-01-24,23.51,23.63,22.41,22.52,15321501,
603035.SH,都抇イ庉,2017-01-25,22.42,23.4,22.26,23.06,11601805,
603035.SH,都抇イ庉,2017-01-26,22.95,23.13,22.55,23.07,7723441,
603035.SH,都抇イ庉,2017-02-03,23.13,23.36,22.57,23.05,7599719,
603035.SH,都抇イ庉,2017-02-06,23.43,25.36,23.42,25.36,22696325,
603035.SH,都抇イ庉,2017-02-07,25,25.26,24.44,24.96,16903384,
603035.SH,都抇イ庉,2017-02-08,24.75,27.31,24.52,25.93,24602870,
603035.SH,都抇イ庉,2017-02-09,25.65,26.39,25.4,25.45,15960958,
603035.SH,都抇イ庉,2017-02-10,25.28,25.42,24.52,24.63,13344342,
603035.SH,都抇イ庉,2017-02-13,24.72,26.5,24.7,25.82,17386759,
603035.SH,都抇イ庉,2017-02-14,26.2,27.27,25.6,26.72,21611341,
603035.SH,都抇イ庉,2017-02-15,26.5,28.98,26.35,27.13,31183783,
603035.SH,都抇イ庉,2017-02-16,26.26,28.27,26.06,28.2,25146147,
603035.SH,都抇イ庉,2017-02-17,27.81,29.1,26.59,26.65,22672193,
603035.SH,都抇イ庉,2017-02-20,26.5,26.5,25.21,26.17,13575667,
603035.SH,都抇イ庉,2017-02-21,25.98,27.18,25.9,26.91,12870547,
603035.SH,都抇イ庉,2017-02-22,26.7,27.15,26.1,26.58,11373580,
603035.SH,都抇イ庉,2017-02-23,26.3,27.53,26.1,27.15,14863765,
603035.SH,都抇イ庉,2017-02-24,26.88,28.2,26.75,28.02,19907522,
603035.SH,都抇イ庉,2017-02-27,27.6,28.4,27.36,27.79,15155911,
603035.SH,都抇イ庉,2017-02-28,27.55,28.53,26.8,28.37,17345115,
603035.SH,都抇イ庉,2017-03-01,28.13,28.44,27.42,27.54,12304446,
603035.SH,都抇イ庉,2017-03-02,27.55,28.5,27.42,27.86,15788786,
603035.SH,都抇イ庉,2017-03-03,27.54,27.88,27.01,27.64,9859392,
603035.SH,都抇イ庉,2017-03-06,27.58,28.68,27.58,28.48,14759045,
603035.SH,都抇イ庉,2017-03-07,28.39,29.52,28.3,29.22,19596238,
603035.SH,都抇イ庉,2017-03-08,29,29.54,28.61,29.44,15255930,
