╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
300819.SZ,╬ш╫эн╒ок,2020-03-12,18.08,21.7,18.08,21.7,71325,
300819.SZ,╬ш╫эн╒ок,2020-03-13,23.87,23.87,23.87,23.87,28535,
300819.SZ,╬ш╫эн╒ок,2020-03-16,26.26,26.26,26.26,26.26,46636,
300819.SZ,╬ш╫эн╒ок,2020-03-17,28.89,28.89,28.89,28.89,43399,
300819.SZ,╬ш╫эн╒ок,2020-03-18,31.78,31.78,31.78,31.78,57129,
300819.SZ,╬ш╫эн╒ок,2020-03-19,34.96,34.96,34.96,34.96,184377,
300819.SZ,╬ш╫эн╒ок,2020-03-20,38.46,38.46,38.46,38.46,219845,
300819.SZ,╬ш╫эн╒ок,2020-03-23,40,40,34.61,36.3,16083877,
300819.SZ,╬ш╫эн╒ок,2020-03-24,34.11,34.5,32.67,32.67,11230222,
300819.SZ,╬ш╫эн╒ок,2020-03-25,32,34.01,31.54,32.9,9922670,
300819.SZ,╬ш╫эн╒ок,2020-03-26,31.3,31.69,29.62,29.62,9336994,
300819.SZ,╬ш╫эн╒ок,2020-03-27,29.95,31.29,29.4,29.96,7927130,
300819.SZ,╬ш╫эн╒ок,2020-03-30,29.98,31.87,29.98,30.7,7544644,
300819.SZ,╬ш╫эн╒ок,2020-03-31,29.5,29.94,28.33,28.54,7675566,
300819.SZ,╬ш╫эн╒ок,2020-04-01,28.4,28.97,27.74,28,5631739,
300819.SZ,╬ш╫эн╒ок,2020-04-02,27.8,28.75,27.64,28.66,5544984,
300819.SZ,╬ш╫эн╒ок,2020-04-03,28.18,31.53,28.06,30.22,11851004,
300819.SZ,╬ш╫эн╒ок,2020-04-07,30.5,31.4,29.3,30.69,10850918,
300819.SZ,╬ш╫эн╒ок,2020-04-08,30.01,30.8,29.51,29.76,6889822,
300819.SZ,╬ш╫эн╒ок,2020-04-09,29.7,29.7,28.63,28.63,5950989,
300819.SZ,╬ш╫эн╒ок,2020-04-10,27.09,27.33,25.77,25.77,7880167,
300819.SZ,╬ш╫эн╒ок,2020-04-13,25.41,28,25.41,27.08,7154934,
300819.SZ,╬ш╫эн╒ок,2020-04-14,27.06,27.36,25.85,26.46,4921046,
300819.SZ,╬ш╫эн╒ок,2020-04-15,26.23,26.79,25.56,25.7,4334564,
300819.SZ,╬ш╫эн╒ок,2020-04-16,25.7,26.18,25.11,26.13,4048618,
300819.SZ,╬ш╫эн╒ок,2020-04-17,25.88,26.13,25.45,25.47,3606459,
300819.SZ,╬ш╫эн╒ок,2020-04-20,25.53,25.77,25.11,25.72,2880164,
300819.SZ,╬ш╫эн╒ок,2020-04-21,25.39,26.39,25.25,25.9,3851542,
300819.SZ,╬ш╫эн╒ок,2020-04-22,25.46,25.67,25.24,25.61,2714389,
300819.SZ,╬ш╫эн╒ок,2020-04-23,25.6,26.5,25.45,26.05,4650926,
300819.SZ,╬ш╫эн╒ок,2020-04-24,25.55,25.9,24,24.35,4960574,
300819.SZ,╬ш╫эн╒ок,2020-04-27,24.33,24.58,23.38,23.46,2827357,
300819.SZ,╬ш╫эн╒ок,2020-04-28,23.6,23.65,21.12,21.73,4364186,
300819.SZ,╬ш╫эн╒ок,2020-04-29,21.47,22.39,21.33,21.95,2810903,
300819.SZ,╬ш╫эн╒ок,2020-04-30,22.2,22.63,22.2,22.33,2557194,
300819.SZ,╬ш╫эн╒ок,2020-05-06,22.4,22.85,22.01,22.84,2469549,
300819.SZ,╬ш╫эн╒ок,2020-05-07,23.2,23.88,22.7,23.42,4460719,
300819.SZ,╬ш╫эн╒ок,2020-05-08,23.3,23.95,23.15,23.75,4056136,
300819.SZ,╬ш╫эн╒ок,2020-05-11,23.75,25.29,23.75,24.25,5277042,
300819.SZ,╬ш╫эн╒ок,2020-05-12,23.99,26.14,23.8,25.98,7862495,
300819.SZ,╬ш╫эн╒ок,2020-05-13,25.4,25.62,24.83,25.03,5080569,
300819.SZ,╬ш╫эн╒ок,2020-05-14,24.93,25.25,24.12,24.19,3802023,
300819.SZ,╬ш╫эн╒ок,2020-05-15,24.3,24.78,24.15,24.18,2433289,
300819.SZ,╬ш╫эн╒ок,2020-05-18,24.25,24.55,23.8,24.03,2109840,
300819.SZ,╬ш╫эн╒ок,2020-05-19,24.25,24.83,24.04,24.78,3059765,
300819.SZ,╬ш╫эн╒ок,2020-05-20,24.84,25.28,24.7,25.07,4318301,
300819.SZ,╬ш╫эн╒ок,2020-05-21,24.94,24.94,24.03,24.15,3153900,
300819.SZ,╬ш╫эн╒ок,2020-05-22,23.98,25.58,23.07,24.87,5358800,
300819.SZ,╬ш╫эн╒ок,2020-05-25,24.88,25.76,24.43,24.67,4553439,
300819.SZ,╬ш╫эн╒ок,2020-05-26,24.28,25.95,24.28,25.85,5849650,
300819.SZ,╬ш╫эн╒ок,2020-05-27,25.6,25.78,24.88,25.31,4519874,
300819.SZ,╬ш╫эн╒ок,2020-05-28,25.34,25.64,24.21,24.6,3538421,
300819.SZ,╬ш╫эн╒ок,2020-05-29,24.1,24.6,23.63,23.76,3074275,
300819.SZ,╬ш╫эн╒ок,2020-06-01,23.86,24.68,23.81,24.48,2642005,
300819.SZ,╬ш╫эн╒ок,2020-06-02,24.69,25.05,24.24,24.94,2801992,
300819.SZ,╬ш╫эн╒ок,2020-06-03,24.98,25.55,24.6,24.62,3303169,
300819.SZ,╬ш╫эн╒ок,2020-06-04,24.7,25.37,24.44,25.23,2986320,
300819.SZ,╬ш╫эн╒ок,2020-06-05,25.12,25.26,24.39,24.62,2870728,
300819.SZ,╬ш╫эн╒ок,2020-06-08,24.55,25.3,24.55,25.2,2907050,
300819.SZ,╬ш╫эн╒ок,2020-06-09,25.08,25.19,24.43,24.53,2710175,
300819.SZ,╬ш╫эн╒ок,2020-06-10,24.53,24.53,23.6,23.73,2871802,
300819.SZ,╬ш╫эн╒ок,2020-06-11,23.75,23.98,23,23.53,1786541,
300819.SZ,╬ш╫эн╒ок,2020-06-12,22.94,23.59,22.82,23.48,1668789,
300819.SZ,╬ш╫эн╒ок,2020-06-15,23.6,24.78,23.6,24.71,3648830,
300819.SZ,╬ш╫эн╒ок,2020-06-16,24.63,24.64,24.09,24.35,2396675,
300819.SZ,╬ш╫эн╒ок,2020-06-17,24.49,25.55,24.38,24.83,4294826,
300819.SZ,╬ш╫эн╒ок,2020-06-18,24.74,27.31,24.74,26.5,9815424,
300819.SZ,╬ш╫эн╒ок,2020-06-19,25.73,26.1,25.28,25.51,6063989,
300819.SZ,╬ш╫эн╒ок,2020-06-22,25.61,25.93,25.01,25.39,3409802,
300819.SZ,╬ш╫эн╒ок,2020-06-23,25.31,25.8,25.03,25.16,2335415,
300819.SZ,╬ш╫эн╒ок,2020-06-24,25.06,25.3,24.87,25.16,2095788,
300819.SZ,╬ш╫эн╒ок,2020-06-29,25.13,25.14,23.77,23.86,3094139,
300819.SZ,╬ш╫эн╒ок,2020-06-30,23.89,24.16,23.82,23.91,1812382,
300819.SZ,╬ш╫эн╒ок,2020-07-01,24.05,24.3,23.6,23.92,1647923,
300819.SZ,╬ш╫эн╒ок,2020-07-02,23.92,24.06,23.61,23.98,1850909,
300819.SZ,╬ш╫эн╒ок,2020-07-03,24.06,24.32,23.91,24.12,1797843,
300819.SZ,╬ш╫эн╒ок,2020-07-06,24.3,24.98,24.1,24.89,3326033,
300819.SZ,╬ш╫эн╒ок,2020-07-07,25.06,25.8,24.56,25.4,4719966,
300819.SZ,╬ш╫эн╒ок,2020-07-08,25.11,25.57,25.03,25.42,3500091,
300819.SZ,╬ш╫эн╒ок,2020-07-09,25.41,26.3,25.31,26.14,4790570,
300819.SZ,╬ш╫эн╒ок,2020-07-10,26.01,27.27,25.67,26.54,6285766,
300819.SZ,╬ш╫эн╒ок,2020-07-13,26.54,29.15,26.5,28.3,7847436,
300819.SZ,╬ш╫эн╒ок,2020-07-14,28,28,26.8,27.09,5612324,
300819.SZ,╬ш╫эн╒ок,2020-07-15,27.12,27.28,25.84,25.9,3602788,
300819.SZ,╬ш╫эн╒ок,2020-07-16,26.01,26.21,24.78,24.8,3047005,
300819.SZ,╬ш╫эн╒ок,2020-07-17,24.89,25.3,24.42,24.98,1698494,
300819.SZ,╬ш╫эн╒ок,2020-07-20,25.1,25.72,25.01,25.65,1958657,
300819.SZ,╬ш╫эн╒ок,2020-07-21,25.6,25.86,25.22,25.46,1616265,
300819.SZ,╬ш╫эн╒ок,2020-07-22,25.57,25.76,25.08,25.4,1546783,
300819.SZ,╬ш╫эн╒ок,2020-07-23,25.2,25.35,24.43,25.02,1963634,
300819.SZ,╬ш╫эн╒ок,2020-07-24,24.88,25.58,24.09,24.36,2133660,
300819.SZ,╬ш╫эн╒ок,2020-07-27,24.44,24.67,24.03,24.36,1298294,
300819.SZ,╬ш╫эн╒ок,2020-07-28,24.5,25.45,24.37,25.45,1841386,
300819.SZ,╬ш╫эн╒ок,2020-07-29,25.1,26.06,25.1,26.01,2584791,
300819.SZ,╬ш╫эн╒ок,2020-07-30,25.84,25.9,25.36,25.51,1825805,
300819.SZ,╬ш╫эн╒ок,2020-07-31,25.58,25.78,25.21,25.49,1431494,
300819.SZ,╬ш╫эн╒ок,2020-08-03,25.55,26.12,25.55,26.1,2250745,
300819.SZ,╬ш╫эн╒ок,2020-08-04,26,27.43,25.55,26.49,3685765,
300819.SZ,╬ш╫эн╒ок,2020-08-05,26.08,26.34,25.57,25.95,2638167,
300819.SZ,╬ш╫эн╒ок,2020-08-06,25.9,26.42,25.84,26.29,2356954,
300819.SZ,╬ш╫эн╒ок,2020-08-07,26.26,26.26,25.26,25.4,1997823,
300819.SZ,╬ш╫эн╒ок,2020-08-10,25.3,25.85,25.24,25.62,1161058,
300819.SZ,╬ш╫эн╒ок,2020-08-11,25.73,25.97,24.8,24.84,1544782,
300819.SZ,╬ш╫эн╒ок,2020-08-12,24.84,25.43,24.25,25.36,1748593,
300819.SZ,╬ш╫эн╒ок,2020-08-13,25.35,25.82,25.18,25.53,1409496,
300819.SZ,╬ш╫эн╒ок,2020-08-14,25.42,26.18,25.36,25.99,1990701,
300819.SZ,╬ш╫эн╒ок,2020-08-17,26.19,26.19,25.68,26.15,1790865,
300819.SZ,╬ш╫эн╒ок,2020-08-18,26.38,26.39,25.86,25.97,1227194,
300819.SZ,╬ш╫эн╒ок,2020-08-19,25.81,25.95,25.3,25.43,1640883,
300819.SZ,╬ш╫эн╒ок,2020-08-20,25.2,25.65,24.88,25.36,1090770,
300819.SZ,╬ш╫эн╒ок,2020-08-21,25.5,25.95,25.42,25.81,1711229,
