´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
002719.SZ,ÂóÈ¤¶û,2015-01-05,30.4887,31.0509,29.8261,30.9003,923510,
002719.SZ,ÂóÈ¤¶û,2015-01-06,30.9003,31.7034,30.4184,31.583,1003549,
002719.SZ,ÂóÈ¤¶û,2015-01-07,31.5227,32.115,31.1011,32.0347,1032359,
002719.SZ,ÂóÈ¤¶û,2015-01-08,31.7737,33.0186,31.6031,32.9483,1685876,
002719.SZ,ÂóÈ¤¶û,2015-01-09,32.9282,33.2997,31.7737,31.8741,2739548,
002719.SZ,ÂóÈ¤¶û,2015-01-12,31.6633,31.6633,30.1173,30.1474,959456,
002719.SZ,ÂóÈ¤¶û,2015-01-13,30.2679,30.9204,29.8362,30.6694,620043,
002719.SZ,ÂóÈ¤¶û,2015-01-14,30.6995,31.0007,30.4184,30.7397,782970,
002719.SZ,ÂóÈ¤¶û,2015-01-15,30.9003,30.9204,30.298,30.3181,542664,
002719.SZ,ÂóÈ¤¶û,2015-01-16,30.3783,30.9003,30.1976,30.8401,805049,
002719.SZ,ÂóÈ¤¶û,2015-01-19,30.4184,31.4926,29.6153,30.1173,1165366,
002719.SZ,ÂóÈ¤¶û,2015-01-20,30.1675,31.9444,30.1675,31.9243,1497780,
002719.SZ,ÂóÈ¤¶û,2015-01-21,31.6231,32.5668,31.4826,32.2054,1364350,
002719.SZ,ÂóÈ¤¶û,2015-01-22,32.0247,32.4765,31.8239,32.4263,887617,
002719.SZ,ÂóÈ¤¶û,2015-01-23,32.4062,32.5066,31.4424,31.6131,863222,
002719.SZ,ÂóÈ¤¶û,2015-01-26,31.2115,32.0448,31.2115,32.0448,547206,
002719.SZ,ÂóÈ¤¶û,2015-01-27,32.3158,32.3259,31.5729,31.8641,835800,
002719.SZ,ÂóÈ¤¶û,2015-01-28,31.8239,32.3158,31.6733,32.0749,1076851,
002719.SZ,ÂóÈ¤¶û,2015-01-29,32.0147,32.3761,31.7838,32.2054,989711,
002719.SZ,ÂóÈ¤¶û,2015-01-30,32.0749,32.3058,31.2115,32.2857,1538330,
002719.SZ,ÂóÈ¤¶û,2015-02-02,32.0247,33.2193,31.8038,33.1792,2258669,
002719.SZ,ÂóÈ¤¶û,2015-02-03,34.1229,34.8156,33.4302,34.3538,3991575,
002719.SZ,ÂóÈ¤¶û,2015-02-04,33.9221,34.1429,33.1089,33.139,1537490,
002719.SZ,ÂóÈ¤¶û,2015-02-05,33.1792,33.4101,32.5969,32.6471,1822722,
002719.SZ,ÂóÈ¤¶û,2015-02-06,32.6572,32.7274,31.6231,31.6432,940433,
002719.SZ,ÂóÈ¤¶û,2015-02-09,31.6432,31.6633,30.7598,30.9304,629263,
002719.SZ,ÂóÈ¤¶û,2015-02-10,30.9304,31.4826,30.7196,31.2718,521728,
002719.SZ,ÂóÈ¤¶û,2015-02-11,31.2617,31.834,31.2316,31.583,661428,
002719.SZ,ÂóÈ¤¶û,2015-02-12,31.9143,31.9645,31.4424,31.6231,449547,
002719.SZ,ÂóÈ¤¶û,2015-02-13,31.6432,32.3058,31.6432,32.0247,1009403,
002719.SZ,ÂóÈ¤¶û,2015-02-16,32.0247,32.7174,32.0147,32.5969,768650,
002719.SZ,ÂóÈ¤¶û,2015-02-17,32.5568,32.7274,32.1652,32.366,693917,
002719.SZ,ÂóÈ¤¶û,2015-02-25,32.5267,32.5267,31.9042,32.0548,522263,
002719.SZ,ÂóÈ¤¶û,2015-02-26,32.1853,32.3259,31.854,32.3259,722292,
002719.SZ,ÂóÈ¤¶û,2015-02-27,32.2456,32.5869,32.0448,32.5869,939781,
002719.SZ,ÂóÈ¤¶û,2015-03-02,32.5969,33.0888,32.0548,33.0386,1079797,
002719.SZ,ÂóÈ¤¶û,2015-03-03,32.878,33.119,32.6873,32.8379,1039085,
002719.SZ,ÂóÈ¤¶û,2015-03-04,32.7877,33.7916,32.5768,33.7313,1559148,
002719.SZ,ÂóÈ¤¶û,2015-03-05,33.7313,33.8217,33.2695,33.4904,1210451,
002719.SZ,ÂóÈ¤¶û,2015-03-06,33.7213,33.7213,32.8881,33.0587,798384,
002719.SZ,ÂóÈ¤¶û,2015-03-09,32.9985,33.5105,32.6873,33.38,692862,
002719.SZ,ÂóÈ¤¶û,2015-03-10,33.4302,34.2534,33.4001,33.8317,1637234,
002719.SZ,ÂóÈ¤¶û,2015-03-11,33.8317,33.9823,32.9784,33.0487,1074858,
002719.SZ,ÂóÈ¤¶û,2015-03-12,33.1089,33.1892,32.5568,33.0186,1004979,
002719.SZ,ÂóÈ¤¶û,2015-03-13,33.0186,33.1892,32.878,33.129,668234,
002719.SZ,ÂóÈ¤¶û,2015-03-16,33.3097,34.1329,33.1892,34.0626,1476068,
002719.SZ,ÂóÈ¤¶û,2015-03-17,34.1831,36.2411,33.9723,36.0905,3850659,
002719.SZ,ÂóÈ¤¶û,2015-03-18,36.4921,36.7029,35.6388,35.8396,2158081,
002719.SZ,ÂóÈ¤¶û,2015-03-19,35.8195,36.3817,35.3677,35.7191,1892320,
002719.SZ,ÂóÈ¤¶û,2015-03-20,35.7291,36.3114,35.5886,36.211,1353866,
002719.SZ,ÂóÈ¤¶û,2015-03-23,36.211,36.5824,35.6087,36.4118,2470984,
002719.SZ,ÂóÈ¤¶û,2015-03-24,36.4118,36.8435,35.0163,36.1206,1973281,
002719.SZ,ÂóÈ¤¶û,2015-03-25,36.1307,37.8273,35.4681,37.4358,2696936,
002719.SZ,ÂóÈ¤¶û,2015-03-26,37.8173,40.1463,36.8435,38.0281,3032570,
002719.SZ,ÂóÈ¤¶û,2015-03-27,38.4397,38.6304,37.6466,38.1485,1194891,
002719.SZ,ÂóÈ¤¶û,2015-03-30,38.3493,39.1424,37.8875,38.1385,1642539,
002719.SZ,ÂóÈ¤¶û,2015-03-31,38.0482,41.341,34.3437,39.0521,3939144,
002719.SZ,ÂóÈ¤¶û,2015-04-01,39.4436,40.2568,38.8513,39.4737,2486171,
002719.SZ,ÂóÈ¤¶û,2015-04-02,39.6544,40.2266,39.1525,39.6644,1827629,
002719.SZ,ÂóÈ¤¶û,2015-04-03,39.7548,41.3611,39.6644,40.9294,2135352,
002719.SZ,ÂóÈ¤¶û,2015-04-07,41.5618,45.0253,41.2506,45.0253,4171904,
002719.SZ,ÂóÈ¤¶û,2015-04-08,45.1558,45.1759,42.0136,43.4391,4784099,
002719.SZ,ÂóÈ¤¶û,2015-04-09,42.9573,43.0677,39.1926,41.1603,2745306,
002719.SZ,ÂóÈ¤¶û,2015-04-10,40.7888,42.365,40.3772,42.0036,1801263,
002719.SZ,ÂóÈ¤¶û,2015-04-13,42.1441,43.9712,42.1441,43.2283,2120932,
002719.SZ,ÂóÈ¤¶û,2015-04-14,43.2484,44.3326,41.9634,42.9773,2186658,
002719.SZ,ÂóÈ¤¶û,2015-04-15,42.1943,42.8669,39.6544,39.7448,2193100,
002719.SZ,ÂóÈ¤¶û,2015-04-16,36.1407,39.3231,36.1407,38.3694,2983577,
002719.SZ,ÂóÈ¤¶û,2015-04-17,38.1485,38.4397,37.3956,37.7369,2523900,
002719.SZ,ÂóÈ¤¶û,2015-04-20,37.7369,38.0983,36.1508,36.2411,2289450,
002719.SZ,ÂóÈ¤¶û,2015-04-21,36.2712,37.8674,36.2512,37.7972,1755550,
002719.SZ,ÂóÈ¤¶û,2015-04-22,38.1084,39.032,37.8474,38.771,2072037,
002719.SZ,ÂóÈ¤¶û,2015-04-23,39.7448,39.7548,38.1485,38.8011,1968482,
002719.SZ,ÂóÈ¤¶û,2015-04-24,38.6103,39.3532,38.3192,38.9517,2406125,
002719.SZ,ÂóÈ¤¶û,2015-04-27,39.4335,40.1463,38.9617,39.1525,2022459,
002719.SZ,ÂóÈ¤¶û,2015-04-28,39.9556,39.9556,37.3454,37.6566,1663501,
002719.SZ,ÂóÈ¤¶û,2015-04-29,37.6968,38.6405,37.3655,38.5099,1609779,
002719.SZ,ÂóÈ¤¶û,2015-04-30,38.4999,39.4536,38.1485,39.1525,1645211,
002719.SZ,ÂóÈ¤¶û,2015-05-04,39.4938,39.4938,38.4598,39.1424,1067532,
002719.SZ,ÂóÈ¤¶û,2015-05-05,39.1324,39.303,37.4257,37.6566,1375809,
002719.SZ,ÂóÈ¤¶û,2015-05-06,37.9277,38.4296,37.3956,37.3956,1223081,
002719.SZ,ÂóÈ¤¶û,2015-05-07,37.3555,37.5763,36.3917,37.2249,913214,
002719.SZ,ÂóÈ¤¶û,2015-05-08,37.3655,39.4536,37.3655,39.3834,1998862,
002719.SZ,ÂóÈ¤¶û,2015-05-11,39.6444,41.4815,39.6042,41.351,3200172,
002719.SZ,ÂóÈ¤¶û,2015-05-12,41.341,42.0136,40.3371,41.5919,3389987,
002719.SZ,ÂóÈ¤¶û,2015-05-13,41.2607,41.9132,40.5378,41.7425,2401411,
002719.SZ,ÂóÈ¤¶û,2015-05-14,41.6622,43.1681,41.4414,42.6762,3459880,
002719.SZ,ÂóÈ¤¶û,2015-05-15,42.5457,42.5457,41.5618,42.1541,2482903,
002719.SZ,ÂóÈ¤¶û,2015-05-18,41.8831,44.2222,41.6723,43.3689,4685665,
002719.SZ,ÂóÈ¤¶û,2015-05-19,43.7504,43.7604,42.375,43.1681,3610669,
002719.SZ,ÂóÈ¤¶û,2015-05-20,43.148,44.6137,42.6962,43.1681,4202438,
002719.SZ,ÂóÈ¤¶û,2015-05-21,43.2584,47.1636,42.9271,46.5914,5731184,
002719.SZ,ÂóÈ¤¶û,2015-05-22,47.1938,51.1994,47.1335,49.3722,5932271,
002719.SZ,ÂóÈ¤¶û,2015-05-25,49.3421,50.6974,47.9869,49.9043,3414447,
002719.SZ,ÂóÈ¤¶û,2015-05-26,49.9043,54.8034,49.5931,54.2914,4236056,
002719.SZ,ÂóÈ¤¶û,2015-05-27,54.2211,59.7225,53.2172,59.7225,4200328,
002719.SZ,ÂóÈ¤¶û,2015-05-28,60.2446,65.6958,58.2267,58.5279,6655892,
002719.SZ,ÂóÈ¤¶û,2015-05-29,58.2267,63.8285,55.6668,59.2106,5572348,
002719.SZ,ÂóÈ¤¶û,2015-06-01,59.2106,62.1219,58.7789,60.6361,3355706,
002719.SZ,ÂóÈ¤¶û,2015-06-02,60.6361,66.6997,60.4052,66.6997,3980763,
002719.SZ,ÂóÈ¤¶û,2015-06-03,69.3701,70.5346,62.2424,70.2234,5090294,
002719.SZ,ÂóÈ¤¶û,2015-06-04,68.4465,73.2854,64.6919,69.33,3311605,
002719.SZ,ÂóÈ¤¶û,2015-06-05,69.2697,73.6769,67.2519,71.8799,4059679,
002719.SZ,ÂóÈ¤¶û,2015-06-08,71.7795,72.0807,65.3344,71.2575,3891917,
002719.SZ,ÂóÈ¤¶û,2015-06-09,68.3662,70.4744,66.6696,67.3623,2910717,
002719.SZ,ÂóÈ¤¶û,2015-06-10,67.2719,69.3601,65.2541,67.2418,3003642,
002719.SZ,ÂóÈ¤¶û,2015-06-11,66.258,67.2318,64.3606,66.5391,1891316,
002719.SZ,ÂóÈ¤¶û,2015-06-12,65.756,69.2697,65.756,68.065,3101708,
002719.SZ,ÂóÈ¤¶û,2015-06-15,68.1755,68.7577,63.7482,65.4549,2830480,
002719.SZ,ÂóÈ¤¶û,2015-06-16,64.4108,65.1537,59.1102,62.9049,2607239,
002719.SZ,ÂóÈ¤¶û,2015-06-17,61.1381,62.7443,59.3411,61.8508,1392938,
002719.SZ,ÂóÈ¤¶û,2015-06-18,62.3829,62.7544,58.4777,58.6283,1694203,
002719.SZ,ÂóÈ¤¶û,2015-06-19,57.2228,59.2306,52.7655,52.7655,1660450,
002719.SZ,ÂóÈ¤¶û,2015-06-23,52.6249,56.4197,51.2295,55.3455,2565269,
002719.SZ,ÂóÈ¤¶û,2015-06-24,56.9216,60.1141,56.2289,59.4113,2335191,
002719.SZ,ÂóÈ¤¶û,2015-06-25,60.1743,65.3344,58.2267,62.3628,3254483,
