¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
603676.SH,Œ¿–≈øµ,2017-07-21,7.96,7.96,7.96,7.96,40400,
603676.SH,Œ¿–≈øµ,2017-07-24,8.76,8.76,8.76,8.76,12500,
603676.SH,Œ¿–≈øµ,2017-07-25,9.64,9.64,9.64,9.64,5520,
603676.SH,Œ¿–≈øµ,2017-07-26,10.6,10.6,10.6,10.6,35100,
603676.SH,Œ¿–≈øµ,2017-07-27,11.66,11.66,11.66,11.66,63638,
603676.SH,Œ¿–≈øµ,2017-07-28,12.83,12.83,12.83,12.83,152426,
603676.SH,Œ¿–≈øµ,2017-07-31,14.11,14.11,14.11,14.11,270752,
603676.SH,Œ¿–≈øµ,2017-08-01,15.52,15.52,14.73,15.52,38493697,
603676.SH,Œ¿–≈øµ,2017-08-02,15,15.61,14.75,14.88,27839730,
603676.SH,Œ¿–≈øµ,2017-08-03,14,14.54,13.62,14.29,22297654,
603676.SH,Œ¿–≈øµ,2017-08-04,13.95,15.72,13.65,15.72,28479523,
603676.SH,Œ¿–≈øµ,2017-08-07,16.18,17.29,16.01,17.29,26108831,
603676.SH,Œ¿–≈øµ,2017-08-08,16.22,16.78,15.73,16.06,31778898,
603676.SH,Œ¿–≈øµ,2017-08-09,15.78,16.83,15.68,16.52,28668538,
603676.SH,Œ¿–≈øµ,2017-08-10,16.45,16.7,15.85,16.06,17272589,
603676.SH,Œ¿–≈øµ,2017-08-11,15.6,15.69,14.45,14.77,18745058,
603676.SH,Œ¿–≈øµ,2017-08-14,14.75,15.21,14.25,14.8,10274110,
603676.SH,Œ¿–≈øµ,2017-08-15,14.8,15.51,14.68,15.43,13817987,
603676.SH,Œ¿–≈øµ,2017-08-16,15.25,15.98,15,15.34,16072978,
603676.SH,Œ¿–≈øµ,2017-08-17,15.35,15.57,14.88,15.01,11268076,
603676.SH,Œ¿–≈øµ,2017-08-18,14.8,15.12,14.7,14.92,7734733,
603676.SH,Œ¿–≈øµ,2017-08-21,14.79,15.5,14.72,15.45,15771263,
603676.SH,Œ¿–≈øµ,2017-08-22,15.35,16.48,15.35,15.97,24967880,
603676.SH,Œ¿–≈øµ,2017-08-23,15.69,16.45,15.36,16.07,21132265,
603676.SH,Œ¿–≈øµ,2017-08-24,15.85,17.59,15.7,16.29,32670372,
603676.SH,Œ¿–≈øµ,2017-08-25,15.94,17.92,15.8,17.92,27551362,
603676.SH,Œ¿–≈øµ,2017-08-28,18.8,19.71,18.1,19.71,38279100,
603676.SH,Œ¿–≈øµ,2017-08-29,19.3,21.68,18.71,19.64,41502981,
603676.SH,Œ¿–≈øµ,2017-08-30,18.9,20.6,18.52,20.49,35380769,
603676.SH,Œ¿–≈øµ,2017-08-31,19.95,21.45,19.79,20.85,31045087,
