╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
688025.SH,╫эфуль,2019-10-31,56.1,68.9,56.1,58.66,14526990,
688025.SH,╫эфуль,2019-11-01,52.28,52.28,48.13,49.23,7603659,
688025.SH,╫эфуль,2019-11-04,49.42,50.53,48.28,49.3,3520877,
688025.SH,╫эфуль,2019-11-05,48.6,49,45.91,46.37,4453083,
688025.SH,╫эфуль,2019-11-06,45.79,46.85,44.95,45.14,2533248,
688025.SH,╫эфуль,2019-11-07,45.3,47.46,45.05,46.26,3706841,
688025.SH,╫эфуль,2019-11-08,46.35,47.47,45.59,45.66,2821320,
688025.SH,╫эфуль,2019-11-11,45,45.02,42.88,43,3023041,
688025.SH,╫эфуль,2019-11-12,43,43.52,42.6,42.69,1422635,
688025.SH,╫эфуль,2019-11-13,42.95,43.55,42.61,42.83,1401025,
688025.SH,╫эфуль,2019-11-14,42.92,43.84,42.87,43.31,1779096,
688025.SH,╫эфуль,2019-11-15,42.9,43,41.2,41.23,2347339,
688025.SH,╫эфуль,2019-11-18,41.3,41.58,40.68,40.91,1247220,
688025.SH,╫эфуль,2019-11-19,40.96,41.73,40.96,41.51,1189985,
688025.SH,╫эфуль,2019-11-20,41.5,41.65,40.59,40.65,1422363,
688025.SH,╫эфуль,2019-11-21,40.49,40.49,39.5,39.68,1639213,
688025.SH,╫эфуль,2019-11-22,39.7,40.25,38.83,39.15,1327866,
688025.SH,╫эфуль,2019-11-25,39.2,39.35,38.38,38.98,1038012,
688025.SH,╫эфуль,2019-11-26,38.93,39.38,38.88,39.06,739987,
688025.SH,╫эфуль,2019-11-27,39.06,39.38,38.9,39.08,811364,
688025.SH,╫эфуль,2019-11-28,39.06,40.3,39.04,39.58,1334695,
688025.SH,╫эфуль,2019-11-29,39.37,40.25,39.37,40.2,1041985,
688025.SH,╫эфуль,2019-12-02,40.11,40.45,39.02,39.28,1081473,
688025.SH,╫эфуль,2019-12-03,39.03,39.03,37.7,38.07,1484503,
688025.SH,╫эфуль,2019-12-04,38.08,38.33,37.8,37.98,944095,
688025.SH,╫эфуль,2019-12-05,37.98,38.38,37.93,38.06,872486,
688025.SH,╫эфуль,2019-12-06,38.09,38.38,37.98,38.12,1017313,
688025.SH,╫эфуль,2019-12-09,38.27,39.28,38.2,39.13,1628472,
688025.SH,╫эфуль,2019-12-10,39.1,42.39,38.81,41.51,3986788,
688025.SH,╫эфуль,2019-12-11,40.98,41.9,40.38,40.58,1864347,
688025.SH,╫эфуль,2019-12-12,40.77,41.44,40.46,40.77,1397754,
688025.SH,╫эфуль,2019-12-13,41,41.36,40.2,40.76,1194831,
688025.SH,╫эфуль,2019-12-16,41,41.3,40.83,41.23,1123210,
688025.SH,╫эфуль,2019-12-17,41.15,42.17,41.15,42.14,1813240,
688025.SH,╫эфуль,2019-12-18,42.2,43.88,42.2,43.39,2783477,
688025.SH,╫эфуль,2019-12-19,43.7,44.99,43.3,44,3076037,
688025.SH,╫эфуль,2019-12-20,44,44.05,42.98,43.05,1684666,
688025.SH,╫эфуль,2019-12-23,42.8,42.98,40.8,40.86,1932258,
688025.SH,╫эфуль,2019-12-24,40.99,41.49,40.81,41.45,1227137,
688025.SH,╫эфуль,2019-12-25,41.52,42.76,41.22,42.44,1658343,
688025.SH,╫эфуль,2019-12-26,42.67,43.56,42.6,43.13,1819604,
688025.SH,╫эфуль,2019-12-27,43.12,43.33,42.18,42.22,1605057,
688025.SH,╫эфуль,2019-12-30,42,42.15,40.88,41.78,1116991,
688025.SH,╫эфуль,2019-12-31,41.9,42.18,41.56,42.15,818823,
688025.SH,╫эфуль,2020-01-02,42.38,43.23,42.32,43.08,1257770,
688025.SH,╫эфуль,2020-01-03,43.3,43.58,42.83,43.44,1514347,
688025.SH,╫эфуль,2020-01-06,43.09,43.9,42.7,43.05,1615428,
688025.SH,╫эфуль,2020-01-07,43.35,43.97,42.9,43.97,1674905,
688025.SH,╫эфуль,2020-01-08,44.25,47.28,43.81,45.6,3773117,
688025.SH,╫эфуль,2020-01-09,45.74,46.86,45.3,46.18,2404844,
688025.SH,╫эфуль,2020-01-10,46.08,46.68,45.45,46.4,1869552,
688025.SH,╫эфуль,2020-01-13,46.42,47.66,46.41,47.45,2173257,
688025.SH,╫эфуль,2020-01-14,47.48,48.48,46.95,47.38,2133050,
688025.SH,╫эфуль,2020-01-15,47.1,47.39,45.68,46.08,1866805,
688025.SH,╫эфуль,2020-01-16,46.09,47.77,45.79,47.12,2277482,
688025.SH,╫эфуль,2020-01-17,47.46,51.81,47.38,50.15,4201695,
