測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
603566.SH,ぱ應螞,2015-05-18,22.35,22.35,22.35,22.35,40170,
603566.SH,ぱ應螞,2015-05-19,24.59,24.59,24.59,24.59,4131,
603566.SH,ぱ應螞,2015-05-20,27.05,27.05,27.05,27.05,4700,
603566.SH,ぱ應螞,2015-05-21,29.76,29.76,29.76,29.76,7400,
603566.SH,ぱ應螞,2015-05-22,32.74,32.74,32.74,32.74,8600,
603566.SH,ぱ應螞,2015-05-25,36.01,36.01,36.01,36.01,15100,
603566.SH,ぱ應螞,2015-05-26,39.61,39.61,39.61,39.61,11716,
603566.SH,ぱ應螞,2015-05-27,43.57,43.57,43.57,43.57,16100,
603566.SH,ぱ應螞,2015-05-28,47.93,47.93,47.93,47.93,33500,
603566.SH,ぱ應螞,2015-05-29,52.72,52.72,52.72,52.72,96000,
603566.SH,ぱ應螞,2015-06-01,57.99,57.99,57.99,57.99,15300,
603566.SH,ぱ應螞,2015-06-02,63.79,63.79,63.79,63.79,44400,
603566.SH,ぱ應螞,2015-06-03,70.17,70.17,70.17,70.17,115300,
603566.SH,ぱ應螞,2015-06-04,77.19,77.19,71.02,77.19,6952461,
603566.SH,ぱ應螞,2015-06-05,74,84.91,71.16,84.91,22606077,
603566.SH,ぱ應螞,2015-06-08,78.9,78.9,76.42,76.42,3965400,
603566.SH,ぱ應螞,2015-06-09,68.78,74.88,68.78,68.78,14736120,
603566.SH,ぱ應螞,2015-06-10,66.9,74.96,65.01,71.48,12412209,
603566.SH,ぱ應螞,2015-06-11,70.5,78.63,69.53,78.63,9298954,
603566.SH,ぱ應螞,2015-06-12,85.48,86.49,71.5,72.82,16537480,
603566.SH,ぱ應螞,2015-06-15,65.61,68,65.54,65.54,8327883,
603566.SH,ぱ應螞,2015-06-16,62.5,62.79,58.99,59.12,8345812,
603566.SH,ぱ應螞,2015-06-17,59.1,61.99,58.67,61.37,4893789,
603566.SH,ぱ應螞,2015-06-18,60.65,60.89,55.23,55.23,5632361,
603566.SH,ぱ應螞,2015-06-19,53.15,59.32,52,53.28,4779874,
603566.SH,ぱ應螞,2015-06-23,53.29,56.85,53,56.07,4442966,
603566.SH,ぱ應螞,2015-06-24,57.8,58.5,54.58,55.78,4730322,
603566.SH,ぱ應螞,2015-06-25,55.79,55.8,51.22,51.66,3495735,
603566.SH,ぱ應螞,2015-06-26,50.5,50.5,46.49,46.49,3765947,
603566.SH,ぱ應螞,2015-06-29,47.69,47.7,41.84,41.84,4684020,
603566.SH,ぱ應螞,2015-06-30,41.7,45.01,37.67,44.85,5631768,
603566.SH,ぱ應螞,2015-07-01,43.85,46.65,41.5,41.64,5087928,
603566.SH,ぱ應螞,2015-07-02,42.3,43.5,39.99,40.95,3901956,
603566.SH,ぱ應螞,2015-07-03,39.77,42.88,38.01,39.38,3489002,
603566.SH,ぱ應螞,2015-07-06,43.32,43.32,39.02,40.88,5068279,
603566.SH,ぱ應螞,2015-07-07,39.5,41.9,36.79,36.79,4516842,
603566.SH,ぱ應螞,2015-07-08,33.11,33.88,33.11,33.11,2779369,
603566.SH,ぱ應螞,2015-07-09,33.11,33.11,33.11,33.11,0,
603566.SH,ぱ應螞,2015-07-10,33.11,33.11,33.11,33.11,0,
603566.SH,ぱ應螞,2015-07-13,36.42,36.42,36.42,36.42,149860,
603566.SH,ぱ應螞,2015-07-14,40.06,40.06,40.06,40.06,251760,
603566.SH,ぱ應螞,2015-07-15,44.07,44.07,38.9,39,8075514,
603566.SH,ぱ應螞,2015-07-16,36.28,41.54,36.1,40.48,4642866,
603566.SH,ぱ應螞,2015-07-17,40.88,43.97,40.51,43.73,4763931,
603566.SH,ぱ應螞,2015-07-20,43.5,45.95,42.8,43.99,5609559,
603566.SH,ぱ應螞,2015-07-21,43.4,48.39,42.28,48.39,8082270,
603566.SH,ぱ應螞,2015-07-22,48.45,49.34,46.15,47.91,5912825,
603566.SH,ぱ應螞,2015-07-23,48.9,52.69,48.12,51.63,6040032,
603566.SH,ぱ應螞,2015-07-24,51.98,53.5,49.5,49.81,6699129,
603566.SH,ぱ應螞,2015-07-27,48.5,51.08,44.83,44.83,4801446,
603566.SH,ぱ應螞,2015-07-28,41.4,44.82,40.35,42.2,5463115,
603566.SH,ぱ應螞,2015-07-29,43,46.42,41.68,46.4,5654122,
603566.SH,ぱ應螞,2015-07-30,45.89,48.77,45.04,45.24,5460525,
603566.SH,ぱ應螞,2015-07-31,43.98,48.98,43.4,47.84,6531120,
603566.SH,ぱ應螞,2015-08-03,47,49.96,46,49.92,6628260,
603566.SH,ぱ應螞,2015-08-04,50.18,51.27,47.48,51.22,8773004,
603566.SH,ぱ應螞,2015-08-05,50,52.38,49.21,50.49,7045442,
603566.SH,ぱ應螞,2015-08-06,49.03,49.58,47.04,47.27,4489521,
603566.SH,ぱ應螞,2015-08-07,47.07,48.78,47.07,48.16,2980081,
603566.SH,ぱ應螞,2015-08-10,48.98,50.9,48.4,50.35,4215658,
603566.SH,ぱ應螞,2015-08-11,50.3,51.65,49.5,50.48,4339754,
603566.SH,ぱ應螞,2015-08-12,50,50.4,48.3,48.5,3634956,
603566.SH,ぱ應螞,2015-08-13,48.06,48.93,46.68,48.52,3041311,
603566.SH,ぱ應螞,2015-08-14,48.65,48.98,48.05,48.7,2222931,
603566.SH,ぱ應螞,2015-08-17,48.68,48.68,46.88,47.29,2183456,
603566.SH,ぱ應螞,2015-08-18,47.3,47.92,42.57,42.62,2983872,
603566.SH,ぱ應螞,2015-08-19,41.02,43.64,41.02,43.45,3770000,
603566.SH,ぱ應螞,2015-08-20,43,43.32,41.2,41.64,1981659,
603566.SH,ぱ應螞,2015-08-21,42,43,40.1,40.94,2353670,
603566.SH,ぱ應螞,2015-08-24,39,39.88,36.85,36.85,2610210,
603566.SH,ぱ應螞,2015-08-25,33.18,36.12,33.17,33.17,3556930,
603566.SH,ぱ應螞,2015-08-26,33.8,35.96,32.8,33.88,4234591,
603566.SH,ぱ應螞,2015-08-27,35.2,35.7,33.51,35.46,2649134,
603566.SH,ぱ應螞,2015-08-28,35.99,39.01,35.52,39.01,4958692,
603566.SH,ぱ應螞,2015-08-31,40,42.02,39.15,40.82,5708211,
603566.SH,ぱ應螞,2015-09-01,41,43.19,38.53,39.21,6911438,
603566.SH,ぱ應螞,2015-09-02,35.75,42.3,35.7,37.91,4937776,
603566.SH,ぱ應螞,2015-09-07,39.02,40.7,38.03,39.04,2426000,
603566.SH,ぱ應螞,2015-09-08,39.08,41.68,39.08,41.41,3005467,
603566.SH,ぱ應螞,2015-09-09,41.48,42.5,40.61,41.76,7664416,
603566.SH,ぱ應螞,2015-09-10,41,41.15,39.5,39.56,3188260,
603566.SH,ぱ應螞,2015-09-11,39.63,40.59,39.52,39.94,1907529,
603566.SH,ぱ應螞,2015-09-14,39.72,40.17,35.95,35.95,2898865,
603566.SH,ぱ應螞,2015-09-15,35.78,36.49,32.36,32.8,2897197,
603566.SH,ぱ應螞,2015-09-16,33.06,36.08,33.06,36.05,2995578,
603566.SH,ぱ應螞,2015-09-17,35.9,37.49,35,35.13,3344640,
603566.SH,ぱ應螞,2015-09-18,35.2,35.92,35.01,35.47,1674110,
603566.SH,ぱ應螞,2015-09-21,35.4,37.25,34.91,37.23,2207211,
603566.SH,ぱ應螞,2015-09-22,37.6,38.95,37.35,37.72,2957711,
603566.SH,ぱ應螞,2015-09-23,37.06,37.94,36.75,37.5,1897137,
603566.SH,ぱ應螞,2015-09-24,37.8,38.4,37.49,37.98,1941589,
603566.SH,ぱ應螞,2015-09-25,37.78,37.98,35.3,35.55,2042360,
603566.SH,ぱ應螞,2015-09-28,35.28,36.79,35.28,36.68,1111144,
603566.SH,ぱ應螞,2015-09-29,36.28,36.48,35.53,35.73,1143580,
603566.SH,ぱ應螞,2015-09-30,35.88,36.28,35.61,35.86,761450,
603566.SH,ぱ應螞,2015-10-08,37.5,37.8,36.59,37.51,1895348,
603566.SH,ぱ應螞,2015-10-09,37.53,38.87,37.24,38.43,2440740,
603566.SH,ぱ應螞,2015-10-12,38.65,40.58,38.58,40.39,3775099,
603566.SH,ぱ應螞,2015-10-13,39.88,40.72,39.6,40.24,2160997,
603566.SH,ぱ應螞,2015-10-14,40.3,40.9,39.38,39.58,2004767,
603566.SH,ぱ應螞,2015-10-15,39.58,40.8,39.21,40.79,2771262,
603566.SH,ぱ應螞,2015-10-16,41.7,42.38,40.51,41.47,3323420,
603566.SH,ぱ應螞,2015-10-19,41.38,41.47,39.67,40.38,2994322,
603566.SH,ぱ應螞,2015-10-20,40.38,41.57,40.17,41.55,2696678,
603566.SH,ぱ應螞,2015-10-21,41.73,45.71,41.63,42.54,9141729,
603566.SH,ぱ應螞,2015-10-22,43.16,45.45,42.6,45.31,6893764,
603566.SH,ぱ應螞,2015-10-23,45,45.15,43.51,44.84,6231937,
603566.SH,ぱ應螞,2015-10-26,45.23,45.28,43.88,44.56,3948484,
603566.SH,ぱ應螞,2015-10-27,44.32,44.32,41.2,43.63,3594998,
603566.SH,ぱ應螞,2015-10-28,43.15,44.22,41.61,41.94,2765966,
603566.SH,ぱ應螞,2015-10-29,42.31,43.3,42.16,42.67,1902399,
603566.SH,ぱ應螞,2015-10-30,42.85,43.6,41.81,42.68,2097727,
603566.SH,ぱ應螞,2015-11-02,42,45.95,41.61,43.93,4252709,
603566.SH,ぱ應螞,2015-11-03,44,45.85,43.36,45.7,5437205,
603566.SH,ぱ應螞,2015-11-04,46.24,47.58,45.95,47.39,5947387,
603566.SH,ぱ應螞,2015-11-05,47.39,47.99,46,46.64,4114794,
603566.SH,ぱ應螞,2015-11-06,46.73,49,46.67,48.77,5078700,
603566.SH,ぱ應螞,2015-11-09,48.58,51.5,48.18,50.05,6844245,
603566.SH,ぱ應螞,2015-11-10,50,51,48.78,49.46,4245253,
603566.SH,ぱ應螞,2015-11-11,49.51,53.99,49.13,53.26,6295953,
603566.SH,ぱ應螞,2015-11-12,53.8,57.76,53,56.34,7447488,
603566.SH,ぱ應螞,2015-11-13,55.2,55.7,50.71,50.8,7489516,
603566.SH,ぱ應螞,2015-11-16,49.2,51.67,48.56,51.48,3551440,
603566.SH,ぱ應螞,2015-11-17,52.2,53.27,50,50.21,3910392,
603566.SH,ぱ應螞,2015-11-18,50.01,50.77,48.22,48.69,2862064,
603566.SH,ぱ應螞,2015-11-19,48.8,50.69,48.72,50.6,2351705,
603566.SH,ぱ應螞,2015-11-20,51.51,52.99,51,52.48,4039623,
603566.SH,ぱ應螞,2015-11-23,52.56,55.29,52.56,53.71,4792276,
603566.SH,ぱ應螞,2015-11-24,53.7,57.7,52.75,57.19,5437625,
603566.SH,ぱ應螞,2015-11-25,57.2,57.51,55.56,56.53,4317253,
603566.SH,ぱ應螞,2015-11-26,56.6,58.45,55,55.39,4341201,
603566.SH,ぱ應螞,2015-11-27,54.47,56.76,51.1,52.32,4668792,
603566.SH,ぱ應螞,2015-11-30,52.2,56.98,52.2,56.7,6307334,
603566.SH,ぱ應螞,2015-12-01,56.7,60.9,55.01,57.66,6354857,
603566.SH,ぱ應螞,2015-12-02,56,57,53.23,56,4081620,
603566.SH,ぱ應螞,2015-12-03,56.3,58.98,56.3,58.5,4006452,
603566.SH,ぱ應螞,2015-12-04,58.3,59.42,57.01,57.89,3704714,
603566.SH,ぱ應螞,2015-12-07,58,58.48,55.22,56.66,2570164,
603566.SH,ぱ應螞,2015-12-08,56.48,58.33,55.5,56.86,2701200,
603566.SH,ぱ應螞,2015-12-09,56.18,56.6,54,54.72,2582514,
603566.SH,ぱ應螞,2015-12-10,54.44,55.2,52.7,53.2,3298008,
603566.SH,ぱ應螞,2015-12-11,53.1,53.5,52.5,53.09,1731587,
603566.SH,ぱ應螞,2015-12-14,52.47,55.14,52.2,55.11,1514450,
603566.SH,ぱ應螞,2015-12-15,55.14,56.26,54.78,55.64,1752653,
603566.SH,ぱ應螞,2015-12-16,55.65,57.48,55.53,55.78,2526506,
603566.SH,ぱ應螞,2015-12-17,56.4,61.36,56.38,61.36,6964055,
603566.SH,ぱ應螞,2015-12-18,61,61.98,59.44,60.88,4633586,
603566.SH,ぱ應螞,2015-12-21,60.38,63.57,60.22,61.04,3992062,
603566.SH,ぱ應螞,2015-12-22,61.16,61.5,59.88,60.34,2761294,
603566.SH,ぱ應螞,2015-12-23,60.4,61.75,58.08,58.11,3624509,
603566.SH,ぱ應螞,2015-12-24,58.52,59.73,58,59.39,2269555,
603566.SH,ぱ應螞,2015-12-25,59.45,60.69,58.35,59.08,2030203,
603566.SH,ぱ應螞,2015-12-28,59.1,59.35,56.68,56.77,2430190,
603566.SH,ぱ應螞,2015-12-29,56.82,58.2,56.3,58,1766172,
603566.SH,ぱ應螞,2015-12-30,58.36,59.12,57.71,59,1500212,
603566.SH,ぱ應螞,2015-12-31,58.94,59.19,56.88,57.31,1457036,
603566.SH,ぱ應螞,2016-01-04,57.27,57.3,51.58,51.58,2079365,
603566.SH,ぱ應螞,2016-01-05,48.88,50.92,46.99,49.37,2663202,
603566.SH,ぱ應螞,2016-01-06,49.79,50.6,48.68,50.5,1767670,
603566.SH,ぱ應螞,2016-01-07,49,49,45.45,45.45,532750,
603566.SH,ぱ應螞,2016-01-08,47.05,47.73,43.33,45.78,2139313,
603566.SH,ぱ應螞,2016-01-11,44.5,45.59,41.2,41.2,2057997,
603566.SH,ぱ應螞,2016-01-12,41,42.88,40.4,42.15,1902153,
603566.SH,ぱ應螞,2016-01-13,42.49,42.84,40.3,40.44,1727049,
603566.SH,ぱ應螞,2016-01-14,39,42.88,38.42,42.85,1861623,
603566.SH,ぱ應螞,2016-01-15,42.6,43.4,41.2,41.71,1511922,
603566.SH,ぱ應螞,2016-01-18,40.71,43.51,40.71,42.9,1403179,
603566.SH,ぱ應螞,2016-01-19,42.98,44.9,42.51,44.77,1495198,
603566.SH,ぱ應螞,2016-01-20,44.08,45.2,43.68,44,1590227,
