╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
002922.SZ,ра╦Й╤Ш,2017-12-29,16.38,17.87,16.38,17.87,18279,
002922.SZ,ра╦Й╤Ш,2018-01-02,19.66,19.66,19.66,19.66,3700,
002922.SZ,ра╦Й╤Ш,2018-01-03,21.63,21.63,21.63,21.63,6771,
002922.SZ,ра╦Й╤Ш,2018-01-04,23.79,23.79,23.79,23.79,18208,
002922.SZ,ра╦Й╤Ш,2018-01-05,26.17,26.17,26.17,26.17,38248,
002922.SZ,ра╦Й╤Ш,2018-01-08,28.79,28.79,28.79,28.79,54200,
002922.SZ,ра╦Й╤Ш,2018-01-09,31.67,31.67,31.67,31.67,83532,
002922.SZ,ра╦Й╤Ш,2018-01-10,34.46,34.84,33,34.84,20514745,
002922.SZ,ра╦Й╤Ш,2018-01-11,34.84,34.84,34.84,34.84,0,
002922.SZ,ра╦Й╤Ш,2018-01-12,34.84,34.84,34.84,34.84,0,
002922.SZ,ра╦Й╤Ш,2018-01-15,31.7,33.5,31.36,33.4,14621019,
002922.SZ,ра╦Й╤Ш,2018-01-16,32.47,35.6,31.87,33.23,15107155,
002922.SZ,ра╦Й╤Ш,2018-01-17,31.68,32.8,29.97,31.08,12174654,
002922.SZ,ра╦Й╤Ш,2018-01-18,30,31.5,29.55,30.7,9714323,
002922.SZ,ра╦Й╤Ш,2018-01-19,30.59,32,30.01,30.73,10436920,
002922.SZ,ра╦Й╤Ш,2018-01-22,29.9,29.92,27.66,27.66,10060581,
002922.SZ,ра╦Й╤Ш,2018-01-23,27.19,28.37,26.83,27.95,7244338,
002922.SZ,ра╦Й╤Ш,2018-01-24,28.03,28.9,28,28.03,6812656,
002922.SZ,ра╦Й╤Ш,2018-01-25,27.61,30.77,27.61,29.52,11856402,
002922.SZ,ра╦Й╤Ш,2018-01-26,28.6,29.2,28.3,28.42,6814019,
002922.SZ,ра╦Й╤Ш,2018-01-29,28.2,29.85,27.99,29.12,7672516,
002922.SZ,ра╦Й╤Ш,2018-01-30,28.7,31.4,28.7,29.95,9422476,
002922.SZ,ра╦Й╤Ш,2018-01-31,29.3,30.77,27.55,27.7,10082876,
002922.SZ,ра╦Й╤Ш,2018-02-01,27.07,30.47,26.8,30.08,13391928,
002922.SZ,ра╦Й╤Ш,2018-02-02,29,31.54,28.61,29.45,14218010,
002922.SZ,ра╦Й╤Ш,2018-02-05,27.87,27.87,26.51,26.51,8057028,
002922.SZ,ра╦Й╤Ш,2018-02-06,23.86,24.54,23.86,23.86,6128770,
002922.SZ,ра╦Й╤Ш,2018-02-07,23.99,24.4,21.7,22.84,7402476,
002922.SZ,ра╦Й╤Ш,2018-02-08,22.8,23.49,22.52,22.98,4691323,
002922.SZ,ра╦Й╤Ш,2018-02-09,22,22.69,20.86,21.01,5645215,
002922.SZ,ра╦Й╤Ш,2018-02-12,21.67,22.29,21.3,21.82,4421971,
002922.SZ,ра╦Й╤Ш,2018-02-13,21.99,22.48,21.42,21.68,4548198,
002922.SZ,ра╦Й╤Ш,2018-02-14,21.8,23,21.72,22.05,5259459,
002922.SZ,ра╦Й╤Ш,2018-02-22,22.3,22.52,21.15,22.4,4428421,
002922.SZ,ра╦Й╤Ш,2018-02-23,22.16,22.82,22.04,22.78,4986562,
002922.SZ,ра╦Й╤Ш,2018-02-26,23.5,23.96,23.03,23.6,5712795,
002922.SZ,ра╦Й╤Ш,2018-02-27,23.33,24.38,23.18,23.84,6018349,
002922.SZ,ра╦Й╤Ш,2018-02-28,23.3,24.37,22.48,23.38,6175939,
002922.SZ,ра╦Й╤Ш,2018-03-01,22.73,23.65,22.71,23.45,4704332,
002922.SZ,ра╦Й╤Ш,2018-03-02,23.03,24.5,23.03,24.11,8312627,
002922.SZ,ра╦Й╤Ш,2018-03-05,24.13,24.44,23.46,24.38,6717385,
002922.SZ,ра╦Й╤Ш,2018-03-06,24.3,25.36,24.15,24.6,8194544,
002922.SZ,ра╦Й╤Ш,2018-03-07,24.27,24.77,24.14,24.48,4991177,
002922.SZ,ра╦Й╤Ш,2018-03-08,24.4,25.36,24.31,25.23,7005845,
002922.SZ,ра╦Й╤Ш,2018-03-09,25.37,25.85,25,25.51,6765132,
002922.SZ,ра╦Й╤Ш,2018-03-12,25.69,26.21,25.13,25.45,6119839,
002922.SZ,ра╦Й╤Ш,2018-03-13,25.4,25.41,24,24.02,6267722,
002922.SZ,ра╦Й╤Ш,2018-03-14,24,26.42,24,26.42,8877345,
002922.SZ,ра╦Й╤Ш,2018-03-15,26.27,29.06,26.01,29.06,18271157,
002922.SZ,ра╦Й╤Ш,2018-03-16,30.9,31.97,30.36,31.97,17179264,
002922.SZ,ра╦Й╤Ш,2018-03-19,32,34.69,30.38,31.99,21935461,
002922.SZ,ра╦Й╤Ш,2018-03-20,31.18,33.95,30.6,32.66,18601005,
002922.SZ,ра╦Й╤Ш,2018-03-21,32.1,35.93,31.5,35.93,23024635,
002922.SZ,ра╦Й╤Ш,2018-03-22,33.9,35.9,32.34,32.82,19292125,
002922.SZ,ра╦Й╤Ш,2018-03-23,29.54,30.95,29.54,29.54,10582162,
002922.SZ,ра╦Й╤Ш,2018-03-26,27.41,30.5,26.61,29.89,11714076,
002922.SZ,ра╦Й╤Ш,2018-03-27,29.89,31,29.27,30.02,11972879,
002922.SZ,ра╦Й╤Ш,2018-03-28,28.25,29.85,27.77,28.89,10835627,
002922.SZ,ра╦Й╤Ш,2018-03-29,28.47,30.5,28.08,29.58,10665821,
002922.SZ,ра╦Й╤Ш,2018-03-30,29.5,30.2,29.01,29.14,8207985,
002922.SZ,ра╦Й╤Ш,2018-04-02,28.86,30.4,28.08,29.69,10207602,
002922.SZ,ра╦Й╤Ш,2018-04-03,28.65,28.98,27.73,28.32,7648360,
002922.SZ,ра╦Й╤Ш,2018-04-04,28.56,29.8,28.5,28.8,9050932,
002922.SZ,ра╦Й╤Ш,2018-04-09,27.28,28.96,25.92,28.82,9211267,
002922.SZ,ра╦Й╤Ш,2018-04-10,28.31,28.7,27.2,28.23,6819018,
002922.SZ,ра╦Й╤Ш,2018-04-11,28.15,31.05,28.02,31.05,16961526,
002922.SZ,ра╦Й╤Ш,2018-04-12,29.9,34.05,29.53,31.97,18487031,
002922.SZ,ра╦Й╤Ш,2018-04-13,31.5,31.74,30.5,30.73,9575083,
002922.SZ,ра╦Й╤Ш,2018-04-16,30.64,30.65,28.5,29.25,6608864,
002922.SZ,ра╦Й╤Ш,2018-04-17,29.25,29.89,27.4,27.49,5497471,
002922.SZ,ра╦Й╤Ш,2018-04-18,27.68,27.94,24.88,27.2,5214433,
002922.SZ,ра╦Й╤Ш,2018-04-19,26.73,27.79,26.48,26.48,4316980,
002922.SZ,ра╦Й╤Ш,2018-04-20,26.39,26.47,24.51,24.58,4593219,
002922.SZ,ра╦Й╤Ш,2018-04-23,24.77,25.8,24.57,25.17,3180894,
002922.SZ,ра╦Й╤Ш,2018-04-24,25.48,26.3,25.15,26.14,4258993,
002922.SZ,ра╦Й╤Ш,2018-04-25,26.05,26.42,25.51,25.8,3264097,
002922.SZ,ра╦Й╤Ш,2018-04-26,25.81,26.33,25.31,25.37,3451509,
002922.SZ,ра╦Й╤Ш,2018-04-27,25.59,25.76,24.18,24.24,3532548,
002922.SZ,ра╦Й╤Ш,2018-05-02,24.4,24.46,23.01,23.38,2836581,
002922.SZ,ра╦Й╤Ш,2018-05-03,23.44,24.39,23.16,24.3,3395048,
002922.SZ,ра╦Й╤Ш,2018-05-04,24.37,24.37,23.53,23.6,2852608,
