測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
001373.SZ,矧枆陔第,2023-06-01,45.12,49.9,45.11,46.05,11631061,
001373.SZ,矧枆陔第,2023-06-02,45.09,68.88,45.09,61.94,13374369,
001373.SZ,矧枆陔第,2023-06-05,55,63.5,51.03,57.25,11222800,
001373.SZ,矧枆陔第,2023-06-06,52.25,57.3,52.25,53.31,8179685,
001373.SZ,矧枆陔第,2023-06-07,54.69,61,54.69,56,10194507,
001373.SZ,矧枆陔第,2023-06-08,56.39,61.53,52.18,53.1,9221614,
001373.SZ,矧枆陔第,2023-06-09,50.88,51.96,47.79,47.79,8113418,
001373.SZ,矧枆陔第,2023-06-12,46.01,46.99,44.7,46.49,5966397,
001373.SZ,矧枆陔第,2023-06-13,45.66,46.63,45.48,45.96,4273661,
001373.SZ,矧枆陔第,2023-06-14,45.89,45.94,43.71,44.56,5472142,
001373.SZ,矧枆陔第,2023-06-15,44.56,45,43.88,44.24,3434848,
001373.SZ,矧枆陔第,2023-06-16,43.9,44.85,43.21,44.62,3166351,
001373.SZ,矧枆陔第,2023-06-19,44.45,45.49,44,44.95,3551178,
001373.SZ,矧枆陔第,2023-06-20,45,45.08,42.73,42.91,4195504,
001373.SZ,矧枆陔第,2023-06-21,43.23,43.23,40.83,40.94,3126026,
001373.SZ,矧枆陔第,2023-06-26,40.25,41.99,40.15,40.99,2139116,
001373.SZ,矧枆陔第,2023-06-27,41.3,41.34,40.2,40.42,1765007,
001373.SZ,矧枆陔第,2023-06-28,40.38,40.42,38.38,39.4,2380987,
001373.SZ,矧枆陔第,2023-06-29,39.23,40.89,39.23,40.7,2282916,
001373.SZ,矧枆陔第,2023-06-30,40.41,40.95,40.22,40.64,1515253,
001373.SZ,矧枆陔第,2023-07-03,40.86,41.2,40.33,40.39,1218296,
001373.SZ,矧枆陔第,2023-07-04,40.8,41.18,40.39,41.02,1582550,
001373.SZ,矧枆陔第,2023-07-05,40.87,40.97,40,40.03,1298331,
001373.SZ,矧枆陔第,2023-07-06,40,41.08,39.7,40.74,1383443,
001373.SZ,矧枆陔第,2023-07-07,40.2,40.64,39.72,39.74,1272958,
001373.SZ,矧枆陔第,2023-07-10,39.96,40.27,39.5,40.02,778311,
001373.SZ,矧枆陔第,2023-07-11,40,41,39.72,40.86,1591905,
001373.SZ,矧枆陔第,2023-07-12,40.84,41.27,39.95,40,1334415,
001373.SZ,矧枆陔第,2023-07-13,39.95,40.79,39.76,40.71,1137324,
001373.SZ,矧枆陔第,2023-07-14,40.8,44.78,40.5,44.78,5745729,
001373.SZ,矧枆陔第,2023-07-17,48.99,49.26,46.3,49.26,5484604,
001373.SZ,矧枆陔第,2023-07-18,49.5,54.19,46.56,54.19,12653884,
001373.SZ,矧枆陔第,2023-07-19,53.55,57.68,49.9,49.94,12788300,
001373.SZ,矧枆陔第,2023-07-20,47.04,54.93,47.04,54.93,11167959,
001373.SZ,矧枆陔第,2023-07-21,53,56.53,49.44,49.44,10131475,
001373.SZ,矧枆陔第,2023-07-24,46.3,48.06,45,45.5,6888165,
001373.SZ,矧枆陔第,2023-07-25,45.62,49.79,45.62,48.79,7416391,
001373.SZ,矧枆陔第,2023-07-26,50.06,51.8,47.56,47.8,5962717,
001373.SZ,矧枆陔第,2023-07-27,47.72,48.75,45.86,46.26,4530403,
001373.SZ,矧枆陔第,2023-07-28,45.68,46.5,44.74,44.74,3773300,
001373.SZ,矧枆陔第,2023-07-31,44,45.14,42.79,44.44,3166519,
001373.SZ,矧枆陔第,2023-08-01,44.08,44.42,42.5,42.86,2990503,
001373.SZ,矧枆陔第,2023-08-02,43.48,43.48,42.5,43.03,1755500,
001373.SZ,矧枆陔第,2023-08-03,42.97,43.02,42.01,42.35,2096200,
001373.SZ,矧枆陔第,2023-08-04,42.45,42.74,42.02,42.61,1774983,
001373.SZ,矧枆陔第,2023-08-07,42.4,43.57,42.4,43.57,3038063,
001373.SZ,矧枆陔第,2023-08-08,43.7,43.96,42.28,42.6,3084006,
001373.SZ,矧枆陔第,2023-08-09,42.15,43.4,41.41,43.26,2992196,
001373.SZ,矧枆陔第,2023-08-10,43.11,45.5,42.5,44.93,5409206,
001373.SZ,矧枆陔第,2023-08-11,44,45.37,43.77,44.31,3647570,
001373.SZ,矧枆陔第,2023-08-14,44,44.5,42.52,44.01,2330190,
001373.SZ,矧枆陔第,2023-08-15,44.11,48.41,44.11,48.41,8687059,
001373.SZ,矧枆陔第,2023-08-16,47,49.56,46.31,48.53,7998690,
001373.SZ,矧枆陔第,2023-08-17,47.79,48.43,46.8,48.06,4534104,
001373.SZ,矧枆陔第,2023-08-18,47.18,50.5,46.88,46.92,5976174,
001373.SZ,矧枆陔第,2023-08-21,46.3,48.09,44.79,47.37,4819081,
001373.SZ,矧枆陔第,2023-08-22,46.68,47.77,43.8,45.26,4754434,
001373.SZ,矧枆陔第,2023-08-23,44.4,44.91,42.6,43.5,3449136,
001373.SZ,矧枆陔第,2023-08-24,43.51,43.93,41.45,41.49,3253506,
001373.SZ,矧枆陔第,2023-08-25,40.87,41.35,38.6,38.8,2828078,
001373.SZ,矧枆陔第,2023-08-28,40.48,40.98,38.05,38.33,2594600,
001373.SZ,矧枆陔第,2023-08-29,38.01,41.78,37.85,41.36,3298629,
001373.SZ,矧枆陔第,2023-08-30,41.2,43.3,40.85,42.44,2585538,
001373.SZ,矧枆陔第,2023-08-31,42,43.85,42,43.55,2178878,
001373.SZ,矧枆陔第,2023-09-01,43.09,43.98,42.22,42.28,1699298,
001373.SZ,矧枆陔第,2023-09-04,42.35,42.85,41.4,42.16,1357038,
001373.SZ,矧枆陔第,2023-09-05,42.19,42.96,42,42.53,1756300,
001373.SZ,矧枆陔第,2023-09-06,42.8,46.47,42.53,45.27,3854083,
001373.SZ,矧枆陔第,2023-09-07,44.8,45.62,43.96,45.27,2742700,
001373.SZ,矧枆陔第,2023-09-08,45.9,46.63,44.53,46.25,3755960,
001373.SZ,矧枆陔第,2023-09-11,46.35,46.5,43.77,44.55,3435499,
001373.SZ,矧枆陔第,2023-09-12,44.06,44.91,43.13,43.45,2579740,
001373.SZ,矧枆陔第,2023-09-13,42.45,44.4,42,43.55,2192800,
001373.SZ,矧枆陔第,2023-09-14,42.71,43.3,41.2,41.63,1890784,
001373.SZ,矧枆陔第,2023-09-15,41.63,41.97,40.44,40.8,1396607,
001373.SZ,矧枆陔第,2023-09-18,40.88,41.55,40.05,41.03,1191702,
001373.SZ,矧枆陔第,2023-09-19,41.16,41.5,40.09,40.85,961111,
001373.SZ,矧枆陔第,2023-09-20,41.01,41.84,40.38,40.5,1403700,
001373.SZ,矧枆陔第,2023-09-21,40.1,44.55,40.08,42.1,3612576,
001373.SZ,矧枆陔第,2023-09-22,43,44.06,42.1,42.86,3601349,
001373.SZ,矧枆陔第,2023-09-25,42.01,44.36,42.01,43.7,4015423,
001373.SZ,矧枆陔第,2023-09-26,43,43,41.09,42,2792302,
001373.SZ,矧枆陔第,2023-09-27,41.86,42.3,40.56,40.93,2092000,
001373.SZ,矧枆陔第,2023-09-28,41.06,42.74,40.73,42.38,2110337,
001373.SZ,矧枆陔第,2023-10-09,42.05,43.33,41.3,42.64,2068700,
001373.SZ,矧枆陔第,2023-10-10,42.8,43.58,42.39,43.21,2473621,
001373.SZ,矧枆陔第,2023-10-11,43.01,43.6,42.6,43.6,2130602,
001373.SZ,矧枆陔第,2023-10-12,43.65,43.65,42.32,43.11,1852019,
001373.SZ,矧枆陔第,2023-10-13,43.12,44.36,42.4,43.45,2384721,
001373.SZ,矧枆陔第,2023-10-16,43.63,44,42.11,42.69,2061209,
001373.SZ,矧枆陔第,2023-10-17,42.69,43.69,41.77,42.68,1792000,
001373.SZ,矧枆陔第,2023-10-18,42.59,42.59,40.45,40.79,1858000,
001373.SZ,矧枆陔第,2023-10-19,40.4,43.5,40.4,41.48,2887368,
001373.SZ,矧枆陔第,2023-10-20,40.4,41.78,38.8,38.93,2281802,
001373.SZ,矧枆陔第,2023-10-23,38.17,39.44,37.9,38.15,1229909,
001373.SZ,矧枆陔第,2023-10-24,38.1,39.96,38.1,39.8,1728722,
001373.SZ,矧枆陔第,2023-10-25,39.93,40.44,39.19,39.8,1072000,
001373.SZ,矧枆陔第,2023-10-26,39.41,39.68,38.75,39.6,1061146,
001373.SZ,矧枆陔第,2023-10-27,39,40.2,38.85,40,1187646,
001373.SZ,矧枆陔第,2023-10-30,40.15,42.08,39.5,41.43,2214201,
001373.SZ,矧枆陔第,2023-10-31,41.34,41.68,40.38,40.8,1393355,
001373.SZ,矧枆陔第,2023-11-01,40.5,41.09,40.28,40.82,602255,
001373.SZ,矧枆陔第,2023-11-02,41.11,41.45,40,40,822800,
001373.SZ,矧枆陔第,2023-11-03,39.8,41.76,39.7,41.61,1640400,
001373.SZ,矧枆陔第,2023-11-06,41.61,43.22,41.61,42.38,1303800,
001373.SZ,矧枆陔第,2023-11-07,42.31,42.72,42.16,42.44,830100,
001373.SZ,矧枆陔第,2023-11-08,42.46,42.68,41.69,42.16,789550,
001373.SZ,矧枆陔第,2023-11-09,42.25,42.57,41.31,41.66,705000,
001373.SZ,矧枆陔第,2023-11-10,41.5,43.27,41.1,42.41,1623300,
001373.SZ,矧枆陔第,2023-11-13,42.41,46.65,42.23,44.87,5943350,
001373.SZ,矧枆陔第,2023-11-14,45.86,45.99,43.81,45.49,3461240,
001373.SZ,矧枆陔第,2023-11-15,45.49,45.6,44.37,44.54,1944418,
001373.SZ,矧枆陔第,2023-11-16,44.75,44.98,43.66,44.56,2538043,
001373.SZ,矧枆陔第,2023-11-17,44.56,47.88,44.31,45.95,4977520,
001373.SZ,矧枆陔第,2023-11-20,45.55,47,44.16,46.32,4697466,
001373.SZ,矧枆陔第,2023-11-21,45.64,45.64,43.55,43.56,3287097,
001373.SZ,矧枆陔第,2023-11-22,43.1,47.92,43.1,45.1,5496479,
001373.SZ,矧枆陔第,2023-11-23,44.4,47.89,44.18,47.4,5885511,
001373.SZ,矧枆陔第,2023-11-24,46.42,49.68,46.25,46.87,6988614,
001373.SZ,矧枆陔第,2023-11-27,46.28,46.56,44,44.88,4552264,
001373.SZ,矧枆陔第,2023-11-28,44.6,49.37,44.54,46.34,4634711,
001373.SZ,矧枆陔第,2023-11-29,45.72,46.99,44.83,44.99,3253092,
001373.SZ,矧枆陔第,2023-11-30,44.83,45.1,41.1,41.5,4353400,
001373.SZ,矧枆陔第,2023-12-01,42,42.15,40.78,41.76,1965299,
001373.SZ,矧枆陔第,2023-12-04,41.56,42.42,41.53,41.88,1630378,
001373.SZ,矧枆陔第,2023-12-05,41.81,41.92,40.84,40.87,1415129,
001373.SZ,矧枆陔第,2023-12-06,41.04,41.4,40.6,40.89,1064827,
001373.SZ,矧枆陔第,2023-12-07,41,41.01,40.52,40.71,908007,
001373.SZ,矧枆陔第,2023-12-08,40.62,41,39.72,40,1464176,
001373.SZ,矧枆陔第,2023-12-11,39.9,40.81,39.41,40.72,1390194,
001373.SZ,矧枆陔第,2023-12-12,40.61,41,40.35,40.62,806997,
001373.SZ,矧枆陔第,2023-12-13,40.55,40.9,40.12,40.4,850970,
001373.SZ,矧枆陔第,2023-12-14,40.4,40.8,39.59,39.69,1057615,
001373.SZ,矧枆陔第,2023-12-15,40.03,40.37,39.52,40.14,803516,
001373.SZ,矧枆陔第,2023-12-18,40,40.48,39.51,39.68,929400,
001373.SZ,矧枆陔第,2023-12-19,39.59,40.14,39.48,39.91,632100,
001373.SZ,矧枆陔第,2023-12-20,40.02,42.08,40.01,40.71,2226835,
001373.SZ,矧枆陔第,2023-12-21,40.8,40.9,39.1,40.64,1599905,
001373.SZ,矧枆陔第,2023-12-22,40.23,40.81,39.51,39.61,1178498,
001373.SZ,矧枆陔第,2023-12-25,39.4,40.05,39.15,39.7,784900,
001373.SZ,矧枆陔第,2023-12-26,39.66,39.85,38.6,38.77,905200,
001373.SZ,矧枆陔第,2023-12-27,38.77,42.65,38.55,42.65,3262179,
001373.SZ,矧枆陔第,2023-12-28,43.5,44.52,43,43.79,6069004,
001373.SZ,矧枆陔第,2023-12-29,43.2,45.27,43.2,44.85,4637580,
