´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
600790.SH,Çá·Ä³Ç,2015-01-05,45.1716,45.9969,44.7314,45.7768,17823518,
600790.SH,Çá·Ä³Ç,2015-01-06,45.3917,45.8318,45.0615,45.6668,12136155,
600790.SH,Çá·Ä³Ç,2015-01-07,45.6117,45.9969,45.1166,45.6117,12258968,
600790.SH,Çá·Ä³Ç,2015-01-08,45.5567,45.6668,44.7314,44.7864,11190931,
600790.SH,Çá·Ä³Ç,2015-01-09,44.7314,45.0615,44.3463,44.4013,10457643,
600790.SH,Çá·Ä³Ç,2015-01-12,44.2362,44.2362,42.9157,43.0258,10813312,
600790.SH,Çá·Ä³Ç,2015-01-13,42.9157,43.4109,42.7507,43.3009,5772588,
600790.SH,Çá·Ä³Ç,2015-01-14,43.466,43.576,43.0258,43.2459,6086241,
600790.SH,Çá·Ä³Ç,2015-01-15,43.3559,44.4563,43.1358,44.3463,10452903,
600790.SH,Çá·Ä³Ç,2015-01-16,44.1812,44.2913,43.7411,43.9611,10300863,
600790.SH,Çá·Ä³Ç,2015-01-19,42.9157,43.631,41.6503,42.2005,13573577,
600790.SH,Çá·Ä³Ç,2015-01-20,42.5306,43.686,42.5306,43.3559,7403015,
600790.SH,Çá·Ä³Ç,2015-01-21,43.4109,44.2362,43.4109,44.2362,10835095,
600790.SH,Çá·Ä³Ç,2015-01-22,44.2362,44.9515,44.0162,44.5664,12099447,
600790.SH,Çá·Ä³Ç,2015-01-23,44.6764,44.7314,44.0162,44.2913,10504393,
600790.SH,Çá·Ä³Ç,2015-01-26,44.2362,44.9515,44.1812,44.9515,11272835,
600790.SH,Çá·Ä³Ç,2015-01-27,45.1166,45.5567,44.5664,45.3917,16587171,
600790.SH,Çá·Ä³Ç,2015-01-28,45.1166,45.9419,45.0615,45.4467,13898802,
600790.SH,Çá·Ä³Ç,2015-01-29,45.2266,45.2816,44.5113,44.6764,10362777,
600790.SH,Çá·Ä³Ç,2015-01-30,44.7314,44.8965,44.0712,44.0712,8209146,
600790.SH,Çá·Ä³Ç,2015-02-02,43.3559,44.4013,42.6957,44.1812,7022197,
600790.SH,Çá·Ä³Ç,2015-02-03,44.0712,45.2816,44.0712,45.1166,11292382,
600790.SH,Çá·Ä³Ç,2015-02-04,45.0615,45.6668,44.6764,45.3917,12359880,
600790.SH,Çá·Ä³Ç,2015-02-05,45.8318,46.1069,45.1166,45.3917,19313691,
600790.SH,Çá·Ä³Ç,2015-02-06,45.3366,49.078,45.1716,47.0973,53401585,
600790.SH,Çá·Ä³Ç,2015-02-09,46.217,46.8222,44.8965,45.2266,24163688,
600790.SH,Çá·Ä³Ç,2015-02-10,44.8965,46.217,44.7864,46.1069,13478243,
600790.SH,Çá·Ä³Ç,2015-02-11,46.1619,48.0326,45.9419,47.0423,24366544,
600790.SH,Çá·Ä³Ç,2015-02-12,47.2073,47.8676,46.7121,46.7672,17544540,
600790.SH,Çá·Ä³Ç,2015-02-13,47.1523,49.3531,47.1523,49.023,41433389,
600790.SH,Çá·Ä³Ç,2015-02-16,49.5182,49.7933,48.6378,49.4632,29556134,
600790.SH,Çá·Ä³Ç,2015-02-17,49.5182,49.7383,48.2527,48.5828,23283411,
600790.SH,Çá·Ä³Ç,2015-02-25,48.8579,49.6282,48.3077,48.8579,19124639,
600790.SH,Çá·Ä³Ç,2015-02-26,49.078,50.8937,48.6929,50.0134,29338960,
600790.SH,Çá·Ä³Ç,2015-02-27,49.7383,50.5636,49.5732,49.7933,18879729,
600790.SH,Çá·Ä³Ç,2015-03-02,49.8483,50.8937,49.5182,50.7286,28193994,
600790.SH,Çá·Ä³Ç,2015-03-03,50.4535,50.6186,48.5278,48.8579,29543592,
600790.SH,Çá·Ä³Ç,2015-03-04,48.7479,49.6282,48.5828,49.2981,19740749,
600790.SH,Çá·Ä³Ç,2015-03-05,49.6282,54.2499,49.4632,54.2499,66290398,
600790.SH,Çá·Ä³Ç,2015-03-06,54.58,57.4411,54.2499,54.3599,90303547,
600790.SH,Çá·Ä³Ç,2015-03-09,53.9198,54.1399,52.2142,53.5346,38009539,
600790.SH,Çá·Ä³Ç,2015-03-10,53.4796,56.0656,52.9844,54.6901,37394467,
600790.SH,Çá·Ä³Ç,2015-03-11,53.9748,59.4218,53.9748,57.7162,52140806,
600790.SH,Çá·Ä³Ç,2015-03-12,57.331,58.4865,55.1853,57.0559,35070458,
