´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-05,41.5145,42.4019,40.4687,42.2117,4667476,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-06,41.8631,44.0498,41.5779,43.9547,6660803,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-07,43.9864,44.2399,42.9723,43.6061,6170646,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-08,43.4793,44.2082,43.1624,43.6378,5177750,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-09,43.416,43.7012,42.7821,42.8138,3524547,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-12,42.6237,42.6237,41.0392,41.5779,3254804,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-13,41.4511,42.1483,41.0392,42.1166,3078752,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-14,41.9265,42.4969,41.5145,42.0216,2520114,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-15,42.0216,43.2892,41.9899,42.6871,3446099,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-16,42.7505,43.7962,42.6871,43.6695,3710024,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-19,43.6695,43.6695,43.6695,43.6695,0,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-20,43.6695,43.6695,43.6695,43.6695,0,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-21,43.6695,43.6695,43.6695,43.6695,0,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-22,43.6695,43.6695,43.6695,43.6695,0,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-23,43.6695,43.6695,43.6695,43.6695,0,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-26,46.585,46.585,44.3033,45.666,12354532,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-27,45.6977,45.8561,44.335,45.4441,7308502,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-28,45.0956,46.7751,45.0005,45.9195,5566080,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-29,45.7294,46.1096,45.1589,45.7611,2989853,
300086.SZ,¿µÖ¥Ò©Òµ,2015-01-30,46.2047,47.5357,45.7927,46.2364,6154512,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-02,45.6343,46.585,45.1272,46.2364,3193179,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-03,46.0146,47.409,46.0146,46.6484,5811115,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-04,46.8702,47.5357,45.7611,46.2681,4262231,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-05,46.3949,47.2188,45.8244,46.9653,6972150,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-06,46.7751,47.8209,44.9054,45.0639,5353042,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-09,44.9688,46.2047,44.5568,45.5075,3581710,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-10,45.4758,45.9512,44.3667,45.9512,3205610,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-11,45.8878,46.7751,45.0639,46.7118,3735567,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-12,46.7118,47.2188,46.1096,47.0604,4333515,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-13,47.0604,48.0111,46.8385,47.916,9153818,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-16,48.2012,50.2294,48.0428,50.166,9616269,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-17,50.071,50.071,48.6132,49.6907,6023582,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-25,49.5956,51.3069,48.8667,50.3879,5877815,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-26,50.2611,51.0217,49.2787,49.5322,5833667,
300086.SZ,¿µÖ¥Ò©Òµ,2015-02-27,49.5322,51.6238,48.5498,51.0217,10259400,
