ДњТы,МђГЦ,ШеЦк,ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),
300027.SZ,ЛЊвъажЕм,2017-07-03,121.7734,123.7302,121.4723,123.4291,15577742,
300027.SZ,ЛЊвъажЕм,2017-07-04,123.4291,123.7302,122.225,122.6765,8672705,
300027.SZ,ЛЊвъажЕм,2017-07-05,122.6765,123.7302,122.0744,123.2786,12458305,
300027.SZ,ЛЊвъажЕм,2017-07-06,123.4291,124.7838,122.9776,123.4291,18642574,
300027.SZ,ЛЊвъажЕм,2017-07-07,123.1281,123.2786,122.3755,122.9776,9414275,
300027.SZ,ЛЊвъажЕм,2017-07-10,123.1281,123.2786,121.6229,121.7734,12679949,
300027.SZ,ЛЊвъажЕм,2017-07-11,121.9239,122.3755,121.3218,121.6229,11412820,
300027.SZ,ЛЊвъажЕм,2017-07-12,121.4723,121.9239,119.365,120.8702,13776145,
300027.SZ,ЛЊвъажЕм,2017-07-13,121.9239,125.988,121.7734,124.6333,43554957,
300027.SZ,ЛЊвъажЕм,2017-07-14,124.1818,128.6975,123.8807,126.5901,37967053,
300027.SZ,ЛЊвъажЕм,2017-07-17,125.5365,125.988,118.6124,120.5692,34203153,
300027.SZ,ЛЊвъажЕм,2017-07-18,120.4187,123.4291,119.365,121.9239,25230080,
300027.SZ,ЛЊвъажЕм,2017-07-19,121.0208,122.6765,120.2681,122.0744,25087948,
300027.SZ,ЛЊвъажЕм,2017-07-20,122.0744,125.3859,121.7734,123.2786,32312060,
300027.SZ,ЛЊвъажЕм,2017-07-21,123.5797,125.687,122.827,124.4828,21666252,
300027.SZ,ЛЊвъажЕм,2017-07-24,123.7302,124.6333,121.9239,124.3323,23190654,
300027.SZ,ЛЊвъажЕм,2017-07-25,124.1818,136.8257,123.7302,133.0626,104787059,
300027.SZ,ЛЊвъажЕм,2017-07-26,132.4605,136.3741,131.4069,133.3637,71645583,
300027.SZ,ЛЊвъажЕм,2017-07-27,132.4605,146.7603,132.009,145.8571,156565664,
300027.SZ,ЛЊвъажЕм,2017-07-28,143.5993,144.3519,139.9867,141.3414,97387071,
300027.SZ,ЛЊвъажЕм,2017-07-31,141.3414,142.6961,139.3846,142.2446,58750368,
300027.SZ,ЛЊвъажЕм,2017-08-01,142.2446,142.6961,137.8794,139.5351,62291697,
300027.SZ,ЛЊвъажЕм,2017-08-02,138.933,142.2446,137.2773,139.0836,49228976,
300027.SZ,ЛЊвъажЕм,2017-08-03,138.933,142.8466,137.7289,139.0836,57208368,
300027.SZ,ЛЊвъажЕм,2017-08-04,138.4815,139.0836,133.6647,134.4173,54881943,
300027.SZ,ЛЊвъажЕм,2017-08-07,135.17,138.632,134.4173,135.9226,43888551,
300027.SZ,ЛЊвъажЕм,2017-08-08,135.6215,141.0404,134.7184,140.5888,66905622,
300027.SZ,ЛЊвъажЕм,2017-08-09,139.3846,142.2446,138.632,139.6857,42668424,
300027.SZ,ЛЊвъажЕм,2017-08-10,139.2341,141.4919,135.9226,137.2773,35350048,
300027.SZ,ЛЊвъажЕм,2017-08-11,135.6215,138.933,135.17,135.7721,37238493,
300027.SZ,ЛЊвъажЕм,2017-08-14,135.9226,140.7393,135.9226,140.7393,42436518,
300027.SZ,ЛЊвъажЕм,2017-08-15,140.8898,141.4919,138.3309,139.3846,25101892,
300027.SZ,ЛЊвъажЕм,2017-08-16,138.632,143.7498,138.632,141.4919,52089679,
300027.SZ,ЛЊвъажЕм,2017-08-17,139.9867,141.1909,138.4815,140.5888,40477373,
300027.SZ,ЛЊвъажЕм,2017-08-18,139.5351,143.9003,138.933,141.0404,46206119,
300027.SZ,ЛЊвъажЕм,2017-08-21,141.3414,141.4919,139.3846,140.1372,28758365,
300027.SZ,ЛЊвъажЕм,2017-08-22,140.1372,140.5888,135.9226,136.9762,38608915,
300027.SZ,ЛЊвъажЕм,2017-08-23,136.8257,137.5783,135.471,136.3741,17922109,
300027.SZ,ЛЊвъажЕм,2017-08-24,136.5247,137.1268,135.471,135.9226,16651403,
300027.SZ,ЛЊвъажЕм,2017-08-25,135.6215,137.7289,135.471,137.5783,18799149,
300027.SZ,ЛЊвъажЕм,2017-08-28,138.3309,140.2878,137.1268,139.8362,29355514,
300027.SZ,ЛЊвъажЕм,2017-08-29,139.2341,139.8362,136.8257,136.9762,22080115,
300027.SZ,ЛЊвъажЕм,2017-08-30,137.1268,138.1804,136.3741,137.1268,16844110,
300027.SZ,ЛЊвъажЕм,2017-08-31,137.2773,138.4815,136.3741,137.8794,17188142,
300027.SZ,ЛЊвъажЕм,2017-09-01,137.8794,139.0836,136.3741,138.3309,34216596,
300027.SZ,ЛЊвъажЕм,2017-09-04,138.3309,139.3846,136.9762,138.4815,29866707,
300027.SZ,ЛЊвъажЕм,2017-09-05,138.4815,141.1909,137.7289,140.2878,44072238,
300027.SZ,ЛЊвъажЕм,2017-09-06,139.5351,141.1909,138.4815,140.8898,34758194,
300027.SZ,ЛЊвъажЕм,2017-09-07,140.8898,141.793,137.1268,137.4278,37040689,
300027.SZ,ЛЊвъажЕм,2017-09-08,137.2773,138.0299,136.3741,136.3741,29621870,
300027.SZ,ЛЊвъажЕм,2017-09-11,136.6752,139.8362,136.5247,139.0836,29796278,
300027.SZ,ЛЊвъажЕм,2017-09-12,138.933,139.2341,136.9762,137.5783,27202277,
300027.SZ,ЛЊвъажЕм,2017-09-13,137.5783,141.793,137.1268,141.6425,55810872,
300027.SZ,ЛЊвъажЕм,2017-09-14,141.6425,141.9435,139.3846,140.7393,33898887,
300027.SZ,ЛЊвъажЕм,2017-09-15,140.5888,143.7498,139.0836,140.8898,35225022,
300027.SZ,ЛЊвъажЕм,2017-09-18,141.6425,144.2014,140.4383,144.0508,52076661,
300027.SZ,ЛЊвъажЕм,2017-09-19,144.954,145.7066,142.2446,142.6961,47921884,
300027.SZ,ЛЊвъажЕм,2017-09-20,141.9435,142.3951,140.1372,141.3414,32676028,
300027.SZ,ЛЊвъажЕм,2017-09-21,141.0404,144.5024,140.2878,140.5888,36789761,
300027.SZ,ЛЊвъажЕм,2017-09-22,139.9867,142.2446,139.5351,141.3414,25501750,
300027.SZ,ЛЊвъажЕм,2017-09-25,137.1268,137.8794,133.6647,134.1163,62775944,
300027.SZ,ЛЊвъажЕм,2017-09-26,133.8152,135.0194,133.2132,133.9658,15729566,
300027.SZ,ЛЊвъажЕм,2017-09-27,133.8152,135.3205,133.6647,133.9658,14328583,
300027.SZ,ЛЊвъажЕм,2017-09-28,134.2668,136.6752,133.9658,134.7184,17785446,
300027.SZ,ЛЊвъажЕм,2017-09-29,134.8689,136.6752,134.8689,136.3741,16463054,
300027.SZ,ЛЊвъажЕм,2017-10-09,136.5247,137.4278,135.471,135.9226,21004499,
300027.SZ,ЛЊвъажЕм,2017-10-10,135.9226,137.8794,134.5679,137.8794,24950520,
300027.SZ,ЛЊвъажЕм,2017-10-11,137.8794,137.8794,136.2236,136.9762,15470921,
300027.SZ,ЛЊвъажЕм,2017-10-12,136.6752,136.8257,135.471,135.7721,13338150,
300027.SZ,ЛЊвъажЕм,2017-10-13,136.2236,136.9762,135.6215,136.8257,12196941,
300027.SZ,ЛЊвъажЕм,2017-10-16,136.8257,136.8257,133.3637,133.6647,26276669,
300027.SZ,ЛЊвъажЕм,2017-10-17,133.6647,134.4173,132.31,132.6111,13108023,
300027.SZ,ЛЊвъажЕм,2017-10-18,132.6111,133.3637,130.6543,130.9553,15690967,
300027.SZ,ЛЊвъажЕм,2017-10-19,130.6543,132.4605,129.6006,130.2027,10717873,
300027.SZ,ЛЊвъажЕм,2017-10-20,130.5037,131.4069,129.7511,131.2564,7973451,
300027.SZ,ЛЊвъажЕм,2017-10-23,130.6543,131.8584,130.6543,131.7079,7720951,
300027.SZ,ЛЊвъажЕм,2017-10-24,131.4069,134.2668,130.6543,133.3637,13464360,
300027.SZ,ЛЊвъажЕм,2017-10-25,133.3637,134.5679,132.7616,133.2132,8494832,
300027.SZ,ЛЊвъажЕм,2017-10-26,133.2132,134.4173,132.6111,132.9121,10294611,
300027.SZ,ЛЊвъажЕм,2017-10-27,132.7616,134.8689,132.6111,133.6647,15628471,
300027.SZ,ЛЊвъажЕм,2017-10-30,133.9658,134.4173,128.6975,130.0522,17795472,
300027.SZ,ЛЊвъажЕм,2017-10-31,130.0522,132.4605,129.7511,132.009,9951130,
300027.SZ,ЛЊвъажЕм,2017-11-01,132.009,132.4605,130.9553,131.1058,8465280,
300027.SZ,ЛЊвъажЕм,2017-11-02,131.1058,131.2564,128.848,128.848,10953074,
300027.SZ,ЛЊвъажЕм,2017-11-03,128.3964,130.5037,127.7943,127.7943,11585277,
300027.SZ,ЛЊвъажЕм,2017-11-06,127.9448,129.2995,127.0417,128.2459,10418343,
300027.SZ,ЛЊвъажЕм,2017-11-07,128.2459,128.9985,127.4933,128.6975,10248555,
300027.SZ,ЛЊвъажЕм,2017-11-08,128.848,131.7079,128.3964,130.6543,16155617,
300027.SZ,ЛЊвъажЕм,2017-11-09,130.3532,132.31,129.6006,131.1058,12340592,
300027.SZ,ЛЊвъажЕм,2017-11-10,130.3532,132.4605,130.2027,131.1058,16261892,
300027.SZ,ЛЊвъажЕм,2017-11-13,130.5037,131.7079,128.0954,128.6975,18841325,
300027.SZ,ЛЊвъажЕм,2017-11-14,128.848,129.149,126.1386,126.8912,15312678,
300027.SZ,ЛЊвъажЕм,2017-11-15,126.4396,127.9448,125.988,126.1386,10504295,
300027.SZ,ЛЊвъажЕм,2017-11-16,126.2891,126.5901,125.3859,125.687,10912018,
300027.SZ,ЛЊвъажЕм,2017-11-17,125.3859,125.8375,120.8702,121.7734,18734054,
300027.SZ,ЛЊвъажЕм,2017-11-20,121.0208,122.526,118.6124,122.225,14751281,
300027.SZ,ЛЊвъажЕм,2017-11-21,123.1281,125.0849,122.526,123.5797,13966098,
300027.SZ,ЛЊвъажЕм,2017-11-22,124.3323,125.0849,122.3755,123.2786,11454169,
300027.SZ,ЛЊвъажЕм,2017-11-23,123.7302,124.4828,122.225,122.225,14021999,
300027.SZ,ЛЊвъажЕм,2017-11-24,122.0744,124.3323,121.4723,122.0744,13473194,
300027.SZ,ЛЊвъажЕм,2017-11-27,123.4291,127.6438,122.827,125.3859,25220255,
300027.SZ,ЛЊвъажЕм,2017-11-28,125.0849,128.3964,124.9344,127.4933,17967860,
300027.SZ,ЛЊвъажЕм,2017-11-29,126.8912,127.3427,124.9344,125.8375,13893424,
300027.SZ,ЛЊвъажЕм,2017-11-30,125.8375,126.8912,124.9344,125.988,9829603,
300027.SZ,ЛЊвъажЕм,2017-12-01,125.8375,128.6975,124.9344,128.0954,20744382,
300027.SZ,ЛЊвъажЕм,2017-12-04,127.9448,129.2995,126.8912,127.3427,17711856,
300027.SZ,ЛЊвъажЕм,2017-12-05,127.1922,127.9448,122.6765,124.4828,17913217,
300027.SZ,ЛЊвъажЕм,2017-12-06,124.3323,130.8048,124.1818,130.3532,38411503,
300027.SZ,ЛЊвъажЕм,2017-12-07,129.6006,134.2668,129.149,133.0626,46114122,
300027.SZ,ЛЊвъажЕм,2017-12-08,133.2132,134.7184,131.5574,132.9121,28163080,
300027.SZ,ЛЊвъажЕм,2017-12-11,133.8152,137.2773,132.31,133.8152,49994940,
300027.SZ,ЛЊвъажЕм,2017-12-12,133.2132,135.6215,132.009,133.8152,28356924,
300027.SZ,ЛЊвъажЕм,2017-12-13,133.5142,135.0194,132.1595,134.1163,22370069,
300027.SZ,ЛЊвъажЕм,2017-12-14,133.9658,136.5247,132.7616,136.2236,32791439,
300027.SZ,ЛЊвъажЕм,2017-12-15,136.5247,137.1268,133.6647,134.7184,24873905,
300027.SZ,ЛЊвъажЕм,2017-12-18,137.8794,139.2341,134.1163,136.2236,44019029,
300027.SZ,ЛЊвъажЕм,2017-12-19,136.2236,136.3741,133.6647,134.7184,22605209,
300027.SZ,ЛЊвъажЕм,2017-12-20,135.17,135.9226,131.7079,133.0626,22217384,
300027.SZ,ЛЊвъажЕм,2017-12-21,132.9121,133.2132,130.5037,132.31,22761342,
300027.SZ,ЛЊвъажЕм,2017-12-22,131.5574,133.2132,128.9985,129.9016,29698848,
300027.SZ,ЛЊвъажЕм,2017-12-25,131.7079,132.1595,129.149,129.9016,22906565,
300027.SZ,ЛЊвъажЕм,2017-12-26,130.3532,130.3532,125.687,128.2459,22329959,
300027.SZ,ЛЊвъажЕм,2017-12-27,128.3964,130.3532,127.3427,129.6006,19806145,
300027.SZ,ЛЊвъажЕм,2017-12-28,129.4501,134.2668,128.5469,131.5574,34717418,
300027.SZ,ЛЊвъажЕм,2017-12-29,131.8584,132.6111,129.9016,131.4069,21462891,
300027.SZ,ЛЊвъажЕм,2018-01-02,133.6647,136.0731,132.009,133.9658,41620888,
300027.SZ,ЛЊвъажЕм,2018-01-03,133.6647,135.17,132.7616,135.0194,30699738,
300027.SZ,ЛЊвъажЕм,2018-01-04,136.2236,136.9762,133.9658,134.5679,29804884,
300027.SZ,ЛЊвъажЕм,2018-01-05,135.7721,142.2446,135.0194,141.4919,85839821,
300027.SZ,ЛЊвъажЕм,2018-01-08,147.5129,149.7707,143.9003,147.2118,125676038,
300027.SZ,ЛЊвъажЕм,2018-01-09,148.416,148.7171,143.2982,143.5993,66130156,
300027.SZ,ЛЊвъажЕм,2018-01-10,143.4487,146.1582,141.793,144.5024,57400961,
300027.SZ,ЛЊвъажЕм,2018-01-11,144.3519,145.4055,142.2446,143.7498,37885324,
300027.SZ,ЛЊвъажЕм,2018-01-12,143.5993,143.7498,138.7825,138.933,50470122,
300027.SZ,ЛЊвъажЕм,2018-01-15,138.7825,139.6857,135.9226,136.6752,37304579,
300027.SZ,ЛЊвъажЕм,2018-01-16,137.7289,138.4815,136.2236,138.0299,26376296,
300027.SZ,ЛЊвъажЕм,2018-01-17,138.0299,142.8466,133.9658,140.8898,62698286,
300027.SZ,ЛЊвъажЕм,2018-01-18,139.9867,142.094,138.933,139.3846,30421696,
300027.SZ,ЛЊвъажЕм,2018-01-19,139.8362,141.793,136.6752,136.9762,36795594,
300027.SZ,ЛЊвъажЕм,2018-01-22,136.2236,146.4592,135.6215,144.954,86781127,
300027.SZ,ЛЊвъажЕм,2018-01-23,144.6529,146.4592,142.9972,146.4592,59639664,
300027.SZ,ЛЊвъажЕм,2018-01-24,144.8035,159.1032,144.8035,156.0927,171162905,
300027.SZ,ЛЊвъажЕм,2018-01-25,157.4474,163.1673,152.7812,153.2328,161145378,
300027.SZ,ЛЊвъажЕм,2018-01-26,153.2328,157.899,151.7275,154.738,94701537,
300027.SZ,ЛЊвъажЕм,2018-01-29,153.8349,160.7589,152.6307,156.8453,97139071,
300027.SZ,ЛЊвъажЕм,2018-01-30,157.1464,159.5547,152.7812,152.7812,78581908,
300027.SZ,ЛЊвъажЕм,2018-01-31,152.4801,156.0927,149.6202,153.3833,86324534,
300027.SZ,ЛЊвъажЕм,2018-02-01,152.9317,155.4906,149.6202,150.6739,77748431,
300027.SZ,ЛЊвъажЕм,2018-02-02,147.9644,156.2432,146.7603,154.5875,87423672,
300027.SZ,ЛЊвъажЕм,2018-02-05,150.8244,158.8021,148.7171,157.899,94826872,
300027.SZ,ЛЊвъажЕм,2018-02-06,153.9854,156.9958,147.5129,147.5129,92912494,
300027.SZ,ЛЊвъажЕм,2018-02-07,150.5233,157.4474,145.255,153.2328,111286826,
300027.SZ,ЛЊвъажЕм,2018-02-08,151.276,156.8453,150.5233,151.7275,96828329,
300027.SZ,ЛЊвъажЕм,2018-02-09,145.4055,147.3623,136.5247,136.5247,109040169,
300027.SZ,ЛЊвъажЕм,2018-02-12,137.5783,142.6961,136.9762,139.9867,60756708,
300027.SZ,ЛЊвъажЕм,2018-02-13,141.3414,143.2982,138.632,139.5351,40457446,
300027.SZ,ЛЊвъажЕм,2018-02-14,139.6857,141.1909,138.0299,138.4815,31958355,
300027.SZ,ЛЊвъажЕм,2018-02-22,143.1477,144.954,140.7393,141.1909,61776266,
300027.SZ,ЛЊвъажЕм,2018-02-23,141.4919,142.9972,139.5351,140.7393,35129351,
300027.SZ,ЛЊвъажЕм,2018-02-26,141.793,145.5561,140.4383,144.6529,59737718,
300027.SZ,ЛЊвъажЕм,2018-02-27,144.5024,152.3296,143.1477,150.0718,88556266,
300027.SZ,ЛЊвъажЕм,2018-02-28,148.5665,150.3728,145.255,147.8139,53919533,
300027.SZ,ЛЊвъажЕм,2018-03-01,146.7603,151.7275,146.6097,150.6739,50229205,
300027.SZ,ЛЊвъажЕм,2018-03-02,149.3192,152.1791,146.9108,147.9644,52024510,
300027.SZ,ЛЊвъажЕм,2018-03-05,148.2655,148.8676,144.8035,147.5129,34801796,
300027.SZ,ЛЊвъажЕм,2018-03-06,147.5129,149.7707,146.6097,147.5129,42735722,
300027.SZ,ЛЊвъажЕм,2018-03-07,146.9108,147.8139,143.1477,144.6529,47800103,
300027.SZ,ЛЊвъажЕм,2018-03-08,143.5993,144.5024,142.6961,143.7498,26782499,
300027.SZ,ЛЊвъажЕм,2018-03-09,144.0508,149.7707,143.7498,148.5665,59292422,
300027.SZ,ЛЊвъажЕм,2018-03-12,150.9749,152.3296,148.5665,151.276,67485154,
300027.SZ,ЛЊвъажЕм,2018-03-13,150.3728,155.039,149.3192,152.4801,72569038,
300027.SZ,ЛЊвъажЕм,2018-03-14,151.276,152.3296,149.1686,149.3192,41102039,
300027.SZ,ЛЊвъажЕм,2018-03-15,147.9644,150.3728,146.0076,149.3192,38256837,
300027.SZ,ЛЊвъажЕм,2018-03-16,149.4697,150.0718,146.7603,146.7603,32327322,
300027.SZ,ЛЊвъажЕм,2018-03-19,147.2118,152.6307,146.3087,152.6307,57746928,
300027.SZ,ЛЊвъажЕм,2018-03-20,151.276,154.4369,150.2223,152.9317,49462868,
300027.SZ,ЛЊвъажЕм,2018-03-21,152.7812,154.1359,148.2655,150.2223,47438571,
300027.SZ,ЛЊвъажЕм,2018-03-22,151.276,151.276,147.0613,147.2118,37536982,
300027.SZ,ЛЊвъажЕм,2018-03-23,142.2446,143.5993,134.4173,136.0731,71144697,
300027.SZ,ЛЊвъажЕм,2018-03-26,135.6215,139.8362,134.8689,139.6857,42077539,
300027.SZ,ЛЊвъажЕм,2018-03-27,140.1372,144.5024,138.7825,142.2446,59541431,
300027.SZ,ЛЊвъажЕм,2018-03-28,139.9867,142.094,138.7825,139.3846,39947305,
300027.SZ,ЛЊвъажЕм,2018-03-29,139.6857,141.9435,139.6857,141.1909,28972746,
300027.SZ,ЛЊвъажЕм,2018-03-30,141.3414,144.954,141.1909,143.9003,43849190,
300027.SZ,ЛЊвъажЕм,2018-04-02,146.3087,148.115,143.9003,144.8035,55919741,
300027.SZ,ЛЊвъажЕм,2018-04-03,142.3951,143.2982,139.6857,140.8898,41329999,
300027.SZ,ЛЊвъажЕм,2018-04-04,141.4919,141.9435,137.8794,138.3309,36732417,
300027.SZ,ЛЊвъажЕм,2018-04-09,138.1804,139.9867,137.1268,138.1804,27229422,
300027.SZ,ЛЊвъажЕм,2018-04-10,138.4815,139.5351,136.8257,139.5351,24539746,
300027.SZ,ЛЊвъажЕм,2018-04-11,139.9867,141.0404,139.0836,139.3846,22459956,
300027.SZ,ЛЊвъажЕм,2018-04-12,139.5351,140.5888,136.9762,136.9762,28301213,
300027.SZ,ЛЊвъажЕм,2018-04-13,137.5783,138.1804,135.9226,136.0731,23877916,
300027.SZ,ЛЊвъажЕм,2018-04-16,136.9762,137.8794,135.3205,137.2773,25380126,
300027.SZ,ЛЊвъажЕм,2018-04-17,137.1268,137.8794,134.5679,134.5679,27117712,
300027.SZ,ЛЊвъажЕм,2018-04-18,136.0731,136.0731,132.009,135.7721,28685937,
300027.SZ,ЛЊвъажЕм,2018-04-19,135.471,136.9762,135.0194,135.3205,18035674,
300027.SZ,ЛЊвъажЕм,2018-04-20,134.7184,134.8689,128.2459,129.149,37091203,
300027.SZ,ЛЊвъажЕм,2018-04-23,129.149,130.2027,125.8375,127.1922,23774964,
300027.SZ,ЛЊвъажЕм,2018-04-24,127.3427,130.6543,127.1922,130.5037,19115153,
300027.SZ,ЛЊвъажЕм,2018-04-25,130.0522,131.1058,128.6975,129.7511,14768252,
300027.SZ,ЛЊвъажЕм,2018-04-26,130.5037,130.8048,127.9448,128.0954,17371675,
300027.SZ,ЛЊвъажЕм,2018-04-27,128.5469,133.5142,128.5469,132.31,30032648,
300027.SZ,ЛЊвъажЕм,2018-05-02,131.7079,133.6647,130.6543,133.0626,21310587,
300027.SZ,ЛЊвъажЕм,2018-05-03,132.9121,134.1163,130.9553,133.2132,21964954,
300027.SZ,ЛЊвъажЕм,2018-05-04,133.3637,134.1163,131.1058,131.5574,15925798,
300027.SZ,ЛЊвъажЕм,2018-05-07,132.1595,133.2132,131.8584,132.9121,17720233,
300027.SZ,ЛЊвъажЕм,2018-05-08,132.4605,133.6647,132.31,133.0626,15406452,
300027.SZ,ЛЊвъажЕм,2018-05-09,132.6111,133.5142,132.31,132.6111,12479369,
300027.SZ,ЛЊвъажЕм,2018-05-10,133.0626,135.0194,132.9121,134.5679,21464916,
300027.SZ,ЛЊвъажЕм,2018-05-11,134.8689,135.0194,132.4605,132.4605,15322784,
300027.SZ,ЛЊвъажЕм,2018-05-14,132.009,132.7616,130.5037,130.8048,18817457,
300027.SZ,ЛЊвъажЕм,2018-05-15,131.2564,132.1595,130.0522,131.8584,12556098,
300027.SZ,ЛЊвъажЕм,2018-05-16,131.1058,133.3637,130.8048,131.8584,17842658,
300027.SZ,ЛЊвъажЕм,2018-05-17,131.4069,132.4605,129.6006,129.6006,12641468,
300027.SZ,ЛЊвъажЕм,2018-05-18,129.6006,132.009,129.4501,131.8584,11649484,
300027.SZ,ЛЊвъажЕм,2018-05-21,132.6111,134.1163,132.6111,133.5142,18532954,
300027.SZ,ЛЊвъажЕм,2018-05-22,133.5142,135.7721,133.0626,134.8689,22677112,
300027.SZ,ЛЊвъажЕм,2018-05-23,135.0194,135.7721,133.0626,133.5142,15468340,
300027.SZ,ЛЊвъажЕм,2018-05-24,133.5142,134.5714,133.2121,133.6652,12520281,
300027.SZ,ЛЊвъажЕм,2018-05-25,133.2121,133.6652,130.0404,130.6446,18984574,
300027.SZ,ЛЊвъажЕм,2018-05-28,130.1915,132.3059,129.8894,130.1915,12970420,
300027.SZ,ЛЊвъажЕм,2018-05-29,130.1915,131.2487,127.7749,127.9259,17664282,
300027.SZ,ЛЊвъажЕм,2018-05-30,125.3584,126.1135,122.6397,123.0928,23811505,
300027.SZ,ЛЊвъажЕм,2018-05-31,125.3584,125.6604,121.7335,123.9991,22676896,
300027.SZ,ЛЊвъажЕм,2018-06-01,123.0928,124.9053,122.4887,123.546,15016907,
300027.SZ,ЛЊвъажЕм,2018-06-04,111.6143,114.1818,111.1611,111.1611,112595185,
300027.SZ,ЛЊвъажЕм,2018-06-05,108.5936,114.0308,107.8384,111.9163,88980722,
300027.SZ,ЛЊвъажЕм,2018-06-06,110.1039,110.708,108.7446,109.4998,49746731,
300027.SZ,ЛЊвъажЕм,2018-06-07,109.4998,110.1039,104.8177,105.875,73686566,
300027.SZ,ЛЊвъажЕм,2018-06-08,106.177,108.1405,104.3646,106.9322,46947761,
300027.SZ,ЛЊвъажЕм,2018-06-11,106.026,107.3853,102.7032,103.4584,52935765,
300027.SZ,ЛЊвъажЕм,2018-06-12,103.4584,105.7239,102.2501,105.1198,53192842,
300027.SZ,ЛЊвъажЕм,2018-06-13,104.6667,105.1198,103.1563,104.3646,40002521,
300027.SZ,ЛЊвъажЕм,2018-06-14,103.6094,103.7605,97.5681,99.2294,74375349,
300027.SZ,ЛЊвъажЕм,2018-06-15,98.4743,99.9846,95.9067,97.5681,49667076,
300027.SZ,ЛЊвъажЕм,2018-06-19,96.8129,99.5315,89.2612,92.735,71263239,
300027.SZ,ЛЊвъажЕм,2018-06-20,92.5839,95.3026,90.6205,93.6412,40726023,
300027.SZ,ЛЊвъажЕм,2018-06-21,93.6412,94.2453,89.8653,89.8653,41168394,
300027.SZ,ЛЊвъажЕм,2018-06-22,89.4122,92.4329,86.5426,90.9226,36436205,
300027.SZ,ЛЊвъажЕм,2018-06-25,91.3757,91.6777,89.5633,90.0164,23826255,
300027.SZ,ЛЊвъажЕм,2018-06-26,87.9019,91.6777,87.7509,91.5267,26755382,
300027.SZ,ЛЊвъажЕм,2018-06-27,91.9798,92.735,90.6205,91.3757,25310179,
300027.SZ,ЛЊвъажЕм,2018-06-28,90.7715,93.3391,90.3184,90.6205,32742712,
300027.SZ,ЛЊвъажЕм,2018-06-29,91.0736,93.6412,90.1674,93.037,31420624,
300027.SZ,ЛЊвъажЕм,2018-07-02,93.1881,93.6412,90.7715,91.3757,23742975,
300027.SZ,ЛЊвъажЕм,2018-07-03,91.5267,99.0784,91.3757,95.7557,50497985,
300027.SZ,ЛЊвъажЕм,2018-07-04,95.1515,97.7191,94.3964,94.6984,42426978,
300027.SZ,ЛЊвъажЕм,2018-07-05,94.5474,95.7557,91.8288,91.8288,29406956,
300027.SZ,ЛЊвъажЕм,2018-07-06,91.5267,95.4536,89.8653,91.9798,36260153,
300027.SZ,ЛЊвъажЕм,2018-07-09,91.2246,92.5839,90.7715,92.4329,37105214,
300027.SZ,ЛЊвъажЕм,2018-07-10,92.1308,92.4329,89.4122,91.0736,40624941,
300027.SZ,ЛЊвъажЕм,2018-07-11,90.0164,90.4695,87.5998,90.0164,39533001,
300027.SZ,ЛЊвъажЕм,2018-07-12,90.1674,93.6412,89.4122,93.037,44785793,
300027.SZ,ЛЊвъажЕм,2018-07-13,91.6777,93.1881,91.2246,91.9798,31962056,
300027.SZ,ЛЊвъажЕм,2018-07-16,92.1308,92.1308,90.1674,91.2246,22206676,
300027.SZ,ЛЊвъажЕм,2018-07-17,91.0736,100.1357,90.9226,97.417,82452801,
300027.SZ,ЛЊвъажЕм,2018-07-18,97.417,98.4743,95.7557,96.9639,44836419,
300027.SZ,ЛЊвъажЕм,2018-07-19,97.7191,99.3805,95.4536,96.5108,30702088,
300027.SZ,ЛЊвъажЕм,2018-07-20,96.8129,98.3232,95.1515,97.8701,29779415,
300027.SZ,ЛЊвъажЕм,2018-07-23,98.7763,100.7398,97.8701,99.3805,33092163,
300027.SZ,ЛЊвъажЕм,2018-07-24,98.9274,100.2867,97.7191,99.6826,43037155,
300027.SZ,ЛЊвъажЕм,2018-07-25,99.6826,103.6094,99.5315,101.646,46057131,
300027.SZ,ЛЊвъажЕм,2018-07-26,101.495,102.2501,99.3805,101.1929,30186512,
300027.SZ,ЛЊвъажЕм,2018-07-27,100.4377,100.7398,97.115,97.266,31137918,
300027.SZ,ЛЊвъажЕм,2018-07-30,90.9226,92.886,89.4122,90.6205,57785210,
300027.SZ,ЛЊвъажЕм,2018-07-31,90.1674,91.6777,89.4122,90.6205,19671037,
300027.SZ,ЛЊвъажЕм,2018-08-01,90.7715,90.9226,88.6571,88.6571,23466554,
300027.SZ,ЛЊвъажЕм,2018-08-02,88.0529,88.6571,84.2771,86.6936,33049309,
300027.SZ,ЛЊвъажЕм,2018-08-03,86.5426,87.1467,84.4281,85.6364,16499964,
300027.SZ,ЛЊвъажЕм,2018-08-06,85.0322,86.0895,83.975,84.4281,16041806,
300027.SZ,ЛЊвъажЕм,2018-08-07,84.5791,86.8446,84.2771,86.5426,15306205,
300027.SZ,ЛЊвъажЕм,2018-08-08,85.7874,87.4488,85.1833,85.3343,14246067,
300027.SZ,ЛЊвъажЕм,2018-08-09,85.3343,88.0529,85.1833,86.8446,19142260,
300027.SZ,ЛЊвъажЕм,2018-08-10,86.9957,88.8081,86.5426,88.204,17733088,
