´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
688056.SH,À³²®Ì©¿Æ,2020-09-02,63.1,63.1,47.39,47.4,11409733,
688056.SH,À³²®Ì©¿Æ,2020-09-03,44,46.5,43.4,44.5,6458510,
688056.SH,À³²®Ì©¿Æ,2020-09-04,44.18,46.49,42.22,42.23,4211864,
688056.SH,À³²®Ì©¿Æ,2020-09-07,42.2,42.21,39.9,40.1,3306438,
688056.SH,À³²®Ì©¿Æ,2020-09-08,40.01,40.48,38.81,38.85,2200559,
688056.SH,À³²®Ì©¿Æ,2020-09-09,38.85,38.85,36.4,36.4,2291547,
688056.SH,À³²®Ì©¿Æ,2020-09-10,36.89,37.02,34.7,34.77,1655160,
688056.SH,À³²®Ì©¿Æ,2020-09-11,34.69,36.79,34.61,36.27,1391384,
688056.SH,À³²®Ì©¿Æ,2020-09-14,37.65,38.29,36.56,36.65,1506429,
688056.SH,À³²®Ì©¿Æ,2020-09-15,36.27,38.1,36.21,37.59,1459624,
688056.SH,À³²®Ì©¿Æ,2020-09-16,37.18,38.38,37.18,38.18,1413226,
688056.SH,À³²®Ì©¿Æ,2020-09-17,38.07,42,37.8,40.4,3674871,
688056.SH,À³²®Ì©¿Æ,2020-09-18,39.91,40.3,39.09,39.47,1867523,
688056.SH,À³²®Ì©¿Æ,2020-09-21,39.5,39.8,38.45,38.85,1284550,
688056.SH,À³²®Ì©¿Æ,2020-09-22,38.8,38.8,37.42,37.5,1286221,
688056.SH,À³²®Ì©¿Æ,2020-09-23,37.78,38.46,37.71,38.05,787508,
688056.SH,À³²®Ì©¿Æ,2020-09-24,37.82,38,36.61,37.02,927326,
688056.SH,À³²®Ì©¿Æ,2020-09-25,37.44,37.75,36.19,36.6,742800,
688056.SH,À³²®Ì©¿Æ,2020-09-28,36.67,37,35.36,35.55,695356,
688056.SH,À³²®Ì©¿Æ,2020-09-29,35.65,36.19,35.56,35.56,481194,
688056.SH,À³²®Ì©¿Æ,2020-09-30,35.51,35.89,35.3,35.33,349778,
688056.SH,À³²®Ì©¿Æ,2020-10-09,35.89,36.47,35.69,36.35,378264,
688056.SH,À³²®Ì©¿Æ,2020-10-12,36.5,37.43,36.43,37.3,593805,
688056.SH,À³²®Ì©¿Æ,2020-10-13,37.35,37.54,36.95,37.49,609978,
688056.SH,À³²®Ì©¿Æ,2020-10-14,37.49,37.86,37.17,37.77,570407,
688056.SH,À³²®Ì©¿Æ,2020-10-15,37.8,37.93,37.06,37.13,723841,
688056.SH,À³²®Ì©¿Æ,2020-10-16,36.99,37.25,36.63,36.83,390221,
688056.SH,À³²®Ì©¿Æ,2020-10-19,36.9,37.2,36.41,36.42,370001,
688056.SH,À³²®Ì©¿Æ,2020-10-20,36.62,37,36.3,37,464253,
688056.SH,À³²®Ì©¿Æ,2020-10-21,37.16,37.65,36.5,36.79,596887,
688056.SH,À³²®Ì©¿Æ,2020-10-22,36.72,37.14,36.28,36.85,593511,
688056.SH,À³²®Ì©¿Æ,2020-10-23,36.8,37.07,36.27,36.27,621269,
688056.SH,À³²®Ì©¿Æ,2020-10-26,36.27,37.54,36.16,37.01,713249,
688056.SH,À³²®Ì©¿Æ,2020-10-27,36.91,38.09,36.52,37.99,1054425,
688056.SH,À³²®Ì©¿Æ,2020-10-28,37.99,38.19,37.23,38.05,898571,
688056.SH,À³²®Ì©¿Æ,2020-10-29,37.8,37.97,37.4,37.75,672783,
688056.SH,À³²®Ì©¿Æ,2020-10-30,37.76,37.95,36.02,36.1,801308,
688056.SH,À³²®Ì©¿Æ,2020-11-02,36.06,36.49,35.41,35.93,874903,
688056.SH,À³²®Ì©¿Æ,2020-11-03,35.93,37.29,35.61,37.14,627574,
688056.SH,À³²®Ì©¿Æ,2020-11-04,37.39,37.45,36.71,37.17,491459,
688056.SH,À³²®Ì©¿Æ,2020-11-05,37.7,37.7,37.06,37.5,510918,
688056.SH,À³²®Ì©¿Æ,2020-11-06,37.38,37.6,36.91,37.48,597802,
688056.SH,À³²®Ì©¿Æ,2020-11-09,37.7,38.86,37.7,38.83,1382736,
688056.SH,À³²®Ì©¿Æ,2020-11-10,38.88,39.42,38.45,39.14,1104660,
688056.SH,À³²®Ì©¿Æ,2020-11-11,38.88,39.5,37.9,38,834567,
688056.SH,À³²®Ì©¿Æ,2020-11-12,38.03,38.21,37.4,37.6,678161,
688056.SH,À³²®Ì©¿Æ,2020-11-13,37.33,38.46,37.13,38.25,703231,
688056.SH,À³²®Ì©¿Æ,2020-11-16,38.14,38.75,38.14,38.32,675714,
688056.SH,À³²®Ì©¿Æ,2020-11-17,38.42,39.39,38.22,38.79,1030383,
688056.SH,À³²®Ì©¿Æ,2020-11-18,38.66,43.1,38.55,42.93,4067145,
688056.SH,À³²®Ì©¿Æ,2020-11-19,43.01,45.39,42.11,44.99,4309921,
688056.SH,À³²®Ì©¿Æ,2020-11-20,44.9,45.16,42.22,44.29,2957869,
