測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
600449.SH,譴狦膘第,2015-01-05,42.488,43.511,42.3516,42.9313,18249313,
600449.SH,譴狦膘第,2015-01-06,42.8972,42.8972,41.4309,41.8742,19069257,
600449.SH,譴狦膘第,2015-01-07,41.5673,42.1129,41.124,41.7378,10941419,
600449.SH,譴狦膘第,2015-01-08,41.6014,41.8742,40.2715,40.3397,13029290,
600449.SH,譴狦膘第,2015-01-09,40.0328,40.8512,39.8282,39.8964,10585315,
600449.SH,譴狦膘第,2015-01-12,39.6918,39.6918,38.1574,38.4301,11042377,
600449.SH,譴狦膘第,2015-01-13,38.7711,39.078,38.4301,38.6688,6678413,
600449.SH,譴狦膘第,2015-01-14,38.6688,39.2144,38.5324,38.9075,5833209,
600449.SH,譴狦膘第,2015-01-15,39.0439,39.5554,38.5324,39.5213,7704770,
600449.SH,譴狦膘第,2015-01-16,39.4531,39.6577,39.1803,39.4872,7578228,
600449.SH,譴狦膘第,2015-01-19,37.8505,38.4642,35.5317,36.316,12868902,
600449.SH,譴狦膘第,2015-01-20,36.5206,37.68,36.5206,37.68,8117408,
600449.SH,譴狦膘第,2015-01-21,37.7141,38.6688,37.5777,38.6347,8470833,
600449.SH,譴狦膘第,2015-01-22,39.0098,39.0098,38.396,38.7711,7328102,
600449.SH,譴狦膘第,2015-01-23,38.9416,39.0098,38.5324,38.6347,8062012,
600449.SH,譴狦膘第,2015-01-26,38.6688,39.3508,38.4301,39.2485,8556816,
600449.SH,譴狦膘第,2015-01-27,39.2826,39.8282,38.7711,39.5554,11506972,
600449.SH,譴狦膘第,2015-01-28,39.3849,39.76,38.8734,39.3849,6998275,
600449.SH,譴狦膘第,2015-01-29,39.0439,39.2826,38.3619,38.5324,7933132,
600449.SH,譴狦膘第,2015-01-30,38.6006,38.9075,37.9187,38.021,5640026,
600449.SH,譴狦膘第,2015-02-02,37.9187,37.9528,37.3049,37.5095,4452867,
600449.SH,譴狦膘第,2015-02-03,37.7482,38.3278,37.5436,38.2256,3601358,
600449.SH,譴狦膘第,2015-02-04,38.3278,38.396,37.7823,37.8846,4332384,
600449.SH,譴狦膘第,2015-02-05,38.3619,38.6347,37.339,37.3731,4994655,
600449.SH,譴狦膘第,2015-02-06,37.1344,37.4413,35.975,36.2137,6197356,
600449.SH,譴狦膘第,2015-02-09,36.316,36.7252,36.0091,36.4183,3614735,
600449.SH,譴狦膘第,2015-02-10,36.5547,37.4413,36.2819,37.2367,4424856,
