測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
300834.SZ,陎閩遠第,2022-01-13,51.98,52.34,50,50.5,18993682,
300834.SZ,陎閩遠第,2022-01-14,48,48.75,47.47,47.79,12047611,
300834.SZ,陎閩遠第,2022-01-17,47.52,48.95,47.4,48.09,7885033,
300834.SZ,陎閩遠第,2022-01-18,47.88,48.69,47.2,48.59,7986928,
300834.SZ,陎閩遠第,2022-01-19,48.1,48.48,47.5,47.58,5550538,
300834.SZ,陎閩遠第,2022-01-20,47.35,47.37,45,45.21,7178194,
300834.SZ,陎閩遠第,2022-01-21,45.11,45.15,43.32,43.42,4538717,
300834.SZ,陎閩遠第,2022-01-24,43.42,43.87,43.15,43.28,2231337,
300834.SZ,陎閩遠第,2022-01-25,43.2,43.48,41.35,41.36,3263014,
300834.SZ,陎閩遠第,2022-01-26,41.59,41.89,40.85,41.48,2038091,
300834.SZ,陎閩遠第,2022-01-27,41.43,41.43,39.89,39.9,2693785,
300834.SZ,陎閩遠第,2022-01-28,40.27,41,39.98,40.25,1890078,
300834.SZ,陎閩遠第,2022-02-07,40.95,41.75,40.7,41.03,1948831,
300834.SZ,陎閩遠第,2022-02-08,41.18,41.4,40.83,41.4,1686215,
300834.SZ,陎閩遠第,2022-02-09,41.5,41.67,41.22,41.64,1674771,
300834.SZ,陎閩遠第,2022-02-10,41.54,41.7,41.21,41.29,1646866,
300834.SZ,陎閩遠第,2022-02-11,41.36,42.98,41.36,41.83,2900280,
300834.SZ,陎閩遠第,2022-02-14,42.1,42.1,40.5,41.36,1345658,
300834.SZ,陎閩遠第,2022-02-15,41.39,41.7,41.02,41.4,1400282,
300834.SZ,陎閩遠第,2022-02-16,41.53,42.47,41.37,42.39,2220613,
300834.SZ,陎閩遠第,2022-02-17,42.18,42.48,42.01,42.05,2001652,
300834.SZ,陎閩遠第,2022-02-18,41.7,42.01,41.6,41.92,1304868,
300834.SZ,陎閩遠第,2022-02-21,41.92,42.42,41.75,42.24,1371041,
300834.SZ,陎閩遠第,2022-02-22,42.07,42.1,41.02,41.06,2027333,
300834.SZ,陎閩遠第,2022-02-23,41.07,41.8,41.06,41.66,1411909,
300834.SZ,陎閩遠第,2022-02-24,41.46,41.96,40.1,40.42,2527568,
300834.SZ,陎閩遠第,2022-02-25,40.83,41.2,40.61,40.7,1596701,
300834.SZ,陎閩遠第,2022-02-28,40.85,41.32,40.42,41.22,1419547,
300834.SZ,陎閩遠第,2022-03-01,41.28,42.08,41.15,42.06,1861431,
300834.SZ,陎閩遠第,2022-03-02,41.84,42.19,41.75,41.98,1537213,
300834.SZ,陎閩遠第,2022-03-03,41.97,42.34,41.85,42.28,2141649,
300834.SZ,陎閩遠第,2022-03-04,42.03,42.08,41.35,41.42,1865299,
300834.SZ,陎閩遠第,2022-03-07,41.88,42.94,41.63,41.76,3353758,
300834.SZ,陎閩遠第,2022-03-08,41.43,41.55,40.23,40.3,2262394,
300834.SZ,陎閩遠第,2022-03-09,40.26,40.67,37.99,39.14,2053872,
300834.SZ,陎閩遠第,2022-03-10,39.8,40.32,39.33,39.34,1428356,
300834.SZ,陎閩遠第,2022-03-11,38.88,39.44,38.38,39.22,1510465,
300834.SZ,陎閩遠第,2022-03-14,39,40.09,38.91,39.29,1400498,
300834.SZ,陎閩遠第,2022-03-15,38.96,39.18,37.7,37.75,1530956,
300834.SZ,陎閩遠第,2022-03-16,38.1,38.45,37.15,38.41,1384572,
300834.SZ,陎閩遠第,2022-03-17,38.61,39.27,38.6,38.75,1684925,
300834.SZ,陎閩遠第,2022-03-18,38.88,39.09,38.61,39.03,994088,
300834.SZ,陎閩遠第,2022-03-21,38.53,38.85,38.28,38.78,1498767,
300834.SZ,陎閩遠第,2022-03-22,38.81,38.88,38.28,38.43,1181204,
300834.SZ,陎閩遠第,2022-03-23,38.38,38.77,38.32,38.48,879151,
300834.SZ,陎閩遠第,2022-03-24,38.3,38.33,38.03,38.15,1025483,
300834.SZ,陎閩遠第,2022-03-25,38.22,38.51,38.08,38.16,817797,
300834.SZ,陎閩遠第,2022-03-28,38.09,38.13,37.35,37.6,1006849,
300834.SZ,陎閩遠第,2022-03-29,37.6,37.9,37.35,37.4,813567,
300834.SZ,陎閩遠第,2022-03-30,37.52,37.95,37.52,37.89,715828,
300834.SZ,陎閩遠第,2022-03-31,38.57,41.45,38.56,39.71,3500916,
300834.SZ,陎閩遠第,2022-04-01,39.3,39.47,38.72,39.2,1768691,
300834.SZ,陎閩遠第,2022-04-06,39.15,40.22,39,40.18,1622212,
300834.SZ,陎閩遠第,2022-04-07,40.2,40.33,39.45,39.79,1671006,
300834.SZ,陎閩遠第,2022-04-08,39.0596,39.0596,37.5777,37.6412,1961018,
300834.SZ,陎閩遠第,2022-04-11,37.4506,37.6306,35.9899,36.1381,1381897,
300834.SZ,陎閩遠第,2022-04-12,36.3074,36.4133,34.9419,35.7993,1090269,
300834.SZ,陎閩遠第,2022-04-13,35.6723,35.6723,34.9631,35.0372,835750,
300834.SZ,陎閩遠第,2022-04-14,35.0372,35.3018,35.0372,35.1536,599200,
300834.SZ,陎閩遠第,2022-04-15,35.016,35.0478,33.7987,33.8199,1208090,
300834.SZ,陎閩遠第,2022-04-18,33.8622,34.2433,33.2377,34.1798,655875,
300834.SZ,陎閩遠第,2022-04-19,33.9258,34.3809,33.7776,33.894,578584,
300834.SZ,陎閩遠第,2022-04-20,33.894,34.3068,33.6505,33.8199,665016,
300834.SZ,陎閩遠第,2022-04-21,33.7141,33.9046,32.6555,32.7085,885305,
300834.SZ,陎閩遠第,2022-04-22,32.6026,33.6188,32.2321,33.2165,957844,
300834.SZ,陎閩遠第,2022-04-25,32.6767,32.899,29.9351,30.1362,1272806,
300834.SZ,陎閩遠第,2022-04-26,30.1997,30.5808,28.3791,28.5908,1080585,
300834.SZ,陎閩遠第,2022-04-27,27.4158,28.5061,27.003,28.432,1566941,
300834.SZ,陎閩遠第,2022-04-28,28.1568,28.2732,27.0771,27.1618,1122092,
300834.SZ,陎閩遠第,2022-04-29,27.3311,28.866,27.3311,28.6543,1474926,
300834.SZ,陎閩遠第,2022-05-05,28.432,29.5011,28.432,29.2259,893307,
300834.SZ,陎閩遠第,2022-05-06,28.8448,29.1201,28.4849,28.9295,832591,
300834.SZ,陎閩遠第,2022-05-09,29.0989,29.3741,28.8978,29.2259,633060,
300834.SZ,陎閩遠第,2022-05-10,28.6966,29.6917,28.6861,29.5858,749314,
300834.SZ,陎閩遠第,2022-05-11,29.4376,30.3162,29.4376,29.6705,1161846,
300834.SZ,陎閩遠第,2022-05-12,29.4905,29.9775,29.3423,29.6176,637861,
300834.SZ,陎閩遠第,2022-05-13,29.7658,30.0092,29.427,29.5752,535047,
300834.SZ,陎閩遠第,2022-05-16,29.7022,30.2527,29.5964,29.8081,600563,
300834.SZ,陎閩遠第,2022-05-17,29.6387,29.7446,29.173,29.4694,514713,
300834.SZ,陎閩遠第,2022-05-18,29.6387,30.1045,29.4694,29.6705,689994,
300834.SZ,陎閩遠第,2022-05-19,29.2365,29.6917,29.2365,29.6493,549932,
300834.SZ,陎閩遠第,2022-05-20,29.7552,30.0092,29.6387,29.9775,716565,
300834.SZ,陎閩遠第,2022-05-23,30.2103,30.4855,29.9139,30.295,766518,
300834.SZ,陎閩遠第,2022-05-24,30.3056,30.3374,28.6331,28.6755,1197370,
300834.SZ,陎閩遠第,2022-05-25,28.7919,29.3423,28.6861,29.0989,485085,
300834.SZ,陎閩遠第,2022-05-26,29.1306,29.3529,28.6225,29.3106,595236,
300834.SZ,陎閩遠第,2022-05-27,29.4588,29.6176,29.1095,29.3423,592297,
300834.SZ,陎閩遠第,2022-05-30,29.5011,29.554,29.2259,29.427,434801,
300834.SZ,陎閩遠第,2022-05-31,29.4905,29.8293,29.1095,29.8081,846291,
300834.SZ,陎閩遠第,2022-06-01,29.5858,30.1786,29.5858,30.0304,833214,
300834.SZ,陎閩遠第,2022-06-02,29.8822,30.6126,29.8504,30.5596,1060013,
300834.SZ,陎閩遠第,2022-06-06,30.6549,31.1842,30.5914,31.0677,1041606,
300834.SZ,陎閩遠第,2022-06-07,31.0995,31.0995,30.4538,30.7184,856333,
300834.SZ,陎閩遠第,2022-06-08,30.6867,31.1101,30.1045,30.5173,898493,
300834.SZ,陎閩遠第,2022-06-09,30.4855,30.8031,29.9563,30.7184,985274,
300834.SZ,陎閩遠第,2022-06-10,30.6655,30.8031,30.295,30.7078,862223,
300834.SZ,陎閩遠第,2022-06-13,30.4115,31.0783,30.4115,30.8137,823557,
300834.SZ,陎閩遠第,2022-06-14,30.4961,30.6867,29.8928,30.6337,921028,
300834.SZ,陎閩遠第,2022-06-15,30.6867,31.0148,30.6126,30.6232,1015686,
300834.SZ,陎閩遠第,2022-06-16,30.602,31.0148,30.602,30.6549,715480,
300834.SZ,陎閩遠第,2022-06-17,30.5279,30.8454,30.295,30.7714,704633,
300834.SZ,陎閩遠第,2022-06-20,31.0572,31.1948,30.7502,31.0466,730412,
300834.SZ,陎閩遠第,2022-06-21,31.1207,31.2265,30.7819,31.0254,892896,
300834.SZ,陎閩遠第,2022-06-22,31.1736,31.1736,30.6337,30.6337,648163,
300834.SZ,陎閩遠第,2022-06-23,30.5808,30.9725,30.5173,30.9301,620060,
300834.SZ,陎閩遠第,2022-06-24,31.0148,32.4544,30.9831,32.1792,2160562,
300834.SZ,陎閩遠第,2022-06-27,32.5708,32.6661,31.8722,31.9781,1235427,
300834.SZ,陎閩遠第,2022-06-28,31.9463,32.2745,31.6076,32.2533,976813,
300834.SZ,陎閩遠第,2022-06-29,32.2533,32.3062,31.9251,31.9569,871831,
300834.SZ,陎閩遠第,2022-06-30,31.9675,32.1792,31.7664,32.031,717981,
300834.SZ,陎閩遠第,2022-07-01,31.9781,32.1792,31.7558,31.8405,582935,
300834.SZ,陎閩遠第,2022-07-04,32.1686,32.1792,31.8193,32.0628,549226,
300834.SZ,陎閩遠第,2022-07-05,31.9569,32.2109,31.3747,31.5229,832250,
300834.SZ,陎閩遠第,2022-07-06,31.4065,31.777,31.2053,31.3006,548725,
300834.SZ,陎閩遠第,2022-07-07,31.3006,31.6182,31.2265,31.3112,389500,
300834.SZ,陎閩遠第,2022-07-08,31.2477,31.6076,31.2477,31.2689,417200,
300834.SZ,陎閩遠第,2022-07-11,31.5123,31.5123,30.4326,30.4432,756190,
300834.SZ,陎閩遠第,2022-07-12,30.4432,30.475,29.8081,29.9139,512453,
300834.SZ,陎閩遠第,2022-07-13,29.7446,30.3691,28.8766,30.3585,2470414,
300834.SZ,陎閩遠第,2022-07-14,30.0198,30.856,29.8398,30.1256,1378160,
300834.SZ,陎閩遠第,2022-07-15,30.0621,31.9675,29.5646,30.729,2488220,
300834.SZ,陎閩遠第,2022-07-18,30.8666,31.4911,30.7078,31.2794,1452613,
300834.SZ,陎閩遠第,2022-07-19,31.29,32.1686,31.0677,32.158,1944338,
300834.SZ,陎閩遠第,2022-07-20,32.1686,32.3486,31.7452,31.9781,1186971,
300834.SZ,陎閩遠第,2022-07-21,31.9887,32.1898,31.7558,32.0098,992137,
300834.SZ,陎閩遠第,2022-07-22,31.9781,32.1792,31.6499,31.851,910125,
300834.SZ,陎閩遠第,2022-07-25,31.7981,32.031,31.3324,31.47,897635,
300834.SZ,陎閩遠第,2022-07-26,31.5441,31.5441,30.8031,31.3535,853275,
300834.SZ,陎閩遠第,2022-07-27,31.3641,32.2639,31.1207,32.0204,1098799,
300834.SZ,陎閩遠第,2022-07-28,31.9675,32.285,31.8616,32.1157,1011396,
300834.SZ,陎閩遠第,2022-07-29,32.1474,32.2215,31.7664,31.8193,962442,
300834.SZ,陎閩遠第,2022-08-01,31.9675,32.2215,31.6393,32.031,638557,
300834.SZ,陎閩遠第,2022-08-02,31.8405,31.8405,30.1468,30.3903,1599206,
300834.SZ,陎閩遠第,2022-08-03,30.4326,31.9781,30.4326,30.909,1562592,
300834.SZ,陎閩遠第,2022-08-04,31.1312,31.4594,30.8349,31.2159,624945,
300834.SZ,陎閩遠第,2022-08-05,31.4171,31.851,31.2159,31.8087,858441,
300834.SZ,陎閩遠第,2022-08-08,31.8087,32.6979,31.6605,32.3274,1233054,
300834.SZ,陎閩遠第,2022-08-09,32.3909,32.6026,31.8722,32.465,976727,
300834.SZ,陎閩遠第,2022-08-10,32.3909,32.9943,32.2427,32.5073,1068329,
300834.SZ,陎閩遠第,2022-08-11,32.7931,32.7931,32.4438,32.592,1146802,
300834.SZ,陎閩遠第,2022-08-12,32.7614,32.8461,32.1898,32.2533,939309,
300834.SZ,陎閩遠第,2022-08-15,32.5814,32.5814,31.9146,32.0733,755386,
300834.SZ,陎閩遠第,2022-08-16,32.1368,32.7085,32.0628,32.5285,1060502,
300834.SZ,陎閩遠第,2022-08-17,32.5285,32.6555,32.0945,32.1368,889688,
300834.SZ,陎閩遠第,2022-08-18,32.1368,32.3274,31.8722,32.2639,743427,
300834.SZ,陎閩遠第,2022-08-19,32.2533,32.5073,31.5441,31.5441,1254322,
300834.SZ,陎閩遠第,2022-08-22,31.1207,31.5335,30.8137,31.3324,919301,
300834.SZ,陎閩遠第,2022-08-23,31.2265,31.5017,31.0148,31.0995,684313,
300834.SZ,陎閩遠第,2022-08-24,31.343,31.343,30.2209,30.2209,1235378,
300834.SZ,陎閩遠第,2022-08-25,30.2527,30.3585,29.7763,29.9775,737669,
300834.SZ,陎閩遠第,2022-08-26,29.9775,30.2844,29.861,29.8822,469320,
300834.SZ,陎閩遠第,2022-08-29,29.7658,30.0833,29.5964,30.0198,369804,
300834.SZ,陎閩遠第,2022-08-30,29.861,30.2103,29.861,30.1256,384294,
300834.SZ,陎閩遠第,2022-08-31,30.168,30.168,29.7552,29.7763,542912,
300834.SZ,陎閩遠第,2022-09-01,29.7763,30.1468,29.6705,29.8293,326593,
300834.SZ,陎閩遠第,2022-09-02,29.8293,30.0516,29.8293,29.9986,272155,
300834.SZ,陎閩遠第,2022-09-05,29.8293,30.1362,29.8293,30.0727,334677,
300834.SZ,陎閩遠第,2022-09-06,30.0621,30.4432,30.0092,30.4432,477965,
300834.SZ,陎閩遠第,2022-09-07,30.4432,30.4432,30.1786,30.2527,396522,
300834.SZ,陎閩遠第,2022-09-08,30.4644,30.5596,29.861,29.8928,391200,
300834.SZ,陎閩遠第,2022-09-09,29.9245,30.2103,29.8293,29.9775,334050,
300834.SZ,陎閩遠第,2022-09-13,30.0304,30.2103,29.9563,29.9986,259589,
300834.SZ,陎閩遠第,2022-09-14,29.6705,29.734,29.4905,29.5858,466513,
300834.SZ,陎閩遠第,2022-09-15,29.607,29.6281,28.9613,29.1095,570405,
300834.SZ,陎閩遠第,2022-09-16,29.0671,29.2788,28.5802,28.5802,371565,
300834.SZ,陎閩遠第,2022-09-19,28.559,28.6966,28.1145,28.1885,353269,
300834.SZ,陎閩遠第,2022-09-20,28.4743,28.612,28.3685,28.4743,216260,
300834.SZ,陎閩遠第,2022-09-21,28.2732,28.7072,28.125,28.5484,183909,
300834.SZ,陎閩遠第,2022-09-22,28.5484,28.7284,28.4108,28.5802,180594,
300834.SZ,陎閩遠第,2022-09-23,28.7496,28.7496,27.8816,27.9663,274608,
300834.SZ,陎閩遠第,2022-09-26,27.9663,27.9768,27.2888,27.2888,303850,
300834.SZ,陎閩遠第,2022-09-27,27.1724,27.7334,27.1724,27.7122,188435,
300834.SZ,陎閩遠第,2022-09-28,27.5852,27.7969,27.1406,27.1406,314700,
300834.SZ,陎閩遠第,2022-09-29,27.2888,27.6275,27.0136,27.1089,236219,
300834.SZ,陎閩遠第,2022-09-30,27.0983,27.3629,26.8654,26.876,245953,
300834.SZ,陎閩遠第,2022-10-10,27.0453,27.257,26.5055,26.696,239356,
300834.SZ,陎閩遠第,2022-10-11,26.696,26.8336,26.5267,26.6854,210046,
300834.SZ,陎閩遠第,2022-10-12,26.4737,27.0242,26.1562,27.0242,445317,
300834.SZ,陎閩遠第,2022-10-13,27.0877,27.2782,26.7807,27.1406,294447,
300834.SZ,陎閩遠第,2022-10-14,27.2147,27.7122,27.2147,27.7122,403682,
300834.SZ,陎閩遠第,2022-10-17,27.6381,27.998,27.4158,27.9768,281724,
300834.SZ,陎閩遠第,2022-10-18,28.0404,28.0404,27.7546,27.8498,260181,
300834.SZ,陎閩遠第,2022-10-19,27.9451,27.9451,27.5746,27.5746,252347,
300834.SZ,陎閩遠第,2022-10-20,27.6275,27.8286,27.3629,27.564,217892,
300834.SZ,陎閩遠第,2022-10-21,27.5746,27.8816,27.437,27.5958,329633,
300834.SZ,陎閩遠第,2022-10-24,27.5852,27.9027,27.0983,27.1618,350749,
300834.SZ,陎閩遠第,2022-10-25,27.1089,27.1618,26.5584,26.876,310841,
300834.SZ,陎閩遠第,2022-10-26,26.876,27.4899,26.7913,27.31,356835,
300834.SZ,陎閩遠第,2022-10-27,27.31,27.7016,27.2041,27.437,428063,
300834.SZ,陎閩遠第,2022-10-28,27.0559,27.1512,26.262,26.262,713457,
300834.SZ,陎閩遠第,2022-10-31,26.5584,26.7172,26.2832,26.5584,276196,
300834.SZ,陎閩遠第,2022-11-01,26.5478,26.9818,26.5478,26.9712,345430,
300834.SZ,陎閩遠第,2022-11-02,26.9712,27.4582,26.8548,27.4476,503045,
300834.SZ,陎閩遠第,2022-11-03,27.2465,27.6064,27.1935,27.5534,378329,
300834.SZ,陎閩遠第,2022-11-04,27.7228,27.8922,27.5428,27.7969,634869,
300834.SZ,陎閩遠第,2022-11-07,27.7863,28.1991,27.6593,27.998,602744,
300834.SZ,陎閩遠第,2022-11-08,27.998,27.998,27.7228,27.8604,370133,
300834.SZ,陎閩遠第,2022-11-09,27.5534,28.0615,27.5534,27.8286,347337,
300834.SZ,陎閩遠第,2022-11-10,27.6381,27.8922,27.6169,27.6275,326114,
300834.SZ,陎閩遠第,2022-11-11,27.9768,28.1568,27.7122,27.744,522680,
300834.SZ,陎閩遠第,2022-11-14,27.7863,27.998,27.6275,27.8498,414242,
300834.SZ,陎閩遠第,2022-11-15,27.8816,28.3473,27.8181,28.305,684458,
300834.SZ,陎閩遠第,2022-11-16,28.3156,28.3685,28.1039,28.2309,454483,
300834.SZ,陎閩遠第,2022-11-17,28.2626,28.2838,28.0086,28.2521,326161,
300834.SZ,陎閩遠第,2022-11-18,28.2732,28.4108,28.0192,28.0827,411001,
300834.SZ,陎閩遠第,2022-11-21,28.2415,28.2415,27.9027,28.1462,300898,
300834.SZ,陎閩遠第,2022-11-22,27.9768,28.2521,27.7122,27.8075,405695,
300834.SZ,陎閩遠第,2022-11-23,27.8181,27.8922,27.3629,27.5746,471147,
300834.SZ,陎閩遠第,2022-11-24,27.564,27.8075,27.564,27.6805,236047,
300834.SZ,陎閩遠第,2022-11-25,27.5958,27.7546,27.4793,27.5323,229419,
300834.SZ,陎閩遠第,2022-11-28,27.3206,27.4687,27.1512,27.1935,397753,
300834.SZ,陎閩遠第,2022-11-29,27.2041,27.7863,27.2041,27.7334,507805,
300834.SZ,陎閩遠第,2022-11-30,27.744,27.7863,27.4793,27.5217,380432,
300834.SZ,陎閩遠第,2022-12-01,27.7651,27.8922,27.6064,27.6593,341840,
300834.SZ,陎閩遠第,2022-12-02,27.6593,27.8392,27.5428,27.7651,334127,
300834.SZ,陎閩遠第,2022-12-05,27.9239,28.2521,27.7863,28.2309,720247,
300834.SZ,陎閩遠第,2022-12-06,28.2626,28.2626,28.0509,28.0615,379670,
300834.SZ,陎閩遠第,2022-12-07,28.1356,28.1568,27.9027,28.0615,330371,
300834.SZ,陎閩遠第,2022-12-08,28.0721,28.1568,27.8922,28.0404,343153,
300834.SZ,陎閩遠第,2022-12-09,27.9874,28.0827,27.8922,27.9768,343155,
300834.SZ,陎閩遠第,2022-12-12,27.8286,28.0086,27.7546,27.8181,327967,
300834.SZ,陎閩遠第,2022-12-13,27.7863,27.9239,27.6275,27.6381,366900,
300834.SZ,陎閩遠第,2022-12-14,27.7334,27.744,27.4158,27.4899,316800,
300834.SZ,陎閩遠第,2022-12-15,27.4476,27.6275,27.4264,27.6275,238326,
300834.SZ,陎閩遠第,2022-12-16,27.6593,27.6593,27.2465,27.3417,338758,
300834.SZ,陎閩遠第,2022-12-19,27.2994,27.3841,26.6537,26.6854,414663,
300834.SZ,陎閩遠第,2022-12-20,26.6749,26.9607,26.4737,26.7807,254600,
300834.SZ,陎閩遠第,2022-12-21,26.9395,26.9395,26.6008,26.6431,178244,
300834.SZ,陎閩遠第,2022-12-22,26.7278,26.7913,26.3361,26.4102,321071,
300834.SZ,陎閩遠第,2022-12-23,26.4526,26.4526,26.1985,26.3044,240500,
300834.SZ,陎閩遠第,2022-12-26,26.2514,26.7278,26.2514,26.6749,265935,
300834.SZ,陎閩遠第,2022-12-27,26.6431,26.7278,26.3467,26.6537,239255,
300834.SZ,陎閩遠第,2022-12-28,26.7278,26.7384,26.4208,26.4737,223074,
300834.SZ,陎閩遠第,2022-12-29,26.3679,26.5055,26.2514,26.2726,201372,
300834.SZ,陎閩遠第,2022-12-30,26.2726,26.442,26.2091,26.2938,193417,
300834.SZ,陎閩遠第,2023-01-03,26.4102,26.6219,26.2197,26.6008,336611,
300834.SZ,陎閩遠第,2023-01-04,26.6008,26.7172,26.4949,26.6431,261100,
300834.SZ,陎閩遠第,2023-01-05,26.7595,26.8336,26.569,26.823,289224,
300834.SZ,陎閩遠第,2023-01-06,26.8336,26.8654,26.6854,26.6854,229193,
300834.SZ,陎閩遠第,2023-01-09,26.6643,26.9818,26.6643,26.7066,212963,
300834.SZ,陎閩遠第,2023-01-10,26.7807,26.8125,26.6113,26.7278,218235,
