¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
002511.SZ,÷–À≥Ω‡»·,2015-01-05,25.0847,25.9097,24.93,25.7808,4226672,
002511.SZ,÷–À≥Ω‡»·,2015-01-06,25.7292,26.219,25.523,26.1417,4109855,
002511.SZ,÷–À≥Ω‡»·,2015-01-07,26.219,26.2706,25.8066,26.0644,3917560,
002511.SZ,÷–À≥Ω‡»·,2015-01-08,25.9097,26.2448,25.8066,25.9097,2037505,
002511.SZ,÷–À≥Ω‡»·,2015-01-09,25.9355,26.0901,25.6776,25.7808,2637449,
002511.SZ,÷–À≥Ω‡»·,2015-01-12,25.9355,25.9355,25.0847,25.162,2625283,
002511.SZ,÷–À≥Ω‡»·,2015-01-13,25.162,25.6519,25.0331,25.6003,2333493,
002511.SZ,÷–À≥Ω‡»·,2015-01-14,25.5745,25.6003,25.1878,25.2652,1905878,
002511.SZ,÷–À≥Ω‡»·,2015-01-15,25.3941,25.5487,25.2652,25.4972,1749696,
002511.SZ,÷–À≥Ω‡»·,2015-01-16,25.4972,25.7292,25.2909,25.6519,2225428,
002511.SZ,÷–À≥Ω‡»·,2015-01-19,25.2909,26.1933,24.93,25.4714,4108527,
002511.SZ,÷–À≥Ω‡»·,2015-01-20,25.5487,26.4253,25.523,26.4253,6391016,
002511.SZ,÷–À≥Ω‡»·,2015-01-21,26.5026,26.8636,26.2706,26.6315,5911647,
002511.SZ,÷–À≥Ω‡»·,2015-01-22,26.6315,27.044,26.4253,26.7862,4546511,
002511.SZ,÷–À≥Ω‡»·,2015-01-23,26.7604,26.7862,26.219,26.2964,5051322,
002511.SZ,÷–À≥Ω‡»·,2015-01-26,26.2964,26.7862,26.219,26.7089,3186170,
002511.SZ,÷–À≥Ω‡»·,2015-01-27,26.7347,26.9667,26.2964,26.7347,3354427,
002511.SZ,÷–À≥Ω‡»·,2015-01-28,26.7089,27.4823,26.5026,27.3018,6938842,
002511.SZ,÷–À≥Ω‡»·,2015-01-29,26.9925,27.4823,26.8893,26.9409,3430488,
002511.SZ,÷–À≥Ω‡»·,2015-01-30,26.9667,27.2245,26.58,26.6573,2412273,
002511.SZ,÷–À≥Ω‡»·,2015-02-02,26.3995,26.7862,26.2448,26.5542,2353710,
002511.SZ,÷–À≥Ω‡»·,2015-02-03,26.7089,27.4565,26.3737,27.1729,4099718,
002511.SZ,÷–À≥Ω‡»·,2015-02-04,27.1214,27.2503,26.6831,26.7089,3237409,
002511.SZ,÷–À≥Ω‡»·,2015-02-05,26.8636,27.7143,26.8378,27.2503,7729087,
002511.SZ,÷–À≥Ω‡»·,2015-02-06,27.2503,27.3276,26.2964,26.5542,3737398,
002511.SZ,÷–À≥Ω‡»·,2015-02-09,26.3222,26.6573,26.0128,26.219,2552923,
002511.SZ,÷–À≥Ω‡»·,2015-02-10,26.219,26.2706,25.6519,25.8323,3533094,
002511.SZ,÷–À≥Ω‡»·,2015-02-11,25.8581,26.0901,25.755,25.987,2286715,
002511.SZ,÷–À≥Ω‡»·,2015-02-12,25.987,26.2448,25.9355,26.0901,2279888,
002511.SZ,÷–À≥Ω‡»·,2015-02-13,26.1159,26.5284,26.0901,26.3995,2833486,
002511.SZ,÷–À≥Ω‡»·,2015-02-16,26.3222,26.812,26.1675,26.7604,3658824,
002511.SZ,÷–À≥Ω‡»·,2015-02-17,26.7089,26.8636,26.5026,26.812,2902305,
002511.SZ,÷–À≥Ω‡»·,2015-02-25,26.8378,27.405,26.8378,27.0182,4416950,
002511.SZ,÷–À≥Ω‡»·,2015-02-26,26.812,27.2503,26.7862,27.1987,3159319,
002511.SZ,÷–À≥Ω‡»·,2015-02-27,27.1987,27.6885,27.1987,27.4823,5741171,
002511.SZ,÷–À≥Ω‡»·,2015-03-02,27.5854,27.8175,27.5081,27.8175,4762005,
002511.SZ,÷–À≥Ω‡»·,2015-03-03,27.7401,28.4104,27.2761,28.3588,9049243,
002511.SZ,÷–À≥Ω‡»·,2015-03-04,28.2042,31.1947,28.1784,31.1947,19590333,
002511.SZ,÷–À≥Ω‡»·,2015-03-05,31.7103,31.8908,30.4213,30.8854,13831577,
002511.SZ,÷–À≥Ω‡»·,2015-03-06,31.4268,31.4525,30.4471,30.6276,8600880,
002511.SZ,÷–À≥Ω‡»·,2015-03-09,30.7049,33.4377,30.2924,32.1744,12032222,
002511.SZ,÷–À≥Ω‡»·,2015-03-10,32.1744,33.1283,31.7361,32.3291,7283898,
002511.SZ,÷–À≥Ω‡»·,2015-03-11,32.1228,32.6642,31.5814,31.633,6667262,
002511.SZ,÷–À≥Ω‡»·,2015-03-12,31.633,31.9166,30.9369,31.4525,5270749,
002511.SZ,÷–À≥Ω‡»·,2015-03-13,31.4525,32.4322,31.1947,32.3291,6117253,
002511.SZ,÷–À≥Ω‡»·,2015-03-16,32.4064,33.3345,32.0971,32.7931,6463889,
002511.SZ,÷–À≥Ω‡»·,2015-03-17,32.7931,33.1541,32.0197,32.4838,6932222,
002511.SZ,÷–À≥Ω‡»·,2015-03-18,32.3549,34.7009,32.2517,34.2626,8948618,
002511.SZ,÷–À≥Ω‡»·,2015-03-19,34.3658,34.9329,33.4634,33.8244,6868707,
002511.SZ,÷–À≥Ω‡»·,2015-03-20,33.7986,34.2626,33.515,33.8502,5696288,
002511.SZ,÷–À≥Ω‡»·,2015-03-23,33.7728,34.804,33.6439,34.1595,7015175,
002511.SZ,÷–À≥Ω‡»·,2015-03-24,34.2369,34.4947,32.226,33.3088,9435504,
002511.SZ,÷–À≥Ω‡»·,2015-03-25,33.1799,33.7212,32.6385,33.5408,7062771,
002511.SZ,÷–À≥Ω‡»·,2015-03-26,33.3603,33.3603,32.6127,32.8447,7028104,
002511.SZ,÷–À≥Ω‡»·,2015-03-27,32.8447,33.5666,32.6127,33.0252,6044789,
002511.SZ,÷–À≥Ω‡»·,2015-03-30,33.2572,33.6955,32.9994,33.3603,5584113,
002511.SZ,÷–À≥Ω‡»·,2015-03-31,33.3603,33.5666,33.0252,33.2314,5085429,
002511.SZ,÷–À≥Ω‡»·,2015-04-01,33.2572,35.2681,33.1541,34.9329,10762286,
002511.SZ,÷–À≥Ω‡»·,2015-04-02,34.9845,35.6806,34.6751,35.2939,9263226,
002511.SZ,÷–À≥Ω‡»·,2015-04-03,35.2939,36.8665,34.8298,36.1446,7683891,
002511.SZ,÷–À≥Ω‡»·,2015-04-07,36.6087,36.8149,35.7837,36.0157,7281220,
002511.SZ,÷–À≥Ω‡»·,2015-04-08,36.0157,36.1962,34.4431,35.1134,8250455,
002511.SZ,÷–À≥Ω‡»·,2015-04-09,35.0618,35.1908,33.4892,34.4431,7603185,
002511.SZ,÷–À≥Ω‡»·,2015-04-10,34.0822,35.7064,34.0306,35.5775,7066044,
002511.SZ,÷–À≥Ω‡»·,2015-04-13,35.5775,37.6399,35.2939,37.047,11852760,
002511.SZ,÷–À≥Ω‡»·,2015-04-14,36.9954,37.8977,36.4024,37.1501,8769510,
002511.SZ,÷–À≥Ω‡»·,2015-04-15,36.5571,37.0212,34.8556,35.0618,8771538,
002511.SZ,÷–À≥Ω‡»·,2015-04-16,34.572,35.2165,33.8502,34.9072,7554400,
002511.SZ,÷–À≥Ω‡»·,2015-04-17,35.2681,35.8611,34.8298,35.2939,8175845,
002511.SZ,÷–À≥Ω‡»·,2015-04-20,35.0618,35.2681,33.7728,33.8502,8900364,
002511.SZ,÷–À≥Ω‡»·,2015-04-21,33.9275,35.0618,33.515,34.8556,7129298,
002511.SZ,÷–À≥Ω‡»·,2015-04-22,34.8556,36.7892,34.8556,36.1704,9806441,
002511.SZ,÷–À≥Ω‡»·,2015-04-23,36.1704,37.047,35.8611,36.222,10214469,
002511.SZ,÷–À≥Ω‡»·,2015-04-24,36.222,36.7376,34.8814,36.3509,9815762,
002511.SZ,÷–À≥Ω‡»·,2015-04-27,36.4798,37.8977,36.4798,37.3048,12407354,
002511.SZ,÷–À≥Ω‡»·,2015-04-28,36.9954,36.9954,35.1908,35.5775,9387995,
002511.SZ,÷–À≥Ω‡»·,2015-04-29,35.0103,36.222,35.0103,36.0931,5786471,
002511.SZ,÷–À≥Ω‡»·,2015-04-30,36.1446,36.3251,35.7579,35.7837,5816762,
002511.SZ,÷–À≥Ω‡»·,2015-05-04,35.6806,38.8516,35.4486,38.4391,13938243,
002511.SZ,÷–À≥Ω‡»·,2015-05-05,38.4391,38.4391,36.8665,38.0266,11390536,
002511.SZ,÷–À≥Ω‡»·,2015-05-06,37.9751,39.9602,37.7688,39.2126,16453760,
002511.SZ,÷–À≥Ω‡»·,2015-05-07,39.1352,39.9602,36.0931,37.1501,11723654,
002511.SZ,÷–À≥Ω‡»·,2015-05-08,37.3821,39.161,36.4798,39.1352,9867556,
002511.SZ,÷–À≥Ω‡»·,2015-05-11,39.2383,40.9656,38.9805,40.5016,13534809,
002511.SZ,÷–À≥Ω‡»·,2015-05-12,40.218,41.4813,39.7024,40.3727,11557554,
002511.SZ,÷–À≥Ω‡»·,2015-05-13,40.218,40.218,38.7227,39.2383,10946029,
002511.SZ,÷–À≥Ω‡»·,2015-05-14,39.2383,41.0172,38.9547,41.0172,12238000,
002511.SZ,÷–À≥Ω‡»·,2015-05-15,41.4555,42.4094,39.7539,40.1407,11398014,
002511.SZ,÷–À≥Ω‡»·,2015-05-18,38.9547,41.0945,38.9547,40.3211,10621835,
002511.SZ,÷–À≥Ω‡»·,2015-05-19,40.3211,40.9141,39.7282,40.4758,8057239,
