測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
300398.SZ,滄翮第蹋,2015-01-05,59.39,59.79,55,55.73,1919446,
300398.SZ,滄翮第蹋,2015-01-06,54.75,58.2,54.1,58.18,2302883,
300398.SZ,滄翮第蹋,2015-01-07,57.5,57.67,55.3,55.85,1432680,
300398.SZ,滄翮第蹋,2015-01-08,55.99,57.55,55.8,55.9,1328025,
300398.SZ,滄翮第蹋,2015-01-09,55.5,58.16,54.5,56.62,1917613,
300398.SZ,滄翮第蹋,2015-01-12,55.87,57,54.11,56.25,1652474,
300398.SZ,滄翮第蹋,2015-01-13,55.44,59.5,55,58.62,2030111,
300398.SZ,滄翮第蹋,2015-01-14,58.5,62.58,57.38,60.9,2668378,
300398.SZ,滄翮第蹋,2015-01-15,60.09,61.9,58.68,58.7,1585024,
300398.SZ,滄翮第蹋,2015-01-16,58.8,61.49,58.56,60.54,1388569,
300398.SZ,滄翮第蹋,2015-01-19,59.2,63.59,58.9,61.02,2659952,
300398.SZ,滄翮第蹋,2015-01-20,61.85,67.12,61.21,66.28,3757512,
300398.SZ,滄翮第蹋,2015-01-21,66.28,66.89,64.58,65.41,2306307,
300398.SZ,滄翮第蹋,2015-01-22,64.95,68.71,64.95,67.26,1830440,
300398.SZ,滄翮第蹋,2015-01-23,67.33,69.84,66.38,67.9,2311812,
300398.SZ,滄翮第蹋,2015-01-26,68.05,68.43,66.48,67.57,1441165,
300398.SZ,滄翮第蹋,2015-01-27,67.22,67.39,64.6,65.57,1526147,
300398.SZ,滄翮第蹋,2015-01-28,65.04,67.98,64.6,65.7,1338043,
300398.SZ,滄翮第蹋,2015-01-29,65.5,66.44,63.36,63.37,1092863,
300398.SZ,滄翮第蹋,2015-01-30,63.15,64.96,60.38,60.61,1836018,
300398.SZ,滄翮第蹋,2015-02-02,60.08,61.78,60.07,61.3,1253298,
300398.SZ,滄翮第蹋,2015-02-03,61.52,63.2,61.2,62.2,1325755,
300398.SZ,滄翮第蹋,2015-02-04,62.5,63.43,61.05,61.12,1214888,
300398.SZ,滄翮第蹋,2015-02-05,61.4,62.13,60.4,60.69,1087586,
300398.SZ,滄翮第蹋,2015-02-06,60.53,60.94,57.11,57.99,1621288,
300398.SZ,滄翮第蹋,2015-02-09,57.45,59.02,57.1,57.79,594715,
300398.SZ,滄翮第蹋,2015-02-10,57.79,58.73,56.86,57.58,1021303,
300398.SZ,滄翮第蹋,2015-02-11,57.65,59.38,57.58,58.54,724912,
300398.SZ,滄翮第蹋,2015-02-12,58.85,60.18,58.81,60.16,1209985,
300398.SZ,滄翮第蹋,2015-02-13,61.47,62,60.39,61.47,1335596,
300398.SZ,滄翮第蹋,2015-02-16,61.5,63.34,61.1,62.25,1077015,
300398.SZ,滄翮第蹋,2015-02-17,62,62.45,61.01,61.68,724016,
300398.SZ,滄翮第蹋,2015-02-25,61.31,61.72,58.5,58.64,1024773,
300398.SZ,滄翮第蹋,2015-02-26,59.2,60.78,59.2,60.23,876690,
300398.SZ,滄翮第蹋,2015-02-27,60.23,63.29,59.77,63.25,1472353,
300398.SZ,滄翮第蹋,2015-03-02,63.51,64.55,62.81,64,1443436,
300398.SZ,滄翮第蹋,2015-03-03,63.5,63.91,62,62.3,1250204,
300398.SZ,滄翮第蹋,2015-03-04,62.1,64.28,62,63.89,1222557,
300398.SZ,滄翮第蹋,2015-03-05,63.57,63.88,62.4,62.84,960372,
300398.SZ,滄翮第蹋,2015-03-06,62.9,65.88,62.7,64.92,1997288,
300398.SZ,滄翮第蹋,2015-03-09,64.63,65.99,63,64.32,1388947,
300398.SZ,滄翮第蹋,2015-03-10,64.01,65.6,63.56,64.99,1278214,
300398.SZ,滄翮第蹋,2015-03-11,64.57,64.99,63.01,64.04,1090401,
300398.SZ,滄翮第蹋,2015-03-12,64.39,67,64.2,65.33,1781725,
300398.SZ,滄翮第蹋,2015-03-13,65.99,71.86,65.2,70.72,3086493,
300398.SZ,滄翮第蹋,2015-03-16,70.45,72.32,70,72.02,2704877,
