測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
300099.SZ,蚧醫縐,2015-01-05,61.0196,61.2332,58.991,60.8595,2055978,
300099.SZ,蚧醫縐,2015-01-06,60.3256,62.8347,60.3256,62.728,2910723,
300099.SZ,蚧醫縐,2015-01-07,62.0873,62.9949,61.5535,62.1407,1860314,
300099.SZ,蚧醫縐,2015-01-08,62.1407,63.2618,61.9806,62.7813,2125164,
300099.SZ,蚧醫縐,2015-01-09,62.3543,63.422,61.7136,63.2618,2592044,
300099.SZ,蚧醫縐,2015-01-12,63.2084,63.2084,61.5001,62.1407,1246956,
300099.SZ,蚧醫縐,2015-01-13,62.034,62.6212,61.1798,62.461,1508922,
300099.SZ,蚧醫縐,2015-01-14,62.728,62.8881,60.9129,62.2475,1451404,
300099.SZ,蚧醫縐,2015-01-15,62.1941,63.1017,61.5535,62.1941,1938745,
300099.SZ,蚧醫縐,2015-01-16,62.1941,63.2084,61.5535,63.1017,2424404,
300099.SZ,蚧醫縐,2015-01-19,62.461,63.9024,60.8595,62.1941,2709048,
300099.SZ,蚧醫縐,2015-01-20,62.0873,64.0092,62.034,63.9558,3879837,
300099.SZ,蚧醫縐,2015-01-21,64.0626,65.2371,63.5821,64.9702,4469069,
300099.SZ,蚧醫縐,2015-01-22,64.9702,65.9311,64.4897,65.3439,3128535,
300099.SZ,蚧醫縐,2015-01-23,65.1837,65.6642,64.116,64.2761,2884849,
300099.SZ,蚧醫縐,2015-01-26,64.3295,65.3439,64.0092,65.2371,2198223,
300099.SZ,蚧醫縐,2015-01-27,65.1303,65.7709,64.2228,65.3972,2392951,
300099.SZ,蚧醫縐,2015-01-28,65.1303,66.4116,64.5965,65.9845,2712249,
300099.SZ,蚧醫縐,2015-01-29,65.3439,66.1446,64.8634,65.6108,2234132,
300099.SZ,蚧醫縐,2015-01-30,65.7176,65.7709,63.7957,63.9558,2528644,
300099.SZ,蚧醫縐,2015-02-02,63.3152,69.3478,63.0483,63.7957,3752990,
300099.SZ,蚧醫縐,2015-02-03,63.7957,65.1303,63.6889,64.7032,2676742,
300099.SZ,蚧醫縐,2015-02-04,65.0235,66.4116,64.5431,65.6108,2723086,
300099.SZ,蚧醫縐,2015-02-05,65.6642,66.7319,65.4506,66.198,4490339,
300099.SZ,蚧醫縐,2015-02-06,66.2514,66.5717,64.7032,65.2371,2599397,
300099.SZ,蚧醫縐,2015-02-09,65.0235,65.3972,64.3295,64.9168,1390605,
300099.SZ,蚧醫縐,2015-02-10,64.4363,66.3048,64.3829,65.7709,3664749,
300099.SZ,蚧醫縐,2015-02-11,65.1303,66.5183,65.0769,66.0379,3586199,
300099.SZ,蚧醫縐,2015-02-12,66.4649,66.7319,65.8243,66.3582,3429717,
300099.SZ,蚧醫縐,2015-02-13,66.6251,67.0522,66.3048,66.6785,4254812,
300099.SZ,蚧醫縐,2015-02-16,67.1056,69.0275,66.3582,68.7071,6342231,
300099.SZ,蚧醫縐,2015-02-17,68.4402,68.9741,67.2657,67.853,4737839,
300099.SZ,蚧醫縐,2015-02-25,67.7462,68.3334,66.4649,66.4649,3481002,
300099.SZ,蚧醫縐,2015-02-26,66.8386,68.0131,66.5183,67.2657,3986378,
300099.SZ,蚧醫縐,2015-02-27,67.4793,68.1199,67.2657,67.6928,3501692,
300099.SZ,蚧醫縐,2015-03-02,67.9064,68.9741,67.2657,68.6004,5032417,
300099.SZ,蚧醫縐,2015-03-03,68.6004,68.8139,66.892,66.9454,5834934,
300099.SZ,蚧醫縐,2015-03-04,66.9454,69.1342,66.9454,68.6538,6279645,
300099.SZ,蚧醫縐,2015-03-05,68.8139,70.2553,67.9597,70.2019,6520384,
300099.SZ,蚧醫縐,2015-03-06,69.8816,72.0704,68.4402,68.6538,7482505,
300099.SZ,蚧醫縐,2015-03-09,68.2267,70.2019,67.4793,69.1876,4460742,
300099.SZ,蚧醫縐,2015-03-10,69.1876,70.8426,68.9741,69.9884,5656063,
300099.SZ,蚧醫縐,2015-03-11,70.0952,71.4832,69.6681,71.1095,6542800,
300099.SZ,蚧醫縐,2015-03-12,71.1629,74.0991,70.5222,72.7644,8733734,
300099.SZ,蚧醫縐,2015-03-13,72.3374,73.672,71.6967,72.8712,4275930,
300099.SZ,蚧醫縐,2015-03-16,72.978,75.06,72.978,74.3126,6079578,
300099.SZ,蚧醫縐,2015-03-17,75.06,76.1811,73.4051,74.4194,7990686,
300099.SZ,蚧醫縐,2015-03-18,74.7397,75.8074,74.1525,75.2736,7031188,
300099.SZ,蚧醫縐,2015-03-19,75.3269,75.4337,73.2983,74.2058,6759085,
300099.SZ,蚧醫縐,2015-03-20,74.2058,79.4376,73.5652,76.5014,9210379,
300099.SZ,蚧醫縐,2015-03-23,76.6082,78.4233,76.0743,77.8361,5794165,
300099.SZ,蚧醫縐,2015-03-24,77.8361,78.6368,74.7397,77.409,7443778,
300099.SZ,蚧醫縐,2015-03-25,76.8751,80.0249,75.8074,79.0105,7150745,
300099.SZ,蚧醫縐,2015-03-26,78.4767,81.0926,76.0743,77.7827,6726752,
300099.SZ,蚧醫縐,2015-03-27,77.142,82.3738,77.142,81.3595,7214300,
300099.SZ,蚧醫縐,2015-03-30,82.1069,82.1069,79.5978,80.5053,4891208,
300099.SZ,蚧醫縐,2015-03-31,80.2384,82.9611,78.6368,81.5197,6746007,
300099.SZ,蚧醫縐,2015-04-01,80.9324,82.7475,80.5053,82.2137,5938987,
300099.SZ,蚧醫縐,2015-04-02,82.4806,90.2215,81.4663,88.353,10489165,
300099.SZ,蚧醫縐,2015-04-03,86.3777,93.7449,86.3777,90.6486,9176957,
300099.SZ,蚧醫縐,2015-04-07,90.2215,93.7449,89.1538,92.2501,7015040,
300099.SZ,蚧醫縐,2015-04-08,91.2892,91.7697,84.4559,86.8582,9596760,
300099.SZ,蚧醫縐,2015-04-09,87.2319,87.2319,80.1316,85.6837,9423757,
300099.SZ,蚧醫縐,2015-04-10,85.4168,88.2462,84.4025,87.3921,5483459,
300099.SZ,蚧醫縐,2015-04-13,87.4988,91.3426,86.8048,89.2606,4670945,
300099.SZ,蚧醫縐,2015-04-14,89.4207,91.7163,87.0184,88.5665,5410832,
300099.SZ,蚧醫縐,2015-04-15,87.6056,88.5665,83.6017,83.6017,5660019,
300099.SZ,蚧醫縐,2015-04-16,83.0145,85.4168,80.6121,84.3491,4647876,
