代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
300163.SZ,先锋新材,2015-01-05,21.83,22.0602,20.93,21.9765,1345141,
300163.SZ,先锋新材,2015-01-06,21.6626,22.8347,21.6626,22.73,2500373,
300163.SZ,先锋新材,2015-01-07,22.73,22.73,22.144,22.3742,1431735,
300163.SZ,先锋新材,2015-01-08,22.4788,22.5207,22.2277,22.4579,1270463,
300163.SZ,先锋新材,2015-01-09,22.4579,22.6672,22.1649,22.4161,1542809,
300163.SZ,先锋新材,2015-01-12,22.2905,22.2905,21.4323,21.5789,1216445,
300163.SZ,先锋新材,2015-01-13,21.6416,22.0812,21.4742,21.9556,890381,
300163.SZ,先锋新材,2015-01-14,22.0393,22.1021,21.6835,21.7882,963017,
300163.SZ,先锋新材,2015-01-15,21.8509,22.0393,21.7463,21.8091,865579,
300163.SZ,先锋新材,2015-01-16,21.8719,22.3533,21.8509,22.2695,1462309,
300163.SZ,先锋新材,2015-01-19,21.9556,22.73,21.4742,21.9137,2409975,
300163.SZ,先锋新材,2015-01-20,22.0184,22.6881,21.9765,22.6463,2519341,
300163.SZ,先锋新材,2015-01-21,22.7091,23.2533,22.6672,23.1905,2976556,
300163.SZ,先锋新材,2015-01-22,23.2323,23.5463,22.9602,23.5463,3059526,
300163.SZ,先锋新材,2015-01-23,23.5463,23.7974,23.044,23.1067,1601306,
300163.SZ,先锋新材,2015-01-26,23.023,23.8184,23.023,23.7137,1815979,
300163.SZ,先锋新材,2015-01-27,23.7346,24.1742,23.3579,23.923,2551711,
300163.SZ,先锋新材,2015-01-28,23.8602,24.2788,23.6719,24.1114,2165169,
300163.SZ,先锋新材,2015-01-29,23.8393,24.2788,23.7346,23.9649,1653904,
300163.SZ,先锋新材,2015-01-30,23.9858,24.0486,23.4416,23.5463,1401913,
300163.SZ,先锋新材,2015-02-02,23.2114,23.7556,23.2114,23.5672,1236950,
300163.SZ,先锋新材,2015-02-03,23.63,23.9649,23.5672,23.7974,1379726,
300163.SZ,先锋新材,2015-02-04,23.7765,23.9439,23.6719,23.7974,1529207,
300163.SZ,先锋新材,2015-02-05,23.8184,24.3416,23.7556,23.923,1821817,
300163.SZ,先锋新材,2015-02-06,23.9021,24.0067,22.9812,23.2323,1363262,
300163.SZ,先锋新材,2015-02-09,23.1067,23.2951,22.7928,22.8556,733302,
300163.SZ,先锋新材,2015-02-10,22.7091,23.1486,22.7091,23.1067,822321,
300163.SZ,先锋新材,2015-02-11,23.1695,23.2323,23.044,23.1905,887349,
300163.SZ,先锋新材,2015-02-12,23.2323,23.5463,23.2323,23.5463,799537,
300163.SZ,先锋新材,2015-02-13,23.6928,24.1742,23.6091,24.1532,1432639,
300163.SZ,先锋新材,2015-02-16,24.0695,24.4463,24.0695,24.4463,1641849,
300163.SZ,先锋新材,2015-02-17,24.4463,24.7184,24.0695,24.6346,2119262,
300163.SZ,先锋新材,2015-02-25,24.6346,24.6974,24.2998,24.53,1911531,
300163.SZ,先锋新材,2015-02-26,24.5718,24.6556,24.4044,24.6556,1349815,
300163.SZ,先锋新材,2015-02-27,24.6765,25.0323,24.6765,25.0323,1893021,
300163.SZ,先锋新材,2015-03-02,25.0951,25.6811,24.9904,25.5765,3561515,
300163.SZ,先锋新材,2015-03-03,25.4928,25.5137,24.6974,24.8021,4498536,
300163.SZ,先锋新材,2015-03-04,24.6974,25.4509,24.5928,25.3881,3214520,
300163.SZ,先锋新材,2015-03-05,25.3463,25.8695,25.2416,25.8486,4321233,
300163.SZ,先锋新材,2015-03-06,25.9323,26.0369,25.0742,25.1997,3875488,
300163.SZ,先锋新材,2015-03-09,25.1579,25.5346,24.8439,25.5346,2418576,
300163.SZ,先锋新材,2015-03-10,25.5346,25.9951,25.3881,25.5974,4181903,
300163.SZ,先锋新材,2015-03-11,25.7021,26.309,25.43,26.1625,5642961,
300163.SZ,先锋新材,2015-03-12,26.016,26.2672,25.5974,25.7649,4736845,
300163.SZ,先锋新材,2015-03-13,25.8276,26.3928,25.8067,26.3509,3589837,
300163.SZ,先锋新材,2015-03-16,26.6858,27.1462,26.4137,27.0416,4049823,
