´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
920571.BJ,¹úº½Ô¶Ñó,2022-12-15,4.68,5,4.56,4.83,27079441,
920571.BJ,¹úº½Ô¶Ñó,2022-12-16,4.71,4.76,4.62,4.63,4765231,
920571.BJ,¹úº½Ô¶Ñó,2022-12-19,4.63,4.63,4.53,4.56,2223592,
920571.BJ,¹úº½Ô¶Ñó,2022-12-20,4.56,4.58,4.4,4.42,2261164,
920571.BJ,¹úº½Ô¶Ñó,2022-12-21,4.47,4.5,4.42,4.46,930759,
920571.BJ,¹úº½Ô¶Ñó,2022-12-22,4.48,4.5,4.34,4.37,1295623,
920571.BJ,¹úº½Ô¶Ñó,2022-12-23,4.36,4.37,4.27,4.3,1220682,
920571.BJ,¹úº½Ô¶Ñó,2022-12-26,4.26,4.34,4.18,4.3,1308516,
920571.BJ,¹úº½Ô¶Ñó,2022-12-27,4.3,4.31,4.21,4.29,697154,
920571.BJ,¹úº½Ô¶Ñó,2022-12-28,4.26,4.31,4.23,4.26,715690,
920571.BJ,¹úº½Ô¶Ñó,2022-12-29,4.26,4.27,4.21,4.23,621397,
920571.BJ,¹úº½Ô¶Ñó,2022-12-30,4.22,4.23,4.19,4.21,924815,
920571.BJ,¹úº½Ô¶Ñó,2023-01-03,4.24,4.24,4.19,4.22,853956,
920571.BJ,¹úº½Ô¶Ñó,2023-01-04,4.23,4.23,4.19,4.2,943005,
920571.BJ,¹úº½Ô¶Ñó,2023-01-05,4.21,4.22,4.19,4.21,673876,
920571.BJ,¹úº½Ô¶Ñó,2023-01-06,4.21,4.23,4.19,4.2,626065,
920571.BJ,¹úº½Ô¶Ñó,2023-01-09,4.19,4.22,4.16,4.18,1060067,
920571.BJ,¹úº½Ô¶Ñó,2023-01-10,4.18,4.19,4.16,4.18,567960,
920571.BJ,¹úº½Ô¶Ñó,2023-01-11,4.27,4.32,4.19,4.29,2342018,
920571.BJ,¹úº½Ô¶Ñó,2023-01-12,4.28,4.33,4.24,4.27,818236,
920571.BJ,¹úº½Ô¶Ñó,2023-01-13,4.3,4.31,4.24,4.26,452127,
920571.BJ,¹úº½Ô¶Ñó,2023-01-16,4.28,4.28,4.25,4.27,305965,
920571.BJ,¹úº½Ô¶Ñó,2023-01-17,4.3,4.3,4.25,4.27,215182,
920571.BJ,¹úº½Ô¶Ñó,2023-01-18,4.27,4.28,4.25,4.27,338216,
920571.BJ,¹úº½Ô¶Ñó,2023-01-19,4.27,4.28,4.26,4.28,257735,
920571.BJ,¹úº½Ô¶Ñó,2023-01-20,4.28,4.31,4.28,4.3,502357,
920571.BJ,¹úº½Ô¶Ñó,2023-01-30,4.33,4.35,4.3,4.31,453635,
920571.BJ,¹úº½Ô¶Ñó,2023-01-31,4.31,4.49,4.25,4.48,3069366,
920571.BJ,¹úº½Ô¶Ñó,2023-02-01,4.48,4.51,4.42,4.46,2140403,
920571.BJ,¹úº½Ô¶Ñó,2023-02-02,4.46,4.46,4.41,4.41,1184807,
920571.BJ,¹úº½Ô¶Ñó,2023-02-03,4.44,4.44,4.37,4.4,769979,
920571.BJ,¹úº½Ô¶Ñó,2023-02-06,4.37,4.39,4.34,4.37,353706,
920571.BJ,¹úº½Ô¶Ñó,2023-02-07,4.36,4.4,4.35,4.37,330678,
920571.BJ,¹úº½Ô¶Ñó,2023-02-08,4.35,4.38,4.35,4.37,516654,
920571.BJ,¹úº½Ô¶Ñó,2023-02-09,4.36,4.4,4.35,4.38,490708,
920571.BJ,¹úº½Ô¶Ñó,2023-02-10,4.39,4.39,4.35,4.36,454731,
920571.BJ,¹úº½Ô¶Ñó,2023-02-13,4.39,4.39,4.35,4.37,505075,
