╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
688052.SH,дип╬н╒,2022-04-22,250,275.02,240,259.58,12594538,
688052.SH,дип╬н╒,2022-04-25,240.99,247.6,232.22,237.35,4847227,
688052.SH,дип╬н╒,2022-04-26,235.97,241.87,224,235.81,3082622,
688052.SH,дип╬н╒,2022-04-27,233,268.03,233,263.96,2962990,
688052.SH,дип╬н╒,2022-04-28,260,260.98,245,251,2066680,
688052.SH,дип╬н╒,2022-04-29,248.9,277.91,248.9,267.9,1945878,
688052.SH,дип╬н╒,2022-05-05,263.96,275.58,256,269.9,1452794,
688052.SH,дип╬н╒,2022-05-06,259.97,271.5,254,269.1,808970,
688052.SH,дип╬н╒,2022-05-09,265,286.69,252.18,255.03,1721182,
688052.SH,дип╬н╒,2022-05-10,250.01,281.5,248.01,270.28,1701667,
688052.SH,дип╬н╒,2022-05-11,273,296,266.56,281.8,1839618,
688052.SH,дип╬н╒,2022-05-12,281.7,286.92,274.2,282.99,941031,
688052.SH,дип╬н╒,2022-05-13,281.42,294.98,275.25,289.01,1292794,
688052.SH,дип╬н╒,2022-05-16,289,314.88,287.01,296.99,1825460,
688052.SH,дип╬н╒,2022-05-17,296.88,319.88,290.24,319.03,1476914,
688052.SH,дип╬н╒,2022-05-18,313.16,317.53,302,311.85,1243436,
688052.SH,дип╬н╒,2022-05-19,307.46,313.8,298,306.98,1425303,
688052.SH,дип╬н╒,2022-05-20,307.63,317.98,303.3,313,772074,
688052.SH,дип╬н╒,2022-05-23,310.52,316,305,314.97,528912,
688052.SH,дип╬н╒,2022-05-24,314,316,298.88,299.2,599299,
688052.SH,дип╬н╒,2022-05-25,296,307.26,293.44,305,540341,
688052.SH,дип╬н╒,2022-05-26,302.91,315.8,294.11,305.51,694339,
688052.SH,дип╬н╒,2022-05-27,304.98,317.99,304.98,314.8,568327,
688052.SH,дип╬н╒,2022-05-30,313.09,315.39,301.01,308.16,703375,
688052.SH,дип╬н╒,2022-05-31,302.02,312,295.33,304.99,1532511,
688052.SH,дип╬н╒,2022-06-01,306.98,306.98,293.09,297.5,1079139,
688052.SH,дип╬н╒,2022-06-02,295.08,326,295.08,325,1536472,
688052.SH,дип╬н╒,2022-06-06,329.8,349.51,323.1,337.15,1214027,
688052.SH,дип╬н╒,2022-06-07,335.97,338.72,323.88,331.25,678578,
688052.SH,дип╬н╒,2022-06-08,328.81,347.11,310.23,324.87,1012530,
688052.SH,дип╬н╒,2022-06-09,322.67,326.99,310,313.2,656739,
688052.SH,дип╬н╒,2022-06-10,312,333,308.8,322.6,875194,
688052.SH,дип╬н╒,2022-06-13,318,324.72,304,316,1029435,
688052.SH,дип╬н╒,2022-06-14,310,321.9,303.8,314.96,900620,
688052.SH,дип╬н╒,2022-06-15,313.3,332,310.18,321.37,961764,
688052.SH,дип╬н╒,2022-06-16,321.34,342.05,321.34,334.98,806398,
688052.SH,дип╬н╒,2022-06-17,331.34,344.61,328,340,561484,
688052.SH,дип╬н╒,2022-06-20,340,344,329.3,335.5,630203,
688052.SH,дип╬н╒,2022-06-21,332.48,336.8,325.03,329.87,359281,
688052.SH,дип╬н╒,2022-06-22,328.98,343.87,325.21,336.9,463217,
688052.SH,дип╬н╒,2022-06-23,337.94,386,336.9,377.98,946396,
688052.SH,дип╬н╒,2022-06-24,375.44,377,360.36,367.26,760815,
688052.SH,дип╬н╒,2022-06-27,367.0395,373.8143,357.6891,368.5728,555301,
688052.SH,дип╬н╒,2022-06-28,368.5728,383.9363,363.8025,371.3088,507267,
688052.SH,дип╬н╒,2022-06-29,370.3066,383.8361,360.7859,363.7924,536167,
688052.SH,дип╬н╒,2022-06-30,365.4761,388.847,365.4761,379.7873,380801,
688052.SH,дип╬н╒,2022-07-01,385.8004,388.8169,370.7576,372.4212,330121,
688052.SH,дип╬н╒,2022-07-04,372.3511,392.8557,361.287,387.7446,581668,
688052.SH,дип╬н╒,2022-07-05,381.3407,392.8557,373.8644,375.6583,431527,
688052.SH,дип╬н╒,2022-07-06,374.8064,387.8448,370.3066,378.5045,379128,
688052.SH,дип╬н╒,2022-07-07,378.5245,400.8732,370.7676,396.1629,510071,
688052.SH,дип╬н╒,2022-07-08,392.8758,438.9562,390.8514,414.9038,666943,
688052.SH,дип╬н╒,2022-07-11,413.9016,418.7922,400.8732,411.0955,530193,
688052.SH,дип╬н╒,2022-07-12,411.0955,416.7478,374.8265,381.03,1032158,
688052.SH,дип╬н╒,2022-07-13,381.9219,407.5477,370.918,400.9233,691682,
688052.SH,дип╬н╒,2022-07-14,396.1229,428.9343,393.4069,426.8297,468964,
688052.SH,дип╬н╒,2022-07-15,420.9269,455.9933,420.9169,422.801,598957,
688052.SH,дип╬н╒,2022-07-18,422.801,442.9649,415.9059,441.9727,369855,
688052.SH,дип╬н╒,2022-07-19,440.9605,460.3027,427.9321,452.8865,523057,
688052.SH,дип╬н╒,2022-07-20,450.7819,451.9545,415.9059,432.9431,724805,
688052.SH,дип╬н╒,2022-07-21,432.9431,441.9627,424.9256,432.9431,314642,
688052.SH,дип╬н╒,2022-07-22,436.3304,436.9518,421.919,425.0659,296416,
688052.SH,дип╬н╒,2022-07-25,420.9169,429.9365,414.9038,417.4092,276533,
688052.SH,дип╬н╒,2022-07-26,417.6698,424.3644,407.5177,419.9147,393367,
688052.SH,дип╬н╒,2022-07-27,418.9025,427.401,409.0109,421.909,438314,
688052.SH,дип╬н╒,2022-07-28,425.9278,436.4407,419.9247,427.5313,407716,
688052.SH,дип╬н╒,2022-07-29,426.93,430.9387,413.2902,418.7922,346629,
688052.SH,дип╬н╒,2022-08-01,417.9103,428.4332,395.1507,422.1195,427716,
688052.SH,дип╬н╒,2022-08-02,416.9081,455.3819,416.9081,446.9736,669241,
688052.SH,дип╬н╒,2022-08-03,441.9627,465.7445,441.9627,453.9889,602676,
688052.SH,дип╬н╒,2022-08-04,463.7802,465.8147,444.9793,455.7928,398437,
688052.SH,дип╬н╒,2022-08-05,449.9802,465.7545,442.8446,455.9632,637982,
688052.SH,дип╬н╒,2022-08-08,452.9366,455.9432,416.8781,435.4485,952711,
688052.SH,дип╬н╒,2022-08-09,432.2515,434.5766,408.8907,416.2467,918363,
688052.SH,дип╬н╒,2022-08-10,412.8994,424.9256,399.9011,400.4823,1229708,
688052.SH,дип╬н╒,2022-08-11,401.9455,409.9329,390.9817,406.1848,825572,
688052.SH,дип╬н╒,2022-08-12,406.2148,412.4785,392.8557,397.8667,538684,
688052.SH,дип╬н╒,2022-08-15,392.8557,420.8768,392.8557,413.9016,576094,
688052.SH,дип╬н╒,2022-08-16,409.8928,424.5949,405.363,414.7635,461967,
688052.SH,дип╬н╒,2022-08-17,411.2258,415.1543,395.9625,399.1294,530226,
688052.SH,дип╬н╒,2022-08-18,396.4736,405.1325,388.847,393.8579,753020,
688052.SH,дип╬н╒,2022-08-19,390.8514,406.766,389.1577,393.8679,804211,
688052.SH,дип╬н╒,2022-08-22,389.749,399.5303,385.8405,390.4906,454686,
688052.SH,дип╬н╒,2022-08-23,390.4906,395.9625,358.8416,367.3903,1438094,
688052.SH,дип╬н╒,2022-08-24,366.4883,369.8055,347.8477,355.2639,786114,
688052.SH,дип╬н╒,2022-08-25,355.2639,364.8347,349.8621,362.7502,460975,
688052.SH,дип╬н╒,2022-08-26,366.4983,373.8243,350.764,352.7684,569181,
688052.SH,дип╬н╒,2022-08-29,350.7741,363.6722,341.7544,347.2564,1117117,
688052.SH,дип╬н╒,2022-08-30,349.1706,351.2351,331.9531,341.5941,969626,
688052.SH,дип╬н╒,2022-08-31,339.6198,343.5283,329.0167,329.1069,536008,
688052.SH,дип╬н╒,2022-09-01,330.1892,334.9296,316.2188,320.2977,735786,
688052.SH,дип╬н╒,2022-09-02,319.6964,328.0446,317.2009,324.5069,745555,
688052.SH,дип╬н╒,2022-09-05,324.7273,325.1483,298.6606,308.2715,1228557,
688052.SH,дип╬н╒,2022-09-06,308.2615,325.7095,308.2615,321.7007,840846,
688052.SH,дип╬н╒,2022-09-07,321.9012,354.873,321.9012,345.7531,1352011,
688052.SH,дип╬н╒,2022-09-08,338.8381,357.7693,338.8381,351.8865,977663,
688052.SH,дип╬н╒,2022-09-09,354.7728,354.7728,318.7042,320.909,1333915,
688052.SH,дип╬н╒,2022-09-13,326.6916,327.6738,315.7778,325.9801,637402,
688052.SH,дип╬н╒,2022-09-14,316.2088,341.2333,316.2088,336.7435,681886,
688052.SH,дип╬н╒,2022-09-15,334.2882,339.73,316.6898,322.7029,755776,
688052.SH,дип╬н╒,2022-09-16,323.2341,329.7683,318.0428,327.0324,518909,
688052.SH,дип╬н╒,2022-09-19,326.4411,334.7291,311.6789,312.2902,418651,
688052.SH,дип╬н╒,2022-09-20,316.9504,324.5069,309.6345,313.8737,572835,
688052.SH,дип╬н╒,2022-09-21,309.9652,314.5852,303.6614,307.2994,538244,
688052.SH,дип╬н╒,2022-09-22,307.6702,310.6767,298.6505,307.2894,409418,
