ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
605259.SH,ยฬฬ๏ป๚ะต,2021-08-11,29.55,30.28,29.28,30.06,1478094,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-12,30.05,30.35,29.53,29.74,1127522,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-13,29.78,30.2,29.54,29.87,866136,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-16,29.87,30.87,29.8,30.86,1776251,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-17,30.91,31.85,30.6,31.5,2783109,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-18,31.52,31.59,30.71,31.16,1631421,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-19,30.9,30.99,30.18,30.59,1440341,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-20,30.41,30.43,29.52,29.55,1111443,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-23,29.98,32.46,29.72,31.92,3049329,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-24,31.67,32.56,31.45,32.29,3446264,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-25,32.01,32.22,31.52,31.8,1476262,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-26,31.89,32.5,31.21,31.34,1525395,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-27,31.36,31.6,30.78,31.02,1102792,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-30,31.2,31.5,30.7,31.07,1087380,
605259.SH,ยฬฬ๏ป๚ะต,2021-08-31,31.1,31.87,30.67,31.67,1577677,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-01,31.5,31.74,30.8,31.03,1306269,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-02,31.11,32.48,30.89,31.89,2027666,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-03,31.6,32.43,31.39,32,2067346,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-06,31.87,32.13,31.61,31.86,1216364,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-07,31.8,31.93,31.41,31.61,1035233,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-08,31.56,32.17,31.45,31.64,1348998,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-09,31.51,31.73,31.43,31.45,1009718,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-10,31.56,31.58,30.8,30.96,1114454,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-13,31.1,31.1,30.56,30.66,726657,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-14,30.66,30.7,29.8,30,1149494,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-15,30.11,30.12,29.73,29.92,440475,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-16,29.92,30.04,29.62,29.63,562264,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-17,29.65,31.4,29.01,31.08,2250680,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-22,30.6,31.2,30.46,30.56,774384,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-23,30.56,30.95,30.45,30.6,649264,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-24,30.6,30.92,30.5,30.6,499546,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-27,31.5,31.66,30.62,30.67,1110673,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-28,30.55,30.55,29.7,30.53,948270,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-29,30.03,30.53,28.7,28.78,1585964,
605259.SH,ยฬฬ๏ป๚ะต,2021-09-30,28.8,29.32,28.77,29.18,644396,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-08,29.3,29.46,29.06,29.26,426893,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-11,29.26,29.65,29.17,29.23,354928,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-12,29.18,29.18,28.35,28.77,524882,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-13,28.83,29.34,28.35,29.12,382064,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-14,29.12,29.25,28.9,29.1,310870,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-15,29.06,29.1,28.82,28.84,413577,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-18,28.64,28.92,28.53,28.77,376477,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-19,28.79,29.16,28.72,28.91,446841,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-20,28.86,29.34,28.85,29.11,406214,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-21,29.06,29.06,28.75,28.75,373685,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-22,28.66,28.87,28.65,28.65,305511,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-25,28.34,28.71,28.34,28.54,255595,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-26,28.56,28.69,28.33,28.36,296811,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-27,28.39,28.47,27.85,27.86,494290,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-28,27.87,28.48,27.75,28.26,459679,
605259.SH,ยฬฬ๏ป๚ะต,2021-10-29,28.27,28.68,28,28.46,532620,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-01,28.59,28.72,28.28,28.71,408801,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-02,28.62,28.75,28.03,28.12,359758,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-03,28.09,28.34,27.99,28.34,332182,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-04,28.22,28.64,28.22,28.55,359282,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-05,28.56,29,28.43,28.96,567338,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-08,28.96,29.83,28.6,29.67,1038251,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-09,29.67,32.64,29.65,32.64,5599252,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-10,34,35.9,32.92,33.11,8843339,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-11,32.68,33,31.8,32.04,4781062,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-12,31.72,32.98,31.64,32.47,3342617,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-15,33.28,35.72,32.8,35.72,5312480,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-16,35.8,36.22,34.81,35.37,4127675,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-17,35.43,38.91,35.43,38.91,5871694,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-18,39.79,40.42,36.96,38.27,5102858,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-19,38.68,39.15,37.2,37.2,3242950,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-22,37.25,38.09,35.6,37.81,3856239,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-23,37.98,37.98,36.29,36.38,2633864,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-24,37.5,38.99,37,37.7,2977924,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-25,37.59,37.99,36.4,36.54,1495546,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-26,36.41,36.62,34.92,36.2,2638580,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-29,35.5,36.31,35.12,35.92,947254,
605259.SH,ยฬฬ๏ป๚ะต,2021-11-30,36.28,36.39,34.61,34.89,1737095,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-01,34.86,36.68,34.8,35.76,1636282,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-02,35.7,35.78,34.59,34.62,1170700,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-03,34.59,35.07,33.71,33.9,1226859,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-06,33.68,34.19,32.1,32.29,1955254,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-07,32.15,32.75,31.73,32.38,1055432,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-08,32.23,32.86,32,32.34,1597290,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-09,32.34,33.36,32.09,32.72,1387461,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-10,32.63,33.74,32.53,33.55,1505982,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-13,33.87,33.9,32.95,33.3,1105034,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-14,33.35,33.72,33,33.59,913490,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-15,33.26,33.77,33.01,33.01,971600,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-16,32.9,34.57,32.89,34.41,1867509,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-17,34.67,34.67,33.38,33.71,1246190,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-20,33.4,33.75,33.06,33.32,584600,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-21,33.32,33.54,33.07,33.48,526265,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-22,33.55,33.72,32.77,32.78,977298,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-23,32.78,33.16,32.3,33.09,600106,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-24,33.09,33.09,31.78,31.81,832188,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-27,31.81,32.38,31.7,32.29,408673,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-28,32.38,32.55,32.16,32.34,413572,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-29,32.33,32.79,32.13,32.57,562890,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-30,32.57,32.88,32.23,32.36,626226,
605259.SH,ยฬฬ๏ป๚ะต,2021-12-31,32.36,33.81,32.31,33.35,1189634,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-04,33.45,36.69,33.35,36.69,2152632,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-05,36.88,37.68,35.5,36.77,4607570,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-06,36.27,37.25,35.67,37.21,2735090,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-07,36.75,37.07,35.96,36.5,1786473,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-10,36.58,36.85,35.3,36.6,1197464,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-11,36.14,36.83,35.8,36,990590,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-12,36.08,37.3,35.82,37.14,1626790,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-13,37.1,37.3,36.62,36.8,1475700,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-14,36.88,37.11,35.19,35.26,1689652,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-17,35,36.92,34.92,36.02,1037590,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-18,35.92,36.44,34.88,34.95,948114,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-19,34.98,35.11,34.38,34.65,935710,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-20,34.63,34.66,32.85,32.88,1112700,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-21,32.96,33.59,32.53,32.88,713100,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-24,32.88,33.33,32.59,32.89,492100,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-25,32.9,33.28,31.22,31.25,1001200,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-26,31.25,31.74,30.86,31.34,411200,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-27,31.67,31.73,30.01,30.14,810000,
605259.SH,ยฬฬ๏ป๚ะต,2022-01-28,30.42,31.29,30.24,30.95,460347,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-07,30.99,31.77,30.81,31.59,434582,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-08,31.21,32.1,30.92,31.63,627467,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-09,31.63,31.63,31.04,31.6,555272,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-10,31.45,32.39,31.32,31.84,941400,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-11,31.61,31.97,30.8,31.01,1063098,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-14,31,31.22,30.54,30.63,440598,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-15,30.72,30.85,30.33,30.75,410600,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-16,30.76,31.6,30.75,31.35,580882,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-17,31.35,31.87,31.13,31.25,567000,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-18,31.23,31.6,30.92,31.35,420482,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-21,31.36,31.79,30.82,31.65,505477,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-22,31.33,31.79,31.03,31.35,496200,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-23,31.75,34.49,31.75,33.1,2150995,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-24,32.5,34.49,31.78,32.01,2366890,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-25,32.1,32.52,30.61,30.83,2265934,
605259.SH,ยฬฬ๏ป๚ะต,2022-02-28,30.96,31.06,29.51,30.45,1932695,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-01,30.12,30.76,30.06,30.43,754700,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-02,30.37,30.62,30.16,30.62,559295,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-03,30.66,30.68,30.05,30.18,694682,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-04,30.06,30.27,29.8,30,585077,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-07,30.16,30.27,29.63,30.05,634672,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-08,30.01,30.01,28,28.47,1254047,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-09,28.5,28.89,27.24,27.97,840500,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-10,28.31,28.9,28.17,28.22,765700,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-11,29.15,30.56,28.89,29.83,1542395,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-14,29.93,30.18,29.11,29.61,1035282,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-15,29.5,29.98,28.4,28.45,975000,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-16,28.85,29.41,27.49,28.86,1164799,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-17,28.86,29.77,28.86,29.26,1023792,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-18,29.01,29.75,29.01,29.58,742471,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-21,29.6,30.33,29.6,30.23,906772,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-22,29.91,30.4,29.73,30.26,665986,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-23,30.05,30.35,29.93,30.1,443429,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-24,30.03,30.03,29.02,29.56,674772,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-25,29.42,30.08,29.4,29.65,458504,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-28,29.28,29.64,28.66,29.19,511800,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-29,29.49,29.49,28.28,28.69,867264,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-30,28.67,29.47,28.52,29.4,687782,
605259.SH,ยฬฬ๏ป๚ะต,2022-03-31,29.17,29.96,29,29.65,699201,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-01,29.41,29.75,29.22,29.65,455842,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-06,29.6,30.18,29.41,29.98,618660,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-07,30,30,29.37,29.45,456390,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-08,29.63,29.63,28.87,29.4,392082,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-11,29.4,29.53,28.52,28.77,502900,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-12,28.75,29.16,28.45,29.11,375100,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-13,28.92,29.24,28.5,28.88,347295,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-14,29.13,29.25,28.65,28.69,323605,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-15,28.68,28.68,27.71,28,635640,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-18,28.01,28.48,27.5,28.23,365877,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-19,28.23,28.59,28,28.2,300890,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-20,28.32,28.85,28,28.16,491177,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-21,28.16,28.48,27.33,27.4,598682,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-22,27.42,28.33,26.81,27.86,645077,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-25,27.6,27.6,26.3,26.32,975609,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-26,26.66,26.76,24.06,24.4,759347,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-27,24.11,25.02,23.24,25.02,810898,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-28,25.4,26.19,24.89,25.5,790593,
605259.SH,ยฬฬ๏ป๚ะต,2022-04-29,25.4,26.12,25.36,26.07,885374,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-05,25.74,27.15,25.74,26.35,713150,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-06,26.1,26.54,25.82,26.28,445982,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-09,26.3,26.75,26.29,26.47,341350,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-10,26.18,26.85,26.18,26.72,357895,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-11,26.68,27.29,26.59,26.7,504950,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-12,26.8,27.03,26.4,26.77,400800,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-13,26.89,27.37,26.62,26.84,363300,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-16,26.88,27.18,26.54,26.67,291550,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-17,26.73,26.88,26.15,26.3,361100,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-18,26.5,27.1,26.28,26.8,562482,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-19,26.7,27.05,26.35,26.86,313182,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-20,27.06,27.2,26.82,26.96,453200,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-23,26.9,27.57,26.83,27.45,517300,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-24,27.28,27.66,26.15,26.22,799539,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-25,26.52,26.8,26.26,26.75,311000,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-26,26.75,26.97,26.08,26.79,419000,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-27,26.81,27.23,26.57,26.84,464404,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-30,26.82,27.15,26.64,26.97,388185,
605259.SH,ยฬฬ๏ป๚ะต,2022-05-31,26.71,27.18,26.71,27.17,381538,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-01,27.16,27.62,27.03,27.42,439500,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-02,27.42,28.03,27.24,27.91,839900,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-06,27.8,28.59,27.79,28.49,617662,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-07,28.49,28.54,28.02,28.34,530882,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-08,28.48,28.78,27.46,27.99,519366,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-09,27.99,27.99,27.18,27.3,433663,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-10,27.3,27.6,27,27.49,499682,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-13,27.43,27.9,27.15,27.66,441299,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-14,27.63,27.66,26.92,27.66,507043,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-15,27.77,28.09,27.67,27.81,507446,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-16,27.75,28.28,27.75,28.11,425364,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-17,27.81,28.2,27.61,28.13,330700,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-20,28.13,29.07,27.76,28.96,903690,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-21,28.9,29.06,28.23,28.46,387502,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-22,28.42,28.78,28.18,28.23,400450,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-23,28.03,28.8,28.03,28.71,636028,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-24,28.61,28.88,28.52,28.61,480400,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-27,29,29,28.51,28.83,410200,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-28,28.83,29.76,28.7,29.52,773282,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-29,29.45,29.49,28.53,28.68,578186,
605259.SH,ยฬฬ๏ป๚ะต,2022-06-30,28.62,28.96,28.51,28.56,559600,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-01,28.56,28.93,28.49,28.75,492100,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-04,28.81,29.07,28.62,28.95,351500,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-05,29.1,29.1,28.01,28.42,558031,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-06,28.5,28.7,28.05,28.55,343700,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-07,28.76,29.18,28.47,28.51,593400,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-08,28.78,29.08,28.66,28.73,477500,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-11,28.56,28.99,28.06,28.42,629994,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-12,28.37,28.5,27.68,27.68,498233,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-13,27.8,28.28,27.66,28.25,544895,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-14,28.25,29.1001,27.7835,28.6128,696995,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-15,28.7061,28.9031,28.2085,28.2189,508405,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-18,28.2189,29.9294,28.2189,29.6495,1042872,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-19,29.7532,30.4271,29.38,30.2301,715482,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-20,30.2301,30.2301,29.8361,30.1264,370370,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-21,30.2923,30.2923,29.7843,29.8154,267200,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-22,29.9502,30.1575,29.5666,30.0124,321800,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-25,30.1575,30.1575,29.4215,29.494,375600,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-26,29.7636,29.8258,29.0482,29.7117,328600,
605259.SH,ยฬฬ๏ป๚ะต,2022-07-27,29.5666,30.0642,29.5666,29.9605,459800,
