測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
600510.SH,窪警竣,2015-01-05,39.838,40.8198,39.7863,40.6647,10189419,
600510.SH,窪警竣,2015-01-06,40.5097,40.6131,39.6313,40.4064,7393009,
600510.SH,窪警竣,2015-01-07,40.5097,40.5097,39.8897,40.2514,5003395,
600510.SH,窪警竣,2015-01-08,40.2514,40.3031,39.4247,39.6313,3790413,
600510.SH,窪警竣,2015-01-09,39.7347,40.6131,39.2696,39.7863,3855804,
600510.SH,窪警竣,2015-01-12,39.7863,39.7863,38.6496,38.6496,3546214,
600510.SH,窪警竣,2015-01-13,38.5463,40.0964,38.3912,40.0447,3500462,
600510.SH,窪警竣,2015-01-14,39.993,40.4064,39.373,39.4247,3724091,
600510.SH,窪警竣,2015-01-15,39.4247,40.0447,39.1663,39.8897,2918502,
600510.SH,窪警竣,2015-01-16,39.7863,40.4581,39.683,40.3547,4785073,
600510.SH,窪警竣,2015-01-19,39.8897,39.9414,38.0812,38.4946,4690239,
600510.SH,窪警竣,2015-01-20,38.7013,39.9414,38.5979,39.528,4841275,
600510.SH,窪警竣,2015-01-21,39.528,40.7681,39.4763,40.5614,5829813,
600510.SH,窪警竣,2015-01-22,40.8198,41.3365,40.2514,41.1815,6020332,
600510.SH,窪警竣,2015-01-23,41.1815,41.2331,40.0447,40.1997,5393820,
600510.SH,窪警竣,2015-01-26,40.148,41.6465,40.148,41.6465,9405605,
600510.SH,窪警竣,2015-01-27,41.9048,43.1449,41.7498,42.4732,14387248,
600510.SH,窪警竣,2015-01-28,42.1115,45.3151,41.9048,44.54,20804742,
600510.SH,窪警竣,2015-01-29,44.6951,45.2118,43.0416,43.4033,11211385,
600510.SH,窪警竣,2015-01-30,43.61,43.8167,41.9565,42.0082,7544710,
600510.SH,窪警竣,2015-02-02,41.3881,43.2483,41.2331,42.6282,6334958,
600510.SH,窪警竣,2015-02-03,42.6282,43.6616,42.6282,43.4033,5462698,
600510.SH,窪警竣,2015-02-04,43.1449,44.0233,43.0933,43.2999,4820419,
600510.SH,窪警竣,2015-02-05,44.075,45.1084,43.0416,43.92,8489771,
600510.SH,窪警竣,2015-02-06,43.8167,48.312,43.8167,47.9503,24048817,
600510.SH,窪警竣,2015-02-09,47.8986,47.8986,45.8835,46.0902,12536856,
600510.SH,窪警竣,2015-02-10,45.7801,47.1236,45.5218,46.3485,5797895,
600510.SH,窪警竣,2015-02-11,46.0902,47.0202,45.4184,46.9169,6123925,
600510.SH,窪警竣,2015-02-12,46.6585,47.7953,46.5035,46.6069,4298878,
600510.SH,窪警竣,2015-02-13,46.2968,47.2786,46.2452,46.8135,6297094,
600510.SH,窪警竣,2015-02-16,46.7619,49.9138,46.6069,49.5004,10026780,
600510.SH,窪警竣,2015-02-17,49.2937,50.0688,48.8287,49.4487,5073467,
600510.SH,窪警竣,2015-02-25,49.4487,54.4091,49.4487,54.4091,11556502,
600510.SH,窪警竣,2015-02-26,56.0626,59.3178,54.3058,55.3909,27854367,
600510.SH,窪警竣,2015-02-27,53.7374,57.6127,53.6857,57.561,16877094,
600510.SH,窪警竣,2015-03-02,57.3543,59.2145,55.9076,57.8194,15476222,
600510.SH,窪警竣,2015-03-03,57.3543,58.9045,56.631,56.7343,10910035,
600510.SH,窪警竣,2015-03-04,56.8376,57.096,54.7708,55.7526,10633903,
600510.SH,窪警竣,2015-03-05,55.8042,56.0626,54.6675,55.5459,8235067,
600510.SH,窪警竣,2015-03-06,55.4942,57.5094,55.0292,55.3909,7494131,
600510.SH,窪警竣,2015-03-09,54.9258,56.0626,52.8073,55.3392,7063738,
600510.SH,窪警竣,2015-03-10,55.3909,57.406,54.9258,56.5276,6780781,
600510.SH,窪警竣,2015-03-11,56.2693,58.0777,56.1659,57.096,8113630,
600510.SH,窪警竣,2015-03-12,55.8042,57.406,54.8742,55.2875,8223165,
600510.SH,窪警竣,2015-03-13,55.2875,56.1659,53.9958,55.1325,5542648,
600510.SH,窪警竣,2015-03-16,55.3909,57.096,55.3909,57.0443,8590101,
600510.SH,窪警竣,2015-03-17,56.941,59.9379,56.631,59.8345,15027582,
600510.SH,窪警竣,2015-03-18,59.8345,61.2296,59.4728,60.2479,12787351,
600510.SH,窪警竣,2015-03-19,59.9379,65.8283,58.8528,65.3633,17209630,
600510.SH,窪警竣,2015-03-20,64.8466,65.6216,63.6065,64.2782,15061148,
600510.SH,窪警竣,2015-03-23,64.3815,66.1383,63.2965,65.2599,13998505,
600510.SH,窪警竣,2015-03-24,65.2599,65.4666,60.9713,63.3481,12712325,
600510.SH,窪警竣,2015-03-25,64.0715,64.2265,61.9014,62.4181,7953403,
600510.SH,窪警竣,2015-03-26,62.4181,64.5882,62.0047,64.3815,10602607,
600510.SH,窪警竣,2015-03-27,64.5882,68.7219,64.2265,67.9985,17145234,
600510.SH,窪警竣,2015-03-30,67.6885,69.6003,66.1383,68.2052,14358260,
600510.SH,窪警竣,2015-03-31,68.2568,70.0136,66.9134,67.1718,8100494,
600510.SH,窪警竣,2015-04-01,66.8101,68.7219,66.8101,68.2052,6649010,
600510.SH,窪警竣,2015-04-02,68.7219,74.819,68.5669,73.8889,14486104,
600510.SH,窪警竣,2015-04-03,73.9923,74.9223,72.3388,73.8373,8543034,
600510.SH,窪警竣,2015-04-07,74.4056,78.0742,72.6488,76.4208,11716597,
600510.SH,窪警竣,2015-04-08,76.2141,78.6426,74.4573,76.7308,13822770,
600510.SH,窪警竣,2015-04-09,76.7308,78.2293,73.1655,74.5606,12198429,
600510.SH,窪警竣,2015-04-10,74.4573,77.4542,74.4573,76.4725,7376536,
600510.SH,窪警竣,2015-04-13,75.4907,78.7976,75.4907,76.8342,10057734,
600510.SH,窪警竣,2015-04-14,76.6275,79.676,75.439,79.6244,10937721,
600510.SH,窪警竣,2015-04-15,79.3143,86.9099,77.8159,82.3629,16082432,
600510.SH,窪警竣,2015-04-16,82.1562,85.5665,79.9344,84.223,11323430,
600510.SH,窪警竣,2015-04-17,84.5331,89.2868,84.5331,88.2017,15461785,
600510.SH,窪警竣,2015-04-20,88.7184,89.1834,79.8827,80.1927,21806348,
600510.SH,窪警竣,2015-04-21,80.4511,82.5179,76.4725,81.0195,16057799,
600510.SH,窪警竣,2015-04-22,81.8979,82.2596,79.676,81.3812,10619683,
600510.SH,窪警竣,2015-04-23,81.7429,82.1046,78.3843,79.4177,15408255,
600510.SH,窪警竣,2015-04-24,78.6426,84.5331,76.7308,84.223,16437464,
600510.SH,窪警竣,2015-04-27,84.223,85.7215,81.6912,82.3629,12612010,
600510.SH,窪警竣,2015-04-28,81.6395,81.6912,77.5575,77.9709,10169646,
600510.SH,窪警竣,2015-04-29,77.5059,80.1411,75.9558,78.1776,10114774,
600510.SH,窪警竣,2015-04-30,77.5575,79.9861,77.5575,78.0226,7959494,
600510.SH,窪警竣,2015-05-04,78.3843,81.4845,78.2293,80.6061,10398903,
600510.SH,窪警竣,2015-05-05,80.6061,82.0529,77.6092,77.9192,8343213,
600510.SH,窪警竣,2015-05-06,78.2809,79.0043,73.1655,75.3874,6420619,
600510.SH,窪警竣,2015-05-07,75.6974,75.8007,70.0653,70.1686,7414334,
600510.SH,窪警竣,2015-05-08,72.2355,72.2355,68.6702,71.7188,8082905,
600510.SH,窪警竣,2015-05-11,73.6306,76.4725,71.8221,75.3357,8422366,
600510.SH,窪警竣,2015-05-12,75.439,76.9375,73.3722,74.3023,10069056,
600510.SH,窪警竣,2015-05-13,74.3023,74.7157,71.8221,72.9589,8593256,
600510.SH,窪警竣,2015-05-14,73.0105,74.354,72.0805,72.3388,10421805,
600510.SH,窪警竣,2015-05-15,72.2355,72.2355,67.6885,70.5303,15780033,
600510.SH,窪警竣,2015-05-18,69.807,73.0105,69.3936,71.9254,11012742,
600510.SH,窪警竣,2015-05-19,71.9254,75.6974,71.8221,74.6123,11866011,
600510.SH,窪警竣,2015-05-20,74.664,75.9558,73.3722,74.7673,14795325,
600510.SH,窪警竣,2015-05-21,74.9223,75.7491,73.3206,75.6974,13065390,
600510.SH,窪警竣,2015-05-22,76.5241,80.3478,74.8707,80.1411,24857689,
600510.SH,窪警竣,2015-05-25,79.0043,82.6729,78.4359,81.6912,25256838,
600510.SH,窪警竣,2015-05-26,81.9495,82.6729,79.9861,81.5362,22177852,
600510.SH,窪警竣,2015-05-27,81.5362,89.7001,80.8645,89.7001,34501416,
600510.SH,窪警竣,2015-05-28,89.8551,98.1741,89.8035,92.2837,51430175,
600510.SH,窪警竣,2015-05-29,91.5603,95.5906,83.1896,89.0284,33824714,
600510.SH,窪警竣,2015-06-01,91.5086,93.007,89.0801,93.007,25503342,
600510.SH,窪警竣,2015-06-02,93.7821,102.3077,93.007,102.3077,35016393,
600510.SH,窪警竣,2015-06-03,104.8396,105.873,97.1924,100.1376,29663202,
600510.SH,窪警竣,2015-06-04,100.1893,100.2409,90.4235,94.4021,29614255,
600510.SH,窪警竣,2015-06-05,95.5389,103.8579,94.0921,103.8579,34903819,
600510.SH,窪警竣,2015-06-08,104.9946,113.9336,104.9429,108.0949,43673315,
600510.SH,窪警竣,2015-06-09,108.5082,118.894,104.3746,118.894,39914340,
600510.SH,窪警竣,2015-06-10,116.2588,125.6629,110.0583,118.0673,38331599,
600510.SH,窪警竣,2015-06-11,116.4138,122.8726,113.7786,121.4259,27010953,
600510.SH,窪警竣,2015-06-12,120.8058,121.4259,118.8423,119.049,20636304,
600510.SH,窪警竣,2015-06-15,125.0428,125.0428,118.6873,119.8241,27232170,
600510.SH,窪警竣,2015-06-16,117.0339,117.2405,108.5082,109.49,21521890,
600510.SH,窪警竣,2015-06-17,106.9581,111.7635,101.2743,108.8182,17017986,
600510.SH,窪警竣,2015-06-18,109.5416,113.1586,106.9581,108.8182,15014836,
600510.SH,窪警竣,2015-06-19,103.5478,107.9398,97.9157,98.0191,12794445,
600510.SH,窪警竣,2015-06-23,94.5055,97.9674,88.2017,94.3505,13681978,
600510.SH,窪警竣,2015-06-24,96.624,98.6908,90.9402,94.5572,16194230,
600510.SH,窪警竣,2015-06-25,94.8155,97.8641,89.3901,92.9037,16477279,
600510.SH,窪警竣,2015-06-26,88.8734,90.3718,83.603,83.603,11989633,
600510.SH,窪警竣,2015-06-29,86.2382,87.84,75.2324,75.2324,17346521,
600510.SH,窪警竣,2015-06-30,71.3054,82.7246,67.6885,80.1927,23445832,
600510.SH,窪警竣,2015-07-01,79.056,82.6729,72.1838,72.1838,18951759,
600510.SH,窪警竣,2015-07-02,72.2871,73.3722,64.9499,64.9499,21975974,
600510.SH,窪警竣,2015-07-03,60.7646,65.1049,58.4394,58.4394,16285278,
600510.SH,窪警竣,2015-07-06,63.5548,63.5548,52.6007,52.6007,23832409,
600510.SH,窪警竣,2015-07-07,51.2572,51.2572,47.3303,47.3303,8499425,
