ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
600711.SH,สขออฟ๓าต,2015-05-12,128.0981,131.0094,126.4484,129.2626,59819227,
600711.SH,สขออฟ๓าต,2015-05-13,130.039,142.1695,127.904,142.1695,136796018,
600711.SH,สขออฟ๓าต,2015-05-14,145.566,148.3803,136.1528,139.5493,158644540,
600711.SH,สขออฟ๓าต,2015-05-15,137.2202,149.4478,136.0557,141.4902,151115347,
600711.SH,สขออฟ๓าต,2015-05-18,141.5872,141.6843,133.0474,136.1528,97821229,
600711.SH,สขออฟ๓าต,2015-05-19,143.1399,149.3507,140.7138,143.9163,144679262,
600711.SH,สขออฟ๓าต,2015-05-20,144.4015,151.3887,141.199,145.2749,166269288,
600711.SH,สขออฟ๓าต,2015-05-21,152.3591,159.8315,151.9709,159.8315,159084507,
600711.SH,สขออฟ๓าต,2015-05-22,171.5738,171.5738,156.2409,156.532,210568842,
600711.SH,สขออฟ๓าต,2015-05-25,156.532,161.7724,153.7177,157.5995,141263874,
600711.SH,สขออฟ๓าต,2015-05-26,161.5783,173.3206,157.6965,173.3206,152211307,
600711.SH,สขออฟ๓าต,2015-05-27,173.3206,185.257,168.9536,175.7467,175774465,
600711.SH,สขออฟ๓าต,2015-05-28,171.7679,175.7467,158.1818,158.1818,151327426,
600711.SH,สขออฟ๓าต,2015-05-29,155.0763,161.0931,145.566,153.6207,105774770,
600711.SH,สขออฟ๓าต,2015-06-01,155.0763,162.0635,153.3296,160.3167,97179383,
600711.SH,สขออฟ๓าต,2015-06-02,161.1901,169.827,156.3379,168.6625,126182184,
600711.SH,สขออฟ๓าต,2015-06-03,168.8566,174.4851,162.6458,166.1394,105144671,
600711.SH,สขออฟ๓าต,2015-06-04,166.8187,169.9241,153.3296,167.7891,95419688,
600711.SH,สขออฟ๓าต,2015-06-05,172.3502,173.2236,164.1985,165.9453,137033389,
600711.SH,สขออฟ๓าต,2015-06-08,164.7807,164.7807,156.2409,159.4433,95574249,
600711.SH,สขออฟ๓าต,2015-06-09,159.7345,163.034,156.3379,160.899,64034469,
600711.SH,สขออฟ๓าต,2015-06-10,160.7049,163.9073,156.7261,161.2872,71058674,
600711.SH,สขออฟ๓าต,2015-06-11,161.2872,162.0635,157.0172,158.1818,65066848,
600711.SH,สขออฟ๓าต,2015-06-12,158.1818,158.1818,153.3296,154.8823,82185344,
600711.SH,สขออฟ๓าต,2015-06-15,153.3296,167.2068,150.5153,163.228,127562382,
600711.SH,สขออฟ๓าต,2015-06-16,162.7428,169.3418,158.0847,158.8611,115180770,
600711.SH,สขออฟ๓าต,2015-06-17,159.1522,162.6458,144.1104,153.5236,92893149,
600711.SH,สขออฟ๓าต,2015-06-18,153.8148,160.996,146.7306,147.8951,74258851,
600711.SH,สขออฟ๓าต,2015-06-19,143.6251,144.5956,133.1444,133.1444,55031973,
600711.SH,สขออฟ๓าต,2015-06-23,133.0474,135.4735,119.8494,130.136,64575863,
600711.SH,สขออฟ๓าต,2015-06-24,132.0769,137.3173,126.1572,135.0853,81458827,
600711.SH,สขออฟ๓าต,2015-06-25,134.503,138.0936,126.2543,130.2331,64807595,
600711.SH,สขออฟ๓าต,2015-06-26,124.7016,127.1277,117.2292,117.2292,47882491,
600711.SH,สขออฟ๓าต,2015-06-29,121.7902,122.0814,105.4868,105.4868,69515810,
600711.SH,สขออฟ๓าต,2015-06-30,99.179,110.242,94.9091,109.7568,81638430,
600711.SH,สขออฟ๓าต,2015-07-01,107.7189,112.474,98.7908,98.7908,66566115,
600711.SH,สขออฟ๓าต,2015-07-02,96.8499,99.4701,88.8923,88.8923,65035462,
600711.SH,สขออฟ๓าต,2015-07-03,84.0401,88.3101,79.9643,79.9643,58715894,
600711.SH,สขออฟ๓าต,2015-07-06,87.4367,87.4367,72.0067,72.0067,82809039,
600711.SH,สขออฟ๓าต,2015-07-07,66.6692,68.6101,64.8254,64.8254,40501489,
600711.SH,สขออฟ๓าต,2015-07-08,58.3235,58.3235,58.3235,58.3235,8385600,
600711.SH,สขออฟ๓าต,2015-07-09,52.5008,64.1461,52.5008,64.1461,109612481,
600711.SH,สขออฟ๓าต,2015-07-10,67.4456,70.551,66.087,70.551,44494017,
600711.SH,สขออฟ๓าต,2015-07-13,76.1796,77.6352,73.7535,77.6352,94591949,
600711.SH,สขออฟ๓าต,2015-07-14,82.0022,85.3987,79.5761,85.3987,154917468,
600711.SH,สขออฟ๓าต,2015-07-15,84.2342,84.7194,76.8589,76.8589,104146386,
600711.SH,สขออฟ๓าต,2015-07-16,69.9687,82.4874,69.6776,79.0909,95996492,
600711.SH,สขออฟ๓าต,2015-07-17,79.285,87.0485,77.6352,87.0485,101911731,
600711.SH,สขออฟ๓าต,2015-07-20,89.2805,91.3184,84.3313,87.6308,120770180,
600711.SH,สขออฟ๓าต,2015-07-21,83.4579,89.5716,83.4579,87.3396,83046318,
600711.SH,สขออฟ๓าต,2015-07-22,86.3692,91.2214,85.5928,90.2509,105328760,
600711.SH,สขออฟ๓าต,2015-07-23,90.6391,95.8795,87.8248,93.9386,119985466,
600711.SH,สขออฟ๓าต,2015-07-24,92.7741,97.1411,88.3101,90.5421,124289733,
600711.SH,สขออฟ๓าต,2015-07-27,87.4367,91.7066,81.517,81.517,83177917,
600711.SH,สขออฟ๓าต,2015-07-28,74.2387,81.517,73.3653,73.4623,101608549,
600711.SH,สขออฟ๓าต,2015-07-29,75.7914,80.8377,72.783,80.8377,79228861,
600711.SH,สขออฟ๓าต,2015-07-30,80.8377,84.9135,77.6352,79.382,79530277,
600711.SH,สขออฟ๓าต,2015-07-31,76.9559,80.4495,74.8209,77.4411,51584410,
600711.SH,สขออฟ๓าต,2015-08-03,75.6943,77.247,69.6776,71.2303,53424623,
600711.SH,สขออฟ๓าต,2015-08-04,71.8126,78.3145,71.8126,78.3145,76438390,
600711.SH,สขออฟ๓าต,2015-08-05,79.0909,83.846,77.6352,80.0613,108598924,
600711.SH,สขออฟ๓าต,2015-08-06,77.6352,87.3396,76.1796,83.4579,98122709,
600711.SH,สขออฟ๓าต,2015-08-07,83.4579,86.9514,82.4874,86.6603,102223232,
600711.SH,สขออฟ๓าต,2015-08-10,88.3101,91.5125,85.7869,90.5421,107931196,
600711.SH,สขออฟ๓าต,2015-08-11,89.7657,97.044,88.3101,93.5504,148572991,
600711.SH,สขออฟ๓าต,2015-08-12,91.2214,96.7529,90.8332,92.3859,113724612,
600711.SH,สขออฟ๓าต,2015-08-13,90.7362,94.6179,90.0569,93.8416,87519272,
600711.SH,สขออฟ๓าต,2015-08-14,94.4238,97.1411,93.9386,95.3943,116910833,
600711.SH,สขออฟ๓าต,2015-08-17,97.044,99.4701,95.8795,99.3731,126345574,
600711.SH,สขออฟ๓าต,2015-08-18,98.0145,98.8879,89.4746,89.4746,129654379,
600711.SH,สขออฟ๓าต,2015-08-19,83.4579,91.9977,80.5465,88.213,112518864,
600711.SH,สขออฟ๓าต,2015-08-20,87.1455,91.7066,83.5549,84.3313,89546161,
600711.SH,สขออฟ๓าต,2015-08-21,82.9726,86.1751,79.5761,82.0992,79286807,
600711.SH,สขออฟ๓าต,2015-08-24,76.4707,79.382,73.8505,73.8505,68942414,
600711.SH,สขออฟ๓าต,2015-08-25,66.5722,69.7747,66.4752,66.4752,60165901,
600711.SH,สขออฟ๓าต,2015-08-26,66.9604,70.2599,61.4289,64.7284,94724278,
600711.SH,สขออฟ๓าต,2015-08-27,67.4456,70.1628,63.2727,69.6776,65369282,
600711.SH,สขออฟ๓าต,2015-08-28,71.2303,76.6648,69.0953,76.4707,83077964,
600711.SH,สขออฟ๓าต,2015-08-31,75.2091,75.7914,71.5214,72.783,63220947,
600711.SH,สขออฟ๓าต,2015-09-01,72.686,73.1712,65.5047,65.5047,56712297,
600711.SH,สขออฟ๓าต,2015-09-02,60.6525,68.416,60.6525,61.5259,43759484,
600711.SH,สขออฟ๓าต,2015-09-07,63.855,66.5722,61.623,63.6609,38956650,
600711.SH,สขออฟ๓าต,2015-09-08,63.7579,68.319,62.3023,68.2219,39424904,
600711.SH,สขออฟ๓าต,2015-09-09,69.5806,71.4244,68.319,71.2303,60641539,
600711.SH,สขออฟ๓าต,2015-09-10,69.0953,71.1333,67.4456,67.6397,44643681,
600711.SH,สขออฟ๓าต,2015-09-11,67.9308,69.2894,66.9604,68.416,31114941,
600711.SH,สขออฟ๓าต,2015-09-14,67.0574,68.2219,61.623,61.623,62863985,
600711.SH,สขออฟ๓าต,2015-09-15,59.0028,59.9732,55.5092,55.5092,46454973,
600711.SH,สขออฟ๓าต,2015-09-16,56.4796,61.0407,55.3151,60.8466,43765140,
600711.SH,สขออฟ๓าต,2015-09-17,60.1673,62.7875,57.8382,58.0323,51592387,
600711.SH,สขออฟ๓าต,2015-09-18,58.9057,59.8762,58.0323,59.0998,28587552,
600711.SH,สขออฟ๓าต,2015-09-21,58.3235,61.5259,57.1589,61.4289,39583293,
600711.SH,สขออฟ๓าต,2015-09-22,61.4289,65.0195,60.7496,63.7579,65212170,
600711.SH,สขออฟ๓าต,2015-09-23,61.9141,62.3023,59.585,60.7496,48550895,
600711.SH,สขออฟ๓าต,2015-09-24,61.0407,62.3993,60.9436,61.9141,32855543,
600711.SH,สขออฟ๓าต,2015-09-25,61.2348,62.3993,58.4205,59.1969,35367686,
600711.SH,สขออฟ๓าต,2015-09-28,59.488,60.5555,57.7412,60.4584,24398614,
600711.SH,สขออฟ๓าต,2015-09-29,59.0028,59.0998,58.1294,58.4205,23277893,
600711.SH,สขออฟ๓าต,2015-09-30,58.9057,59.488,58.3235,58.7116,15526619,
600711.SH,สขออฟ๓าต,2015-10-08,60.8466,61.817,60.3614,60.8466,35326087,
600711.SH,สขออฟ๓าต,2015-10-09,60.9436,66.9604,60.5555,66.9604,76510036,
600711.SH,สขออฟ๓าต,2015-10-12,70.648,73.6564,68.9013,73.6564,144830182,
600711.SH,สขออฟ๓าต,2015-10-13,72.0067,74.2387,70.9392,72.5889,131551764,
600711.SH,สขออฟ๓าต,2015-10-14,71.6185,76.1796,71.2303,72.3948,116790739,
600711.SH,สขออฟ๓าต,2015-10-15,72.9771,76.0825,71.8126,75.5973,105842138,
600711.SH,สขออฟ๓าต,2015-10-16,76.8589,80.9347,74.2387,79.0909,140975565,
600711.SH,สขออฟ๓าต,2015-10-19,77.6352,83.2638,76.6648,80.3524,141887321,
600711.SH,สขออฟ๓าต,2015-10-20,79.0909,81.3229,77.9263,80.9347,88380538,
600711.SH,สขออฟ๓าต,2015-10-21,81.3229,81.8081,72.8801,72.8801,103715671,
600711.SH,สขออฟ๓าต,2015-10-22,73.5594,76.7618,71.0362,76.4707,88370481,
600711.SH,สขออฟ๓าต,2015-10-23,76.8589,84.1372,76.8589,84.1372,173852262,
600711.SH,สขออฟ๓าต,2015-10-26,85.981,90.2509,83.3608,86.7574,179481557,
600711.SH,สขออฟ๓าต,2015-10-27,84.0401,87.0485,79.7702,85.981,99918049,
600711.SH,สขออฟ๓าต,2015-10-28,85.981,85.981,81.1288,81.517,76873496,
600711.SH,สขออฟ๓าต,2015-10-29,82.0022,84.1372,80.7406,82.3904,53066876,
600711.SH,สขออฟ๓าต,2015-10-30,81.2258,82.1963,78.3145,79.5761,48736995,
600711.SH,สขออฟ๓าต,2015-11-02,77.15,80.0613,75.6943,76.3736,49053382,
600711.SH,สขออฟ๓าต,2015-11-03,76.4707,78.9938,75.8884,77.7323,43763520,
600711.SH,สขออฟ๓าต,2015-11-04,77.8293,83.4579,77.8293,83.3608,69469311,
600711.SH,สขออฟ๓าต,2015-11-05,82.4874,85.2046,81.517,82.6815,92254500,
600711.SH,สขออฟ๓าต,2015-11-06,82.5845,86.3692,82.0022,84.3313,82417060,
600711.SH,สขออฟ๓าต,2015-11-09,82.9726,84.8165,80.3524,84.6224,82343135,
600711.SH,สขออฟ๓าต,2015-11-10,83.3608,93.0652,82.8756,92.2889,209942459,
600711.SH,สขออฟ๓าต,2015-11-11,89.3775,90.2509,86.8544,88.3101,162366938,
600711.SH,สขออฟ๓าต,2015-11-12,88.3101,91.0273,87.5337,87.8248,104328603,
600711.SH,สขออฟ๓าต,2015-11-13,86.8544,86.8544,82.4874,83.5549,84790049,
600711.SH,สขออฟ๓าต,2015-11-16,81.8081,85.2046,81.0318,85.2046,50626488,
600711.SH,สขออฟ๓าต,2015-11-17,85.4958,87.2426,83.4579,83.749,69851963,
600711.SH,สขออฟ๓าต,2015-11-18,83.6519,84.6224,80.7406,81.517,47669222,
600711.SH,สขออฟ๓าต,2015-11-19,81.4199,83.6519,80.8377,83.4579,49150648,
600711.SH,สขออฟ๓าต,2015-11-20,83.5549,88.6012,82.7785,86.2721,93702769,
600711.SH,สขออฟ๓าต,2015-11-23,85.4958,86.3692,82.6815,83.4579,63543779,
600711.SH,สขออฟ๓าต,2015-11-24,83.0697,83.6519,81.3229,83.4579,35045695,
600711.SH,สขออฟ๓าต,2015-11-25,83.9431,85.7869,83.9431,84.8165,54209648,
600711.SH,สขออฟ๓าต,2015-11-26,84.7194,89.9598,84.4283,86.2721,124258372,
600711.SH,สขออฟ๓าต,2015-11-27,85.2046,85.2046,77.6352,77.8293,111953535,
600711.SH,สขออฟ๓าต,2015-11-30,76.5677,78.4116,70.8421,76.0825,61474801,
600711.SH,สขออฟ๓าต,2015-12-01,77.15,77.247,74.7239,76.4707,34204083,
600711.SH,สขออฟ๓าต,2015-12-02,76.4707,78.6057,74.7239,77.9263,44105835,
600711.SH,สขออฟ๓าต,2015-12-03,77.6352,79.8672,75.7914,78.7027,45884019,
600711.SH,สขออฟ๓าต,2015-12-04,78.7027,79.8672,76.6648,77.3441,40979879,
600711.SH,สขออฟ๓าต,2015-12-07,78.7997,79.5761,77.247,78.3145,33851970,
600711.SH,สขออฟ๓าต,2015-12-08,76.7618,77.15,74.3357,74.918,38392496,
600711.SH,สขออฟ๓าต,2015-12-09,74.4328,76.0825,74.4328,74.8209,24513961,
600711.SH,สขออฟ๓าต,2015-12-10,74.7239,75.2091,72.783,72.9771,27599781,
600711.SH,สขออฟ๓าต,2015-12-11,72.2978,76.1796,72.1037,74.6269,33043718,
600711.SH,สขออฟ๓าต,2015-12-14,73.6564,79.1879,72.8801,77.9263,59885356,
600711.SH,สขออฟ๓าต,2015-12-15,76.8589,77.6352,76.3736,77.15,38297726,
600711.SH,สขออฟ๓าต,2015-12-16,77.247,79.0909,76.8589,78.6057,43856721,
600711.SH,สขออฟ๓าต,2015-12-17,79.285,79.7702,78.2175,79.1879,58367573,
600711.SH,สขออฟ๓าต,2015-12-18,78.1204,79.4791,76.4707,78.9938,58323551,
600711.SH,สขออฟ๓าต,2015-12-21,79.285,80.3524,78.6057,79.7702,49390952,
600711.SH,สขออฟ๓าต,2015-12-22,79.7702,82.2933,79.4791,80.3524,46471431,
600711.SH,สขออฟ๓าต,2015-12-23,79.8672,80.1584,77.9263,78.2175,47697183,
600711.SH,สขออฟ๓าต,2015-12-24,78.2175,78.9938,75.7914,77.15,29013854,
600711.SH,สขออฟ๓าต,2015-12-25,77.15,78.1204,76.8589,77.7323,18226188,
600711.SH,สขออฟ๓าต,2015-12-28,77.9263,78.0234,74.5298,74.6269,37164002,
600711.SH,สขออฟ๓าต,2015-12-29,74.3357,75.9855,74.0446,75.7914,21993566,
600711.SH,สขออฟ๓าต,2015-12-30,75.7914,76.5677,74.918,75.8884,19308541,
600711.SH,สขออฟ๓าต,2015-12-31,75.6943,76.1796,74.1416,74.4328,20799777,
600711.SH,สขออฟ๓าต,2016-01-04,74.4328,74.7239,66.9604,67.0574,23490821,
600711.SH,สขออฟ๓าต,2016-01-05,64.0491,68.6101,63.1757,67.8338,40657555,
600711.SH,สขออฟ๓าต,2016-01-06,67.8338,71.3274,67.5426,70.8421,37188115,
600711.SH,สขออฟ๓าต,2016-01-07,69.2894,69.4835,63.7579,63.7579,13304900,
600711.SH,สขออฟ๓าต,2016-01-08,65.7958,67.0574,61.1377,65.7958,35645384,
600711.SH,สขออฟ๓าต,2016-01-11,64.4372,67.6397,61.4289,62.2052,36188568,
600711.SH,สขออฟ๓าต,2016-01-12,62.9816,63.855,61.2348,62.7875,20962388,
600711.SH,สขออฟ๓าต,2016-01-13,63.0786,64.1461,61.817,62.0111,19430362,
600711.SH,สขออฟ๓าต,2016-01-14,60.9436,63.6609,59.1969,63.1757,24883982,
600711.SH,สขออฟ๓าต,2016-01-15,62.6904,62.7875,58.2264,58.7116,29831995,
600711.SH,สขออฟ๓าต,2016-01-18,58.7116,60.1673,57.256,59.488,15637271,
600711.SH,สขออฟ๓าต,2016-01-19,59.0028,62.7875,58.6146,61.9141,24362840,
600711.SH,สขออฟ๓าต,2016-01-20,61.2348,63.5638,61.1377,62.4963,29012859,
600711.SH,สขออฟ๓าต,2016-01-21,61.5259,63.3697,59.8762,59.9732,28982919,
600711.SH,สขออฟ๓าต,2016-01-22,60.8466,61.0407,58.7116,60.3614,19047160,
600711.SH,สขออฟ๓าต,2016-01-25,60.8466,63.5638,60.1673,62.3993,22978566,
600711.SH,สขออฟ๓าต,2016-01-26,61.0407,61.623,56.3826,56.8678,24756605,
600711.SH,สขออฟ๓าต,2016-01-27,57.8382,58.1294,52.1126,55.8003,21157388,
600711.SH,สขออฟ๓าต,2016-01-28,54.4417,55.7033,52.1126,52.4038,15776286,
600711.SH,สขออฟ๓าต,2016-01-29,51.4333,54.9269,51.3363,54.3447,19521072,
600711.SH,สขออฟ๓าต,2016-02-01,54.3447,55.3151,51.9186,53.2772,14838815,
600711.SH,สขออฟ๓าต,2016-02-02,53.2772,55.024,53.0831,54.7328,13327030,
600711.SH,สขออฟ๓าต,2016-02-03,53.9565,59.1969,53.6653,56.9648,31270386,
600711.SH,สขออฟ๓าต,2016-02-04,58.0323,62.5934,57.5471,61.623,46186203,
600711.SH,สขออฟ๓าต,2016-02-05,60.6525,61.4289,59.2939,59.488,32337689,
600711.SH,สขออฟ๓าต,2016-02-15,59.2939,64.4372,59.2939,63.3697,57701739,
600711.SH,สขออฟ๓าต,2016-02-16,61.623,64.5343,61.1377,64.0491,54029353,
600711.SH,สขออฟ๓าต,2016-02-17,62.8845,64.6313,62.1082,63.952,41864510,
600711.SH,สขออฟ๓าต,2016-02-18,64.7284,64.8254,62.3023,62.4963,36217704,
600711.SH,สขออฟ๓าต,2016-02-19,62.7875,63.2727,61.72,62.0111,21464299,
600711.SH,สขออฟ๓าต,2016-02-22,63.0786,65.9899,62.5934,64.3402,46353418,
600711.SH,สขออฟ๓าต,2016-02-23,64.2431,65.6018,63.3697,65.4077,39707601,
600711.SH,สขออฟ๓าต,2016-02-24,64.7284,65.6988,63.3697,65.1165,29765062,
600711.SH,สขออฟ๓าต,2016-02-25,64.9224,66.4752,58.6146,58.6146,51109224,
600711.SH,สขออฟ๓าต,2016-02-26,59.0028,59.488,56.8678,58.6146,28158249,
600711.SH,สขออฟ๓าต,2016-02-29,58.6146,58.6146,58.6146,58.6146,0,
600711.SH,สขออฟ๓าต,2016-03-01,58.6146,58.6146,58.6146,58.6146,0,
600711.SH,สขออฟ๓าต,2016-03-02,58.6146,58.6146,58.6146,58.6146,0,
600711.SH,สขออฟ๓าต,2016-03-03,58.6146,58.6146,58.6146,58.6146,0,
