¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
002550.SZ,«ß∫Ï÷∆“©,2015-01-05,42.9172,43.3181,41.5668,43.1493,4524853,
002550.SZ,«ß∫Ï÷∆“©,2015-01-06,43.0227,47.2638,42.4319,46.673,7350040,
002550.SZ,«ß∫Ï÷∆“©,2015-01-07,46.3565,46.462,45.2593,45.8501,3062084,
002550.SZ,«ß∫Ï÷∆“©,2015-01-08,45.8712,46.5886,45.7024,46.3143,2795146,
002550.SZ,«ß∫Ï÷∆“©,2015-01-09,45.9978,46.6519,45.8501,45.9978,2529610,
002550.SZ,«ß∫Ï÷∆“©,2015-01-12,45.5758,46.4198,45.0061,46.1033,2652044,
002550.SZ,«ß∫Ï÷∆“©,2015-01-13,45.7868,47.0317,45.7868,46.6097,2642848,
002550.SZ,«ß∫Ï÷∆“©,2015-01-14,46.6519,46.8418,46.1666,46.5886,2358618,
002550.SZ,«ß∫Ï÷∆“©,2015-01-15,46.6097,48.2977,46.4198,47.3271,3918950,
002550.SZ,«ß∫Ï÷∆“©,2015-01-16,47.0106,48.0234,47.0106,47.6436,2622421,
002550.SZ,«ß∫Ï÷∆“©,2015-01-19,47.0528,49.7325,46.3354,48.3399,7439896,
002550.SZ,«ß∫Ï÷∆“©,2015-01-20,48.7619,50.5132,48.7619,50.2178,6049076,
002550.SZ,«ß∫Ï÷∆“©,2015-01-21,50.4288,50.5976,49.5848,50.5554,6798175,
002550.SZ,«ß∫Ï÷∆“©,2015-01-22,51.2728,52.4333,50.5765,50.7031,6802715,
002550.SZ,«ß∫Ï÷∆“©,2015-01-23,50.4288,50.7453,49.7958,50.682,4949249,
002550.SZ,«ß∫Ï÷∆“©,2015-01-26,50.8508,51.0407,50.0068,50.7664,2931278,
002550.SZ,«ß∫Ï÷∆“©,2015-01-27,50.7664,51.315,50.2389,50.893,4243680,
002550.SZ,«ß∫Ï÷∆“©,2015-01-28,50.893,51.5893,50.6398,50.9141,3165163,
002550.SZ,«ß∫Ï÷∆“©,2015-01-29,50.8719,50.8719,49.9013,50.471,2791566,
002550.SZ,«ß∫Ï÷∆“©,2015-01-30,50.4288,50.7031,48.8463,49.5637,5758625,
002550.SZ,«ß∫Ï÷∆“©,2015-02-02,49.3738,50.4077,49.1206,50.1123,4073613,
002550.SZ,«ß∫Ï÷∆“©,2015-02-03,50.4288,51.8425,50.1334,51.5049,6861487,
