╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
300939.SZ,гОлОн╒,2021-01-28,67.55,70.01,60.33,62.24,9308279,
300939.SZ,гОлОн╒,2021-01-29,58,93.3,57,72.5,10722998,
300939.SZ,гОлОн╒,2021-02-01,75,146,75,145.72,13964189,
300939.SZ,гОлОн╒,2021-02-02,115,145.71,105,107.5,11718111,
300939.SZ,гОлОн╒,2021-02-03,96.88,118.88,90,106.24,10946330,
300939.SZ,гОлОн╒,2021-02-04,95,107,89,89.95,9291416,
300939.SZ,гОлОн╒,2021-02-05,86.33,89.95,75.4,75.57,8724515,
300939.SZ,гОлОн╒,2021-02-08,72.95,75.96,67.88,68.3,7195003,
300939.SZ,гОлОн╒,2021-02-09,66.95,69,62.3,62.73,7326645,
300939.SZ,гОлОн╒,2021-02-10,63.9,68.65,62.5,65.35,7260309,
300939.SZ,гОлОн╒,2021-02-18,63.88,67.95,63.51,65,6054617,
300939.SZ,гОлОн╒,2021-02-19,63.98,75,63.33,72.79,8119861,
300939.SZ,гОлОн╒,2021-02-22,70,73.49,68.05,72.81,6690632,
300939.SZ,гОлОн╒,2021-02-23,70.3,72.6,67.03,67.8,4759345,
300939.SZ,гОлОн╒,2021-02-24,66,73.48,66,71.01,5899980,
300939.SZ,гОлОн╒,2021-02-25,71.13,77.77,70.56,74.66,7133378,
300939.SZ,гОлОн╒,2021-02-26,71,73.1,67.51,67.82,5146223,
300939.SZ,гОлОн╒,2021-03-01,65.91,67.99,65.91,67.16,3170937,
300939.SZ,гОлОн╒,2021-03-02,68,72.6,67,71,4911275,
300939.SZ,гОлОн╒,2021-03-03,69.89,75,67.88,72.09,5103429,
300939.SZ,гОлОн╒,2021-03-04,70.73,72.3,67.9,69.08,3709679,
300939.SZ,гОлОн╒,2021-03-05,68.51,75.88,67.55,73.82,6062069,
300939.SZ,гОлОн╒,2021-03-08,74,88.58,72.03,85.6,9414643,
300939.SZ,гОлОн╒,2021-03-09,80.41,83.4,74,74,6824989,
300939.SZ,гОлОн╒,2021-03-10,74.01,81.99,72.85,78.3,5309285,
300939.SZ,гОлОн╒,2021-03-11,79.47,80,72.86,76.76,4515148,
300939.SZ,гОлОн╒,2021-03-12,76,79.81,74.5,75.13,4049681,
300939.SZ,гОлОн╒,2021-03-15,73.01,73.01,66.1,68.3,4349401,
300939.SZ,гОлОн╒,2021-03-16,68.33,70.2,66.66,68.5,2950131,
300939.SZ,гОлОн╒,2021-03-17,67.58,75.1,66.66,73.69,4884700,
300939.SZ,гОлОн╒,2021-03-18,72.26,75,69.88,72.28,4739838,
300939.SZ,гОлОн╒,2021-03-19,71,74.05,70.33,71.43,3688227,
300939.SZ,гОлОн╒,2021-03-22,72.7,76.89,72,75.5,4669836,
300939.SZ,гОлОн╒,2021-03-23,75.05,76.83,71.72,73.89,3852828,
300939.SZ,гОлОн╒,2021-03-24,71.8,72.99,69.6,69.96,2985904,
300939.SZ,гОлОн╒,2021-03-25,69.25,71.32,68.8,68.99,2137387,
300939.SZ,гОлОн╒,2021-03-26,70.49,71,68.8,69.54,1813290,
300939.SZ,гОлОн╒,2021-03-29,69.36,70.75,68.01,68.2,2231000,
300939.SZ,гОлОн╒,2021-03-30,67.69,68.52,65.58,65.85,2593468,
300939.SZ,гОлОн╒,2021-03-31,66.2,67,65.3,66.57,1712159,
300939.SZ,гОлОн╒,2021-04-01,67,67.5,65.68,66.53,1885038,
300939.SZ,гОлОн╒,2021-04-02,66.89,68.92,65.86,68.37,2491367,
300939.SZ,гОлОн╒,2021-04-06,68.4,71.17,67.39,69.55,2643104,
300939.SZ,гОлОн╒,2021-04-07,68.66,70.8,68.02,70.22,2791936,
300939.SZ,гОлОн╒,2021-04-08,70.09,76.2,69.6,71.92,4134160,
300939.SZ,гОлОн╒,2021-04-09,70.97,71.04,68.7,70.28,2844298,
300939.SZ,гОлОн╒,2021-04-12,69.8,73.13,67.8,69,2600926,
300939.SZ,гОлОн╒,2021-04-13,68,71.33,67.5,69.74,1748573,
300939.SZ,гОлОн╒,2021-04-14,69.33,71.7,69.33,71.3,2296069,
300939.SZ,гОлОн╒,2021-04-15,71.92,71.96,67.3,67.82,2148157,
300939.SZ,гОлОн╒,2021-04-16,67.4,68.47,67.3,68.04,1206647,
300939.SZ,гОлОн╒,2021-04-19,68.3,70.4,68.13,69.64,1764414,
300939.SZ,гОлОн╒,2021-04-20,69.85,71.02,67.92,67.92,1950287,
300939.SZ,гОлОн╒,2021-04-21,67.31,67.41,66.2,66.7,1644363,
300939.SZ,гОлОн╒,2021-04-22,66.54,67.4,65.61,65.98,1450628,
300939.SZ,гОлОн╒,2021-04-23,65.98,66.3,62.91,63.12,2344517,
300939.SZ,гОлОн╒,2021-04-26,63.2,63.81,61.3,63.79,1556883,
300939.SZ,гОлОн╒,2021-04-27,62.28,63.3,57.71,58.21,2323579,
300939.SZ,гОлОн╒,2021-04-28,57.85,58.88,57.3,58.21,977841,
300939.SZ,гОлОн╒,2021-04-29,57.6,59.62,56.51,59.1,1873576,
300939.SZ,гОлОн╒,2021-04-30,58.68,58.99,57,57,1077675,
300939.SZ,гОлОн╒,2021-05-06,56.82,58.2,56.51,57.46,694808,
300939.SZ,гОлОн╒,2021-05-07,57.46,57.99,55.06,55.18,1111203,
300939.SZ,гОлОн╒,2021-05-10,55.18,55.33,51.75,52.2,1830493,
300939.SZ,гОлОн╒,2021-05-11,52.4,60.53,52.4,57.9,3109492,
300939.SZ,гОлОн╒,2021-05-12,56.52,56.9,54.69,55.64,2011397,
300939.SZ,гОлОн╒,2021-05-13,55.52,56.52,53.95,54.1,1486728,
300939.SZ,гОлОн╒,2021-05-14,53.69,54.69,53.62,54.1,941300,
300939.SZ,гОлОн╒,2021-05-17,53.72,56.88,53.3,55.4,1762965,
300939.SZ,гОлОн╒,2021-05-18,54.77,55.9,54.21,55.2,1147052,
300939.SZ,гОлОн╒,2021-05-19,55.5,56.48,55.2,55.35,1266948,
300939.SZ,гОлОн╒,2021-05-20,54.42,55.32,53.08,54.6,870178,
300939.SZ,гОлОн╒,2021-05-21,54.5,55.07,53.71,53.73,900367,
300939.SZ,гОлОн╒,2021-05-24,53.5,53.72,52.65,53.54,874356,
300939.SZ,гОлОн╒,2021-05-25,53.88,55.2,53.55,54.48,1082908,
300939.SZ,гОлОн╒,2021-05-26,54.4396,55.7517,53.5515,55.5397,1412016,
300939.SZ,гОлОн╒,2021-05-27,55.6306,59.93,55.5397,57.6794,2938856,
300939.SZ,гОлОн╒,2021-05-28,56.5187,57.3261,55.6709,55.7113,1832912,
300939.SZ,гОлОн╒,2021-05-31,56.1352,56.6903,55.2571,56.4683,1144663,
300939.SZ,гОлОн╒,2021-06-01,56.1958,58.6382,55.7921,57.1243,1563467,
300939.SZ,гОлОн╒,2021-06-02,56.8518,56.9123,55.9132,55.9535,1069168,
300939.SZ,гОлОн╒,2021-06-03,56.4481,56.6197,54.8938,54.8938,974387,
300939.SZ,гОлОн╒,2021-06-04,54.7828,55.4994,54.1974,54.3286,878246,
300939.SZ,гОлОн╒,2021-06-07,54.2681,56.4985,54.2681,55.136,958602,
300939.SZ,гОлОн╒,2021-06-08,55.459,55.4691,53.8745,54.0965,868489,
300939.SZ,гОлОн╒,2021-06-09,53.7836,54.6819,53.7836,54.046,644868,
300939.SZ,гОлОн╒,2021-06-10,53.9956,56.3976,53.7937,55.7618,1458209,
300939.SZ,гОлОн╒,2021-06-11,55.3884,56.8518,54.9039,55.2168,1231800,
300939.SZ,гОлОн╒,2021-06-15,54.5608,57.1747,53.5414,56.8518,1876711,
300939.SZ,гОлОн╒,2021-06-16,56.9022,59.0318,56.0141,59.0318,2896100,
300939.SZ,гОлОн╒,2021-06-17,58.5373,59.93,57.6289,58.8703,2376119,
300939.SZ,гОлОн╒,2021-06-18,58.0326,58.5373,56.3169,56.8215,1952893,
300939.SZ,гОлОн╒,2021-06-21,56.1958,57.3766,56.115,56.9123,1148145,
300939.SZ,гОлОн╒,2021-06-22,56.9123,59.8594,56.1554,58.2345,2078082,
300939.SZ,гОлОн╒,2021-06-23,58.2244,61.2724,57.205,59.3648,2991490,
300939.SZ,гОлОн╒,2021-06-24,59.4254,60.0411,57.7097,58.3556,1702341,
300939.SZ,гОлОн╒,2021-06-25,58.6987,60.0108,57.1848,57.4876,1469396,
300939.SZ,гОлОн╒,2021-06-28,56.9224,58.8804,56.7004,58.0427,1131221,
300939.SZ,гОлОн╒,2021-06-29,57.5381,58.2244,55.6104,55.6205,1466700,
300939.SZ,гОлОн╒,2021-06-30,55.7214,57.1243,55.7214,56.0948,950934,
300939.SZ,гОлОн╒,2021-07-01,56.115,62.4936,55.7113,58.9914,3934181,
300939.SZ,гОлОн╒,2021-07-02,57.7601,63.6845,57.7601,62.5541,5103422,
300939.SZ,гОлОн╒,2021-07-05,62.0697,66.8435,62.0697,62.8973,4735952,
300939.SZ,гОлОн╒,2021-07-06,61.6458,63.19,60.1824,60.7475,3084963,
300939.SZ,гОлОн╒,2021-07-07,60.8283,61.0604,59.1428,60.9191,1743027,
300939.SZ,гОлОн╒,2021-07-08,60.8485,60.8485,59.3447,59.486,1818340,
300939.SZ,гОлОн╒,2021-07-09,58.941,60.4952,58.941,59.708,1306153,
300939.SZ,гОлОн╒,2021-07-12,59.7282,61.1714,58.8703,60.9292,1635973,
300939.SZ,гОлОн╒,2021-07-13,60.6062,61.3026,59.2639,59.8493,1448193,
