ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
300206.SZ,ภํฐ๎าวฦ๗,2015-01-05,38.2817,38.2817,36.7585,37.1444,1504340,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-06,37.1444,39.1956,36.9819,38.8909,1564109,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-07,39.1346,39.3986,37.9974,38.1801,1027326,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-08,38.2817,39.1956,37.774,38.7082,1623930,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-09,38.7082,39.7033,38.3223,38.3832,1412534,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-12,38.1192,38.5863,37.1241,38.3223,1357282,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-13,38.3223,39.1143,37.8349,39.094,2067331,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-14,38.8503,39.2565,37.9364,38.3426,1179715,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-15,38.3832,38.7285,37.5912,37.8349,836111,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-16,37.5912,38.4645,37.5912,38.2411,1094803,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-19,37.774,40.1298,37.3678,39.5814,3838047,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-20,40.1704,41.8357,39.622,41.7951,4749317,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-21,41.7951,43.4604,41.2873,42.2825,3838186,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-22,42.0388,43.0339,41.0843,41.8763,3228958,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-23,41.8357,41.8763,40.4547,40.5969,2372993,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-26,40.5562,41.5717,40.5562,41.328,1614489,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-27,40.8406,42.0185,40.8406,41.9575,1856946,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-28,41.8357,43.9884,41.7138,43.3588,4078027,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-29,43.765,45.4912,43.2979,43.6634,3095727,
300206.SZ,ภํฐ๎าวฦ๗,2015-01-30,43.2573,44.1915,42.6683,43.0339,2195852,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-02,42.6886,45.41,42.2418,44.4352,3265340,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-03,44.2727,46.202,43.8665,45.7349,3189374,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-04,45.6943,46.0802,44.4758,45.3897,2339501,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-05,45.6943,45.9989,43.9884,44.2727,2882534,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-06,44.0696,45.8974,42.4855,45.5928,3836495,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-09,45.41,46.7097,44.4149,44.6789,2974197,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-10,44.5367,46.0802,43.7853,46.0192,1444739,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-11,46.0192,46.3848,45.3288,45.4912,1469977,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-12,45.8974,46.9737,45.41,46.3036,1933581,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-13,46.3239,47.2987,45.8974,46.6488,2226863,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-16,46.6488,48.639,46.3442,47.9282,2584013,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-17,47.6236,48.639,47.319,48.3344,1660188,
300206.SZ,ภํฐ๎าวฦ๗,2015-02-25,48.3344,48.3344,46.6082,47.1159,1308691,
