¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
300696.SZ,∞Æ¿÷¥Ô,2017-08-22,26.86,32.23,26.86,32.23,6600,
300696.SZ,∞Æ¿÷¥Ô,2017-08-23,35.45,35.45,35.45,35.45,1500,
300696.SZ,∞Æ¿÷¥Ô,2017-08-24,39,39,39,39,3700,
300696.SZ,∞Æ¿÷¥Ô,2017-08-25,42.9,42.9,42.9,42.9,7400,
300696.SZ,∞Æ¿÷¥Ô,2017-08-28,47.19,47.19,47.19,47.19,9400,
300696.SZ,∞Æ¿÷¥Ô,2017-08-29,51.91,51.91,51.91,51.91,11923,
300696.SZ,∞Æ¿÷¥Ô,2017-08-30,57.1,57.1,57.1,57.1,43300,
300696.SZ,∞Æ¿÷¥Ô,2017-08-31,62.81,62.81,62.81,62.81,54100,
300696.SZ,∞Æ¿÷¥Ô,2017-09-01,69.09,69.09,69.09,69.09,64400,
300696.SZ,∞Æ¿÷¥Ô,2017-09-04,76,76,76,76,70021,
300696.SZ,∞Æ¿÷¥Ô,2017-09-05,83.6,83.6,78.81,80.06,10221289,
300696.SZ,∞Æ¿÷¥Ô,2017-09-06,80.02,87.95,78.11,81.58,8406428,
300696.SZ,∞Æ¿÷¥Ô,2017-09-07,79,84.55,78.11,80.85,7229212,
300696.SZ,∞Æ¿÷¥Ô,2017-09-08,78.99,83.56,76,76.49,6033595,
300696.SZ,∞Æ¿÷¥Ô,2017-09-11,77.99,84.14,76.51,84.14,5882259,
300696.SZ,∞Æ¿÷¥Ô,2017-09-12,84.14,84.9,78.01,78.4,5856098,
300696.SZ,∞Æ¿÷¥Ô,2017-09-13,77,86.24,76.61,86.24,5385849,
300696.SZ,∞Æ¿÷¥Ô,2017-09-14,89.1,94.86,87.35,92,8433988,
300696.SZ,∞Æ¿÷¥Ô,2017-09-15,89.6,95.5,87,93.06,6927297,
300696.SZ,∞Æ¿÷¥Ô,2017-09-18,93.18,96.78,89.76,90.69,4769389,
300696.SZ,∞Æ¿÷¥Ô,2017-09-19,88.9,93.4,87.01,92.31,4356343,
300696.SZ,∞Æ¿÷¥Ô,2017-09-20,92,99.7,91.51,93.06,6317081,
300696.SZ,∞Æ¿÷¥Ô,2017-09-21,92.5,92.5,87.7,88,4753041,
300696.SZ,∞Æ¿÷¥Ô,2017-09-22,88.28,92.5,88.01,88.83,4033016,
300696.SZ,∞Æ¿÷¥Ô,2017-09-25,90.54,93.99,89.17,92.99,4904514,
300696.SZ,∞Æ¿÷¥Ô,2017-09-26,92.06,92.4,83.69,83.69,5965010,
300696.SZ,∞Æ¿÷¥Ô,2017-09-27,83,84,80.15,80.99,3601316,
300696.SZ,∞Æ¿÷¥Ô,2017-09-28,81.1,83.5,80.5,80.8,2596707,
300696.SZ,∞Æ¿÷¥Ô,2017-09-29,81.88,82.58,77.47,78.51,3044927,
300696.SZ,∞Æ¿÷¥Ô,2017-10-09,79.63,80.36,77.77,80.17,1904999,
300696.SZ,∞Æ¿÷¥Ô,2017-10-10,79.65,81.48,79.4,80.59,1988100,
300696.SZ,∞Æ¿÷¥Ô,2017-10-11,80.18,81.7,77.88,78.38,2052575,
300696.SZ,∞Æ¿÷¥Ô,2017-10-12,78.05,80.46,75.6,79,2588911,
300696.SZ,∞Æ¿÷¥Ô,2017-10-13,78.66,80.58,78.21,79.75,1682022,
300696.SZ,∞Æ¿÷¥Ô,2017-10-16,79.9,80.3,77.55,77.7,1702780,
300696.SZ,∞Æ¿÷¥Ô,2017-10-17,77,79.3,76.05,78.15,1455880,
300696.SZ,∞Æ¿÷¥Ô,2017-10-18,77.97,79.98,77.45,78.1,1814785,
300696.SZ,∞Æ¿÷¥Ô,2017-10-19,77.5,78.34,76.01,76.84,1413674,
300696.SZ,∞Æ¿÷¥Ô,2017-10-20,77.3,79.45,76.11,79.45,1507106,
