´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
920075.BJ,°ØÐÇÁú,2022-12-14,11,11.8,10.44,11,3664524,
920075.BJ,°ØÐÇÁú,2022-12-15,10.6,10.8,10.52,10.63,867079,
920075.BJ,°ØÐÇÁú,2022-12-16,10.58,10.58,10.25,10.31,532167,
920075.BJ,°ØÐÇÁú,2022-12-19,10.26,10.29,9.98,10,395603,
920075.BJ,°ØÐÇÁú,2022-12-20,10,10,9.8,9.88,219803,
920075.BJ,°ØÐÇÁú,2022-12-21,9.82,9.97,9.78,9.78,98500,
920075.BJ,°ØÐÇÁú,2022-12-22,9.75,9.82,9.62,9.66,153977,
920075.BJ,°ØÐÇÁú,2022-12-23,9.62,9.62,9.43,9.45,149375,
920075.BJ,°ØÐÇÁú,2022-12-26,9.4,9.41,9.24,9.27,181940,
920075.BJ,°ØÐÇÁú,2022-12-27,9.27,9.4,9.27,9.4,107056,
920075.BJ,°ØÐÇÁú,2022-12-28,9.4,9.47,9.38,9.4,44395,
920075.BJ,°ØÐÇÁú,2022-12-29,9.4,9.4,9.34,9.35,47105,
920075.BJ,°ØÐÇÁú,2022-12-30,9.35,9.45,9.35,9.4,72002,
920075.BJ,°ØÐÇÁú,2023-01-03,9.5,9.5,9.4,9.47,45490,
920075.BJ,°ØÐÇÁú,2023-01-04,9.45,9.48,9.41,9.42,116350,
920075.BJ,°ØÐÇÁú,2023-01-05,9.45,9.51,9.45,9.48,59077,
920075.BJ,°ØÐÇÁú,2023-01-06,9.53,9.54,9.47,9.49,147655,
920075.BJ,°ØÐÇÁú,2023-01-09,9.45,9.53,9.45,9.46,52308,
920075.BJ,°ØÐÇÁú,2023-01-10,9.44,9.46,9.36,9.42,189030,
920075.BJ,°ØÐÇÁú,2023-01-11,9.42,9.44,9.39,9.4,47365,
920075.BJ,°ØÐÇÁú,2023-01-12,9.4,9.4,9.31,9.32,64541,
920075.BJ,°ØÐÇÁú,2023-01-13,9.32,9.46,9.32,9.37,60768,
920075.BJ,°ØÐÇÁú,2023-01-16,9.35,9.51,9.33,9.46,146040,
920075.BJ,°ØÐÇÁú,2023-01-17,9.46,9.53,9.45,9.49,32182,
920075.BJ,°ØÐÇÁú,2023-01-18,9.46,9.58,9.45,9.54,149071,
920075.BJ,°ØÐÇÁú,2023-01-19,9.59,10.02,9.59,9.95,423517,
920075.BJ,°ØÐÇÁú,2023-01-20,9.81,10.05,9.81,9.99,169263,
920075.BJ,°ØÐÇÁú,2023-01-30,10.09,10.18,9.99,10.09,195794,
920075.BJ,°ØÐÇÁú,2023-01-31,10.03,10.73,9.97,10.45,774185,
920075.BJ,°ØÐÇÁú,2023-02-01,10.69,10.76,10.4,10.49,558046,
920075.BJ,°ØÐÇÁú,2023-02-02,10.51,10.51,10.3,10.36,287661,
920075.BJ,°ØÐÇÁú,2023-02-03,10.31,10.31,10.22,10.28,75722,
920075.BJ,°ØÐÇÁú,2023-02-06,10.23,10.23,9.99,10.04,412131,
920075.BJ,°ØÐÇÁú,2023-02-07,10.04,10.18,10.04,10.11,49630,
920075.BJ,°ØÐÇÁú,2023-02-08,10.08,10.1,10.05,10.07,48894,
920075.BJ,°ØÐÇÁú,2023-02-09,10.15,10.27,10.1,10.26,149821,
920075.BJ,°ØÐÇÁú,2023-02-10,10.29,10.51,10.22,10.5,300629,
920075.BJ,°ØÐÇÁú,2023-02-13,10.5,10.75,10.5,10.73,478216,
920075.BJ,°ØÐÇÁú,2023-02-14,10.64,10.79,10.56,10.77,179462,
920075.BJ,°ØÐÇÁú,2023-02-15,10.82,10.83,10.72,10.79,253165,
920075.BJ,°ØÐÇÁú,2023-02-16,10.65,10.81,10.35,10.7,216756,
920075.BJ,°ØÐÇÁú,2023-02-17,10.6,10.66,10.48,10.51,82872,
920075.BJ,°ØÐÇÁú,2023-02-20,10.47,10.55,10.47,10.51,41838,
920075.BJ,°ØÐÇÁú,2023-02-21,10.47,10.7,10.47,10.62,54489,
920075.BJ,°ØÐÇÁú,2023-02-22,10.58,10.73,10.58,10.62,109771,
920075.BJ,°ØÐÇÁú,2023-02-23,10.61,10.68,10.5,10.6,78742,
920075.BJ,°ØÐÇÁú,2023-02-24,10.58,10.58,10.45,10.51,56519,
920075.BJ,°ØÐÇÁú,2023-02-27,10.1,10.33,10.06,10.11,426225,
920075.BJ,°ØÐÇÁú,2023-02-28,10.1,10.18,10.09,10.18,35441,
920075.BJ,°ØÐÇÁú,2023-03-01,10.1,10.19,10.1,10.19,28660,
920075.BJ,°ØÐÇÁú,2023-03-02,10.19,10.33,10.19,10.25,53786,
920075.BJ,°ØÐÇÁú,2023-03-03,10.29,10.38,10.25,10.35,190003,
920075.BJ,°ØÐÇÁú,2023-03-06,10.66,10.66,10.1,10.4,119147,
920075.BJ,°ØÐÇÁú,2023-03-07,10.34,10.34,10.18,10.18,104766,
920075.BJ,°ØÐÇÁú,2023-03-08,10.11,10.27,10.11,10.17,27619,
920075.BJ,°ØÐÇÁú,2023-03-09,10.31,10.33,10.14,10.16,26802,
920075.BJ,°ØÐÇÁú,2023-03-10,10.11,10.17,10.1,10.17,55469,
920075.BJ,°ØÐÇÁú,2023-03-13,10.08,10.1,10,10.02,67962,
