¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
600085.SH,Õ¨» Ã√,2015-01-05,240.2112,242.2396,234.9799,239.1436,18037839,
600085.SH,Õ¨» Ã√,2015-01-06,237.1151,263.0579,235.9408,260.0687,46527861,
600085.SH,Õ¨» Ã√,2015-01-07,256.2253,258.147,249.0723,254.7306,25269304,
600085.SH,Õ¨» Ã√,2015-01-08,254.5171,260.0687,250.8872,252.5954,16614440,
600085.SH,Õ¨» Ã√,2015-01-09,251.421,257.8267,250.994,251.8481,14022590,
600085.SH,Õ¨» Ã√,2015-01-12,250.4602,256.7591,244.1613,254.9441,13862258,
600085.SH,Õ¨» Ã√,2015-01-13,254.9441,263.6985,253.5563,254.3036,15230790,
600085.SH,Õ¨» Ã√,2015-01-14,252.4887,258.0402,250.6737,255.4779,8588829,
600085.SH,Õ¨» Ã√,2015-01-15,255.1577,258.8943,253.236,255.4779,7823721,
600085.SH,Õ¨» Ã√,2015-01-16,256.1185,261.243,253.3427,260.816,10551121,
600085.SH,Õ¨» Ã√,2015-01-19,255.6915,259.8551,238.9301,244.2681,16590201,
600085.SH,Õ¨» Ã√,2015-01-20,245.0154,251.8481,245.0154,249.7129,10977863,
600085.SH,Õ¨» Ã√,2015-01-21,250.0332,252.9157,245.656,252.8089,13000493,
600085.SH,Õ¨» Ã√,2015-01-22,251.8481,255.7982,249.6061,254.8374,10640387,
600085.SH,Õ¨» Ã√,2015-01-23,253.663,255.6915,249.6061,250.2467,7979336,
600085.SH,Õ¨» Ã√,2015-01-26,250.1399,259.6416,248.8588,258.3605,12618067,
600085.SH,Õ¨» Ã√,2015-01-27,258.4672,260.7092,247.6844,252.7022,13330986,
600085.SH,Õ¨» Ã√,2015-01-28,251.421,254.4103,247.6844,248.4318,9467372,
600085.SH,Õ¨» Ã√,2015-01-29,245.656,248.2182,243.414,244.2681,7821123,
600085.SH,Õ¨» Ã√,2015-01-30,245.4425,247.5777,240.318,241.0653,7880595,
600085.SH,Õ¨» Ã√,2015-02-02,239.6774,240.2112,235.0867,236.4746,7851147,
600085.SH,Õ¨» Ã√,2015-02-03,238.1827,241.4923,236.5813,239.5706,8625375,
600085.SH,Õ¨» Ã√,2015-02-04,239.8909,242.5599,236.3678,236.5813,7676069,
600085.SH,Õ¨» Ã√,2015-02-05,239.5706,242.3464,235.1934,235.5137,7702711,
600085.SH,Õ¨» Ã√,2015-02-06,234.8732,244.2681,213.5211,241.3856,12691505,
600085.SH,Õ¨» Ã√,2015-02-09,238.7165,242.0261,235.1934,237.2219,7898083,
