╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
300396.SZ,╣охПр╫аф,2015-01-05,80.48,80.48,77.05,78.3,790632,
300396.SZ,╣охПр╫аф,2015-01-06,77.55,81.4,77.55,81.33,854255,
300396.SZ,╣охПр╫аф,2015-01-07,80.9,80.9,78.88,79.5,565670,
300396.SZ,╣охПр╫аф,2015-01-08,78.5,81.08,78.5,78.83,580478,
300396.SZ,╣охПр╫аф,2015-01-09,78.1,79.67,78.1,78.31,590778,
300396.SZ,╣охПр╫аф,2015-01-12,77.88,78.76,77.34,77.95,547864,
300396.SZ,╣охПр╫аф,2015-01-13,77.99,82.15,77.99,82.03,1119898,
300396.SZ,╣охПр╫аф,2015-01-14,81.28,81.69,78.36,79.49,843725,
300396.SZ,╣охПр╫аф,2015-01-15,79.36,80.7,78.88,79.93,548825,
300396.SZ,╣охПр╫аф,2015-01-16,80.3,82.29,79.58,82.03,806036,
300396.SZ,╣охПр╫аф,2015-01-19,80.86,87.22,80.31,83.34,1705194,
300396.SZ,╣охПр╫аф,2015-01-20,85.6,88.97,84.15,88.87,1872865,
300396.SZ,╣охПр╫аф,2015-01-21,88.9,89.76,87.08,88.21,1434470,
300396.SZ,╣охПр╫аф,2015-01-22,87.73,92.27,87.32,91.42,1517670,
300396.SZ,╣охПр╫аф,2015-01-23,100.56,100.56,97.5,98,4346903,
300396.SZ,╣охПр╫аф,2015-01-26,95,96.89,94.3,95.59,2110751,
300396.SZ,╣охПр╫аф,2015-01-27,95.5,96.19,92.7,95,1302842,
300396.SZ,╣охПр╫аф,2015-01-28,93.21,94.98,92.62,93.1,851828,
300396.SZ,╣охПр╫аф,2015-01-29,92.38,93.47,92.23,92.3,604351,
300396.SZ,╣охПр╫аф,2015-01-30,92.81,93.55,91.68,92.23,551305,
300396.SZ,╣охПр╫аф,2015-02-02,91.85,93.58,91.26,92.3,535210,
300396.SZ,╣охПр╫аф,2015-02-03,92.3,94.5,91.71,93.27,844797,
300396.SZ,╣охПр╫аф,2015-02-04,93,93.59,90.5,90.53,877561,
300396.SZ,╣охПр╫аф,2015-02-05,90.64,93.09,90.64,91,820144,
300396.SZ,╣охПр╫аф,2015-02-06,91.1,91.4,86.88,87.2,891205,
300396.SZ,╣охПр╫аф,2015-02-09,86.9,88.2,86.07,86.4,427918,
300396.SZ,╣охПр╫аф,2015-02-10,86.41,86.97,85.8,86.9,435169,
300396.SZ,╣охПр╫аф,2015-02-11,86.95,89.2,86.53,88.91,534993,
300396.SZ,╣охПр╫аф,2015-02-12,89,94,88.7,91.95,761282,
300396.SZ,╣охПр╫аф,2015-02-13,92.25,95.55,92.25,93.78,915762,
300396.SZ,╣охПр╫аф,2015-02-16,93.78,94.6,92.88,93.9,713971,
300396.SZ,╣охПр╫аф,2015-02-17,94.1,95.2,91.88,93.9,946355,
300396.SZ,╣охПр╫аф,2015-02-25,93.88,93.88,91.13,91.13,529396,
300396.SZ,╣охПр╫аф,2015-02-26,91,92.25,90.9,91.5,298013,
300396.SZ,╣охПр╫аф,2015-02-27,91.51,94.91,91.2,92.3,809888,
300396.SZ,╣охПр╫аф,2015-03-02,92.31,93.55,91.59,93,621822,
300396.SZ,╣охПр╫аф,2015-03-03,92.18,92.7,90.33,90.41,665173,
300396.SZ,╣охПр╫аф,2015-03-04,90.22,93.28,90.22,93.2,784846,
300396.SZ,╣охПр╫аф,2015-03-05,92.93,93,91.51,92.2,621131,
300396.SZ,╣охПр╫аф,2015-03-06,92.2,92.2,89.3,89.63,707691,
300396.SZ,╣охПр╫аф,2015-03-09,89.22,91.37,88.51,91.26,472437,
300396.SZ,╣охПр╫аф,2015-03-10,91.15,92.77,90.3,92.7,614000,
300396.SZ,╣охПр╫аф,2015-03-11,92.31,92.76,91.01,91.2,535601,
