´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
300727.SZ,ÈóºÌ²ÄÁÏ,2017-11-27,10.01,12.01,10.01,12.01,8986,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-11-28,13.21,13.21,13.21,13.21,3056,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-11-29,14.53,14.53,14.53,14.53,3486,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-11-30,15.98,15.98,15.98,15.98,5085,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-01,17.58,17.58,17.58,17.58,5972,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-04,19.34,19.34,19.34,19.34,38618,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-05,21.27,21.27,21.27,21.27,132095,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-06,23.4,23.4,23.4,23.4,83726,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-07,25.74,25.74,25.74,25.74,56497,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-08,28.31,28.31,28.31,28.31,629010,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-11,31.14,31.14,30.01,31.14,6029898,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-12,31.15,33.65,30.3,32.04,17978007,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-13,28.94,29.97,28.84,29.38,14026567,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-14,29.2,32.32,28.55,32.32,13730917,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-15,32.99,33.38,29.09,29.09,15225601,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-18,27.28,27.6,26.18,26.18,9938513,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-19,25.66,26.56,25.31,25.8,6952773,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-20,25.9,26.53,24.72,24.95,6935315,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-21,24.5,25.85,24.06,25.3,7373580,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-22,25.68,27.83,25.35,27.83,7107004,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-25,27.52,30.61,27,29.8,14350727,
300727.SZ,ÈóºÌ²ÄÁÏ,2017-12-26,28.5,31.98,28.02,30.29,13654612,
