╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
600651.SH,╥июжрТоЛ,2015-01-05,47516.5909,47980.1674,46821.2262,47864.2733,14556195,
600651.SH,╥июжрТоЛ,2015-01-06,47748.3792,48617.5851,47284.8027,48501.691,17063460,
600651.SH,╥июжрТоЛ,2015-01-07,49139.1087,50008.3146,48501.691,49197.0557,20063755,
600651.SH,╥июжрТоЛ,2015-01-08,49834.4734,49834.4734,48154.0086,48559.638,16925997,
600651.SH,╥июжрТоЛ,2015-01-09,48385.7968,49139.1087,47864.2733,47980.1674,13903908,
600651.SH,╥июжрТоЛ,2015-01-12,47748.3792,47748.3792,45894.0732,46241.7555,13034272,
600651.SH,╥июжрТоЛ,2015-01-13,46009.9673,46763.2791,45778.1791,46589.4379,8435398,
600651.SH,╥июжрТоЛ,2015-01-14,46299.7026,46937.1203,46125.8614,46705.332,6599997,
600651.SH,╥июжрТоЛ,2015-01-15,46705.332,48559.638,46647.385,48154.0086,14843418,
600651.SH,╥июжрТоЛ,2015-01-16,48211.9557,49081.1616,47748.3792,48211.9557,8902167,
600651.SH,╥июжрТоЛ,2015-01-19,46357.6497,47458.6439,44387.4496,45140.7614,13653772,
600651.SH,╥июжрТоЛ,2015-01-20,45720.232,46647.385,45546.3908,46531.4909,8460673,
600651.SH,╥июжрТоЛ,2015-01-21,46647.385,48907.3204,46589.4379,48443.7439,14810029,
600651.SH,╥июжрТоЛ,2015-01-22,48385.7968,49370.8969,47864.2733,48849.3733,14479772,
600651.SH,╥июжрТоЛ,2015-01-23,49139.1087,50645.7323,48791.4263,49602.6851,24701103,
600651.SH,╥июжрТоЛ,2015-01-26,49834.4734,51978.5147,48907.3204,51456.9911,31696477,
600651.SH,╥июжрТоЛ,2015-01-27,52326.1971,52673.8794,50703.6793,51688.7794,30638924,
600651.SH,╥июжрТоЛ,2015-01-28,50703.6793,51283.1499,50413.944,50703.6793,18350573,
600651.SH,╥июжрТоЛ,2015-01-29,50182.1558,53137.4559,49718.5793,52442.0912,31225220,
600651.SH,╥июжрТоЛ,2015-01-30,52442.0912,52442.0912,52442.0912,52442.0912,0,
600651.SH,╥июжрТоЛ,2015-02-02,55629.1796,56730.1738,53774.8736,54528.1854,61106938,
600651.SH,╥июжрТоЛ,2015-02-03,54759.9737,59975.2093,54759.9737,59975.2093,39320331,
600651.SH,╥июжрТоЛ,2015-02-04,63046.4036,64668.9213,60264.9446,61250.0446,90007258,
600651.SH,╥июжрТоЛ,2015-02-05,60844.4152,62814.6153,59221.8975,61597.727,52349290,
600651.SH,╥июжрТоЛ,2015-02-06,60264.9446,60786.4681,57425.5385,57657.3268,41628083,
600651.SH,╥июжрТоЛ,2015-02-09,56846.0679,57715.2738,55745.0737,55918.9149,25474861,
600651.SH,╥июжрТоЛ,2015-02-10,56208.6502,57309.6444,55455.3384,57019.9091,16185582,
600651.SH,╥июжрТоЛ,2015-02-11,57425.5385,58294.7445,55687.1267,56150.7032,19686913,
600651.SH,╥июжрТоЛ,2015-02-12,55976.862,58120.9033,55745.0737,57367.5915,18020208,
600651.SH,╥июжрТоЛ,2015-02-13,57831.168,59685.474,57599.3797,58062.9562,24067429,
600651.SH,╥июжрТоЛ,2015-02-16,58294.7445,59395.7386,57251.6973,58642.4268,20239943,
600651.SH,╥июжрТоЛ,2015-02-17,58700.3739,60091.1034,58526.5327,59279.8445,20647255,
600651.SH,╥июжрТоЛ,2015-02-25,59279.8445,59685.474,57483.4856,58352.6915,15581146,
600651.SH,╥июжрТоЛ,2015-02-26,58410.6386,58526.5327,56440.4385,57425.5385,26035913,
600651.SH,╥июжрТоЛ,2015-02-27,57425.5385,59859.3151,57367.5915,59801.3681,30289079,
600651.SH,╥июжрТоЛ,2015-03-02,59859.3151,60322.8916,58990.1092,60091.1034,22428361,
600651.SH,╥июжрТоЛ,2015-03-03,59801.3681,59801.3681,58410.6386,58468.5856,18813406,
600651.SH,╥июжрТоЛ,2015-03-04,58468.5856,61829.5153,58120.9033,61365.9388,29590527,
600651.SH,╥июжрТоЛ,2015-03-05,61365.9388,61365.9388,59975.2093,60554.6799,18569958,
600651.SH,╥июжрТоЛ,2015-03-06,60786.4681,61945.4094,59106.0033,60554.6799,25297924,
600651.SH,╥июжрТоЛ,2015-03-09,60844.4152,62930.5094,59859.3151,62640.7741,25319210,
600651.SH,╥июжрТоЛ,2015-03-10,63741.7683,64610.9742,61887.4623,62177.1976,22023944,
600651.SH,╥июжрТоЛ,2015-03-11,61481.8329,65422.2331,61481.8329,64668.9213,38044519,
600651.SH,╥июжрТоЛ,2015-03-12,63799.7154,66059.6508,63741.7683,64784.8154,29992363,
600651.SH,╥июжрТоЛ,2015-03-13,64784.8154,65248.3919,63162.2977,64321.2389,18987647,
600651.SH,╥июжрТоЛ,2015-03-16,64437.133,65654.0213,64379.186,65074.5507,22616306,
600651.SH,╥июжрТоЛ,2015-03-17,65074.5507,65596.0743,64321.2389,65306.339,20342143,
600651.SH,╥июжрТоЛ,2015-03-18,65306.339,65538.1272,64147.3977,64958.6566,24325453,
600651.SH,╥июжрТоЛ,2015-03-19,64668.9213,65016.6037,63741.7683,64958.6566,23648100,
600651.SH,╥июжрТоЛ,2015-03-20,65016.6037,66581.1743,64379.186,65711.9684,28440086,
