´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
920000.BJ,°²»Õ·ï»Ë,2020-12-23,7.2,7.35,7.12,7.24,4999399,
920000.BJ,°²»Õ·ï»Ë,2020-12-24,7.22,7.27,7.19,7.2,1268910,
920000.BJ,°²»Õ·ï»Ë,2020-12-25,7.21,7.24,7.14,7.16,914034,
920000.BJ,°²»Õ·ï»Ë,2020-12-28,7.15,7.19,7.02,7.11,620632,
920000.BJ,°²»Õ·ï»Ë,2020-12-29,7.06,7.16,7.05,7.15,355629,
920000.BJ,°²»Õ·ï»Ë,2020-12-30,7.1,7.21,7.1,7.16,221836,
920000.BJ,°²»Õ·ï»Ë,2020-12-31,7.12,7.23,7.12,7.2,362886,
920000.BJ,°²»Õ·ï»Ë,2021-01-04,7.16,7.2,7.1,7.14,206397,
920000.BJ,°²»Õ·ï»Ë,2021-01-05,7.14,7.21,7.13,7.2,398887,
920000.BJ,°²»Õ·ï»Ë,2021-01-06,7.16,7.19,7.15,7.17,163246,
920000.BJ,°²»Õ·ï»Ë,2021-01-07,7.17,7.2,7.1,7.16,364448,
920000.BJ,°²»Õ·ï»Ë,2021-01-08,7.11,7.2,7.11,7.16,329735,
920000.BJ,°²»Õ·ï»Ë,2021-01-11,7.15,7.2,7.1,7.13,428615,
920000.BJ,°²»Õ·ï»Ë,2021-01-12,7.13,7.2,7.12,7.12,448171,
920000.BJ,°²»Õ·ï»Ë,2021-01-13,7.13,7.22,7.13,7.2,481859,
920000.BJ,°²»Õ·ï»Ë,2021-01-14,7.16,7.22,7.14,7.2,161660,
920000.BJ,°²»Õ·ï»Ë,2021-01-15,7.16,7.2,7.16,7.19,68550,
920000.BJ,°²»Õ·ï»Ë,2021-01-18,7.16,7.25,7.16,7.21,247031,
920000.BJ,°²»Õ·ï»Ë,2021-01-19,7.2,7.66,7.2,7.5,943257,
920000.BJ,°²»Õ·ï»Ë,2021-01-20,7.53,7.58,7.2,7.5,890658,
920000.BJ,°²»Õ·ï»Ë,2021-01-21,7.4,7.5,7.35,7.37,618498,
920000.BJ,°²»Õ·ï»Ë,2021-01-22,7.47,7.77,7.4,7.7,968152,
920000.BJ,°²»Õ·ï»Ë,2021-01-25,7.71,7.94,7.53,7.57,707226,
920000.BJ,°²»Õ·ï»Ë,2021-01-26,7.46,7.58,7.26,7.26,596170,
920000.BJ,°²»Õ·ï»Ë,2021-01-27,7.2,7.37,7.2,7.26,223613,
920000.BJ,°²»Õ·ï»Ë,2021-01-28,7.19,7.36,7.19,7.27,187810,
920000.BJ,°²»Õ·ï»Ë,2021-01-29,7.23,7.39,7.23,7.32,216998,
920000.BJ,°²»Õ·ï»Ë,2021-02-01,7.37,7.52,7.34,7.47,296539,
920000.BJ,°²»Õ·ï»Ë,2021-02-02,7.41,7.47,7.23,7.35,93221,
920000.BJ,°²»Õ·ï»Ë,2021-02-03,7.45,7.45,7.24,7.3,72684,
920000.BJ,°²»Õ·ï»Ë,2021-02-04,7.25,7.27,7.1,7.14,132033,
920000.BJ,°²»Õ·ï»Ë,2021-02-05,7.14,7.25,7.14,7.19,47638,
920000.BJ,°²»Õ·ï»Ë,2021-02-08,7.18,7.2,7.12,7.18,66559,
920000.BJ,°²»Õ·ï»Ë,2021-02-09,7.12,7.18,7.06,7.18,154965,
920000.BJ,°²»Õ·ï»Ë,2021-02-10,7.18,7.18,6.98,6.98,228574,
920000.BJ,°²»Õ·ï»Ë,2021-02-18,7,7.13,6.81,6.83,153484,
920000.BJ,°²»Õ·ï»Ë,2021-02-19,6.82,6.89,6.82,6.89,36058,
920000.BJ,°²»Õ·ï»Ë,2021-02-22,6.85,6.87,6.82,6.83,98812,
920000.BJ,°²»Õ·ï»Ë,2021-02-23,6.83,6.9,6.81,6.85,48449,
