測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
603987.SH,艙肅應,2016-11-21,11.4,13.68,11.4,13.68,12000,
603987.SH,艙肅應,2016-11-22,15.05,15.05,15.05,15.05,2800,
603987.SH,艙肅應,2016-11-23,16.56,16.56,16.56,16.56,8600,
603987.SH,艙肅應,2016-11-24,18.22,18.22,18.22,18.22,7000,
603987.SH,艙肅應,2016-11-25,20.04,20.04,20.04,20.04,27400,
603987.SH,艙肅應,2016-11-28,22.04,22.04,22.04,22.04,18204,
603987.SH,艙肅應,2016-11-29,24.24,24.24,24.24,24.24,21244,
603987.SH,艙肅應,2016-11-30,26.66,26.66,26.66,26.66,50830,
603987.SH,艙肅應,2016-12-01,29.33,29.33,29.33,29.33,63300,
603987.SH,艙肅應,2016-12-02,32.26,32.26,32.26,32.26,122815,
603987.SH,艙肅應,2016-12-05,35.49,35.49,35.49,35.49,110459,
603987.SH,艙肅應,2016-12-06,39.04,39.04,39.04,39.04,109310,
603987.SH,艙肅應,2016-12-07,42.94,42.94,40.21,42.94,31228451,
603987.SH,艙肅應,2016-12-08,42.1,47.23,41.85,47.23,18687067,
603987.SH,艙肅應,2016-12-09,47.23,47.8,42.61,43.07,31313454,
603987.SH,艙肅應,2016-12-12,41.5,41.88,39.5,40.44,19789182,
603987.SH,艙肅應,2016-12-13,39,41.3,38.03,39.41,17027710,
603987.SH,艙肅應,2016-12-14,38.72,39.73,36.81,37.05,15080394,
603987.SH,艙肅應,2016-12-15,36.3,38.46,36.3,37.23,11289110,
603987.SH,艙肅應,2016-12-16,36.9,37.5,36,36.85,10797440,
603987.SH,艙肅應,2016-12-19,36.7,36.8,35.52,35.68,7743423,
603987.SH,艙肅應,2016-12-20,35.32,36.3,35.25,35.66,5395640,
603987.SH,艙肅應,2016-12-21,35.88,35.97,34.89,35.35,6732049,
603987.SH,艙肅應,2016-12-22,35.2,36.97,35.01,36.05,9917712,
603987.SH,艙肅應,2016-12-23,36.08,36.49,32.69,32.89,11478679,
603987.SH,艙肅應,2016-12-26,32.09,33.4,31.53,33.18,6303383,
603987.SH,艙肅應,2016-12-27,32.98,33.49,32.6,32.78,4217949,
603987.SH,艙肅應,2016-12-28,32.66,32.89,31.8,31.88,4305079,
603987.SH,艙肅應,2016-12-29,31.87,32.8,31.67,32.18,4335413,
603987.SH,艙肅應,2016-12-30,32.2,32.5,31.67,32.29,4015192,
603987.SH,艙肅應,2017-01-03,32.46,33.35,32.38,33.27,5776981,
603987.SH,艙肅應,2017-01-04,33.01,33.13,32.61,32.93,4881301,
603987.SH,艙肅應,2017-01-05,32.77,32.95,31.85,31.88,5262988,
603987.SH,艙肅應,2017-01-06,31.75,31.78,29.81,29.92,6479620,
603987.SH,艙肅應,2017-01-09,29.8,30.18,29.52,29.79,3032902,
603987.SH,艙肅應,2017-01-10,29.9,30.12,29.47,29.56,2579638,
603987.SH,艙肅應,2017-01-11,29.51,29.86,29.16,29.29,2811609,
603987.SH,艙肅應,2017-01-12,29.18,29.77,28.77,28.98,3170533,
603987.SH,艙肅應,2017-01-13,28.99,29.25,27,27.49,4731445,
603987.SH,艙肅應,2017-01-16,27.27,27.4,25.01,25.93,3974295,
603987.SH,艙肅應,2017-01-17,25.68,27.82,25.05,27.14,5482327,
603987.SH,艙肅應,2017-01-18,26.7,26.85,26.15,26.16,3195662,
603987.SH,艙肅應,2017-01-19,26,27.15,25.4,26.45,3633227,
603987.SH,艙肅應,2017-01-20,26.23,27.55,26.23,27.28,4062724,
603987.SH,艙肅應,2017-01-23,27.45,27.7,27.08,27.35,3092559,
603987.SH,艙肅應,2017-01-24,27.16,27.37,26.68,26.95,2147356,
603987.SH,艙肅應,2017-01-25,26.95,27.5,26.7,27.32,2412830,
603987.SH,艙肅應,2017-01-26,27.35,27.54,27.01,27.3,2133256,
603987.SH,艙肅應,2017-02-03,27.4,27.43,26.9,27.06,1659341,
603987.SH,艙肅應,2017-02-06,27.38,28.46,27.28,28.44,5388876,
603987.SH,艙肅應,2017-02-07,28.3,29.78,28.3,28.84,6990915,
603987.SH,艙肅應,2017-02-08,28.38,29.41,28.2,29.29,4707945,
603987.SH,艙肅應,2017-02-09,29.1,29.84,29.04,29.14,4595945,
603987.SH,艙肅應,2017-02-10,29.15,29.19,28.3,28.35,3334802,
603987.SH,艙肅應,2017-02-13,28.39,29.5,28.18,29.25,4148734,
603987.SH,艙肅應,2017-02-14,29.2,29.46,28.95,29.43,4045147,
603987.SH,艙肅應,2017-02-15,29.4,30.48,29.15,29.68,7180116,
603987.SH,艙肅應,2017-02-16,29.38,29.38,28.86,29.32,3684417,
603987.SH,艙肅應,2017-02-17,29.3,29.9,28.9,29.06,3865082,
603987.SH,艙肅應,2017-02-20,28.98,29.1,27.6,28.28,3745519,
603987.SH,艙肅應,2017-02-21,28.2,28.83,28.13,28.78,2515944,
603987.SH,艙肅應,2017-02-22,28.9,29.15,28.5,28.95,2864185,
603987.SH,艙肅應,2017-02-23,29,30.15,28.72,29.82,5738802,
603987.SH,艙肅應,2017-02-24,29.8,31.14,29.62,30.8,8502769,
603987.SH,艙肅應,2017-02-27,30.5,31.29,30.15,30.28,6083482,
603987.SH,艙肅應,2017-02-28,30.17,30.61,29.75,30.41,3586263,
603987.SH,艙肅應,2017-03-01,30.3,30.77,29.91,30,3554880,
603987.SH,艙肅應,2017-03-02,30.06,30.29,29.64,29.99,3693938,
603987.SH,艙肅應,2017-03-03,30,30,29.51,29.79,2673929,
603987.SH,艙肅應,2017-03-06,29.79,30.83,29.68,30.71,4353289,
603987.SH,艙肅應,2017-03-07,30.72,31.18,30.32,31.05,5040339,
603987.SH,艙肅應,2017-03-08,31.05,31.77,30.91,31.11,6378684,
603987.SH,艙肅應,2017-03-09,30.82,33.5,30.78,32.86,13487836,
603987.SH,艙肅應,2017-03-10,32.63,33.83,31.88,33.4,12135831,
603987.SH,艙肅應,2017-03-13,33,33.8,32.48,33.74,8783139,
603987.SH,艙肅應,2017-03-14,33.74,33.98,33.06,33.1,6625481,
603987.SH,艙肅應,2017-03-15,32.64,32.89,32.11,32.61,4489396,
603987.SH,艙肅應,2017-03-16,32.77,33.85,32.65,33.53,6232124,
603987.SH,艙肅應,2017-03-17,33.41,33.83,32.01,32.11,6449037,
603987.SH,艙肅應,2017-03-20,32.12,32.67,31.71,32.64,3571618,
603987.SH,艙肅應,2017-03-21,32.52,33.07,32.21,33.04,4053654,
603987.SH,艙肅應,2017-03-22,32.76,33.1,32,32.8,4802878,
603987.SH,艙肅應,2017-03-23,32.72,33.73,32.14,33.64,8697469,
603987.SH,艙肅應,2017-03-24,33.48,33.77,33.1,33.43,5347296,
603987.SH,艙肅應,2017-03-27,33.48,33.76,32.85,32.99,3553500,
603987.SH,艙肅應,2017-03-28,32.81,32.81,31.65,31.74,4186689,
603987.SH,艙肅應,2017-03-29,31.8,32.04,29.87,29.89,5314664,
603987.SH,艙肅應,2017-03-30,30,30.03,28.48,28.52,4230374,
603987.SH,艙肅應,2017-03-31,28.52,29.13,28.15,28.44,2603570,
603987.SH,艙肅應,2017-04-05,28.44,29.03,28.37,28.96,2052194,
603987.SH,艙肅應,2017-04-06,29.01,29.45,28.8,29.07,2063799,
603987.SH,艙肅應,2017-04-07,29.07,29.17,28.38,28.41,2334252,
603987.SH,艙肅應,2017-04-10,28.5,28.52,26.58,26.72,4323252,
603987.SH,艙肅應,2017-04-11,26.71,27.42,26.65,27.37,2417920,
603987.SH,艙肅應,2017-04-12,27.36,27.36,26.89,26.92,1516926,
603987.SH,艙肅應,2017-04-13,27.01,27.44,26.96,27.03,1291910,
603987.SH,艙肅應,2017-04-14,27.09,27.09,26.42,26.57,1396692,
603987.SH,艙肅應,2017-04-17,26.2,26.2,25.15,25.53,1775610,
603987.SH,艙肅應,2017-04-18,25.65,25.89,25.16,25.26,1255012,
603987.SH,艙肅應,2017-04-19,25.3,26.08,25.22,26.06,2150227,
603987.SH,艙肅應,2017-04-20,26,26.26,25.5,25.87,1218610,
603987.SH,艙肅應,2017-04-21,26.27,27.6,26.26,26.68,2903199,
603987.SH,艙肅應,2017-04-24,26.23,26.4,25.52,25.86,1719914,
603987.SH,艙肅應,2017-04-25,26.2,26.97,25.91,26.94,2284651,
603987.SH,艙肅應,2017-04-26,27.05,27.2,26.72,26.86,1826423,
603987.SH,艙肅應,2017-04-27,26.96,27.44,26.05,27.35,2659768,
603987.SH,艙肅應,2017-04-28,27.32,27.65,27.2,27.45,2394394,
603987.SH,艙肅應,2017-05-02,27.36,27.47,26.74,26.94,1718699,
603987.SH,艙肅應,2017-05-03,26.95,27.27,26.7,27.1,1380809,
603987.SH,艙肅應,2017-05-04,27.08,27.14,26.7,26.8,1431300,
603987.SH,艙肅應,2017-05-05,26.81,26.97,26.08,26.14,1400011,
603987.SH,艙肅應,2017-05-08,25.97,26.04,25.44,25.49,1453700,
603987.SH,艙肅應,2017-05-09,25.4,26.02,25.4,25.96,1269900,
603987.SH,艙肅應,2017-05-10,25.98,26.16,25.16,25.39,1440810,
603987.SH,艙肅應,2017-05-11,25.25,25.75,24.92,25.71,1573660,
603987.SH,艙肅應,2017-05-12,25.94,25.94,25.63,25.79,1177174,
603987.SH,艙肅應,2017-05-15,25.98,26,25.79,25.84,825582,
603987.SH,艙肅應,2017-05-16,25.8,26.8,25.42,26.78,1810643,
603987.SH,艙肅應,2017-05-17,26.8,27.09,26.52,26.62,1874314,
603987.SH,艙肅應,2017-05-18,26.31,26.94,26.22,26.8,1361134,
603987.SH,艙肅應,2017-05-19,26.8,26.85,26.5,26.59,1107724,
603987.SH,艙肅應,2017-05-22,26.6,26.6,25.25,25.3,1696425,
603987.SH,艙肅應,2017-05-23,25.2,25.36,23.4,23.54,2350011,
603987.SH,艙肅應,2017-05-24,23.27,24.15,23.26,23.85,1039611,
603987.SH,艙肅應,2017-05-25,23.89,23.99,23.3,23.93,1211973,
603987.SH,艙肅應,2017-05-26,23.95,24.15,23.77,23.96,1040131,
603987.SH,艙肅應,2017-05-31,24.8,24.8,23.79,23.8,1303704,
603987.SH,艙肅應,2017-06-01,23.8,23.8,22.05,22.08,2180550,
603987.SH,艙肅應,2017-06-02,22.28,23.07,22.1,23.01,1480109,
603987.SH,艙肅應,2017-06-05,23.32,23.56,23.18,23.37,1050620,
603987.SH,艙肅應,2017-06-06,23.34,23.7,23.15,23.69,778878,
603987.SH,艙肅應,2017-06-07,23.78,24.75,23.5,24.63,2247784,
603987.SH,艙肅應,2017-06-08,25.0224,26.9843,25.0073,25.7015,5377844,
603987.SH,艙肅應,2017-06-09,24.796,25.0375,24.3433,24.6904,4249154,
603987.SH,艙肅應,2017-06-12,24.1621,24.4036,23.6641,23.7396,3094103,
603987.SH,艙肅應,2017-06-13,23.7849,24.5847,23.7849,24.464,2115699,
603987.SH,艙肅應,2017-06-14,24.3433,24.5394,23.9961,24.1923,1818641,
603987.SH,艙肅應,2017-06-15,24.1923,24.8564,24.0112,24.7205,2371808,
603987.SH,艙肅應,2017-06-16,24.7507,24.8413,24.1471,24.4489,1768075,
603987.SH,艙肅應,2017-06-19,24.4489,24.5093,24.1923,24.4036,1154354,
603987.SH,艙肅應,2017-06-20,24.5847,24.5847,24.2376,24.4036,1589282,
603987.SH,艙肅應,2017-06-21,24.5545,24.5696,24.1772,24.3282,1372750,
603987.SH,艙肅應,2017-06-22,24.1772,24.4187,23.6641,23.6943,2206771,
603987.SH,艙肅應,2017-06-23,23.6943,23.815,22.6379,23.4226,1910151,
603987.SH,艙肅應,2017-06-26,23.1208,23.6792,23.0906,23.6188,952671,
603987.SH,艙肅應,2017-06-27,23.6188,23.8452,23.4528,23.7999,1102294,
603987.SH,艙肅應,2017-06-28,23.7547,23.7547,23.2264,23.3321,1042565,
603987.SH,艙肅應,2017-06-29,23.4076,23.483,23.1963,23.2114,935162,
603987.SH,艙肅應,2017-06-30,23.1812,23.4076,22.8642,23.3019,1257464,
603987.SH,艙肅應,2017-07-03,23.3019,23.5132,23.151,23.4377,956555,
603987.SH,艙肅應,2017-07-04,23.5132,23.5434,23.2566,23.3623,701855,
603987.SH,艙肅應,2017-07-05,23.2264,23.8301,23.2264,23.6792,1701171,
603987.SH,艙肅應,2017-07-06,23.7245,23.7396,23.0604,23.4528,1796447,
603987.SH,艙肅應,2017-07-07,23.3925,24.0716,23.2566,23.9509,2972562,
603987.SH,艙肅應,2017-07-10,23.8452,23.8452,23.3472,23.3774,2082989,
603987.SH,艙肅應,2017-07-11,23.2717,23.4679,22.9548,22.985,1216755,
603987.SH,艙肅應,2017-07-12,22.985,23.1661,22.653,22.9095,1231830,
603987.SH,艙肅應,2017-07-13,23.0604,23.0604,22.668,22.7888,899100,
603987.SH,艙肅應,2017-07-14,22.6982,22.9397,22.6982,22.8039,596521,
603987.SH,艙肅應,2017-07-17,22.6982,22.8341,20.6457,20.9174,2208265,
603987.SH,艙肅應,2017-07-18,20.9174,21.0381,20.2232,20.8268,1519350,
603987.SH,艙肅應,2017-07-19,20.8721,21.4909,20.6457,21.2645,1367493,
603987.SH,艙肅應,2017-07-20,21.3701,21.7022,21.1589,21.189,1295971,
603987.SH,艙肅應,2017-07-21,21.2645,21.2645,20.8419,20.8872,1074318,
603987.SH,艙肅應,2017-07-24,20.8117,21.0683,20.4646,20.9476,1166355,
603987.SH,艙肅應,2017-07-25,20.7514,21.0079,20.6759,20.8872,650814,
