測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
605488.SH,腦應陔第,2021-05-13,24.52,29.42,24.52,29.42,264549,
605488.SH,腦應陔第,2021-05-14,32.36,32.36,32.36,32.36,255070,
605488.SH,腦應陔第,2021-05-17,35.6,35.6,33.33,35.6,5714223,
605488.SH,腦應陔第,2021-05-18,38,39.16,36.88,39.16,17881993,
605488.SH,腦應陔第,2021-05-19,37,37.84,35.24,35.24,12890882,
605488.SH,腦應陔第,2021-05-20,33.52,34.2,32.62,32.79,9529995,
605488.SH,腦應陔第,2021-05-21,32.79,34.3,32.11,33.01,7527673,
605488.SH,腦應陔第,2021-05-24,32.41,32.47,31.21,31.55,6042084,
605488.SH,腦應陔第,2021-05-25,31.2,31.94,30.9,31.18,4793100,
605488.SH,腦應陔第,2021-05-26,31.09,32.18,30.81,31.77,4939125,
605488.SH,腦應陔第,2021-05-27,32.01,33.5,31.75,31.92,6751888,
605488.SH,腦應陔第,2021-05-28,31.52,32.9,30.71,32.3,6041815,
605488.SH,腦應陔第,2021-05-31,32.08,32.3,31.19,31.2,5366842,
605488.SH,腦應陔第,2021-06-01,30.88,31.66,30.71,31.44,3836464,
605488.SH,腦應陔第,2021-06-02,31.22,34,31.12,32.9,7969117,
605488.SH,腦應陔第,2021-06-03,32.8,33.38,32.11,32.86,5892280,
605488.SH,腦應陔第,2021-06-04,32.86,33.22,31.18,31.18,5195115,
605488.SH,腦應陔第,2021-06-07,30.6,30.61,29.55,29.65,5031116,
605488.SH,腦應陔第,2021-06-08,29.7,30.3,29.49,30.15,3090463,
605488.SH,腦應陔第,2021-06-09,29.93,30.6,29.61,29.84,2297783,
605488.SH,腦應陔第,2021-06-10,30,30.16,29.72,29.81,1904321,
605488.SH,腦應陔第,2021-06-11,30.01,30.12,29.42,29.54,2045373,
605488.SH,腦應陔第,2021-06-15,29.7,29.85,28.09,28.09,2677805,
605488.SH,腦應陔第,2021-06-16,28.09,29.49,27.56,28.69,3019970,
605488.SH,腦應陔第,2021-06-17,28.24,29.02,28.21,28.47,1860769,
605488.SH,腦應陔第,2021-06-18,28.31,28.9,28.31,28.6,1670706,
605488.SH,腦應陔第,2021-06-21,28.41,29.3,28.1,28.87,2283098,
605488.SH,腦應陔第,2021-06-22,29,29.46,28.88,29.1,2396979,
605488.SH,腦應陔第,2021-06-23,29.49,29.58,28.31,28.72,2371750,
605488.SH,腦應陔第,2021-06-24,28.42,28.72,28.03,28.11,1862876,
605488.SH,腦應陔第,2021-06-25,28.11,28.21,27.65,27.78,1655867,
605488.SH,腦應陔第,2021-06-28,27.7,28.08,27.63,28.05,1266963,
605488.SH,腦應陔第,2021-06-29,28.08,28.08,27.23,27.23,1763015,
605488.SH,腦應陔第,2021-06-30,27.08,27.38,26.53,26.69,2108226,
605488.SH,腦應陔第,2021-07-01,26.69,28.25,26.69,27.95,3730801,
605488.SH,腦應陔第,2021-07-02,27.76,27.76,26.81,27.05,1795799,
605488.SH,腦應陔第,2021-07-05,27.04,27.85,26.85,27.52,1446858,
605488.SH,腦應陔第,2021-07-06,27.41,28.35,27.23,28.12,2303349,
605488.SH,腦應陔第,2021-07-07,28.3,28.84,27.89,27.99,2729066,
605488.SH,腦應陔第,2021-07-08,27.95,28.13,27.55,27.65,1775695,
605488.SH,腦應陔第,2021-07-09,27.65,27.93,27.51,27.62,1205250,
605488.SH,腦應陔第,2021-07-12,27.52,27.88,27.33,27.39,1531220,
605488.SH,腦應陔第,2021-07-13,27.25,27.58,27.09,27.19,1225022,
605488.SH,腦應陔第,2021-07-14,27.18,28.4,27.15,27.95,2604140,
605488.SH,腦應陔第,2021-07-15,27.87,29.02,27.63,28.55,4361681,
605488.SH,腦應陔第,2021-07-16,28.68,28.7,28,28.43,2583574,
605488.SH,腦應陔第,2021-07-19,28.22,28.63,28.19,28.22,1315133,
605488.SH,腦應陔第,2021-07-20,28.02,28.8,27.53,28.26,2321134,
605488.SH,腦應陔第,2021-07-21,28.3,28.97,28.12,28.6,2785399,
605488.SH,腦應陔第,2021-07-22,28.8,28.83,27.86,28.21,2526549,
605488.SH,腦應陔第,2021-07-23,28.15,28.65,28.04,28.5,1823539,
605488.SH,腦應陔第,2021-07-26,28.48,28.68,26.82,26.88,2476689,
605488.SH,腦應陔第,2021-07-27,26.77,27.04,25.81,25.96,1782489,
605488.SH,腦應陔第,2021-07-28,25.95,25.97,24.75,25.13,1636906,
605488.SH,腦應陔第,2021-07-29,25.23,25.65,25.2,25.33,1121926,
605488.SH,腦應陔第,2021-07-30,25.33,25.65,25.08,25.57,873886,
605488.SH,腦應陔第,2021-08-02,25.64,26.2,25.36,26,1056553,
605488.SH,腦應陔第,2021-08-03,26.3,26.3,25.59,25.65,1029401,
