╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
603385.SH,╩щ╢Онют║,2017-04-05,19.11,19.11,19.11,19.11,22134,
603385.SH,╩щ╢Онют║,2017-04-06,21.02,21.02,21.02,21.02,10300,
603385.SH,╩щ╢Онют║,2017-04-07,23.12,23.12,23.12,23.12,9652,
603385.SH,╩щ╢Онют║,2017-04-10,25.43,25.43,25.43,25.43,19652,
603385.SH,╩щ╢Онют║,2017-04-11,27.97,27.97,27.97,27.97,32404,
603385.SH,╩щ╢Онют║,2017-04-12,30.77,30.77,30.77,30.77,43331,
603385.SH,╩щ╢Онют║,2017-04-13,33.85,33.85,33.85,33.85,124502,
603385.SH,╩щ╢Онют║,2017-04-14,37.24,37.24,37.24,37.24,305651,
603385.SH,╩щ╢Онют║,2017-04-17,38,38.52,33.52,33.52,29545271,
603385.SH,╩щ╢Онют║,2017-04-18,34.2,34.3,30.7,31.44,22034006,
603385.SH,╩щ╢Онют║,2017-04-19,31.4,32.66,30.97,32.05,17323731,
603385.SH,╩щ╢Онют║,2017-04-20,31.3,31.49,28.9,29.38,16924369,
603385.SH,╩щ╢Онют║,2017-04-21,29,29.4,28.2,28.51,10528075,
603385.SH,╩щ╢Онют║,2017-04-24,28.75,29.97,28.3,28.77,12083402,
603385.SH,╩щ╢Онют║,2017-04-25,28.56,29.89,28.39,28.84,10910484,
603385.SH,╩щ╢Онют║,2017-04-26,28.55,29.77,28.05,29.59,11542696,
603385.SH,╩щ╢Онют║,2017-04-27,29.25,32.55,29.08,31.54,21695650,
603385.SH,╩щ╢Онют║,2017-04-28,30.9,31.97,29.78,31.31,14849092,
603385.SH,╩щ╢Онют║,2017-05-02,31.31,32.54,31.2,31.97,13020831,
603385.SH,╩щ╢Онют║,2017-05-03,31.6,32.57,30.29,31.11,14735718,
603385.SH,╩щ╢Онют║,2017-05-04,30.6,32.48,30.51,31.18,14028077,
603385.SH,╩щ╢Онют║,2017-05-05,30.3,30.96,28.88,28.98,10705730,
603385.SH,╩щ╢Онют║,2017-05-08,28.7,29.19,26.76,26.81,9761705,
603385.SH,╩щ╢Онют║,2017-05-09,26.7,27.69,26.5,27.26,6523739,
603385.SH,╩щ╢Онют║,2017-05-10,27.26,27.93,26.3,26.4,7747901,
603385.SH,╩щ╢Онют║,2017-05-11,26.02,27.56,25.89,27.51,8007596,
603385.SH,╩щ╢Онют║,2017-05-12,27.5,28.8,27.27,28.34,9909713,
603385.SH,╩щ╢Онют║,2017-05-15,28.2,28.6,27.72,27.9,6906703,
603385.SH,╩щ╢Онют║,2017-05-16,27.75,29.2,27.06,29.06,10257416,
603385.SH,╩щ╢Онют║,2017-05-17,28.9,30.5,28.86,28.93,10558274,
603385.SH,╩щ╢Онют║,2017-05-18,28.2,28.83,27.63,27.71,8521363,
603385.SH,╩щ╢Онют║,2017-05-19,27.67,28.34,27.13,27.72,5484206,
603385.SH,╩щ╢Онют║,2017-05-22,28.88,30.49,28.6,30.49,9575157,
603385.SH,╩щ╢Онют║,2017-05-23,30.55,31.76,29.31,30.04,26502232,
603385.SH,╩щ╢Онют║,2017-05-24,27.96,29.95,27.04,29.4,19133804,
603385.SH,╩щ╢Онют║,2017-05-25,29.06,32.34,29.03,32.34,23754628,
603385.SH,╩щ╢Онют║,2017-05-26,33.99,34.88,32.38,33.12,31663399,
603385.SH,╩щ╢Онют║,2017-05-31,33.97,35.35,30.71,31.13,25066226,
603385.SH,╩щ╢Онют║,2017-06-01,29.9,30.5,28.1,28.25,20186049,
603385.SH,╩щ╢Онют║,2017-06-02,27.65,29.87,27.41,29.45,14507132,
603385.SH,╩щ╢Онют║,2017-06-05,29.8,31,29.2,29.35,15505610,
603385.SH,╩щ╢Онют║,2017-06-06,28.61,29.12,27.95,28.8,11803610,
603385.SH,╩щ╢Онют║,2017-06-07,28.85,31.38,28.82,30.92,17755707,
603385.SH,╩щ╢Онют║,2017-06-08,30.44,30.85,29.81,30.17,14691288,
603385.SH,╩щ╢Онют║,2017-06-09,29.87,31.18,29.1,31.01,15390312,
603385.SH,╩щ╢Онют║,2017-06-12,30.4,30.65,29.71,29.74,10404223,
603385.SH,╩щ╢Онют║,2017-06-13,29.89,30.5,29.74,30.17,8688904,
603385.SH,╩щ╢Онют║,2017-06-14,30.28,30.34,28.62,28.86,12973957,
603385.SH,╩щ╢Онют║,2017-06-15,28.7,29.36,28.6,28.93,8545406,
603385.SH,╩щ╢Онют║,2017-06-16,29.01,29.54,28.77,28.91,6730166,
603385.SH,╩щ╢Онют║,2017-06-19,28.77,28.95,28.11,28.47,6416370,
603385.SH,╩щ╢Онют║,2017-06-20,28.6,28.95,28.43,28.59,6035587,
603385.SH,╩щ╢Онют║,2017-06-21,28.59,28.8,28.2,28.79,5401139,
603385.SH,╩щ╢Онют║,2017-06-22,28.75,28.96,27.27,27.29,8283010,
603385.SH,╩щ╢Онют║,2017-06-23,26.99,27.55,26.34,27.01,6191204,
603385.SH,╩щ╢Онют║,2017-06-26,27.13,27.83,26.8,27.56,5228658,
603385.SH,╩щ╢Онют║,2017-06-27,27.39,27.72,27.01,27.19,3945106,
603385.SH,╩щ╢Онют║,2017-06-28,27.03,27.13,26.42,26.44,4542507,
603385.SH,╩щ╢Онют║,2017-06-29,26.65,26.96,26.52,26.56,3087343,
603385.SH,╩щ╢Онют║,2017-06-30,26.5,27.04,26.4,26.79,3753962,
603385.SH,╩щ╢Онют║,2017-07-03,26.88,27.88,26.79,27.81,7196574,
603385.SH,╩щ╢Онют║,2017-07-04,27.81,27.86,27.51,27.61,3826937,
603385.SH,╩щ╢Онют║,2017-07-05,27.66,28.09,27.55,27.89,4111881,
603385.SH,╩щ╢Онют║,2017-07-06,27.79,27.89,27.06,27.36,5245029,
603385.SH,╩щ╢Онют║,2017-07-07,27.28,27.89,27.15,27.63,5421788,
603385.SH,╩щ╢Онют║,2017-07-10,27.32,27.48,26.37,26.5,7423210,
603385.SH,╩щ╢Онют║,2017-07-11,26.41,26.67,26.16,26.53,3614418,
603385.SH,╩щ╢Онют║,2017-07-12,26.4,26.75,25.8,26.55,4761933,
603385.SH,╩щ╢Онют║,2017-07-13,26.48,26.57,25.88,26,3337752,
603385.SH,╩щ╢Онют║,2017-07-14,26.05,26.26,25.7,25.8,2244640,
603385.SH,╩щ╢Онют║,2017-07-17,25.6,25.6,23.22,23.22,6394919,
603385.SH,╩щ╢Онют║,2017-07-18,22.94,23.55,22.53,23.39,3733581,
603385.SH,╩щ╢Онют║,2017-07-19,23.25,23.39,22.84,23.27,3768168,
603385.SH,╩щ╢Онют║,2017-07-20,23.2,23.62,23.11,23.12,3241296,
603385.SH,╩щ╢Онют║,2017-07-21,23.11,23.26,22.68,22.74,2952872,
603385.SH,╩щ╢Онют║,2017-07-24,22.52,22.88,22.05,22.75,4425227,
603385.SH,╩щ╢Онют║,2017-07-25,22.74,22.8,22.36,22.43,2453052,
603385.SH,╩щ╢Онют║,2017-07-26,22.48,22.55,21.91,22.07,3191904,
603385.SH,╩щ╢Онют║,2017-07-27,22.07,22.75,21.83,22.52,4033121,
603385.SH,╩щ╢Онют║,2017-07-28,22.47,22.54,22.08,22.13,2925651,
603385.SH,╩щ╢Онют║,2017-07-31,22.08,22.66,22.08,22.57,3123301,
603385.SH,╩щ╢Онют║,2017-08-01,22.57,23.23,22.3,22.87,4876423,
603385.SH,╩щ╢Онют║,2017-08-02,22.84,23.35,22.68,23.15,5541539,
603385.SH,╩щ╢Онют║,2017-08-03,23.18,24.27,23.07,23.56,7215031,
603385.SH,╩щ╢Онют║,2017-08-04,23.4,23.56,22.72,22.8,5105132,
603385.SH,╩щ╢Онют║,2017-08-07,22.75,23.18,22.74,22.94,2423183,
603385.SH,╩щ╢Онют║,2017-08-08,23.06,23.55,22.82,22.95,3019956,
603385.SH,╩щ╢Онют║,2017-08-09,22.8,22.94,22.53,22.56,2948918,
603385.SH,╩щ╢Онют║,2017-08-10,22.53,22.69,22,22.09,3112953,
603385.SH,╩щ╢Онют║,2017-08-11,21.85,22.47,21.66,22.13,3287172,
603385.SH,╩щ╢Онют║,2017-08-14,22.2,22.64,22.2,22.62,3477092,
603385.SH,╩щ╢Онют║,2017-08-15,22.65,23.16,22.52,23.05,4330913,
603385.SH,╩щ╢Онют║,2017-08-16,23.18,23.21,22.82,23.01,3580915,
603385.SH,╩щ╢Онют║,2017-08-17,23.03,23.24,22.75,23.17,4182205,
603385.SH,╩щ╢Онют║,2017-08-18,23,23.43,22.9,23.01,3329942,
603385.SH,╩щ╢Онют║,2017-08-21,22.93,23.47,22.93,23.38,3587675,
603385.SH,╩щ╢Онют║,2017-08-22,23.56,23.78,23.06,23.17,4987356,
603385.SH,╩щ╢Онют║,2017-08-23,23.25,23.25,22.77,22.93,2575100,
603385.SH,╩щ╢Онют║,2017-08-24,22.94,23.3,22.82,22.89,2658402,
603385.SH,╩щ╢Онют║,2017-08-25,22.89,23.8,22.88,23.78,5938441,
603385.SH,╩щ╢Онют║,2017-08-28,24.45,25.85,24.02,24.97,12774960,
603385.SH,╩щ╢Онют║,2017-08-29,24.65,26.06,24.53,25.61,14794571,
603385.SH,╩щ╢Онют║,2017-08-30,25.29,25.95,25.11,25.23,10344966,
603385.SH,╩щ╢Онют║,2017-08-31,25.27,26.26,25.1,25.88,10155415,
603385.SH,╩щ╢Онют║,2017-09-01,26.11,26.5,25.69,26.25,11847051,
603385.SH,╩щ╢Онют║,2017-09-04,26.14,26.14,25.2,25.3,8161893,
603385.SH,╩щ╢Онют║,2017-09-05,25.31,26.09,25.17,25.76,6336608,
603385.SH,╩щ╢Онют║,2017-09-06,25.48,25.54,25.12,25.46,4689820,
603385.SH,╩щ╢Онют║,2017-09-07,25.32,26.3,25.32,25.84,7694619,
603385.SH,╩щ╢Онют║,2017-09-08,25.51,25.84,25.02,25.22,5732678,
603385.SH,╩щ╢Онют║,2017-09-11,25.08,25.45,24.89,25.44,4320276,
603385.SH,╩щ╢Онют║,2017-09-12,25.44,26.2,25.33,25.86,6971520,
603385.SH,╩щ╢Онют║,2017-09-13,25.98,27.28,25.72,27.07,15082343,
603385.SH,╩щ╢Онют║,2017-09-14,26.61,27.2,26.4,26.64,8533337,
603385.SH,╩щ╢Онют║,2017-09-15,26.5,26.85,26.35,26.75,4753700,
603385.SH,╩щ╢Онют║,2017-09-18,26.73,27.17,26.28,26.38,5569912,
603385.SH,╩щ╢Онют║,2017-09-19,26.17,26.47,25.46,25.57,5761860,
603385.SH,╩щ╢Онют║,2017-09-20,25.68,25.92,25.12,25.77,4992556,
603385.SH,╩щ╢Онют║,2017-09-21,25.62,25.64,25.19,25.32,3628223,
603385.SH,╩щ╢Онют║,2017-09-22,25.26,25.61,25.19,25.47,2422488,
603385.SH,╩щ╢Онют║,2017-09-25,25.4,25.49,24.61,24.79,3104806,
603385.SH,╩щ╢Онют║,2017-09-26,24.75,24.85,24.08,24.28,2755951,
603385.SH,╩щ╢Онют║,2017-09-27,24.39,24.55,24.26,24.48,2125395,
603385.SH,╩щ╢Онют║,2017-09-28,24.48,24.65,24.33,24.43,2068850,
603385.SH,╩щ╢Онют║,2017-09-29,24.37,24.96,24.35,24.87,2303279,
603385.SH,╩щ╢Онют║,2017-10-09,25.08,25.56,24.81,25.49,3722709,
603385.SH,╩щ╢Онют║,2017-10-10,25.49,25.75,25.29,25.67,3183486,
603385.SH,╩щ╢Онют║,2017-10-11,25.67,25.85,25.2,25.39,3105605,
603385.SH,╩щ╢Онют║,2017-10-12,25.32,25.6,25.11,25.26,2258136,
603385.SH,╩щ╢Онют║,2017-10-13,25.33,25.7,25.23,25.64,2949283,
603385.SH,╩щ╢Онют║,2017-10-16,25.78,25.95,24.34,24.64,3667141,
603385.SH,╩щ╢Онют║,2017-10-17,24.52,25.2,24.52,24.89,2063056,
