╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
688251.SH,╬╝кижгдэ,2022-06-06,54.05,65,48.32,55.76,10469643,
688251.SH,╬╝кижгдэ,2022-06-07,51.01,53.87,48.2,48.38,7594934,
688251.SH,╬╝кижгдэ,2022-06-08,48.38,53.59,48.38,49.53,5691651,
688251.SH,╬╝кижгдэ,2022-06-09,46,46.51,42.49,42.9,5785733,
688251.SH,╬╝кижгдэ,2022-06-10,42,43.16,41.4,42.15,3449694,
688251.SH,╬╝кижгдэ,2022-06-13,41.91,42.45,40.18,40.81,2944242,
688251.SH,╬╝кижгдэ,2022-06-14,40.66,40.66,38.25,39.05,2565811,
688251.SH,╬╝кижгдэ,2022-06-15,39.3,39.73,38.7,39.44,1820030,
688251.SH,╬╝кижгдэ,2022-06-16,39.5,40.3,39.31,39.45,1763895,
688251.SH,╬╝кижгдэ,2022-06-17,38.98,40.66,38.6,40.19,1914692,
688251.SH,╬╝кижгдэ,2022-06-20,40.35,41.19,40.03,40.15,1750886,
688251.SH,╬╝кижгдэ,2022-06-21,40.35,41.26,39.8,41.07,2245320,
688251.SH,╬╝кижгдэ,2022-06-22,41,41.35,39.1,39.23,2138564,
688251.SH,╬╝кижгдэ,2022-06-23,38.9,40.23,38.9,40.11,1517952,
688251.SH,╬╝кижгдэ,2022-06-24,40.99,41,40.1,40.29,1644588,
688251.SH,╬╝кижгдэ,2022-06-27,40.55,41.37,40.17,41.35,2084568,
688251.SH,╬╝кижгдэ,2022-06-28,41.15,44.49,41.01,43.52,3461851,
688251.SH,╬╝кижгдэ,2022-06-29,43.88,43.88,41.5,41.5,2424088,
688251.SH,╬╝кижгдэ,2022-06-30,41.4,42.2,41.12,41.82,1666997,
688251.SH,╬╝кижгдэ,2022-07-01,41.8,42.85,41.15,42.45,1791554,
688251.SH,╬╝кижгдэ,2022-07-04,42.93,45.5,42.61,43.34,2746371,
688251.SH,╬╝кижгдэ,2022-07-05,43.7,43.8,41.8,42.14,1996946,
688251.SH,╬╝кижгдэ,2022-07-06,42.1,44.41,41.78,43.35,3038485,
688251.SH,╬╝кижгдэ,2022-07-07,43.44,44.27,42.28,42.97,2271701,
688251.SH,╬╝кижгдэ,2022-07-08,42.97,43.45,41.74,41.74,1752141,
688251.SH,╬╝кижгдэ,2022-07-11,41.8,42.18,41.21,42.05,1126308,
688251.SH,╬╝кижгдэ,2022-07-12,42,42.4,39.5,39.62,1355068,
688251.SH,╬╝кижгдэ,2022-07-13,40.11,40.77,39.81,40.08,861622,
688251.SH,╬╝кижгдэ,2022-07-14,39.95,43.31,39.91,42.89,2726404,
688251.SH,╬╝кижгдэ,2022-07-15,42.9,43.68,42.42,42.99,1661327,
688251.SH,╬╝кижгдэ,2022-07-18,43.09,45.1,43.09,43.61,2013053,
688251.SH,╬╝кижгдэ,2022-07-19,43.48,43.68,42.81,43.27,1139358,
