´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
920931.BJ,ÎÞÎý¶¦°î,2024-04-08,13,13.87,10.2,10.2,20191000,
920931.BJ,ÎÞÎý¶¦°î,2024-04-09,9.85,9.9,8.95,9.07,12125521,
920931.BJ,ÎÞÎý¶¦°î,2024-04-10,9.26,10.18,9.18,9.37,10850874,
920931.BJ,ÎÞÎý¶¦°î,2024-04-11,9,9.47,8.74,8.96,7988624,
920931.BJ,ÎÞÎý¶¦°î,2024-04-12,9.04,9.38,8.92,9.01,5717420,
920931.BJ,ÎÞÎý¶¦°î,2024-04-15,9.29,9.45,8.66,8.73,6216640,
920931.BJ,ÎÞÎý¶¦°î,2024-04-16,8.51,8.51,7.83,7.89,5573381,
920931.BJ,ÎÞÎý¶¦°î,2024-04-17,8,8.38,8,8.24,4339106,
920931.BJ,ÎÞÎý¶¦°î,2024-04-18,8.13,8.22,7.9,7.92,4266080,
920931.BJ,ÎÞÎý¶¦°î,2024-04-19,7.9,8.96,7.85,8.42,8007745,
920931.BJ,ÎÞÎý¶¦°î,2024-04-22,8.1,8.19,7.92,8.07,5069703,
920931.BJ,ÎÞÎý¶¦°î,2024-04-23,8.12,8.27,8,8.24,3228088,
920931.BJ,ÎÞÎý¶¦°î,2024-04-24,8.23,8.25,8.07,8.25,2711895,
920931.BJ,ÎÞÎý¶¦°î,2024-04-25,8.17,8.26,8.03,8.03,2234885,
920931.BJ,ÎÞÎý¶¦°î,2024-04-26,8.06,8.23,8.02,8.13,2768925,
920931.BJ,ÎÞÎý¶¦°î,2024-04-29,8.15,8.19,8.05,8.15,2779632,
920931.BJ,ÎÞÎý¶¦°î,2024-04-30,8.16,8.48,8.14,8.22,3495520,
920931.BJ,ÎÞÎý¶¦°î,2024-05-06,8.44,8.44,8.22,8.32,2776201,
