´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
920017.BJ,ÐÇê»Ò½Ò©,2023-05-31,11,11.72,10.79,10.89,15346788,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-01,10.51,10.51,10.09,10.23,5461477,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-02,10.13,10.7,10.12,10.35,2739099,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-05,10.44,10.48,10.15,10.22,1490459,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-06,10.19,10.29,10.12,10.17,1100327,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-07,10.12,10.18,10.06,10.09,1111810,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-08,10.09,10.12,10.06,10.07,595365,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-09,10.08,10.1,9.91,9.96,954970,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-12,9.98,9.99,9.93,9.97,410813,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-13,9.95,10.05,9.94,9.99,452741,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-14,10.05,10.09,9.99,9.99,555932,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-15,10,10.03,9.98,10,584184,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-16,10.08,10.37,10.01,10.26,1410887,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-19,10.26,10.26,10,10.07,875392,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-20,10.09,10.31,10.03,10.22,781560,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-21,10.16,10.27,10.05,10.17,835734,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-26,10.08,10.2,10,10.02,598763,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-27,10.09,10.09,10.01,10.04,268817,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-28,10.08,10.08,9.95,9.98,341301,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-29,9.98,10.03,9.95,9.99,459673,
920017.BJ,ÐÇê»Ò½Ò©,2023-06-30,10.03,10.06,9.95,9.99,633081,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-03,10.03,10.03,9.95,10.02,645173,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-04,10,10.17,9.99,10.13,530272,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-05,10.09,10.2,10.09,10.14,518929,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-06,10.17,10.18,10.07,10.1,241904,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-07,10.18,10.18,10.08,10.11,232171,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-10,10.15,10.15,10.1,10.11,130223,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-11,10.1,10.1,10.04,10.05,345770,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-12,10.06,10.08,10,10.03,253618,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-13,10.03,10.1,10.01,10.08,288813,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-14,10.06,10.08,10.02,10.08,149061,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-17,10.13,10.13,10.04,10.05,195949,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-18,10.05,10.1,10.02,10.06,212907,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-19,10.07,10.08,10.02,10.05,337265,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-20,10.05,10.09,10.03,10.04,263250,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-21,10.05,10.08,10.03,10.05,246828,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-24,10.06,10.07,10.02,10.04,164903,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-25,10.07,10.08,10.04,10.07,284270,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-26,10.08,10.13,10.05,10.08,211272,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-27,10.13,10.14,10.06,10.07,204077,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-28,10.05,10.09,10.04,10.08,217009,
920017.BJ,ÐÇê»Ò½Ò©,2023-07-31,10.12,10.13,10.06,10.09,806928,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-01,10.09,10.13,10.06,10.1,507493,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-02,10.08,10.12,10.05,10.05,441128,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-03,10.05,10.1,10.03,10.07,305230,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-04,10.06,10.1,10.03,10.08,358613,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-07,10.08,10.08,9.98,10.02,474065,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-08,10,10.02,9.96,9.99,219400,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-09,9.99,10.29,9.95,10.2,1631819,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-10,10.13,10.18,10,10.08,825177,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-11,10.08,10.39,10.04,10.31,2147592,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-14,10.3,10.64,10.19,10.26,1777444,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-15,10.3,10.31,10.12,10.18,833953,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-16,10.12,10.36,10.08,10.1,922719,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-17,10.09,10.15,10,10.06,931232,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-18,10.11,10.11,10.01,10.02,293670,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-21,10.02,10.04,9.97,9.99,253153,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-22,10.16,10.22,10,10.12,795015,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-23,10.15,10.16,10.05,10.06,245720,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-24,10.1,10.1,10,10.04,295339,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-25,10.07,10.07,9.99,10.03,298435,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-28,10.3,10.39,10.07,10.08,589322,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-29,10.09,10.21,10.08,10.19,623773,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-30,10.2,10.2,10.15,10.19,300353,
920017.BJ,ÐÇê»Ò½Ò©,2023-08-31,10.16,10.21,10.13,10.2,274187,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-01,10.21,10.32,10.19,10.29,625859,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-04,10.5,10.66,10.48,10.59,2605288,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-05,10.58,10.59,10.34,10.41,891034,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-06,10.46,10.46,10.33,10.39,405742,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-07,10.36,10.37,10.23,10.25,618756,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-08,10.25,10.48,10.21,10.39,395041,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-11,10.4,10.54,10.36,10.49,691483,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-12,10.44,10.55,10.44,10.5,642203,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-13,10.45,10.49,10.27,10.34,532290,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-14,10.3,10.44,10.3,10.36,258201,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-15,10.32,10.4,10.3,10.32,366141,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-18,10.35,10.53,10.33,10.49,484687,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-19,10.53,10.88,10.53,10.71,1448833,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-20,10.76,10.84,10.6,10.61,817177,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-21,10.55,10.75,10.55,10.73,682651,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-22,10.62,10.93,10.62,10.84,1037905,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-25,10.8,10.84,10.72,10.78,430578,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-26,10.9,10.9,10.57,10.58,454903,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-27,10.6,10.82,10.6,10.63,288921,
920017.BJ,ÐÇê»Ò½Ò©,2023-09-28,10.66,10.76,10.62,10.72,243442,
920017.BJ,ÐÇê»Ò½Ò©,2023-10-09,10.75,10.88,10.72,10.81,716432,
920017.BJ,ÐÇê»Ò½Ò©,2023-10-10,10.79,10.87,10.57,10.61,704666,
920017.BJ,ÐÇê»Ò½Ò©,2023-10-11,10.79,10.79,10.54,10.71,452646,
920017.BJ,ÐÇê»Ò½Ò©,2023-10-12,10.84,10.87,10.71,10.81,600512,
920017.BJ,ÐÇê»Ò½Ò©,2023-10-13,10.71,10.81,10.65,10.71,320081,
920017.BJ,ÐÇê»Ò½Ò©,2023-10-16,10.8,10.94,10.71,10.72,603968,
920017.BJ,ÐÇê»Ò½Ò©,2023-10-17,10.8219,10.8219,10.5468,10.6589,706825,
920017.BJ,ÐÇê»Ò½Ò©,2023-10-18,10.6996,10.6996,10.3022,10.3735,332339,
