´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
920199.BJ,±¶Òæ¿µ,2022-12-01,29,30.8,28.18,30.8,3355595,
920199.BJ,±¶Òæ¿µ,2022-12-02,28.3,29.09,28.26,28.6,756151,
920199.BJ,±¶Òæ¿µ,2022-12-05,28.59,28.59,27.73,27.77,816254,
920199.BJ,±¶Òæ¿µ,2022-12-06,27.77,27.79,27.28,27.34,416559,
920199.BJ,±¶Òæ¿µ,2022-12-07,27.3,27.33,27.06,27.08,309540,
920199.BJ,±¶Òæ¿µ,2022-12-08,27.1,27.59,27.06,27.14,158981,
920199.BJ,±¶Òæ¿µ,2022-12-09,27.19,27.19,27.01,27.04,170850,
920199.BJ,±¶Òæ¿µ,2022-12-12,27.11,31.8,26.95,31.8,342037,
920199.BJ,±¶Òæ¿µ,2022-12-13,27.98,28.28,27.77,28.14,314125,
920199.BJ,±¶Òæ¿µ,2022-12-14,27.72,27.76,27.28,27.51,136875,
920199.BJ,±¶Òæ¿µ,2022-12-15,27.66,27.66,27.28,27.41,59409,
920199.BJ,±¶Òæ¿µ,2022-12-16,27.53,27.53,27,27.17,159435,
920199.BJ,±¶Òæ¿µ,2022-12-19,27.25,27.25,26.9,26.92,87527,
920199.BJ,±¶Òæ¿µ,2022-12-20,27.01,27.01,26.6,26.62,99081,
920199.BJ,±¶Òæ¿µ,2022-12-21,26.88,26.88,26.23,26.35,62600,
920199.BJ,±¶Òæ¿µ,2022-12-22,26.21,26.34,25.48,25.6,123306,
920199.BJ,±¶Òæ¿µ,2022-12-23,26.6,26.6,25.49,25.6,69657,
920199.BJ,±¶Òæ¿µ,2022-12-26,25.5,26.58,25.5,25.86,51839,
920199.BJ,±¶Òæ¿µ,2022-12-27,25.81,25.98,25.43,25.65,48519,
920199.BJ,±¶Òæ¿µ,2022-12-28,25.5,25.78,25.46,25.58,75827,
920199.BJ,±¶Òæ¿µ,2022-12-29,25.49,25.51,24.8,24.81,136616,
920199.BJ,±¶Òæ¿µ,2022-12-30,24.81,25.01,24.63,24.8,51514,
920199.BJ,±¶Òæ¿µ,2023-01-03,24.68,24.9,24.68,24.84,53701,
920199.BJ,±¶Òæ¿µ,2023-01-04,24.86,25.5,24.86,25.28,73982,
920199.BJ,±¶Òæ¿µ,2023-01-05,25.29,25.38,25.05,25.22,48030,
920199.BJ,±¶Òæ¿µ,2023-01-06,25.18,25.42,24.97,25.16,42854,
920199.BJ,±¶Òæ¿µ,2023-01-09,25.2,25.4,25.02,25.2,71092,
920199.BJ,±¶Òæ¿µ,2023-01-10,25.24,25.3,25.17,25.29,44209,
920199.BJ,±¶Òæ¿µ,2023-01-11,25.29,25.47,25.29,25.41,67469,
920199.BJ,±¶Òæ¿µ,2023-01-12,25.48,26.35,25.38,26.12,194164,
920199.BJ,±¶Òæ¿µ,2023-01-13,26.38,26.85,26.38,26.79,177340,
920199.BJ,±¶Òæ¿µ,2023-01-16,26.53,26.86,26.53,26.79,126374,
920199.BJ,±¶Òæ¿µ,2023-01-17,26.81,27.08,26.78,26.85,105347,
