����,���,����,���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),
002557.SZ,ǢǢʳƷ,2015-01-05,35.7312,36.9946,35.4107,36.8437,3917915,
002557.SZ,ǢǢʳƷ,2015-01-06,36.5986,37.7676,36.3912,37.5979,4374435,
002557.SZ,ǢǢʳƷ,2015-01-07,37.334,37.6357,36.9569,37.2208,2146361,
002557.SZ,ǢǢʳƷ,2015-01-08,37.1454,37.4848,37.07,37.1454,2079803,
002557.SZ,ǢǢʳƷ,2015-01-09,37.1266,37.6545,36.9569,37.0511,2589261,
002557.SZ,ǢǢʳƷ,2015-01-12,36.9946,37.5225,36.3535,36.6363,2186558,
002557.SZ,ǢǢʳƷ,2015-01-13,36.6363,37.6734,36.4666,37.5979,2345766,
002557.SZ,ǢǢʳƷ,2015-01-14,37.5979,38.0882,37.334,37.7111,2427264,
002557.SZ,ǢǢʳƷ,2015-01-15,37.7299,37.9751,37.3528,37.4848,1478783,
002557.SZ,ǢǢʳƷ,2015-01-16,37.5979,38.3899,37.5037,38.3899,2348923,
002557.SZ,ǢǢʳƷ,2015-01-19,37.7299,38.8236,36.8814,37.2208,2820737,
002557.SZ,ǢǢʳƷ,2015-01-20,37.3717,38.1448,37.3528,38.1448,2362160,
002557.SZ,ǢǢʳƷ,2015-01-21,38.2767,38.9933,38.0882,38.8801,3097044,
002557.SZ,ǢǢʳƷ,2015-01-22,38.7293,39.3704,38.6727,39.031,2248446,
002557.SZ,ǢǢʳƷ,2015-01-23,39.031,39.2761,38.503,38.6727,2061590,
002557.SZ,ǢǢʳƷ,2015-01-26,38.503,39.3704,38.4842,39.3704,1781473,
002557.SZ,ǢǢʳƷ,2015-01-27,39.4269,40.2566,39.1441,40.1057,3016248,
002557.SZ,ǢǢʳƷ,2015-01-28,40.0303,40.2377,39.4835,39.8606,1977874,
002557.SZ,ǢǢʳƷ,2015-01-29,39.5966,40.1434,39.163,39.2195,2073976,
002557.SZ,ǢǢʳƷ,2015-01-30,39.4081,39.5966,38.6727,39.1441,1740620,
002557.SZ,ǢǢʳƷ,2015-02-02,38.8424,39.5589,38.503,38.7104,2513578,
002557.SZ,ǢǢʳƷ,2015-02-03,38.9933,39.4081,38.6539,39.0498,1605252,
002557.SZ,ǢǢʳƷ,2015-02-04,39.0687,39.163,37.8996,37.9562,2522099,
002557.SZ,ǢǢʳƷ,2015-02-05,38.2013,38.3145,37.6545,37.8808,1842980,
002557.SZ,ǢǢʳƷ,2015-02-06,37.8619,38.0316,37.6357,37.6734,1677732,
002557.SZ,ǢǢʳƷ,2015-02-09,37.8054,37.8996,36.7872,36.9191,1493875,
002557.SZ,ǢǢʳƷ,2015-02-10,36.9946,38.0693,36.9191,38.0316,1413439,
002557.SZ,ǢǢʳƷ,2015-02-11,38.0316,38.0882,37.5414,38.0316,1168414,
002557.SZ,ǢǢʳƷ,2015-02-12,38.2956,40.6337,37.9373,39.8795,3688376,
002557.SZ,ǢǢʳƷ,2015-02-13,40.0303,41.2559,40.0303,40.4074,5231646,
002557.SZ,ǢǢʳƷ,2015-02-16,40.4263,40.7845,39.9549,40.5394,2648164,
002557.SZ,ǢǢʳƷ,2015-02-17,40.5771,40.6337,39.9549,40.0869,1747996,
002557.SZ,ǢǢʳƷ,2015-02-25,40.2566,40.2943,38.6916,39.3704,2194894,
002557.SZ,ǢǢʳƷ,2015-02-26,39.1441,40.1434,39.1441,40.0492,2033200,
002557.SZ,ǢǢʳƷ,2015-02-27,40.0492,40.5206,39.6909,40.068,1609831,
002557.SZ,ǢǢʳƷ,2015-03-02,40.1623,40.728,40.0303,40.728,2768815,
002557.SZ,ǢǢʳƷ,2015-03-03,40.5583,40.5771,39.7852,39.8418,2222248,
002557.SZ,ǢǢʳƷ,2015-03-04,39.7663,40.1812,39.6343,40.1434,1967767,
002557.SZ,ǢǢʳƷ,2015-03-05,40.0869,40.728,40.0869,40.5394,2344062,
002557.SZ,ǢǢʳƷ,2015-03-06,40.6903,42.3307,40.6525,42.1044,6261438,
002557.SZ,ǢǢʳƷ,2015-03-09,41.8216,42.557,41.3125,42.0479,3322829,
002557.SZ,ǢǢʳƷ,2015-03-10,41.9159,43.7449,41.5199,43.1792,4157926,
002557.SZ,ǢǢʳƷ,2015-03-11,43.198,43.5563,42.1044,42.7267,2823247,
002557.SZ,ǢǢʳƷ,2015-03-12,42.8021,43.858,42.1798,42.9906,2526285,
002557.SZ,ǢǢʳƷ,2015-03-13,43.2923,45.2533,42.9906,44.8762,4396902,
002557.SZ,ǢǢʳƷ,2015-03-16,44.8762,45.3476,44.3671,44.9893,2885704,
002557.SZ,ǢǢʳƷ,2015-03-17,45.1779,45.1967,44.0654,44.2917,4053079,
002557.SZ,ǢǢʳƷ,2015-03-18,44.3294,47.5725,44.3294,47.2331,4390647,
002557.SZ,ǢǢʳƷ,2015-03-19,47.0446,47.12,45.6681,46.4035,3301238,
002557.SZ,ǢǢʳƷ,2015-03-20,46.5732,48.5719,46.2904,46.7806,4112325,
002557.SZ,ǢǢʳƷ,2015-03-23,46.8749,47.9685,46.1584,46.6486,4964489,
002557.SZ,ǢǢʳƷ,2015-03-24,46.8749,47.7799,45.291,47.7045,5425329,
002557.SZ,ǢǢʳƷ,2015-03-25,47.3274,48.553,46.6675,48.0062,4680792,
002557.SZ,ǢǢʳƷ,2015-03-26,47.516,49.0055,47.1766,48.0251,4770408,
002557.SZ,ǢǢʳƷ,2015-03-27,48.0439,48.421,47.1388,48.1382,3586904,
002557.SZ,ǢǢʳƷ,2015-03-30,48.1382,48.7416,47.252,47.4594,4392125,
002557.SZ,ǢǢʳƷ,2015-03-31,47.4782,48.3645,47.2143,48.1759,4751643,
002557.SZ,ǢǢʳƷ,2015-04-01,48.2136,49.4581,47.4782,49.3261,4397071,
002557.SZ,ǢǢʳƷ,2015-04-02,49.4204,53.2858,49.1564,51.7207,5886948,
002557.SZ,ǢǢʳƷ,2015-04-03,51.3625,53.7194,50.7214,53.5497,4714997,
002557.SZ,ǢǢʳƷ,2015-04-07,53.2669,53.7383,52.343,53.4177,4910284,
002557.SZ,ǢǢʳƷ,2015-04-08,53.776,54.04,50.1746,50.6083,6423716,
002557.SZ,ǢǢʳƷ,2015-04-09,50.646,52.5315,48.2513,52.4561,7992255,
002557.SZ,ǢǢʳƷ,2015-04-10,52.475,53.7006,51.7962,52.7578,10687046,
002557.SZ,ǢǢʳƷ,2015-04-13,52.7578,55.4353,52.0601,54.3982,7393914,
