代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
920427.BJ,华维设计,2021-02-05,8.67,9.16,8.38,9.16,3785258,
920427.BJ,华维设计,2021-02-08,8.9,8.97,8.58,8.65,556910,
920427.BJ,华维设计,2021-02-09,8.55,8.57,8.07,8.12,706270,
920427.BJ,华维设计,2021-02-10,8.28,8.28,8.08,8.11,160801,
920427.BJ,华维设计,2021-02-18,8.12,8.6,8.05,8.5,494262,
920427.BJ,华维设计,2021-02-19,8.49,8.65,8.35,8.54,404882,
920427.BJ,华维设计,2021-02-22,8.5,8.6,8.24,8.31,303603,
920427.BJ,华维设计,2021-02-23,8.2,8.29,8.16,8.21,70462,
920427.BJ,华维设计,2021-02-24,8.18,8.22,8.12,8.15,95761,
920427.BJ,华维设计,2021-02-25,8.15,8.16,8.07,8.08,85482,
920427.BJ,华维设计,2021-02-26,8.1,8.14,8.08,8.11,54550,
920427.BJ,华维设计,2021-03-01,8.24,8.24,8.11,8.17,68101,
920427.BJ,华维设计,2021-03-02,8.14,8.17,8.13,8.15,79018,
920427.BJ,华维设计,2021-03-03,8.15,8.48,8.12,8.43,260891,
920427.BJ,华维设计,2021-03-04,8.45,8.58,8.33,8.53,272948,
920427.BJ,华维设计,2021-03-05,8.53,8.57,8.47,8.51,44111,
920427.BJ,华维设计,2021-03-08,8.5,8.56,8.46,8.46,128288,
920427.BJ,华维设计,2021-03-09,8.31,8.48,8.2,8.43,62834,
920427.BJ,华维设计,2021-03-10,8.38,8.64,8,8.3,91091,
920427.BJ,华维设计,2021-03-11,8.38,8.5,8.33,8.5,35400,
920427.BJ,华维设计,2021-03-12,8.48,8.68,8.42,8.64,86750,
920427.BJ,华维设计,2021-03-15,8.5,8.64,8.47,8.63,88780,
920427.BJ,华维设计,2021-03-16,8.53,8.58,8.5,8.55,31844,
920427.BJ,华维设计,2021-03-17,8.43,8.52,8.43,8.52,15538,
920427.BJ,华维设计,2021-03-18,8.57,8.57,8.48,8.54,25132,
920427.BJ,华维设计,2021-03-19,8.44,8.61,8.44,8.51,80220,
920427.BJ,华维设计,2021-03-22,8.48,8.69,8.48,8.69,158441,
920427.BJ,华维设计,2021-03-23,8.55,8.67,8.54,8.59,40339,
920427.BJ,华维设计,2021-03-24,8.54,8.58,8.51,8.55,53526,
920427.BJ,华维设计,2021-03-25,8.55,8.55,8.4,8.51,15830,
920427.BJ,华维设计,2021-03-26,8.39,8.55,8.39,8.5,27800,
920427.BJ,华维设计,2021-03-29,8.5,8.59,8.47,8.53,34116,
920427.BJ,华维设计,2021-03-30,8.47,8.59,8.47,8.52,26285,
920427.BJ,华维设计,2021-03-31,8.44,8.53,8.44,8.48,23200,
920427.BJ,华维设计,2021-04-01,8.48,8.51,8.45,8.49,20020,
920427.BJ,华维设计,2021-04-02,8.45,8.52,8.45,8.48,34400,
920427.BJ,华维设计,2021-04-06,8.55,8.6,8.5,8.5,24209,
920427.BJ,华维设计,2021-04-07,8.53,8.56,8.49,8.56,24900,
920427.BJ,华维设计,2021-04-08,8.57,8.61,8.51,8.57,97122,
920427.BJ,华维设计,2021-04-09,8.55,8.59,8.54,8.56,59975,
920427.BJ,华维设计,2021-04-12,8.62,8.65,8.57,8.61,128978,
920427.BJ,华维设计,2021-04-13,8.74,8.74,8.55,8.55,98533,
920427.BJ,华维设计,2021-04-14,8.52,8.61,8.52,8.61,30116,
920427.BJ,华维设计,2021-04-15,8.57,8.63,8.56,8.62,32783,
920427.BJ,华维设计,2021-04-16,8.6,8.65,8.59,8.63,57538,
920427.BJ,华维设计,2021-04-19,8.67,8.75,8.65,8.75,262403,
920427.BJ,华维设计,2021-04-20,8.67,8.78,8.67,8.72,57805,
920427.BJ,华维设计,2021-04-21,8.72,8.74,8.68,8.72,48315,
920427.BJ,华维设计,2021-04-22,8.63,8.75,8.63,8.7,129531,
920427.BJ,华维设计,2021-04-23,8.69,8.73,8.67,8.7,75549,
920427.BJ,华维设计,2021-04-26,8.68,8.74,8.66,8.71,104096,
920427.BJ,华维设计,2021-04-27,8.67,8.7,8.63,8.7,39360,
920427.BJ,华维设计,2021-04-28,8.7,8.71,8.51,8.54,110124,
920427.BJ,华维设计,2021-04-29,8.61,8.66,8.51,8.54,53900,
920427.BJ,华维设计,2021-04-30,8.55,8.6,8.51,8.58,66254,
920427.BJ,华维设计,2021-05-06,8.55,8.6,8.5,8.54,36599,
920427.BJ,华维设计,2021-05-07,8.54,8.58,8.52,8.57,30425,
920427.BJ,华维设计,2021-05-10,8.48,8.57,8.47,8.57,24074,
920427.BJ,华维设计,2021-05-11,8.5,8.58,8.5,8.55,39292,
920427.BJ,华维设计,2021-05-12,8.54,8.6,8.51,8.58,49896,
920427.BJ,华维设计,2021-05-13,8.53,8.57,8.52,8.56,26464,
920427.BJ,华维设计,2021-05-14,8.66,8.66,8.55,8.6,53182,
920427.BJ,华维设计,2021-05-17,8.6,8.69,8.55,8.66,52982,
920427.BJ,华维设计,2021-05-18,8.64,8.73,8.64,8.72,49335,
920427.BJ,华维设计,2021-05-19,8.62,8.74,8.62,8.73,31937,
920427.BJ,华维设计,2021-05-20,8.66,8.76,8.66,8.76,107315,
920427.BJ,华维设计,2021-05-21,8.76,8.7812,8.7282,8.7282,52654,
920427.BJ,华维设计,2021-05-24,8.7388,8.7494,8.4737,8.5161,159228,
920427.BJ,华维设计,2021-05-25,8.4843,8.5373,8.4843,8.5373,26427,
920427.BJ,华维设计,2021-05-26,8.5055,8.5479,8.5055,8.5479,25400,
920427.BJ,华维设计,2021-05-27,8.5267,8.5479,8.5055,8.5479,31166,
920427.BJ,华维设计,2021-05-28,8.5055,8.5691,8.4949,8.5479,19200,
920427.BJ,华维设计,2021-05-31,8.5055,8.6539,8.5055,8.5479,26344,
920427.BJ,华维设计,2021-06-01,8.5055,8.5903,8.5055,8.5373,26366,
920427.BJ,华维设计,2021-06-02,8.5373,8.5373,8.5055,8.5161,29198,
920427.BJ,华维设计,2021-06-03,8.4949,8.5373,8.4949,8.5267,28789,
920427.BJ,华维设计,2021-06-04,8.5055,8.5373,8.4843,8.5161,26600,
920427.BJ,华维设计,2021-06-07,8.5055,8.5903,8.4949,8.5797,49833,
920427.BJ,华维设计,2021-06-08,8.5585,8.6009,8.5055,8.5267,33148,
920427.BJ,华维设计,2021-06-09,8.5373,8.6115,8.5373,8.6115,53406,
920427.BJ,华维设计,2021-06-10,8.6752,8.6752,8.5161,8.5267,92887,
920427.BJ,华维设计,2021-06-11,8.5161,8.6009,8.5055,8.5161,63708,
920427.BJ,华维设计,2021-06-15,8.5161,8.5585,8.4418,8.4737,76088,
920427.BJ,华维设计,2021-06-16,8.4631,8.4737,8.41,8.4418,39100,
920427.BJ,华维设计,2021-06-17,8.4312,8.4631,8.4312,8.4418,46491,
920427.BJ,华维设计,2021-06-18,8.4418,8.4524,8.3782,8.41,40442,
920427.BJ,华维设计,2021-06-21,8.3994,8.4631,8.3888,8.3994,31619,
920427.BJ,华维设计,2021-06-22,8.4524,8.4631,8.3994,8.3994,22835,
920427.BJ,华维设计,2021-06-23,8.3994,8.4524,8.3888,8.4206,32963,
920427.BJ,华维设计,2021-06-24,8.4418,8.5797,8.3994,8.5691,109878,
920427.BJ,华维设计,2021-06-25,8.5903,8.7176,8.5585,8.6539,139705,
920427.BJ,华维设计,2021-06-28,8.7176,8.7176,8.6327,8.6327,46819,
920427.BJ,华维设计,2021-06-29,8.5267,8.6327,8.5267,8.5797,35537,
920427.BJ,华维设计,2021-06-30,8.5691,8.6221,8.5479,8.5691,34700,
920427.BJ,华维设计,2021-07-01,8.4949,8.5691,8.4949,8.5585,64680,
920427.BJ,华维设计,2021-07-02,8.6752,8.6752,8.5267,8.5903,20100,
920427.BJ,华维设计,2021-07-05,8.5373,8.6433,8.4843,8.5373,59705,
920427.BJ,华维设计,2021-07-06,8.5267,8.5373,8.5161,8.5267,15725,
920427.BJ,华维设计,2021-07-07,8.4949,8.5373,8.4949,8.5373,33082,
920427.BJ,华维设计,2021-07-08,8.4949,8.5373,8.4737,8.5161,41200,
920427.BJ,华维设计,2021-07-09,8.6433,8.6539,8.4737,8.5479,71524,
920427.BJ,华维设计,2021-07-12,8.5585,8.6009,8.5055,8.5797,74557,
920427.BJ,华维设计,2021-07-13,8.5585,8.5903,8.5373,8.5691,24501,
920427.BJ,华维设计,2021-07-14,8.5797,8.6115,8.5691,8.6009,101712,
920427.BJ,华维设计,2021-07-15,8.6115,8.6327,8.6009,8.6009,52789,
920427.BJ,华维设计,2021-07-16,8.5903,8.6539,8.5903,8.6327,108562,
920427.BJ,华维设计,2021-07-19,8.5479,8.7494,8.5479,8.5903,210851,
920427.BJ,华维设计,2021-07-20,8.5903,8.5903,8.4949,8.5797,61130,
920427.BJ,华维设计,2021-07-21,8.5267,8.5903,8.5267,8.5797,39000,
920427.BJ,华维设计,2021-07-22,8.5797,8.6009,8.5267,8.5373,45237,
