ДњТы,МђГЦ,ШеЦк,ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),
300999.SZ,Н№Сњгу,2022-01-06,66.0119,66.3323,64.4497,65.351,21167055,
300999.SZ,Н№Сњгу,2022-01-07,65.0906,66.3824,64.7902,65.6013,16424302,
300999.SZ,Н№Сњгу,2022-01-10,65.5813,65.5813,63.7187,65.4311,12027697,
300999.SZ,Н№Сњгу,2022-01-11,65.0906,66.072,63.9891,64.3396,11209393,
300999.SZ,Н№Сњгу,2022-01-12,64.6901,66.3223,64.3496,65.8817,14099855,
300999.SZ,Н№Сњгу,2022-01-13,65.7415,66.6127,65.1106,65.2408,15203204,
300999.SZ,Н№Сњгу,2022-01-14,64.9003,66.4024,63.7087,63.939,16364738,
300999.SZ,Н№Сњгу,2022-01-17,63.6586,63.6586,61.9462,62.5971,14865817,
300999.SZ,Н№Сњгу,2022-01-18,62.477,62.9977,62.1165,62.9376,8108318,
300999.SZ,Н№Сњгу,2022-01-19,62.5571,62.7974,61.4856,61.9963,11055302,
300999.SZ,Н№Сњгу,2022-01-20,61.7159,62.5671,61.6558,62.0664,7692577,
300999.SZ,Н№Сњгу,2022-01-21,62.0864,62.1165,60.8247,61.3754,8228986,
300999.SZ,Н№Сњгу,2022-01-24,60.8747,61.4956,60.6845,61.1251,5388193,
300999.SZ,Н№Сњгу,2022-01-25,60.7946,61.065,58.4313,58.5014,12550029,
300999.SZ,Н№Сњгу,2022-01-26,58.6817,59.3526,58.191,59.1824,7389093,
300999.SZ,Н№Сњгу,2022-01-27,58.9821,59.3126,57.1295,57.2597,9142286,
300999.SZ,Н№Сњгу,2022-01-28,57.5802,58.2511,57.1095,57.1095,7041374,
300999.SZ,Н№Сњгу,2022-02-07,58.2411,58.5615,57.0795,57.45,7337911,
300999.SZ,Н№Сњгу,2022-02-08,57.45,57.48,55.7376,57.1095,9654705,
300999.SZ,Н№Сњгу,2022-02-09,57.0895,58.6516,56.8792,58.3312,9534213,
300999.SZ,Н№Сњгу,2022-02-10,58.2811,58.3012,57.7003,58.181,5618873,
300999.SZ,Н№Сњгу,2022-02-11,58.1509,58.6617,57.7103,58.0108,6184120,
300999.SZ,Н№Сњгу,2022-02-14,57.7103,58.0809,56.5888,56.8391,6519352,
300999.SZ,Н№Сњгу,2022-02-15,56.729,57.7704,56.5788,57.4299,5722688,
300999.SZ,Н№Сњгу,2022-02-16,57.6803,58.3112,57.5301,57.9807,5868804,
300999.SZ,Н№Сњгу,2022-02-17,57.8806,58.211,57.4299,57.6703,5964357,
300999.SZ,Н№Сњгу,2022-02-18,57.1896,57.7404,56.8391,57.7404,4543055,
300999.SZ,Н№Сњгу,2022-02-21,57.7404,58.171,57.46,58.0007,5683312,
300999.SZ,Н№Сњгу,2022-02-22,57.48,57.5201,56.6889,56.9693,6510063,
300999.SZ,Н№Сњгу,2022-02-23,54.9765,54.9765,51.6519,54.4358,27158952,
300999.SZ,Н№Сњгу,2022-02-24,53.5245,53.9852,51.8522,52.2628,18285451,
300999.SZ,Н№Сњгу,2022-02-25,52.6934,53.5746,52.463,52.9036,10922696,
300999.SZ,Н№Сњгу,2022-02-28,52.9036,53.5145,52.1526,53.5145,8884271,
300999.SZ,Н№Сњгу,2022-03-01,53.4544,54.5559,53.124,54.5259,12230210,
300999.SZ,Н№Сњгу,2022-03-02,54.0753,54.2756,53.7949,53.9751,6124488,
300999.SZ,Н№Сњгу,2022-03-03,53.9852,54.3457,53.0739,53.164,6859143,
300999.SZ,Н№Сњгу,2022-03-04,52.7735,53.6046,52.5932,53.2141,5274655,
300999.SZ,Н№Сњгу,2022-03-07,52.8436,52.8436,51.0511,51.2113,11303540,
300999.SZ,Н№Сњгу,2022-03-08,51.1812,51.5718,49.1484,49.8694,12412303,
300999.SZ,Н№Сњгу,2022-03-09,50.0897,50.8207,48.3072,50.7807,13529894,
300999.SZ,Н№Сњгу,2022-03-10,51.4717,51.4817,50.3401,50.4402,8894623,
300999.SZ,Н№Сњгу,2022-03-11,49.7392,51.3114,49.1885,51.2413,10214591,
300999.SZ,Н№Сњгу,2022-03-14,50.8207,51.1011,49.0683,49.0683,11804690,
300999.SZ,Н№Сњгу,2022-03-15,48.9481,48.9481,46.9654,47.4561,15285476,
300999.SZ,Н№Сњгу,2022-03-16,48.0569,48.4875,45.8839,48.3573,12984925,
300999.SZ,Н№Сњгу,2022-03-17,48.5776,50.3601,48.5776,49.4288,13816824,
300999.SZ,Н№Сњгу,2022-03-18,49.0683,49.8694,48.8881,49.6391,11164324,
300999.SZ,Н№Сњгу,2022-03-21,49.6191,50.8508,49.2986,50.4002,12200239,
300999.SZ,Н№Сњгу,2022-03-22,50.0096,50.5203,49.2686,49.5189,8287302,
300999.SZ,Н№Сњгу,2022-03-23,49.4188,50.6705,49.2686,49.9696,8032612,
300999.SZ,Н№Сњгу,2022-03-24,49.2686,49.589,48.9682,49.0683,7638149,
300999.SZ,Н№Сњгу,2022-03-25,49.1885,50.32,48.5676,48.6277,10127121,
300999.SZ,Н№Сњгу,2022-03-28,49.1684,52.8636,49.1684,51.0411,22565849,
300999.SZ,Н№Сњгу,2022-03-29,50.6705,51.5518,49.8794,50.0697,13886615,
300999.SZ,Н№Сњгу,2022-03-30,49.7493,51.0511,49.4088,50.6004,11476187,
300999.SZ,Н№Сњгу,2022-03-31,50.6605,50.7506,49.599,49.6491,9059512,
300999.SZ,Н№Сњгу,2022-04-01,49.3187,50.7506,48.9682,50.1698,8618482,
300999.SZ,Н№Сњгу,2022-04-06,49.8694,49.8694,48.818,49.3187,9200790,
300999.SZ,Н№Сњгу,2022-04-07,48.9782,49.1684,48.0669,48.0769,7863976,
300999.SZ,Н№Сњгу,2022-04-08,48.0769,48.2872,46.3746,46.9554,8906725,
300999.SZ,Н№Сњгу,2022-04-11,46.9654,49.3687,46.675,48.0669,16885549,
300999.SZ,Н№Сњгу,2022-04-12,47.8666,47.8967,45.1629,47.4861,21051586,
300999.SZ,Н№Сњгу,2022-04-13,46.9454,48.2972,46.4246,46.685,12514634,
300999.SZ,Н№Сњгу,2022-04-14,46.7851,48.7479,46.4046,48.0769,16085803,
300999.SZ,Н№Сњгу,2022-04-15,47.6263,50.1999,47.6263,49.1184,18719725,
300999.SZ,Н№Сњгу,2022-04-18,48.818,49.7092,48.4274,48.9682,11557489,
300999.SZ,Н№Сњгу,2022-04-19,49.2486,50.5504,49.1985,49.8694,14569946,
300999.SZ,Н№Сњгу,2022-04-20,49.5289,51.2714,48.7479,49.7392,16677685,
300999.SZ,Н№Сњгу,2022-04-21,49.0983,49.4789,47.3659,47.4661,13359873,
300999.SZ,Н№Сњгу,2022-04-22,47.0655,47.7264,46.1542,47.2558,8665022,
300999.SZ,Н№Сњгу,2022-04-25,48.0669,50.5704,47.8766,48.7679,35162264,
300999.SZ,Н№Сњгу,2022-04-26,48.0669,50.4703,46.7451,49.6391,31487122,
300999.SZ,Н№Сњгу,2022-04-27,49.0182,49.9395,45.6536,48.4575,30374535,
300999.SZ,Н№Сњгу,2022-04-28,47.8065,48.3173,46.1643,46.4847,18166386,
300999.SZ,Н№Сњгу,2022-04-29,46.665,48.2672,46.5448,48.0669,16289372,
300999.SZ,Н№Сњгу,2022-05-05,45.0627,45.6636,43.2602,44.2316,32781017,
300999.SZ,Н№Сњгу,2022-05-06,43.0599,44.1615,42.8296,43.5106,12364069,
300999.SZ,Н№Сњгу,2022-05-09,43.5106,44.2015,43.3103,43.9111,8225750,
300999.SZ,Н№Сњгу,2022-05-10,42.9197,44.1615,42.9097,43.9812,9596187,
300999.SZ,Н№Сњгу,2022-05-11,44.0113,45.233,43.801,44.4319,14693323,
300999.SZ,Н№Сњгу,2022-05-12,44.1014,45.1629,44.0213,44.4319,9644410,
300999.SZ,Н№Сњгу,2022-05-13,44.552,45.0127,43.6908,44.0213,8232876,
300999.SZ,Н№Сњгу,2022-05-16,44.2716,44.9426,43.7609,44.0814,8936257,
300999.SZ,Н№Сњгу,2022-05-17,43.9712,44.0713,43.11,43.9412,7348236,
300999.SZ,Н№Сњгу,2022-05-18,43.9111,43.9111,43.2702,43.6808,7497437,
300999.SZ,Н№Сњгу,2022-05-19,43.09,43.4705,42.9798,43.3403,7731718,
300999.SZ,Н№Сњгу,2022-05-20,43.4605,44.7423,43.4305,44.572,14653909,
300999.SZ,Н№Сњгу,2022-05-23,44.8524,44.8524,44.1815,44.532,8404320,
300999.SZ,Н№Сњгу,2022-05-24,44.6121,45.1128,43.3103,43.3604,11392254,
300999.SZ,Н№Сњгу,2022-05-25,43.5006,44.0413,43.07,43.8611,8033821,
300999.SZ,Н№Сњгу,2022-05-26,43.7609,44.2616,43.1401,44.0713,8949305,
300999.SZ,Н№Сњгу,2022-05-27,44.1214,44.6421,43.5807,43.7309,8243014,
300999.SZ,Н№Сњгу,2022-05-30,44.3117,44.8925,44.0513,44.3017,9874107,
300999.SZ,Н№Сњгу,2022-05-31,44.2015,45.8338,43.7709,45.4433,18130784,
300999.SZ,Н№Сњгу,2022-06-01,45.5634,45.6335,44.8725,45.2129,9767426,
300999.SZ,Н№Сњгу,2022-06-02,45.0627,45.5134,44.7523,45.273,7226497,
300999.SZ,Н№Сњгу,2022-06-06,45.7136,45.9139,44.9626,45.8038,11458854,
300999.SZ,Н№Сњгу,2022-06-07,45.5634,46.7351,45.3431,46.0141,13736541,
300999.SZ,Н№Сњгу,2022-06-08,46.0341,46.7351,45.7637,46.2243,11305048,
300999.SZ,Н№Сњгу,2022-06-09,46.2744,46.4146,44.8124,45.0127,10285467,
300999.SZ,Н№Сњгу,2022-06-10,44.8424,46.9153,44.7423,46.7851,17622933,
300999.SZ,Н№Сњгу,2022-06-13,46.4547,47.7865,46.0741,46.3445,13752414,
300999.SZ,Н№Сњгу,2022-06-14,46.0541,46.725,45.253,46.2744,11549989,
300999.SZ,Н№Сњгу,2022-06-15,46.8652,48.818,46.8652,47.8166,23597050,
300999.SZ,Н№Сњгу,2022-06-16,47.7665,48.4775,47.446,47.7665,13830989,
300999.SZ,Н№Сњгу,2022-06-17,47.4761,48.2672,47.2858,48.2572,11691781,
300999.SZ,Н№Сњгу,2022-06-20,48.828,48.9682,47.8967,48.3273,11689177,
300999.SZ,Н№Сњгу,2022-06-21,48.137,48.6177,47.0755,47.5362,12731613,
300999.SZ,Н№Сњгу,2022-06-22,47.5161,47.5161,46.6249,46.675,10412101,
300999.SZ,Н№Сњгу,2022-06-23,46.8352,47.3059,46.6149,47.1757,7686794,
300999.SZ,Н№Сњгу,2022-06-24,47.1757,49.4588,47.1456,49.2786,22173813,
300999.SZ,Н№Сњгу,2022-06-27,49.6792,53.9251,49.6792,52.9938,36711014,
300999.SZ,Н№Сњгу,2022-06-28,52.9737,53.8149,52.2728,53.7248,19869002,
300999.SZ,Н№Сњгу,2022-06-29,53.3743,54.4358,52.8836,53.2842,17107903,
300999.SZ,Н№Сњгу,2022-06-30,53.0839,55.4071,52.9737,54.0953,20652613,
300999.SZ,Н№Сњгу,2022-07-01,54.1754,54.586,53.3042,54.3557,12041257,
300999.SZ,Н№Сњгу,2022-07-04,54.3557,55.6274,54.0352,55.1167,13692811,
300999.SZ,Н№Сњгу,2022-07-05,55.4672,55.5073,53.3843,54.1654,15226907,
300999.SZ,Н№Сњгу,2022-07-06,54.0252,54.7662,52.7634,53.174,11567219,
300999.SZ,Н№Сњгу,2022-07-07,52.9838,53.4244,52.0725,52.7334,10478511,
300999.SZ,Н№Сњгу,2022-07-08,53.2441,53.2742,52.2127,52.453,7499560,
300999.SZ,Н№Сњгу,2022-07-11,52.1726,52.2728,50.7306,51.4316,9874042,
300999.SZ,Н№Сњгу,2022-07-12,51.4416,51.692,49.9896,50.1298,10881955,
300999.SZ,Н№Сњгу,2022-07-13,50.3,50.971,49.7693,50.27,10205658,
300999.SZ,Н№Сњгу,2022-07-14,50.5704,50.7506,49.569,49.6792,11024474,
300999.SZ,Н№Сњгу,2022-07-15,49.559,50.1198,48.6778,48.7178,12064989,
300999.SZ,Н№Сњгу,2022-07-18,48.4675,49.1785,47.9568,48.7679,13700682,
300999.SZ,Н№Сњгу,2022-07-19,48.6577,49.0583,47.9768,48.3373,11405839,
300999.SZ,Н№Сњгу,2022-07-20,48.7579,49.4989,48.4174,48.5676,12272269,
300999.SZ,Н№Сњгу,2022-07-21,48.2772,48.3173,47.7465,47.8967,9912942,
300999.SZ,Н№Сњгу,2022-07-22,47.6563,48.1871,46.9654,47.3659,9390399,
300999.SZ,Н№Сњгу,2022-07-25,47.4661,47.5862,46.9353,47.2257,5611200,
300999.SZ,Н№Сњгу,2022-07-26,47.2658,47.9668,47.2458,47.426,7147703,
300999.SZ,Н№Сњгу,2022-07-27,47.2658,47.396,46.4747,46.8052,8586181,
300999.SZ,Н№Сњгу,2022-07-28,46.9053,47.6263,46.7651,46.8152,9997518,
300999.SZ,Н№Сњгу,2022-07-29,46.8152,46.9654,45.8438,45.8739,10009734,
300999.SZ,Н№Сњгу,2022-08-01,45.8839,46.3445,45.263,46.2644,8663323,
300999.SZ,Н№Сњгу,2022-08-02,45.8138,46.0641,44.562,45.1128,12283782,
300999.SZ,Н№Сњгу,2022-08-03,45.2931,46.004,45.1128,45.1829,7666136,
300999.SZ,Н№Сњгу,2022-08-04,45.4633,45.6636,45.0327,45.5734,6257417,
300999.SZ,Н№Сњгу,2022-08-05,48.6331,49.1146,47.66,48.302,25637310,
300999.SZ,Н№Сњгу,2022-08-08,47.8004,48.1214,46.9277,47.0982,13882624,
300999.SZ,Н№Сњгу,2022-08-09,47.1785,47.3992,46.707,47.0481,8555933,
300999.SZ,Н№Сњгу,2022-08-10,46.8073,46.8976,45.9747,46.2054,8691548,
300999.SZ,Н№Сњгу,2022-08-11,46.4462,47.2788,46.2054,47.2487,10356346,
300999.SZ,Н№Сњгу,2022-08-12,46.9578,47.2487,46.6267,47.2387,6874700,
300999.SZ,Н№Сњгу,2022-08-15,46.9678,47.1785,46.3057,46.5766,7796476,
300999.SZ,Н№Сњгу,2022-08-16,46.6267,47.2989,46.5866,46.8575,8796001,
300999.SZ,Н№Сњгу,2022-08-17,46.717,47.0681,46.2455,46.7973,5766634,
300999.SZ,Н№Сњгу,2022-08-18,46.5465,46.6067,46.0449,46.2355,5894186,
300999.SZ,Н№Сњгу,2022-08-19,46.1352,46.5565,45.9947,46.0349,5558828,
300999.SZ,Н№Сњгу,2022-08-22,45.8543,46.4462,45.6938,46.1452,6329695,
300999.SZ,Н№Сњгу,2022-08-23,46.0248,46.2556,45.5433,45.6236,7061526,
300999.SZ,Н№Сњгу,2022-08-24,45.6737,45.9446,44.7107,44.7207,7614807,
300999.SZ,Н№Сњгу,2022-08-25,44.801,45.4932,44.801,45.2424,6094262,
300999.SZ,Н№Сњгу,2022-08-26,45.453,46.4462,45.3628,45.6436,8010762,
300999.SZ,Н№Сњгу,2022-08-29,44.8511,45.2725,44.6505,44.9314,7341781,
300999.SZ,Н№Сњгу,2022-08-30,44.9615,45.3527,44.3395,45.3126,7499992,
300999.SZ,Н№Сњгу,2022-08-31,45.0016,46.1753,44.7809,45.8242,10388213,
300999.SZ,Н№Сњгу,2022-09-01,45.3327,46.2455,45.1521,45.5935,8288275,
300999.SZ,Н№Сњгу,2022-09-02,45.5534,45.7741,44.6906,45.1019,7264003,
300999.SZ,Н№Сњгу,2022-09-05,44.9314,45.0317,44.159,44.3997,7191272,
300999.SZ,Н№Сњгу,2022-09-06,44.49,44.8211,44.3094,44.791,5243230,
300999.SZ,Н№Сњгу,2022-09-07,44.5903,44.5903,44.1891,44.3295,4949806,
300999.SZ,Н№Сњгу,2022-09-08,44.4599,44.6305,43.8179,43.9483,6318850,
300999.SZ,Н№Сњгу,2022-09-09,44.0787,44.6906,43.838,44.6806,6567608,
300999.SZ,Н№Сњгу,2022-09-13,44.7207,45.2825,44.5803,44.9314,7267763,
300999.SZ,Н№Сњгу,2022-09-14,44.2994,44.8612,44.0185,44.8311,5181773,
300999.SZ,Н№Сњгу,2022-09-15,44.8812,45.1421,44.3195,44.6204,6720905,
300999.SZ,Н№Сњгу,2022-09-16,44.2392,44.4399,42.895,42.895,11258370,
300999.SZ,Н№Сњгу,2022-09-19,42.8248,43.2963,42.2128,43.1759,5093246,
300999.SZ,Н№Сњгу,2022-09-20,43.3364,43.7978,42.9752,43.0354,5389227,
300999.SZ,Н№Сњгу,2022-09-21,42.8348,42.9351,41.7815,42.273,6465758,
300999.SZ,Н№Сњгу,2022-09-22,41.9219,42.4937,41.7113,41.7213,4928115,
300999.SZ,Н№Сњгу,2022-09-23,41.621,42.0122,41.0592,41.6812,6006043,
300999.SZ,Н№Сњгу,2022-09-26,41.4103,42.4837,41.3301,41.7313,5966293,
300999.SZ,Н№Сњгу,2022-09-27,41.631,43.1358,41.5307,43.0254,7966978,
300999.SZ,Н№Сњгу,2022-09-28,42.6342,43.3364,42.574,42.7245,7449915,
300999.SZ,Н№Сњгу,2022-09-29,43.0354,43.9082,42.9752,43.1859,8539838,
300999.SZ,Н№Сњгу,2022-09-30,43.0455,43.7376,43.0354,43.3264,6151517,
300999.SZ,Н№Сњгу,2022-10-10,43.1358,43.4869,42.4737,42.5339,6929976,
300999.SZ,Н№Сњгу,2022-10-11,42.574,43.0455,41.7915,42.2329,4337441,
300999.SZ,Н№Сњгу,2022-10-12,42.1326,42.5238,40.8285,42.5038,7954061,
300999.SZ,Н№Сњгу,2022-10-13,42.1326,43.9082,42.0724,43.4568,8048732,
300999.SZ,Н№Сњгу,2022-10-14,43.7076,44.5101,43.4568,44.2994,8849605,
300999.SZ,Н№Сњгу,2022-10-17,44.4098,44.9816,44.0486,44.2894,7450882,
300999.SZ,Н№Сњгу,2022-10-18,44.4399,44.5,43.838,44.0787,4380025,
300999.SZ,Н№Сњгу,2022-10-19,44.0185,44.0185,42.7245,42.7846,5634287,
300999.SZ,Н№Сњгу,2022-10-20,42.4636,43.4367,42.4135,42.8448,4386585,
300999.SZ,Н№Сњгу,2022-10-21,42.7245,43.1057,42.3433,42.564,3473086,
300999.SZ,Н№Сњгу,2022-10-24,42.3533,42.594,41.1796,41.2097,7244961,
300999.SZ,Н№Сњгу,2022-10-25,41.0893,41.5106,40.3771,41.0392,5501075,
300999.SZ,Н№Сњгу,2022-10-26,41.0091,41.7815,40.9288,41.3401,5172418,
300999.SZ,Н№Сњгу,2022-10-27,41.3401,41.5106,41.0191,41.0893,4759998,
300999.SZ,Н№Сњгу,2022-10-28,40.9288,41.0492,39.9357,40.046,6917350,
300999.SZ,Н№Сњгу,2022-10-31,38.12,38.9426,37.7388,38.3708,11091474,
300999.SZ,Н№Сњгу,2022-11-01,38.4008,39.725,38.3708,39.725,8707193,
300999.SZ,Н№Сњгу,2022-11-02,39.2234,40.4172,39.2234,39.9758,7422535,
300999.SZ,Н№Сњгу,2022-11-03,39.9557,40.1062,39.2736,39.5244,5163938,
300999.SZ,Н№Сњгу,2022-11-04,39.5444,41.3802,39.5244,40.979,11052512,
300999.SZ,Н№Сњгу,2022-11-07,40.6279,41.3501,40.5275,41.1094,6226962,
300999.SZ,Н№Сњгу,2022-11-08,41.1294,41.4705,40.5075,40.8084,4765491,
300999.SZ,Н№Сњгу,2022-11-09,40.658,41.32,40.6479,40.7884,5090761,
300999.SZ,Н№Сњгу,2022-11-10,40.4072,41.0392,40.3771,40.7181,4049795,
300999.SZ,Н№Сњгу,2022-11-11,41.5809,42.0724,41.1997,41.4605,9305256,
300999.SZ,Н№Сњгу,2022-11-14,41.5909,42.9151,41.5909,42.4636,11292057,
300999.SZ,Н№Сњгу,2022-11-15,42.1426,43.206,42.1326,42.8348,8401767,
300999.SZ,Н№Сњгу,2022-11-16,42.8248,43.6474,42.6542,42.9351,6839064,
300999.SZ,Н№Сњгу,2022-11-17,42.7345,43.1358,42.4335,42.8248,5768154,
300999.SZ,Н№Сњгу,2022-11-18,42.9151,43.3163,42.5238,42.584,5108798,
300999.SZ,Н№Сњгу,2022-11-21,42.3332,42.3332,41.4805,41.8718,5712184,
300999.SZ,Н№Сњгу,2022-11-22,41.8818,42.3232,41.2799,41.32,4846845,
300999.SZ,Н№Сњгу,2022-11-23,41.5207,41.621,41.0091,41.0793,4341231,
300999.SZ,Н№Сњгу,2022-11-24,41.1194,41.4304,40.5075,40.5275,6356259,
300999.SZ,Н№Сњгу,2022-11-25,40.5978,40.8786,40.3871,40.6078,4904331,
300999.SZ,Н№Сњгу,2022-11-28,40.1263,40.8084,39.2335,40.7683,6515221,
300999.SZ,Н№Сњгу,2022-11-29,40.7081,41.7614,40.5576,41.6711,6876977,
300999.SZ,Н№Сњгу,2022-11-30,41.2398,42.0022,41.2398,41.3802,5259902,
300999.SZ,Н№Сњгу,2022-12-01,42.1326,43.5571,42.1226,42.8348,14601523,
300999.SZ,Н№Сњгу,2022-12-02,42.6843,43.6072,42.6342,42.9953,8602988,
300999.SZ,Н№Сњгу,2022-12-05,43.547,44.791,43.517,44.0286,13828270,
300999.SZ,Н№Сњгу,2022-12-06,43.7677,45.4731,43.7677,44.4399,15089094,
300999.SZ,Н№Сњгу,2022-12-07,44.4499,44.7709,43.7878,44.3295,10970138,
300999.SZ,Н№Сњгу,2022-12-08,44.2192,44.4499,43.5771,43.9182,6488385,
300999.SZ,Н№Сњгу,2022-12-09,44.1289,44.7609,43.3264,44.6204,10690919,
300999.SZ,Н№Сњгу,2022-12-12,44.3897,44.5201,43.7176,43.9082,7360544,
300999.SZ,Н№Сњгу,2022-12-13,44.0687,44.7709,43.7376,44.3696,8059089,
300999.SZ,Н№Сњгу,2022-12-14,44.3395,46.2355,44.0486,45.9647,17520446,
300999.SZ,Н№Сњгу,2022-12-15,45.9747,46.2656,44.8211,44.9113,11274614,
300999.SZ,Н№Сњгу,2022-12-16,44.4599,45.2825,44.2091,45.1421,7059217,
300999.SZ,Н№Сњгу,2022-12-19,45.3427,45.7239,44.1891,44.2894,6037936,
300999.SZ,Н№Сњгу,2022-12-20,44.1389,44.3797,42.9552,43.0856,6921988,
300999.SZ,Н№Сњгу,2022-12-21,43.3765,44.1991,43.1257,43.6072,5857880,
300999.SZ,Н№Сњгу,2022-12-22,44.0486,45.1421,43.6975,44.4098,9143808,
300999.SZ,Н№Сњгу,2022-12-23,44.0185,44.8311,43.4267,43.9884,6020689,
300999.SZ,Н№Сњгу,2022-12-26,44.0687,44.3897,43.2862,43.4166,5663334,
300999.SZ,Н№Сњгу,2022-12-27,43.7577,44.9816,43.5771,44.9515,8297705,
300999.SZ,Н№Сњгу,2022-12-28,45.0117,45.0117,43.7477,43.8179,9879174,
300999.SZ,Н№Сњгу,2022-12-29,43.527,44.0085,43.0455,43.537,6300078,
300999.SZ,Н№Сњгу,2022-12-30,43.6574,43.9884,43.2461,43.6975,5067633,
300999.SZ,Н№Сњгу,2023-01-03,43.4367,43.6373,42.584,43.1959,7737740,
300999.SZ,Н№Сњгу,2023-01-04,43.1759,43.5972,42.8147,43.0254,6154253,
300999.SZ,Н№Сњгу,2023-01-05,43.1558,44.1188,43.1458,43.9684,8610465,
300999.SZ,Н№Сњгу,2023-01-06,44.1188,44.5201,43.7477,44.0185,7026663,
300999.SZ,Н№Сњгу,2023-01-09,44.169,45.3929,43.838,44.9113,9655594,
300999.SZ,Н№Сњгу,2023-01-10,44.9113,45.3026,44.5,45.0317,7538047,
300999.SZ,Н№Сњгу,2023-01-11,45.0518,45.2624,44.4699,44.5903,5977705,
300999.SZ,Н№Сњгу,2023-01-12,44.5803,44.7408,43.7878,44.0286,4678192,
300999.SZ,Н№Сњгу,2023-01-13,44.0486,45.8041,44.0286,45.8041,13412498,
300999.SZ,Н№Сњгу,2023-01-16,46.1352,47.3289,46.0449,46.5164,15845532,
300999.SZ,Н№Сњгу,2023-01-17,46.5264,46.9879,45.9145,46.2154,8448152,
300999.SZ,Н№Сњгу,2023-01-18,46.4562,46.7872,45.7941,45.8443,5656742,
300999.SZ,Н№Сњгу,2023-01-19,45.6436,45.9346,45.1922,45.744,5760151,
300999.SZ,Н№Сњгу,2023-01-20,45.9546,46.0449,45.2925,45.5333,7267637,
300999.SZ,Н№Сњгу,2023-01-30,46.2455,46.396,45.3929,45.4631,8752733,
300999.SZ,Н№Сњгу,2023-01-31,45.6737,45.8944,44.7007,44.8511,8191937,
300999.SZ,Н№Сњгу,2023-02-01,44.7609,45.0819,44.3897,45.0819,8510800,
300999.SZ,Н№Сњгу,2023-02-02,45.0919,45.8543,44.7508,45.7741,9894758,
300999.SZ,Н№Сњгу,2023-02-03,45.4831,45.5534,44.7408,44.9414,6834344,
300999.SZ,Н№Сњгу,2023-02-06,44.6204,44.6204,44.1489,44.4098,6199266,
300999.SZ,Н№Сњгу,2023-02-07,44.4399,44.7408,44.1891,44.6706,4614300,
300999.SZ,Н№Сњгу,2023-02-08,44.6405,44.8511,44.0386,44.0687,4348660,
300999.SZ,Н№Сњгу,2023-02-09,44.0888,44.5402,44.0687,44.4399,4668931,
300999.SZ,Н№Сњгу,2023-02-10,44.4699,44.6405,44.1489,44.4399,5262693,
300999.SZ,Н№Сњгу,2023-02-13,44.1389,45.6336,44.0486,45.5734,11484987,
300999.SZ,Н№Сњгу,2023-02-14,45.5734,45.8643,45.2424,45.4831,5853398,
300999.SZ,Н№Сњгу,2023-02-15,45.5132,45.6035,44.9515,45.112,5019448,
300999.SZ,Н№Сњгу,2023-02-16,45.0117,45.7239,44.2392,44.5101,8254144,
300999.SZ,Н№Сњгу,2023-02-17,44.1991,46.6067,44.1991,45.0016,15180505,
300999.SZ,Н№Сњгу,2023-02-20,45.1019,46.3459,45.1019,46.1954,12638432,
300999.SZ,Н№Сњгу,2023-02-21,46.1051,47.0581,45.9947,46.3358,13425981,
300999.SZ,Н№Сњгу,2023-02-22,46.4261,48.1315,46.396,47.5597,21885449,
300999.SZ,Н№Сњгу,2023-02-23,47.359,47.9509,46.8374,47.0481,11871729,
300999.SZ,Н№Сњгу,2023-02-24,46.8073,47.0681,45.9947,46.1853,9121153,
300999.SZ,Н№Сњгу,2023-02-27,46.0148,46.3459,45.433,45.6938,6224158,
300999.SZ,Н№Сњгу,2023-02-28,45.8844,46.2154,45.4831,46.1553,6445224,
300999.SZ,Н№Сњгу,2023-03-01,45.9647,46.6468,45.5935,46.6468,9852831,
300999.SZ,Н№Сњгу,2023-03-02,46.3559,46.9177,46.3459,46.4963,6584123,
300999.SZ,Н№Сњгу,2023-03-03,46.4562,46.9177,45.9446,46.5064,5585741,
300999.SZ,Н№Сњгу,2023-03-06,46.5164,47.3289,46.2857,46.7471,10937963,
300999.SZ,Н№Сњгу,2023-03-07,46.7471,46.7471,45.6236,45.6537,8460364,
300999.SZ,Н№Сњгу,2023-03-08,45.5233,45.9245,45.1922,45.3728,5226324,
300999.SZ,Н№Сњгу,2023-03-09,45.3728,45.5433,44.5402,44.7107,7782955,
300999.SZ,Н№Сњгу,2023-03-10,44.5703,44.8712,44.2894,44.3295,5386024,
300999.SZ,Н№Сњгу,2023-03-13,44.1489,44.7809,44.1188,44.6204,4906555,
300999.SZ,Н№Сњгу,2023-03-14,44.6204,44.6305,42.8348,43.0756,12593793,
300999.SZ,Н№Сњгу,2023-03-15,43.3865,43.537,43.0455,43.1157,5103569,
300999.SZ,Н№Сњгу,2023-03-16,42.9652,43.1458,42.3332,42.7546,5736212,
300999.SZ,Н№Сњгу,2023-03-17,42.9351,43.537,42.9151,43.0655,6188418,
300999.SZ,Н№Сњгу,2023-03-20,42.9351,43.2862,42.7144,43.0655,5830420,
300999.SZ,Н№Сњгу,2023-03-21,43.0956,43.6072,43.0655,43.4869,5370399,
