╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
301129.SZ,хПдижгдэ,2021-11-02,55.66,88.2,55.66,64.91,10072605,
301129.SZ,хПдижгдэ,2021-11-03,61.48,63.1,58.05,58.72,6752577,
301129.SZ,хПдижгдэ,2021-11-04,59,61.52,57.89,59.66,5207641,
301129.SZ,хПдижгдэ,2021-11-05,58.33,61.43,57.51,60.68,5078750,
301129.SZ,хПдижгдэ,2021-11-08,60.98,62.84,58.35,59.83,4317871,
301129.SZ,хПдижгдэ,2021-11-09,60.99,61.21,57.8,58.01,4451843,
301129.SZ,хПдижгдэ,2021-11-10,56.44,58.7,55.76,57.85,4281153,
301129.SZ,хПдижгдэ,2021-11-11,57.46,67.86,57.3,65.16,7293377,
301129.SZ,хПдижгдэ,2021-11-12,66,69.75,63.77,68.58,7110546,
301129.SZ,хПдижгдэ,2021-11-15,69.8,77,69.8,74.95,6891592,
301129.SZ,хПдижгдэ,2021-11-16,74,74.5,68.56,68.8,5155939,
301129.SZ,хПдижгдэ,2021-11-17,70.86,82.56,70,82.56,7873442,
301129.SZ,хПдижгдэ,2021-11-18,80,85.82,77.6,82.5,6160168,
301129.SZ,хПдижгдэ,2021-11-19,80,84.89,77.13,80.76,4075572,
301129.SZ,хПдижгдэ,2021-11-22,81.33,87,79.51,82,3183357,
301129.SZ,хПдижгдэ,2021-11-23,80,81,75.7,78.65,2968097,
301129.SZ,хПдижгдэ,2021-11-24,79.78,80.29,76.72,79.22,2402163,
301129.SZ,хПдижгдэ,2021-11-25,80.02,85.97,80,83.01,3145010,
301129.SZ,хПдижгдэ,2021-11-26,81.01,92.3,81,88,2968576,
301129.SZ,хПдижгдэ,2021-11-29,87.3,94.38,86,92,2262317,
301129.SZ,хПдижгдэ,2021-11-30,92.48,93.65,88.88,90.8,1416804,
301129.SZ,хПдижгдэ,2021-12-01,90.09,94.01,89.46,90.2,976357,
301129.SZ,хПдижгдэ,2021-12-02,89.8,89.88,86.18,86.9,1302200,
301129.SZ,хПдижгдэ,2021-12-03,86.92,90.87,82.38,90.3,1702500,
301129.SZ,хПдижгдэ,2021-12-06,89,90,82,82,1267203,
301129.SZ,хПдижгдэ,2021-12-07,82,84.19,72.74,74.29,2553932,
301129.SZ,хПдижгдэ,2021-12-08,74.69,78.75,74.69,76.89,1717283,
301129.SZ,хПдижгдэ,2021-12-09,75.96,77.95,75.04,75.73,1272600,
301129.SZ,хПдижгдэ,2021-12-10,76.1,76.31,73.05,75.75,1646752,
301129.SZ,хПдижгдэ,2021-12-13,75.72,77.77,74.62,76.73,1295832,
301129.SZ,хПдижгдэ,2021-12-14,77.2,81.65,77.2,78.55,2305200,
301129.SZ,хПдижгдэ,2021-12-15,78.02,83.98,77.01,82.74,1809930,
301129.SZ,хПдижгдэ,2021-12-16,82.88,83.94,81.01,82.55,839014,
301129.SZ,хПдижгдэ,2021-12-17,83,84.28,80.3,82.72,923280,
301129.SZ,хПдижгдэ,2021-12-20,83.7,89.22,83.68,85.77,1468870,
301129.SZ,хПдижгдэ,2021-12-21,86.27,93.5,86.27,89.9,1457520,
301129.SZ,хПдижгдэ,2021-12-22,90,93.3,87.1,90.8,1397666,
301129.SZ,хПдижгдэ,2021-12-23,90.8,91.99,86.88,89.6,1149640,
301129.SZ,хПдижгдэ,2021-12-24,90.8,92.87,88.77,88.94,977776,
301129.SZ,хПдижгдэ,2021-12-27,90.18,90.18,86.11,87,794926,
301129.SZ,хПдижгдэ,2021-12-28,85.02,90,85.02,87.94,820921,
301129.SZ,хПдижгдэ,2021-12-29,88.5,88.5,84.11,86.68,815707,
301129.SZ,хПдижгдэ,2021-12-30,86.3,88.5,85.62,85.88,655410,
