╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
002817.SZ,╩фи╫╫╨др,2016-10-25,16.66,19.99,16.66,19.99,12239,
002817.SZ,╩фи╫╫╨др,2016-10-26,21.99,21.99,21.99,21.99,1039,
002817.SZ,╩фи╫╫╨др,2016-10-27,24.19,24.19,24.19,24.19,2200,
002817.SZ,╩фи╫╫╨др,2016-10-28,26.61,26.61,26.61,26.61,3778,
002817.SZ,╩фи╫╫╨др,2016-10-31,29.27,29.27,29.27,29.27,5200,
002817.SZ,╩фи╫╫╨др,2016-11-01,32.2,32.2,32.2,32.2,2339,
002817.SZ,╩фи╫╫╨др,2016-11-02,35.42,35.42,35.42,35.42,8802,
002817.SZ,╩фи╫╫╨др,2016-11-03,38.96,38.96,38.96,38.96,15989,
002817.SZ,╩фи╫╫╨др,2016-11-04,42.86,42.86,42.86,42.86,23117,
002817.SZ,╩фи╫╫╨др,2016-11-07,47.15,47.15,47.15,47.15,10913,
002817.SZ,╩фи╫╫╨др,2016-11-08,51.87,51.87,51.87,51.87,15300,
002817.SZ,╩фи╫╫╨др,2016-11-09,57.06,57.06,57.06,57.06,36739,
002817.SZ,╩фи╫╫╨др,2016-11-10,62.77,62.77,62.77,62.77,49334,
002817.SZ,╩фи╫╫╨др,2016-11-11,69.05,69.05,69.05,69.05,47917,
002817.SZ,╩фи╫╫╨др,2016-11-14,75.96,75.96,75.96,75.96,84378,
002817.SZ,╩фи╫╫╨др,2016-11-15,83.46,83.46,78.51,80.02,13140232,
002817.SZ,╩фи╫╫╨др,2016-11-16,77,77.98,74,74.75,7803753,
002817.SZ,╩фи╫╫╨др,2016-11-17,73.98,77.85,73.07,75.6,6191434,
002817.SZ,╩фи╫╫╨др,2016-11-18,74.08,76.58,74,74.22,3856327,
002817.SZ,╩фи╫╫╨др,2016-11-21,73.9,73.9,71.26,72.58,3980143,
002817.SZ,╩фи╫╫╨др,2016-11-22,72.89,76.3,72.71,75.39,5308316,
002817.SZ,╩фи╫╫╨др,2016-11-23,74.72,76.38,74.12,74.42,3733686,
002817.SZ,╩фи╫╫╨др,2016-11-24,73.92,75.12,72.81,73.22,2682639,
002817.SZ,╩фи╫╫╨др,2016-11-25,73,74.41,71.35,74.03,2705868,
002817.SZ,╩фи╫╫╨др,2016-11-28,73.8,73.8,72.11,72.21,1968977,
002817.SZ,╩фи╫╫╨др,2016-11-29,71.83,72.55,69.55,69.61,2584765,
002817.SZ,╩фи╫╫╨др,2016-11-30,69.2,69.95,68.6,69.48,1271591,
002817.SZ,╩фи╫╫╨др,2016-12-01,69.56,70.95,69.48,70.55,1666141,
002817.SZ,╩фи╫╫╨др,2016-12-02,70.7,70.7,68.78,68.82,1590806,
002817.SZ,╩фи╫╫╨др,2016-12-05,68.5,69.85,67.6,68.76,1149702,
002817.SZ,╩фи╫╫╨др,2016-12-06,69.11,70,68.8,68.92,1162091,
002817.SZ,╩фи╫╫╨др,2016-12-07,68.62,69.2,66.91,68.6,1581700,
002817.SZ,╩фи╫╫╨др,2016-12-08,68.38,69.45,68.14,68.66,1605453,
002817.SZ,╩фи╫╫╨др,2016-12-09,68.05,68.65,65.7,66.01,2119704,
002817.SZ,╩фи╫╫╨др,2016-12-12,65.59,65.74,59.8,59.84,2539947,
002817.SZ,╩фи╫╫╨др,2016-12-13,58.98,60.6,58.04,59.7,1438092,
002817.SZ,╩фи╫╫╨др,2016-12-14,59.58,59.98,58.24,58.53,1077324,
002817.SZ,╩фи╫╫╨др,2016-12-15,58.18,60,57.8,58.82,1285262,
002817.SZ,╩фи╫╫╨др,2016-12-16,58.8,59.5,58.52,59.45,1080835,
002817.SZ,╩фи╫╫╨др,2016-12-19,59.22,63.22,58.88,61.41,2053354,
002817.SZ,╩фи╫╫╨др,2016-12-20,60.67,61.2,59.83,60.6,1270451,
002817.SZ,╩фи╫╫╨др,2016-12-21,60.84,61.32,60.46,60.87,1122023,
002817.SZ,╩фи╫╫╨др,2016-12-22,60.75,62.06,60.41,62.04,1798787,
002817.SZ,╩фи╫╫╨др,2016-12-23,61.92,63.5,61.4,61.88,3122321,
002817.SZ,╩фи╫╫╨др,2016-12-26,60.81,64.18,60.6,63.5,3000147,
002817.SZ,╩фи╫╫╨др,2016-12-27,63,64.55,62.23,62.83,2780442,
002817.SZ,╩фи╫╫╨др,2016-12-28,62.07,62.83,60.8,61.07,1808945,
002817.SZ,╩фи╫╫╨др,2016-12-29,61.4,61.54,57.9,58.59,1822139,
002817.SZ,╩фи╫╫╨др,2016-12-30,58.46,58.62,56.5,56.97,1350211,
002817.SZ,╩фи╫╫╨др,2017-01-03,57,57.59,56.6,57.43,1092114,
002817.SZ,╩фи╫╫╨др,2017-01-04,57.3,63.15,57.08,62.63,2983480,
002817.SZ,╩фи╫╫╨др,2017-01-05,61,62.25,60.01,61.3,2276610,
002817.SZ,╩фи╫╫╨др,2017-01-06,61,67.43,60.78,67.43,7134737,
002817.SZ,╩фи╫╫╨др,2017-01-09,67.51,73.9,63.02,73.9,5244724,
002817.SZ,╩фи╫╫╨др,2017-01-10,67.43,72.49,66.55,72.49,5728444,
002817.SZ,╩фи╫╫╨др,2017-01-11,68.02,68.3,65.24,65.24,5943015,
002817.SZ,╩фи╫╫╨др,2017-01-12,62,63.46,58.88,59,3092526,
002817.SZ,╩фи╫╫╨др,2017-01-13,58.03,60.8,55.6,59,3482604,
002817.SZ,╩фи╫╫╨др,2017-01-16,57.8,59.5,53.38,59.33,2898196,
002817.SZ,╩фи╫╫╨др,2017-01-17,57.97,60.39,57.2,60.19,2857467,
002817.SZ,╩фи╫╫╨др,2017-01-18,59.02,60.76,58,59.67,1919091,
002817.SZ,╩фи╫╫╨др,2017-01-19,58.83,60.49,57.68,58.88,2720817,
