╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
001306.SZ,одоц╬╚цэ,2023-11-16,104,120,99,110.49,12042991,
001306.SZ,одоц╬╚цэ,2023-11-17,105.18,112.88,98,101.4,8515092,
001306.SZ,одоц╬╚цэ,2023-11-20,105,128.99,102.88,118.01,10889627,
001306.SZ,одоц╬╚цэ,2023-11-21,112.33,115.01,104.41,105.6,8473122,
001306.SZ,одоц╬╚цэ,2023-11-22,106,107.2,97,97,6867489,
001306.SZ,одоц╬╚цэ,2023-11-23,95.49,100.58,93.11,95.59,5233048,
001306.SZ,одоц╬╚цэ,2023-11-24,94.01,97.61,89.89,95.96,6045699,
001306.SZ,одоц╬╚цэ,2023-11-27,94.8,95.96,92.55,95.3,4153845,
001306.SZ,одоц╬╚цэ,2023-11-28,96.5,96.96,92.31,92.35,3714579,
001306.SZ,одоц╬╚цэ,2023-11-29,94,99.89,93.52,97.21,5240405,
001306.SZ,одоц╬╚цэ,2023-11-30,99.7,100.98,90.62,90.88,5206645,
001306.SZ,одоц╬╚цэ,2023-12-01,90,90.88,86.53,88.43,3406467,
001306.SZ,одоц╬╚цэ,2023-12-04,88.71,92.58,88.2,91.22,4215951,
001306.SZ,одоц╬╚цэ,2023-12-05,89.51,96,89.5,90.71,3299292,
001306.SZ,одоц╬╚цэ,2023-12-06,91.99,97.99,91.99,96,4319483,
001306.SZ,одоц╬╚цэ,2023-12-07,94,95.97,92.72,94.23,2467359,
001306.SZ,одоц╬╚цэ,2023-12-08,94,99,94,97.95,3025434,
001306.SZ,одоц╬╚цэ,2023-12-11,97.07,102.28,96.65,98.94,3170526,
001306.SZ,одоц╬╚цэ,2023-12-12,99.5,103.92,98.48,98.69,3092465,
001306.SZ,одоц╬╚цэ,2023-12-13,99.08,103.46,94.57,100.7,3393017,
001306.SZ,одоц╬╚цэ,2023-12-14,99.51,101.71,97,98.44,2520388,
001306.SZ,одоц╬╚цэ,2023-12-15,98.66,98.9,96.23,97.13,1185005,
001306.SZ,одоц╬╚цэ,2023-12-18,97.12,98.25,92.56,93.6,1751954,
001306.SZ,одоц╬╚цэ,2023-12-19,92.25,94.96,92.18,94.4,1109939,
001306.SZ,одоц╬╚цэ,2023-12-20,94.99,101.5,94.69,98.5,2677810,
001306.SZ,одоц╬╚цэ,2023-12-21,97.9,101.38,92.88,93.7,2328537,
001306.SZ,одоц╬╚цэ,2023-12-22,93,96.12,92.22,92.67,1874445,
001306.SZ,одоц╬╚цэ,2023-12-25,91.28,93.6,90.66,91.83,1413083,
001306.SZ,одоц╬╚цэ,2023-12-26,91.51,91.78,86.28,88.5,1463693,
001306.SZ,одоц╬╚цэ,2023-12-27,87.61,88.88,85.23,88,1380845,
001306.SZ,одоц╬╚цэ,2023-12-28,87.58,91.05,86.68,90.35,1452136,
001306.SZ,одоц╬╚цэ,2023-12-29,89.99,91.5,89.35,90.65,1084474,
001306.SZ,одоц╬╚цэ,2024-01-02,90.3,90.97,88.62,88.7,853280,
001306.SZ,одоц╬╚цэ,2024-01-03,88.68,89.09,85.2,85.76,1205697,
001306.SZ,одоц╬╚цэ,2024-01-04,86.5,88.76,84.95,87.19,911351,
001306.SZ,одоц╬╚цэ,2024-01-05,90.8,90.98,85.49,86.63,1337001,
001306.SZ,одоц╬╚цэ,2024-01-08,85.01,85.18,81.5,81.64,1557863,
001306.SZ,одоц╬╚цэ,2024-01-09,82,85.64,78.09,79.82,2462713,
001306.SZ,одоц╬╚цэ,2024-01-10,78.79,78.89,75.5,77.5,1726034,
001306.SZ,одоц╬╚цэ,2024-01-11,77,80.5,76.96,80.35,1438132,
001306.SZ,одоц╬╚цэ,2024-01-12,79.76,80.98,77.78,77.86,1169857,
001306.SZ,одоц╬╚цэ,2024-01-15,77.4,78.4,76.32,77.39,708851,
001306.SZ,одоц╬╚цэ,2024-01-16,77.32,77.63,75.05,76.41,790134,
001306.SZ,одоц╬╚цэ,2024-01-17,76.08,76.58,74.2,74.2,675900,
001306.SZ,одоц╬╚цэ,2024-01-18,73.9,74.87,71.66,73.33,981970,
001306.SZ,одоц╬╚цэ,2024-01-19,73.33,73.89,70,70.15,1081519,
001306.SZ,одоц╬╚цэ,2024-01-22,70.1,70.93,65,65.6,1130359,
001306.SZ,одоц╬╚цэ,2024-01-23,65.6,67.12,65.02,65.76,936134,
001306.SZ,одоц╬╚цэ,2024-01-24,65.88,66.38,63.17,65.37,1017360,
001306.SZ,одоц╬╚цэ,2024-01-25,65.72,67.29,65.01,67.29,1289580,
001306.SZ,одоц╬╚цэ,2024-01-26,67,67.2,64.64,64.78,976341,
001306.SZ,одоц╬╚цэ,2024-01-29,68,69.6,63.79,64.5,1707116,
001306.SZ,одоц╬╚цэ,2024-01-30,63,64.48,61.65,61.65,1121475,
001306.SZ,одоц╬╚цэ,2024-01-31,61.48,62.62,58,58.51,1086704,
001306.SZ,одоц╬╚цэ,2024-02-01,58.5,58.93,56.63,57.76,1041567,
001306.SZ,одоц╬╚цэ,2024-02-02,57.83,58.95,52.65,54.61,1193305,
001306.SZ,одоц╬╚цэ,2024-02-05,53.41,53.79,49.15,49.15,1326506,
001306.SZ,одоц╬╚цэ,2024-02-06,49,51.2,44.24,48.8,2009234,
001306.SZ,одоц╬╚цэ,2024-02-07,48.7,49,43.92,44.2,3014876,
001306.SZ,одоц╬╚цэ,2024-02-08,44.42,48.61,41.56,48.39,3187802,
001306.SZ,одоц╬╚цэ,2024-02-19,48.29,51.44,48.29,50.98,2455354,
001306.SZ,одоц╬╚цэ,2024-02-20,50.97,53.5,49.5,53.15,1877680,
001306.SZ,одоц╬╚цэ,2024-02-21,52.2,55.21,51.85,53.08,2429046,
001306.SZ,одоц╬╚цэ,2024-02-22,53.16,56.16,53.14,56.1,2171230,
001306.SZ,одоц╬╚цэ,2024-02-23,56.38,59.5,55.4,59.02,2679907,
001306.SZ,одоц╬╚цэ,2024-02-26,63.94,63.94,60.04,60.5,3706622,
001306.SZ,одоц╬╚цэ,2024-02-27,60.01,66.55,60.01,66.55,3443931,
001306.SZ,одоц╬╚цэ,2024-02-28,71.17,73.21,61.65,63.4,6808237,
001306.SZ,одоц╬╚цэ,2024-02-29,60.64,65,59.85,65,4351877,
001306.SZ,одоц╬╚цэ,2024-03-01,63.95,64.98,62.06,62.92,3469160,
001306.SZ,одоц╬╚цэ,2024-03-04,62.92,63.48,60.13,62.39,3069783,
001306.SZ,одоц╬╚цэ,2024-03-05,61.01,62,59.58,60.2,2410818,
001306.SZ,одоц╬╚цэ,2024-03-06,59.9,66.22,59.7,66.22,3866337,
001306.SZ,одоц╬╚цэ,2024-03-07,72.84,72.84,67.5,67.55,7914380,
001306.SZ,одоц╬╚цэ,2024-03-08,65.35,65.5,62.4,64.98,4720394,
001306.SZ,одоц╬╚цэ,2024-03-11,63.5,65.26,62.32,64.61,3348591,
001306.SZ,одоц╬╚цэ,2024-03-12,65.3,68.28,63.87,66.99,4397969,
001306.SZ,одоц╬╚цэ,2024-03-13,65.98,66.98,65.06,65.8,3018228,
001306.SZ,одоц╬╚цэ,2024-03-14,66.5,67.67,64.09,65.49,2666412,
001306.SZ,одоц╬╚цэ,2024-03-15,65.2,72.04,65.2,72.04,4217282,
001306.SZ,одоц╬╚цэ,2024-03-18,74.92,79.24,74.04,75.8,8056373,
001306.SZ,одоц╬╚цэ,2024-03-19,73.21,82,73.21,77.35,5743925,
001306.SZ,одоц╬╚цэ,2024-03-20,76,77.21,74.9,76.07,3705691,
001306.SZ,одоц╬╚цэ,2024-03-21,76.07,80.46,75.14,79.35,5097902,
001306.SZ,одоц╬╚цэ,2024-03-22,79,79,74.69,75.99,3787315,
001306.SZ,одоц╬╚цэ,2024-03-25,74.3,75.8,72.19,72.3,2552971,
001306.SZ,одоц╬╚цэ,2024-03-26,71.97,72.02,68.69,70.03,2583647,
001306.SZ,одоц╬╚цэ,2024-03-27,70.6,73,65.23,67.5,2738034,
001306.SZ,одоц╬╚цэ,2024-03-28,67.76,71.88,67.3,70.88,2883048,
001306.SZ,одоц╬╚цэ,2024-03-29,70,71.55,68.1,71.3,2218761,
001306.SZ,одоц╬╚цэ,2024-04-01,71.66,73.48,70.11,72.68,2524431,
001306.SZ,одоц╬╚цэ,2024-04-02,71.96,72.17,69.8,70.42,1662725,
