代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
920273.BJ,一致魔芋,2023-02-21,16.6,17,15.02,15.02,10777479,
920273.BJ,一致魔芋,2023-02-22,14.99,16.03,14.98,15.03,4283154,
920273.BJ,一致魔芋,2023-02-23,14.79,14.79,13.93,14.28,3163375,
920273.BJ,一致魔芋,2023-02-24,14.2,14.55,13.94,14.29,1238790,
920273.BJ,一致魔芋,2023-02-27,14,14.1,13.52,13.9,1824310,
920273.BJ,一致魔芋,2023-02-28,13.8,14.15,13.71,13.81,662390,
920273.BJ,一致魔芋,2023-03-01,13.81,13.81,13.49,13.67,867031,
920273.BJ,一致魔芋,2023-03-02,13.59,13.74,13.4,13.52,568863,
920273.BJ,一致魔芋,2023-03-03,13.57,13.58,13.2,13.26,625361,
920273.BJ,一致魔芋,2023-03-06,13.34,13.54,13,13.4,853187,
920273.BJ,一致魔芋,2023-03-07,13.28,13.4,13.1,13.14,475172,
920273.BJ,一致魔芋,2023-03-08,13.2,13.2,13.05,13.13,290049,
920273.BJ,一致魔芋,2023-03-09,13.14,13.22,13.08,13.12,205839,
920273.BJ,一致魔芋,2023-03-10,13.19,13.19,12.98,13.06,297307,
920273.BJ,一致魔芋,2023-03-13,12.94,13.06,12.83,12.89,196714,
920273.BJ,一致魔芋,2023-03-14,12.99,12.99,12.55,12.6,353745,
920273.BJ,一致魔芋,2023-03-15,12.53,12.67,12.3,12.48,431294,
920273.BJ,一致魔芋,2023-03-16,12.46,12.52,12.27,12.27,202313,
920273.BJ,一致魔芋,2023-03-17,12.4,12.41,12.27,12.27,83965,
920273.BJ,一致魔芋,2023-03-20,12.31,12.31,12.13,12.2,84715,
920273.BJ,一致魔芋,2023-03-21,12.24,12.54,12.16,12.52,159496,
920273.BJ,一致魔芋,2023-03-22,12.44,12.72,12.36,12.45,165415,
920273.BJ,一致魔芋,2023-03-23,12.44,12.62,12.36,12.59,125273,
920273.BJ,一致魔芋,2023-03-24,12.47,12.49,12.21,12.32,197366,
920273.BJ,一致魔芋,2023-03-27,12.39,12.39,12.24,12.34,37763,
920273.BJ,一致魔芋,2023-03-28,12.38,12.44,12.3,12.32,75672,
920273.BJ,一致魔芋,2023-03-29,12.26,12.32,12.18,12.26,62094,
920273.BJ,一致魔芋,2023-03-30,12.19,12.36,12.14,12.29,88170,
920273.BJ,一致魔芋,2023-03-31,12.16,12.3,12.16,12.18,19486,
920273.BJ,一致魔芋,2023-04-03,12.14,12.29,12.14,12.27,28056,
920273.BJ,一致魔芋,2023-04-04,12.22,12.3,12.16,12.27,39753,
920273.BJ,一致魔芋,2023-04-06,12.08,12.28,12.08,12.24,31440,
920273.BJ,一致魔芋,2023-04-07,12.24,12.34,12.16,12.32,64920,
920273.BJ,一致魔芋,2023-04-10,12.33,12.4,12.16,12.16,119724,
920273.BJ,一致魔芋,2023-04-11,12.16,12.16,12.11,12.16,135783,
920273.BJ,一致魔芋,2023-04-12,12.2,12.2,11.92,12.14,185148,
920273.BJ,一致魔芋,2023-04-13,12.05,12.19,12,12.1,46931,
920273.BJ,一致魔芋,2023-04-14,12.03,12.12,11.92,12.06,135243,
920273.BJ,一致魔芋,2023-04-17,12.04,12.06,11.95,12,42875,
920273.BJ,一致魔芋,2023-04-18,11.97,12.01,11.81,11.89,215353,
920273.BJ,一致魔芋,2023-04-19,11.91,11.92,11.7,11.74,123167,
920273.BJ,一致魔芋,2023-04-20,11.74,11.74,11.5,11.56,109001,
920273.BJ,一致魔芋,2023-04-21,11.51,11.64,11.28,11.46,157444,
920273.BJ,一致魔芋,2023-04-24,11.4,11.4,11.03,11.18,211174,
920273.BJ,一致魔芋,2023-04-25,11.14,11.2,11.03,11.11,125581,
920273.BJ,一致魔芋,2023-04-26,11.17,11.32,11.04,11.27,79833,
920273.BJ,一致魔芋,2023-04-27,10.91,10.93,9.98,10.09,1204440,
920273.BJ,一致魔芋,2023-04-28,10.07,10.2,9.96,10.07,327246,
920273.BJ,一致魔芋,2023-05-04,10.08,10.08,9.8,9.9,226357,
920273.BJ,一致魔芋,2023-05-05,9.91,10.18,9.85,10.15,390364,
920273.BJ,一致魔芋,2023-05-08,10.25,10.79,10.16,10.66,271711,
920273.BJ,一致魔芋,2023-05-09,10.77,10.9,9.8,10.38,260230,
920273.BJ,一致魔芋,2023-05-10,10.17,10.43,10.11,10.36,142512,
920273.BJ,一致魔芋,2023-05-11,10.23,10.39,10.21,10.37,59194,
920273.BJ,一致魔芋,2023-05-12,10.21,10.42,10.21,10.41,43771,
920273.BJ,一致魔芋,2023-05-15,10.38,10.46,10.21,10.38,42158,
920273.BJ,一致魔芋,2023-05-16,10.37,10.38,10.32,10.36,20379,
920273.BJ,一致魔芋,2023-05-17,10.38,10.38,10.21,10.32,70295,
920273.BJ,一致魔芋,2023-05-18,10.3,10.33,10,10.33,162731,
920273.BJ,一致魔芋,2023-05-19,10.29,10.33,10.02,10.24,113537,
