╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
301319.SZ,н╗лье╪,2022-09-29,50,65,50,54.85,8740887,
301319.SZ,н╗лье╪,2022-09-30,49.8,58.5,48,55.9,6908425,
301319.SZ,н╗лье╪,2022-10-10,53.98,57,49.6,51.23,5073515,
301319.SZ,н╗лье╪,2022-10-11,49,60,49,59.3,7214689,
301319.SZ,н╗лье╪,2022-10-12,56.8,62.28,54.58,61.09,6581960,
301319.SZ,н╗лье╪,2022-10-13,58.16,58.6,55.63,56.53,5166276,
301319.SZ,н╗лье╪,2022-10-14,55.63,59.9,54.65,58.76,5566598,
301319.SZ,н╗лье╪,2022-10-17,57.3,62.93,56.16,62,5557883,
301319.SZ,н╗лье╪,2022-10-18,60.93,62.8,57.8,58.45,4512657,
301319.SZ,н╗лье╪,2022-10-19,57.01,57.26,53.51,53.88,3884533,
301319.SZ,н╗лье╪,2022-10-20,52.06,54.3,52.06,52.81,2332960,
301319.SZ,н╗лье╪,2022-10-21,52.58,53.89,50.52,53.48,2502795,
301319.SZ,н╗лье╪,2022-10-24,52.8,53.96,50.82,50.91,2049574,
301319.SZ,н╗лье╪,2022-10-25,50.52,51.98,49.85,50.41,1819104,
301319.SZ,н╗лье╪,2022-10-26,50.68,53.02,50.68,52.05,2180376,
301319.SZ,н╗лье╪,2022-10-27,51.5,53.22,51.5,51.93,1814446,
301319.SZ,н╗лье╪,2022-10-28,50.49,50.49,46.88,47.1,2794433,
301319.SZ,н╗лье╪,2022-10-31,47,48.78,46.19,47.9,1563133,
301319.SZ,н╗лье╪,2022-11-01,47.95,48.78,47.5,48.5,1317454,
301319.SZ,н╗лье╪,2022-11-02,48.31,49.31,48.3,48.56,1632214,
301319.SZ,н╗лье╪,2022-11-03,48.68,51.47,48.6,50.5,2347972,
301319.SZ,н╗лье╪,2022-11-04,50.05,53.29,49.46,52.35,3161803,
301319.SZ,н╗лье╪,2022-11-07,55.99,62.82,55.06,62.82,3949224,
301319.SZ,н╗лье╪,2022-11-08,63.01,64.38,58.85,58.96,4312637,
301319.SZ,н╗лье╪,2022-11-09,59.94,61.94,59.06,60.02,2261092,
301319.SZ,н╗лье╪,2022-11-10,60.5,61.79,57.05,60.83,2478979,
301319.SZ,н╗лье╪,2022-11-11,62.2,63.41,56.3,58.3,2511214,
301319.SZ,н╗лье╪,2022-11-14,57.98,64.34,57.98,60.15,2689703,
301319.SZ,н╗лье╪,2022-11-15,60.1,65.43,59.6,62.5,3068552,
301319.SZ,н╗лье╪,2022-11-16,61.1,68.28,61.1,65.59,3279037,
301319.SZ,н╗лье╪,2022-11-17,65.3,66.7,63.05,65.45,2119516,
301319.SZ,н╗лье╪,2022-11-18,65,65.2,62.08,63.19,1637927,
301319.SZ,н╗лье╪,2022-11-21,63.36,63.94,60.1,61.42,1329026,
301319.SZ,н╗лье╪,2022-11-22,61.5,63.38,59.37,59.95,1716057,
301319.SZ,н╗лье╪,2022-11-23,59.98,60.8,56.66,59.8,1775887,
301319.SZ,н╗лье╪,2022-11-24,59.95,60.95,58.48,58.6,1161638,
301319.SZ,н╗лье╪,2022-11-25,58.87,59.19,56.7,57.4,937485,
301319.SZ,н╗лье╪,2022-11-28,57.17,57.98,55.36,57.1,885434,
301319.SZ,н╗лье╪,2022-11-29,57.1,58.89,56.34,57.23,1459704,
301319.SZ,н╗лье╪,2022-11-30,57.23,60.44,55.58,59.38,2407401,
301319.SZ,н╗лье╪,2022-12-01,59.8,61.83,58.8,61.22,1949081,
301319.SZ,н╗лье╪,2022-12-02,60.76,64.36,60.23,62.63,2062897,
301319.SZ,н╗лье╪,2022-12-05,62.63,63.45,60.2,60.88,1352612,
301319.SZ,н╗лье╪,2022-12-06,60.66,61.58,59.8,60.74,745207,
301319.SZ,н╗лье╪,2022-12-07,61.14,62.96,58.59,60,1103044,
301319.SZ,н╗лье╪,2022-12-08,60.19,62.43,59.3,61.87,1002436,
301319.SZ,н╗лье╪,2022-12-09,61.81,63.63,59.77,61.05,1158200,
301319.SZ,н╗лье╪,2022-12-12,61.13,62.85,60.35,62.5,870967,
301319.SZ,н╗лье╪,2022-12-13,61.98,63.5,60.07,60.28,699024,
301319.SZ,н╗лье╪,2022-12-14,60.28,62.5,58.15,58.44,886534,
301319.SZ,н╗лье╪,2022-12-15,58.01,59.26,57.66,58.8,427334,
301319.SZ,н╗лье╪,2022-12-16,58.6,58.6,55.5,55.61,602246,
301319.SZ,н╗лье╪,2022-12-19,55.61,56.99,54.67,55.92,477400,
301319.SZ,н╗лье╪,2022-12-20,56.1,57.77,55.4,57.15,452502,
301319.SZ,н╗лье╪,2022-12-21,56.86,58.6,55,55.86,542670,
301319.SZ,н╗лье╪,2022-12-22,55.87,56.14,52.88,53.85,637924,
301319.SZ,н╗лье╪,2022-12-23,53.03,53.8,51.56,53,660871,
301319.SZ,н╗лье╪,2022-12-26,52.74,56.18,52.22,55.58,668227,
301319.SZ,н╗лье╪,2022-12-27,56.3,60.79,55.63,59.59,1200464,
301319.SZ,н╗лье╪,2022-12-28,59.6,61.2,57.76,57.92,755571,
301319.SZ,н╗лье╪,2022-12-29,58.2,59.55,57.3,57.76,432573,
301319.SZ,н╗лье╪,2022-12-30,58,59.53,57.51,58.15,541590,
301319.SZ,н╗лье╪,2023-01-03,57.51,64.3,57.51,63.28,1279462,
301319.SZ,н╗лье╪,2023-01-04,64,65.62,61.88,65.08,1351494,
301319.SZ,н╗лье╪,2023-01-05,65.2,65.61,63.66,63.76,578678,
301319.SZ,н╗лье╪,2023-01-06,63.79,67.47,63.5,66.8,1332561,
301319.SZ,н╗лье╪,2023-01-09,67.2,68.48,64.22,65.42,1602708,
301319.SZ,н╗лье╪,2023-01-10,64.9,66.06,64.12,64.28,683402,
