����,���,����,���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),
300254.SZ,ǪԴҽҩ,2015-04-28,41.1341,41.8399,38.3618,38.7198,3997788,
300254.SZ,ǪԴҽҩ,2015-04-29,38.8324,40.8067,38.6789,40.4077,2812793,
300254.SZ,ǪԴҽҩ,2015-04-30,40.5612,40.776,39.1086,39.2927,3698429,
300254.SZ,ǪԴҽҩ,2015-05-04,39.5894,39.5894,37.0217,38.2595,3630413,
300254.SZ,ǪԴҽҩ,2015-05-05,37.9117,38.2083,36.1624,36.8171,3584296,
300254.SZ,ǪԴҽҩ,2015-05-06,36.8171,37.7787,36.5,36.8069,3003129,
300254.SZ,ǪԴҽҩ,2015-05-07,36.9296,37.7275,36.0908,36.2647,2479707,
300254.SZ,ǪԴҽҩ,2015-05-08,36.8171,39.1802,36.7455,39.0574,4889586,
300254.SZ,ǪԴҽҩ,2015-05-11,39.2825,41.7785,38.2186,41.175,5302888,
300254.SZ,ǪԴҽҩ,2015-05-12,41.1238,42.5049,39.9781,42.0036,7274083,
300254.SZ,ǪԴҽҩ,2015-05-13,41.1034,46.2081,40.909,46.2081,11507383,
300254.SZ,ǪԴҽҩ,2015-05-14,46.4433,47.6505,44.5815,45.8398,7856949,
300254.SZ,ǪԴҽҩ,2015-05-15,45.85,50.4227,44.3769,50.4227,9747031,
300254.SZ,ǪԴҽҩ,2015-05-18,50.0238,55.241,49.6146,53.6656,6436687,
300254.SZ,ǪԴҽҩ,2015-05-19,52.6733,54.4021,49.1031,52.7449,4126033,
300254.SZ,ǪԴҽҩ,2015-05-20,52.2027,56.8777,51.7424,55.241,4140816,
300254.SZ,ǪԴҽҩ,2015-05-21,53.3996,55.241,52.172,54.3203,6625979,
300254.SZ,ǪԴҽҩ,2015-05-22,56.0082,59.7523,55.3944,59.6909,9693734,
300254.SZ,ǪԴҽҩ,2015-05-25,58.2076,65.3583,56.1412,62.4018,5095323,
300254.SZ,ǪԴҽҩ,2015-05-26,62.4018,64.1307,61.031,63.1179,2986597,
300254.SZ,ǪԴҽҩ,2015-05-27,63.0156,63.0156,59.9569,60.5093,3163274,
300254.SZ,ǪԴҽҩ,2015-05-28,60.2127,60.2127,54.4635,54.4635,5228592,
300254.SZ,ǪԴҽҩ,2015-05-29,54.5249,54.5863,49.0212,53.9213,7339078,
300254.SZ,ǪԴҽҩ,2015-06-01,54.1157,59.3124,54.1157,59.3124,9501940,
300254.SZ,ǪԴҽҩ,2015-06-02,60.4786,65.2457,60.4786,63.2816,6217320,
300254.SZ,ǪԴҽҩ,2015-06-03,64.1921,67.0053,60.9697,66.0334,5240207,
300254.SZ,ǪԴҽҩ,2015-06-04,69.1535,70.5345,60.3559,66.4938,6590819,
300254.SZ,ǪԴҽҩ,2015-06-05,68.4272,69.5627,64.4478,67.2917,5620927,
300254.SZ,ǪԴҽҩ,2015-06-08,68.1101,68.3351,62.4018,66.4938,3524741,
300254.SZ,ǪԴҽҩ,2015-06-09,64.4478,68.018,63.9465,65.9823,2051621,
300254.SZ,ǪԴҽҩ,2015-06-10,64.7035,70.5857,64.4478,68.9796,4460458,
300254.SZ,ǪԴҽҩ,2015-06-11,68.4272,75.3528,67.6293,73.6444,2891252,
300254.SZ,ǪԴҽҩ,2015-06-12,74.6674,76.0075,71.6087,74.2173,1381505,
300254.SZ,ǪԴҽҩ,2015-06-15,76.061,80.4861,68.8335,76.0487,2399359,
300254.SZ,ǪԴҽҩ,2015-06-16,77.4254,77.4377,70.0627,72.0539,2547464,
300254.SZ,ǪԴҽҩ,2015-06-17,71.2919,71.9925,64.851,68.4033,3978948,
300254.SZ,ǪԴҽҩ,2015-06-18,68.9933,69.6939,62.0731,62.577,2940764,
300254.SZ,ǪԴҽҩ,2015-06-19,58.951,62.995,56.6893,57.5252,3028627,
300254.SZ,ǪԴҽҩ,2015-06-23,57.1564,58.3856,51.7726,57.8816,5971825,
300254.SZ,ǪԴҽҩ,2015-06-24,57.4022,59.8237,53.5426,55.7674,5945819,
300254.SZ,ǪԴҽҩ,2015-06-25,55.1037,55.5216,50.187,50.4697,4961308,
300254.SZ,ǪԴҽҩ,2015-06-26,46.7085,47.9868,45.4178,45.4178,4204307,
300254.SZ,ǪԴҽҩ,2015-06-29,44.9876,45.4178,40.8822,40.8822,5193527,
300254.SZ,ǪԴҽҩ,2015-06-30,37.1947,43.2668,36.7891,42.222,7977886,
300254.SZ,ǪԴҽҩ,2015-07-01,41.3001,44.1272,38.0059,38.0059,7099992,
300254.SZ,ǪԴҽҩ,2015-07-02,35.1543,37.4405,34.2078,34.2078,5078944,
300254.SZ,ǪԴҽҩ,2015-07-03,32.0813,35.8918,30.7907,30.9628,8390566,
300254.SZ,ǪԴҽҩ,2015-07-06,34.0603,34.0603,27.8653,27.8653,7466909,
300254.SZ,ǪԴҽҩ,2015-07-07,25.4561,26.0584,25.0751,25.0751,4287677,
300254.SZ,ǪԴҽҩ,2015-07-08,22.5676,24.4482,22.5676,23.5755,18559547,
300254.SZ,ǪԴҽҩ,2015-07-09,22.1251,25.9355,22.1251,25.9355,8169967,
300254.SZ,ǪԴҽҩ,2015-07-10,28.4799,28.529,27.2261,28.529,3781217,
300254.SZ,ǪԴҽҩ,2015-07-13,31.3807,31.3807,31.3807,31.3807,549173,
300254.SZ,ǪԴҽҩ,2015-07-14,34.5151,34.5151,34.5151,34.5151,401627,
300254.SZ,ǪԴҽҩ,2015-07-15,36.8751,36.8751,31.0611,31.0611,11636915,
300254.SZ,ǪԴҽҩ,2015-07-16,28.148,33.3597,28.1111,32.3886,10017138,
300254.SZ,ǪԴҽҩ,2015-07-17,32.3886,35.6336,31.9707,35.6336,8084439,
300254.SZ,ǪԴҽҩ,2015-07-20,36.1007,39.1982,35.0436,39.1982,10744474,
300254.SZ,ǪԴҽҩ,2015-07-21,37.9814,40.4397,37.293,38.2641,9701556,
300254.SZ,ǪԴҽҩ,2015-07-22,37.9568,38.7189,36.2605,37.6741,8301552,
300254.SZ,ǪԴҽҩ,2015-07-23,38.2026,41.3616,37.797,40.7839,9173950,
300254.SZ,ǪԴҽҩ,2015-07-24,41.7918,44.8647,41.5582,42.7751,15144309,
300254.SZ,ǪԴҽҩ,2015-07-27,40.5626,44.2624,38.4976,38.4976,9683994,
300254.SZ,ǪԴҽҩ,2015-07-28,35.0313,38.9401,34.6503,34.6503,11125248,
300254.SZ,ǪԴҽҩ,2015-07-29,35.6459,38.0551,31.5651,37.6126,8900059,
300254.SZ,ǪԴҽҩ,2015-07-30,36.8751,37.7847,34.048,34.2938,7497104,
300254.SZ,ǪԴҽҩ,2015-07-31,33.1876,34.7363,31.4668,32.4501,5945900,
300254.SZ,ǪԴҽҩ,2015-08-03,31.4299,31.8109,29.2051,29.2051,4308271,
300254.SZ,ǪԴҽҩ,2015-08-04,29.2297,32.1305,29.2297,32.1305,6534815,
300254.SZ,ǪԴҽҩ,2015-08-05,32.8188,33.8145,31.2332,32.3272,8610358,
300254.SZ,ǪԴҽҩ,2015-08-06,31.0857,32.6836,30.4834,31.8478,4370350,
300254.SZ,ǪԴҽҩ,2015-08-07,32.7451,33.9988,32.1059,33.6793,7313363,
300254.SZ,ǪԴҽҩ,2015-08-10,34.1709,37.0472,33.7776,37.0472,7152639,
300254.SZ,ǪԴҽҩ,2015-08-11,37.3791,38.092,36.4572,36.9366,8219075,
300254.SZ,ǪԴҽҩ,2015-08-12,36.0147,38.0674,35.6828,36.2605,6898040,
300254.SZ,ǪԴҽҩ,2015-08-13,35.4001,39.0876,35.1297,38.5468,7200937,
300254.SZ,ǪԴҽҩ,2015-08-14,38.473,39.7022,37.6741,38.0428,7249166,
300254.SZ,ǪԴҽҩ,2015-08-17,37.4282,37.9814,35.7688,37.7232,6001372,
300254.SZ,ǪԴҽҩ,2015-08-18,37.3668,38.8418,33.9497,33.9497,7315112,
300254.SZ,ǪԴҽҩ,2015-08-19,31.9338,35.7811,30.6186,34.4168,7038195,
300254.SZ,ǪԴҽҩ,2015-08-20,37.8584,37.8584,36.912,37.8584,13789369,
300254.SZ,ǪԴҽҩ,2015-08-21,34.4168,36.0638,34.0726,34.0726,11562445,
300254.SZ,ǪԴҽҩ,2015-08-24,31.3561,32.3149,30.6678,30.6678,2232400,
300254.SZ,ǪԴҽҩ,2015-08-25,27.6072,28.8363,27.6072,27.6072,4471866,
300254.SZ,ǪԴҽҩ,2015-08-26,26.5255,28.5659,24.8415,24.8415,8405635,
300254.SZ,ǪԴҽҩ,2015-08-27,25.198,26.1813,22.3955,25.2594,6709838,
300254.SZ,ǪԴҽҩ,2015-08-28,25.7634,27.7792,24.8661,27.7055,6686226,
300254.SZ,ǪԴҽҩ,2015-08-31,27.5334,27.5334,24.9399,24.9399,5755145,
300254.SZ,ǪԴҽҩ,2015-09-01,25.0013,25.0751,22.4446,22.4446,4681534,
300254.SZ,ǪԴҽҩ,2015-09-02,20.6501,23.6738,20.6132,20.8713,5772856,
300254.SZ,ǪԴҽҩ,2015-09-07,21.6211,22.5184,21.1417,21.8546,4573862,
300254.SZ,ǪԴҽҩ,2015-09-08,21.4244,24.0426,21.2032,24.0426,5710380,
300254.SZ,ǪԴҽҩ,2015-09-09,24.903,26.4517,24.4728,26.4517,11078844,
300254.SZ,ǪԴҽҩ,2015-09-10,25.8003,27.3859,25.3209,26.1444,8078718,
300254.SZ,ǪԴҽҩ,2015-09-11,25.9478,27.3122,25.9232,26.7959,5203923,
300254.SZ,ǪԴҽҩ,2015-09-14,26.8328,27.2753,24.1163,24.1163,4638581,
300254.SZ,ǪԴҽҩ,2015-09-15,22.8626,23.5878,21.7071,21.8669,5535042,
300254.SZ,ǪԴҽҩ,2015-09-16,22.1988,24.0549,21.9284,24.0549,5410249,
300254.SZ,ǪԴҽҩ,2015-09-17,24.2638,26.0215,23.5509,23.8459,6853384,
300254.SZ,ǪԴҽҩ,2015-09-18,24.4359,25.4438,23.9442,25.3209,5624553,
300254.SZ,ǪԴҽҩ,2015-09-21,24.6203,27.853,24.3376,27.853,5234731,
300254.SZ,ǪԴҽҩ,2015-09-22,30.6432,30.6432,30.6432,30.6432,1215641,
300254.SZ,ǪԴҽҩ,2015-09-23,31.9584,33.7038,30.9505,32.278,17590706,
300254.SZ,ǪԴҽҩ,2015-09-24,31.9584,33.5318,31.479,32.2043,12075193,
300254.SZ,ǪԴҽҩ,2015-09-25,31.7249,33.1876,30.6801,32.9418,15204792,
300254.SZ,ǪԴҽҩ,2015-09-28,33.8636,36.1376,30.422,35.142,15168361,
300254.SZ,ǪԴҽҩ,2015-09-29,33.5563,36.1007,33.4826,33.5809,12095785,
300254.SZ,ǪԴҽҩ,2015-09-30,33.5563,33.9251,31.3561,31.602,8565692,
300254.SZ,ǪԴҽҩ,2015-10-08,33.5072,34.3676,32.573,33.3105,10142480,
300254.SZ,ǪԴҽҩ,2015-10-09,33.5195,34.9453,32.3272,34.1709,9578969,
300254.SZ,ǪԴҽҩ,2015-10-12,34.5274,36.703,33.8145,36.0147,10537454,
300254.SZ,ǪԴҽҩ,2015-10-13,35.0805,37.4651,34.9084,36.6293,9553280,
300254.SZ,ǪԴҽҩ,2015-10-14,36.1499,36.998,34.9207,35.2403,7759702,
300254.SZ,ǪԴҽҩ,2015-10-15,34.7855,36.4449,34.5397,36.1745,8059200,
300254.SZ,ǪԴҽҩ,2015-10-16,36.1499,36.5801,34.4168,35.9655,9655326,
300254.SZ,ǪԴҽҩ,2015-10-19,36.5186,38.473,34.7609,37.502,15020371,
300254.SZ,ǪԴҽҩ,2015-10-20,36.912,37.7478,35.8057,37.0841,9831334,
300254.SZ,ǪԴҽҩ,2015-10-21,36.8751,40.7962,36.3834,37.3791,20369236,
300254.SZ,ǪԴҽҩ,2015-10-22,37.5143,41.1157,37.5143,41.1157,18729317,
300254.SZ,ǪԴҽҩ,2015-10-23,45.2335,45.2335,45.2335,45.2335,3220569,
300254.SZ,ǪԴҽҩ,2015-10-26,47.2985,47.2985,41.9393,42.2957,26208523,
300254.SZ,ǪԴҽҩ,2015-10-27,41.3124,46.5241,39.8251,46.5241,19931946,
300254.SZ,ǪԴҽҩ,2015-10-28,46.4258,49.0439,45.1228,45.6022,21884925,
300254.SZ,ǪԴҽҩ,2015-10-29,45.3195,47.5443,43.6355,45.6391,12873752,
300254.SZ,ǪԴҽҩ,2015-10-30,46.3397,47.7287,44.6189,44.6926,14039582,
300254.SZ,ǪԴҽҩ,2015-11-02,40.5626,43.0087,40.2184,40.2184,11667532,
300254.SZ,ǪԴҽҩ,2015-11-03,40.0587,40.5503,37.502,38.6451,8813409,
300254.SZ,ǪԴҽҩ,2015-11-04,38.6574,41.6197,38.6451,41.3862,10561790,
300254.SZ,ǪԴҽҩ,2015-11-05,41.5459,43.992,40.6855,43.021,12476171,
300254.SZ,ǪԴҽҩ,2015-11-06,42.898,43.8445,42.4432,43.1316,8404993,
300254.SZ,ǪԴҽҩ,2015-11-09,41.9147,45.086,39.3334,43.7585,9764570,
300254.SZ,ǪԴҽҩ,2015-11-10,43.1439,44.8647,42.6768,43.8814,8767836,
300254.SZ,ǪԴҽҩ,2015-11-11,43.402,47.323,43.1193,46.0816,13842777,
300254.SZ,ǪԴҽҩ,2015-11-12,46.4626,46.7453,44.2501,45.1351,11260530,
300254.SZ,ǪԴҽҩ,2015-11-13,43.8691,44.4837,41.0543,41.7918,10064322,
300254.SZ,ǪԴҽҩ,2015-11-16,40.3168,44.1272,40.0464,43.8691,6622778,
300254.SZ,ǪԴҽҩ,2015-11-17,43.8814,45.0737,41.6074,41.7795,12345106,
300254.SZ,ǪԴҽҩ,2015-11-18,41.5337,42.2712,40.0832,40.3168,5887027,
300254.SZ,ǪԴҽҩ,2015-11-19,40.3291,42.9841,40.3291,42.4064,7027210,
300254.SZ,ǪԴҽҩ,2015-11-20,42.3449,44.0657,42.0745,43.3405,8632496,
300254.SZ,ǪԴҽҩ,2015-11-23,43.021,44.3239,40.6855,41.2387,7342454,
300254.SZ,ǪԴҽҩ,2015-11-24,40.833,42.898,40.6118,42.7014,5138212,
300254.SZ,ǪԴҽҩ,2015-11-25,42.7137,45.2212,42.4555,44.4222,10719875,
300254.SZ,ǪԴҽҩ,2015-11-26,44.496,45.8235,43.2668,44.2501,9760792,
300254.SZ,ǪԴҽҩ,2015-11-27,44.287,44.287,39.8251,39.8251,8835213,
300254.SZ,ǪԴҽҩ,2015-11-30,39.3211,40.0709,36.3834,38.7311,7423735,
300254.SZ,ǪԴҽҩ,2015-12-01,39.1859,40.5626,37.7355,38.7803,5515056,
300254.SZ,ǪԴҽҩ,2015-12-02,38.2518,38.8418,36.2728,37.3299,4772538,
300254.SZ,ǪԴҽҩ,2015-12-03,37.5511,38.7434,37.3791,38.7189,3936478,
300254.SZ,ǪԴҽҩ,2015-12-04,38.7066,40.1939,38.4116,39.2597,6135792,
300254.SZ,ǪԴҽҩ,2015-12-07,38.8418,40.2184,38.8418,39.7636,4488576,
300254.SZ,ǪԴҽҩ,2015-12-08,39.567,39.8989,37.883,38.1411,3879090,
300254.SZ,ǪԴҽҩ,2015-12-09,37.7355,38.7066,37.7355,38.0797,2914050,
300254.SZ,ǪԴҽҩ,2015-12-10,38.1043,39.4564,37.9936,38.0059,5596858,
300254.SZ,ǪԴҽҩ,2015-12-11,37.7109,38.3378,36.8751,36.9734,3762223,
300254.SZ,ǪԴҽҩ,2015-12-14,36.3834,37.9322,35.9163,37.8953,2932778,
300254.SZ,ǪԴҽҩ,2015-12-15,37.9814,39.0876,37.8707,38.1534,3608987,
300254.SZ,ǪԴҽҩ,2015-12-16,38.2272,38.7311,37.8584,38.178,3578856,
300254.SZ,ǪԴҽҩ,2015-12-17,38.2886,39.7145,38.1043,39.5424,5986427,
300254.SZ,ǪԴҽҩ,2015-12-18,39.3334,42.1605,39.0876,40.6855,9635223,
300254.SZ,ǪԴҽҩ,2015-12-21,41.423,42.5293,40.5626,41.7795,9728157,
300254.SZ,ǪԴҽҩ,2015-12-22,41.4722,41.7918,40.4274,41.4476,6234307,
300254.SZ,ǪԴҽҩ,2015-12-23,41.1649,41.7795,39.7022,39.8251,5205728,
300254.SZ,ǪԴҽҩ,2015-12-24,38.7189,39.948,38.1657,39.272,3762231,
300254.SZ,ǪԴҽҩ,2015-12-25,39.0876,40.7347,39.0876,40.0832,4252231,
300254.SZ,ǪԴҽҩ,2015-12-28,40.5626,41.632,39.8251,39.9603,7904412,
300254.SZ,ǪԴҽҩ,2015-12-29,40.0095,40.3168,38.6574,39.7759,3828921,
300254.SZ,ǪԴҽҩ,2015-12-30,40.6118,43.7585,40.5626,43.7585,6513158,
300254.SZ,ǪԴҽҩ,2015-12-31,44.6557,45.1966,42.603,43.2914,13429117,
300254.SZ,ǪԴҽҩ,2016-01-04,42.8366,42.898,38.9647,38.9647,6257661,
300254.SZ,ǪԴҽҩ,2016-01-05,35.523,38.1043,35.0682,35.5107,6592582,
300254.SZ,ǪԴҽҩ,2016-01-06,36.2605,36.4326,34.1463,36.1868,5736158,
300254.SZ,ǪԴҽҩ,2016-01-07,35.0436,35.4616,32.573,32.573,1275201,
300254.SZ,ǪԴҽҩ,2016-01-08,32.8803,33.372,29.5124,31.7372,5803251,
300254.SZ,ǪԴҽҩ,2016-01-11,30.7293,31.3684,28.5659,28.5659,4801550,
300254.SZ,ǪԴҽҩ,2016-01-12,28.0251,29.6967,27.0417,28.8855,4995345,
300254.SZ,ǪԴҽҩ,2016-01-13,29.4017,29.8074,26.6976,26.7099,4285380,
300254.SZ,ǪԴҽҩ,2016-01-14,25.3209,28.824,25.3209,28.4553,4752611,
300254.SZ,ǪԴҽҩ,2016-01-15,28.5167,29.3034,27.0417,27.3736,4401388,
300254.SZ,ǪԴҽҩ,2016-01-18,26.9188,28.8855,26.6976,28.234,4115875,
300254.SZ,ǪԴҽҩ,2016-01-19,28.2586,29.7213,27.9022,29.5861,4371766,
300254.SZ,ǪԴҽҩ,2016-01-20,29.4878,30.0286,28.5167,28.7626,4599110,
300254.SZ,ǪԴҽҩ,2016-01-21,28.2463,29.709,27.4597,27.4597,4628548,
300254.SZ,ǪԴҽҩ,2016-01-22,27.7547,28.2095,26.6238,28.0251,3716569,
300254.SZ,ǪԴҽҩ,2016-01-25,28.4553,29.1313,28.3324,28.947,3906337,
300254.SZ,ǪԴҽҩ,2016-01-26,28.3201,30.1147,26.6607,26.8082,4979301,
300254.SZ,ǪԴҽҩ,2016-01-27,26.8451,28.148,24.8047,26.4886,4256490,
300254.SZ,ǪԴҽҩ,2016-01-28,25.8372,26.5255,24.903,24.9276,2944769,
300254.SZ,ǪԴҽҩ,2016-01-29,25.0136,26.6607,24.5834,26.378,2978112,
300254.SZ,ǪԴҽҩ,2016-02-01,25.8126,26.1322,25.198,25.5667,3220547,
300254.SZ,ǪԴҽҩ,2016-02-02,25.5667,27.7178,25.5667,27.2138,3507987,
300254.SZ,ǪԴҽҩ,2016-02-03,26.7222,27.644,26.4272,27.4228,2791278,
300254.SZ,ǪԴҽҩ,2016-02-04,27.7792,28.6151,27.3122,28.0251,3171351,
300254.SZ,ǪԴҽҩ,2016-02-05,28.2832,28.5413,27.2138,27.2876,1993526,
300254.SZ,ǪԴҽҩ,2016-02-15,26.3165,28.1234,26.2059,27.3736,2203439,
300254.SZ,ǪԴҽҩ,2016-02-16,27.8653,29.1067,27.3122,28.8732,3009755,
300254.SZ,ǪԴҽҩ,2016-02-17,28.7626,29.8197,28.4061,29.5738,4184399,
300254.SZ,ǪԴҽҩ,2016-02-18,29.6599,30.0163,28.7011,28.9715,4424297,
300254.SZ,ǪԴҽҩ,2016-02-19,28.529,29.4755,28.529,29.2297,4714072,
300254.SZ,ǪԴҽҩ,2016-02-22,30.0286,30.1884,29.1436,29.6353,4615317,
300254.SZ,ǪԴҽҩ,2016-02-23,29.6353,31.4668,29.0207,31.3438,9366851,
300254.SZ,ǪԴҽҩ,2016-02-24,31.3561,31.5651,29.8934,30.3359,8008565,
300254.SZ,ǪԴҽҩ,2016-02-25,30.004,30.2376,27.2999,27.2999,4944168,
300254.SZ,ǪԴҽҩ,2016-02-26,26.8697,27.7792,25.9478,27.2876,3924638,
