іъ¬л,Љт≥∆,»’∆Џ,њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),
603116.SH,Їмтят—,2018-02-08,14.1082,14.393,14.037,14.3625,1132906,
603116.SH,Їмтят—,2018-02-09,13.9353,14.1387,13.8437,14.037,1306367,
603116.SH,Їмтят—,2018-02-12,14.1997,14.3828,14.098,14.3625,900093,
603116.SH,Їмтят—,2018-02-13,14.3727,14.4642,14.3015,14.3116,738200,
603116.SH,Їмтят—,2018-02-14,14.3625,14.393,14.2811,14.3421,639966,
603116.SH,Їмтят—,2018-02-22,14.4337,14.5863,14.3828,14.5252,755947,
603116.SH,Їмтят—,2018-02-23,14.5252,14.5761,14.4744,14.5557,591300,
603116.SH,Їмтят—,2018-02-26,14.6066,14.7897,14.5761,14.7388,1277921,
603116.SH,Їмтят—,2018-02-27,14.688,14.7592,14.6168,14.6575,1024901,
603116.SH,Їмтят—,2018-02-28,14.5456,14.6371,14.393,14.6168,927720,
603116.SH,Їмтят—,2018-03-01,14.5151,14.7897,14.4642,14.7592,1009500,
603116.SH,Їмтят—,2018-03-02,14.6371,14.749,14.6066,14.6778,782600,
603116.SH,Їмтят—,2018-03-05,14.6778,14.6981,14.5151,14.6575,783009,
603116.SH,Їмтят—,2018-03-06,14.6778,14.8202,14.6778,14.7999,1299503,
603116.SH,Їмтят—,2018-03-07,14.7897,14.8304,14.5964,14.6269,1279215,
603116.SH,Їмтят—,2018-03-08,14.5252,14.7795,14.5252,14.7388,942027,
603116.SH,Їмтят—,2018-03-09,14.7592,15.0135,14.7287,14.9728,1727800,
603116.SH,Їмтят—,2018-03-12,14.9626,15.105,14.9118,15.0745,1235393,
603116.SH,Їмтят—,2018-03-13,15.0236,15.1254,14.9118,14.9321,1158200,
603116.SH,Їмтят—,2018-03-14,14.9219,15.0033,14.8609,14.8812,875237,
603116.SH,Їмтят—,2018-03-15,14.8711,14.9219,14.6778,14.7795,1019228,
603116.SH,Їмтят—,2018-03-16,14.7083,14.9219,14.7083,14.7795,992256,
603116.SH,Їмтят—,2018-03-19,14.7897,14.9728,14.454,14.7999,822992,
603116.SH,Їмтят—,2018-03-20,14.6778,14.9016,14.5863,14.8202,1124500,
603116.SH,Їмтят—,2018-03-21,14.81,15.0542,14.7592,14.8304,1270959,
603116.SH,Їмтят—,2018-03-22,14.8507,15.0236,14.749,14.9931,1135659,
603116.SH,Їмтят—,2018-03-23,14.749,14.749,13.9353,14.0675,2241632,
603116.SH,Їмтят—,2018-03-26,13.742,14.3116,13.742,14.2303,1275765,
603116.SH,Їмтят—,2018-03-27,14.3421,14.5354,14.2811,14.4439,1006667,
603116.SH,Їмтят—,2018-03-28,14.3727,14.5659,14.2506,14.4439,804865,
603116.SH,Їмтят—,2018-03-29,14.4744,14.6676,14.4439,14.6269,675877,
603116.SH,Їмтят—,2018-03-30,14.6981,14.8304,14.6269,14.749,976400,
603116.SH,Їмтят—,2018-04-02,14.749,14.8406,14.6676,14.7388,925587,
603116.SH,Їмтят—,2018-04-03,14.5456,14.6676,14.4642,14.6371,821191,
603116.SH,Їмтят—,2018-04-04,14.6575,14.8711,14.6168,14.6371,1102400,
603116.SH,Їмтят—,2018-04-09,14.4439,14.5964,14.3625,14.5456,939600,
603116.SH,Їмтят—,2018-04-10,14.6269,14.7388,14.5354,14.6981,895300,
603116.SH,Їмтят—,2018-04-11,14.749,14.8609,14.7287,14.8304,1001000,
603116.SH,Їмтят—,2018-04-12,14.8304,14.9321,14.7185,14.8406,1042098,
603116.SH,Їмтят—,2018-04-13,14.8304,14.8914,14.5761,14.6066,1187600,
603116.SH,Їмтят—,2018-04-16,14.4744,14.6371,14.332,14.3523,1025600,
603116.SH,Їмтят—,2018-04-17,14.4947,14.6371,14.332,14.4845,1338700,
603116.SH,Їмтят—,2018-04-18,14.6066,14.688,14.2709,14.5049,1329600,
603116.SH,Їмтят—,2018-04-19,14.5761,14.6066,14.454,14.5252,901936,
603116.SH,Їмтят—,2018-04-20,14.5456,14.5659,14.2201,14.2811,1159800,
603116.SH,Їмтят—,2018-04-23,14.2404,14.3421,14.1082,14.1692,758200,
603116.SH,Їмтят—,2018-04-24,14.098,14.4947,14.0878,14.4642,860601,
603116.SH,Їмтят—,2018-04-25,14.3625,14.688,14.3523,14.5863,1252642,
603116.SH,Їмтят—,2018-04-26,14.9524,15.1355,14.5964,14.6371,3247700,
603116.SH,Їмтят—,2018-04-27,14.5964,14.9321,14.5964,14.8507,1738536,
603116.SH,Їмтят—,2018-05-02,14.6676,14.8609,14.5557,14.6778,1177800,
603116.SH,Їмтят—,2018-05-03,14.6473,14.7897,14.4133,14.7083,1418100,
603116.SH,Їмтят—,2018-05-04,14.7083,14.9321,14.6371,14.8202,1650200,
603116.SH,Їмтят—,2018-05-07,14.9016,15.044,14.8202,14.9626,1728900,
603116.SH,Їмтят—,2018-05-08,14.9626,15.0236,14.8914,14.9728,1493700,
603116.SH,Їмтят—,2018-05-09,14.9728,15.3186,14.9118,15.166,2689000,
603116.SH,Їмтят—,2018-05-10,15.1966,15.2474,15.0847,15.2169,1732128,
603116.SH,Їмтят—,2018-05-11,15.1966,15.2373,14.9626,14.9728,1376000,
603116.SH,Їмтят—,2018-05-14,14.9423,15.0542,14.8812,14.9321,956077,
603116.SH,Їмтят—,2018-05-15,14.9321,15.2271,14.9321,15.2067,1671853,
603116.SH,Їмтят—,2018-05-16,15.2271,15.5831,15.1457,15.3898,3250349,
603116.SH,Їмтят—,2018-05-17,15.339,15.8679,15.3288,15.695,5859019,
603116.SH,Їмтят—,2018-05-18,15.6238,15.695,15.4712,15.5933,2284143,
603116.SH,Їмтят—,2018-05-21,15.6645,15.7662,15.5526,15.7357,1947926,
603116.SH,Їмтят—,2018-05-22,15.6746,15.7357,15.4407,15.5322,2314732,
603116.SH,Їмтят—,2018-05-23,15.461,15.5627,15.3695,15.4203,1363701,
603116.SH,Їмтят—,2018-05-24,15.4203,15.4509,15.2169,15.2678,1569245,
603116.SH,Їмтят—,2018-05-25,15.339,15.4102,15.1864,15.2678,1366000,
603116.SH,Їмтят—,2018-05-28,15.2678,15.3491,15.1457,15.1559,1482500,
603116.SH,Їмтят—,2018-05-29,15.1559,15.4305,15.0948,15.3288,2023157,
603116.SH,Їмтят—,2018-05-30,15.166,15.166,14.5964,14.6168,2942937,
603116.SH,Їмтят—,2018-05-31,14.6981,15.5933,14.6473,15.4814,4518670,
603116.SH,Їмтят—,2018-06-01,15.3085,15.5933,15.0948,15.2779,2907671,
603116.SH,Їмтят—,2018-06-04,15.3593,15.4203,15.0948,15.2881,1535200,
603116.SH,Їмтят—,2018-06-05,15.339,15.5627,15.1864,15.5424,2297711,
603116.SH,Їмтят—,2018-06-06,15.4915,15.6339,15.3898,15.6034,1997632,
603116.SH,Їмтят—,2018-06-07,15.7052,15.7052,15.1355,15.1559,2248776,
603116.SH,Їмтят—,2018-06-08,15.1559,15.2271,14.8202,14.9626,1585600,
603116.SH,Їмтят—,2018-06-11,14.8711,15.105,14.6778,14.7694,1329853,
603116.SH,Їмтят—,2018-06-12,14.8406,14.9321,14.6778,14.9118,1137300,
603116.SH,Їмтят—,2018-06-13,14.8202,14.9321,14.4032,14.454,1465000,
603116.SH,Їмтят—,2018-06-14,14.393,14.5659,14.3523,14.393,1186665,
603116.SH,Їмтят—,2018-06-15,14.393,14.454,13.7827,14.0472,1812051,
603116.SH,Їмтят—,2018-06-19,13.8844,13.8844,12.8266,12.9791,2844893,
603116.SH,Їмтят—,2018-06-20,12.9283,13.2538,12.9181,13.1012,1092993,
603116.SH,Їмтят—,2018-06-21,13.0808,13.2538,12.9181,12.9384,1206900,
603116.SH,Їмтят—,2018-06-22,12.8978,13.1012,12.735,13.1012,1065773,
603116.SH,Їмтят—,2018-06-25,13.1927,13.2538,13.0605,13.091,731598,
603116.SH,Їмтят—,2018-06-26,13.0198,13.2232,12.735,13.1724,686800,
603116.SH,Їмтят—,2018-06-27,13.2232,13.4165,13.0707,13.1826,887774,
603116.SH,Їмтят—,2018-06-28,13.03,13.2436,12.9791,13.0198,648500,
603116.SH,Їмтят—,2018-06-29,13.0402,13.3657,13.0402,13.3453,748000,
603116.SH,Їмтят—,2018-07-02,13.3758,13.3962,13.0808,13.2029,1016000,
603116.SH,Їмтят—,2018-07-03,13.1419,13.4267,13.1419,13.4063,858600,
603116.SH,Їмтят—,2018-07-04,13.4165,13.4165,13.1622,13.2436,743900,
603116.SH,Їмтят—,2018-07-05,13.1927,13.3555,13.0808,13.1012,689500,
603116.SH,Їмтят—,2018-07-06,13.1317,13.2131,12.7757,13.1215,1136898,
603116.SH,Їмтят—,2018-07-09,13.1215,13.3046,13.0808,13.2843,680900,
603116.SH,Їмтят—,2018-07-10,13.386,13.8336,13.386,13.5996,2005600,
603116.SH,Їмтят—,2018-07-11,13.5793,13.5793,13.1317,13.3453,1183168,
603116.SH,Їмтят—,2018-07-12,13.2538,13.6301,13.2334,13.5996,1176320,
603116.SH,Їмтят—,2018-07-13,13.6098,13.7827,13.5284,13.7522,1097201,
603116.SH,Їмтят—,2018-07-16,13.8132,13.8336,13.6098,13.7013,1500401,
603116.SH,Їмтят—,2018-07-17,13.5693,13.716,13.4666,13.6426,1006600,
603116.SH,Їмтят—,2018-07-18,13.5986,13.5986,13.3786,13.4226,1673446,
603116.SH,Їмтят—,2018-07-19,13.3933,13.4519,13.0705,13.0999,1687920,
603116.SH,Їмтят—,2018-07-20,13.0559,13.2612,12.9385,13.2026,1435848,
603116.SH,Їмтят—,2018-07-23,13.1439,13.3346,13.0412,13.3199,1195847,
603116.SH,Їмтят—,2018-07-24,13.2906,13.54,13.2466,13.4813,1569528,
603116.SH,Їмтят—,2018-07-25,13.4813,13.54,13.3933,13.4373,1010340,
603116.SH,Їмтят—,2018-07-26,13.4226,13.5693,13.3639,13.4813,1293727,
603116.SH,Їмтят—,2018-07-27,13.4813,13.5106,13.3346,13.3493,1002880,
603116.SH,Їмтят—,2018-07-30,13.3493,13.3493,13.0705,13.1439,1172880,
603116.SH,Їмтят—,2018-07-31,13.0412,13.2466,13.0412,13.1879,549480,
603116.SH,Їмтят—,2018-08-01,13.2759,13.2759,13.0852,13.0999,907700,
603116.SH,Їмтят—,2018-08-02,13.1145,13.1292,12.3371,12.6304,2144473,
603116.SH,Їмтят—,2018-08-03,12.6304,12.7331,12.5571,12.6451,1143480,
603116.SH,Їмтят—,2018-08-06,12.6745,12.6745,12.3664,12.4544,732088,
603116.SH,Їмтят—,2018-08-07,12.5278,12.7185,12.4251,12.6891,903060,
603116.SH,Їмтят—,2018-08-08,12.6158,12.6745,12.249,12.3811,1086740,
603116.SH,Їмтят—,2018-08-09,12.3371,12.6158,12.293,12.5424,1529560,
603116.SH,Їмтят—,2018-08-10,12.4984,12.6304,12.4691,12.5718,859280,
603116.SH,Їмтят—,2018-08-13,12.4691,12.6158,12.3811,12.5864,906008,
603116.SH,Їмтят—,2018-08-14,12.4984,12.6158,12.4984,12.5718,895020,
603116.SH,Їмтят—,2018-08-15,12.5718,12.7038,12.4544,12.4691,1213876,
603116.SH,Їмтят—,2018-08-16,12.3664,12.4397,12.2637,12.3517,1151399,
603116.SH,Їмтят—,2018-08-17,12.4251,12.4691,11.8823,11.9703,1639040,
603116.SH,Їмтят—,2018-08-20,11.9263,12.029,11.6476,11.8383,1506149,
603116.SH,Їмтят—,2018-08-21,11.8383,11.9557,11.7943,11.897,933531,
603116.SH,Їмтят—,2018-08-22,11.8823,11.9263,11.7649,11.7943,696559,
603116.SH,Їмтят—,2018-08-23,11.7356,11.853,11.7209,11.809,965920,
603116.SH,Їмтят—,2018-08-24,11.7796,11.8823,11.7649,11.7943,614300,
603116.SH,Їмтят—,2018-08-27,11.809,11.9703,11.7943,11.9557,920980,
603116.SH,Їмтят—,2018-08-28,11.9557,12.0143,11.8383,11.9116,1448600,
603116.SH,Їмтят—,2018-08-29,11.897,11.9116,11.7796,11.8236,872372,
603116.SH,Їмтят—,2018-08-30,11.8236,11.8676,11.7209,11.7209,675960,
603116.SH,Їмтят—,2018-08-31,11.7063,11.7649,11.6036,11.6036,696660,
603116.SH,Їмтят—,2018-09-03,11.6183,11.6329,11.4129,11.5156,1050548,
603116.SH,Їмтят—,2018-09-04,11.5156,11.6623,11.4422,11.6329,980458,
603116.SH,Їмтят—,2018-09-05,11.6183,11.6329,11.3982,11.3982,934489,
603116.SH,Їмтят—,2018-09-06,11.3249,11.4716,11.3102,11.3835,640640,
603116.SH,Їмтят—,2018-09-07,11.4275,11.5302,11.3542,11.4569,822781,
603116.SH,Їмтят—,2018-09-10,11.3395,11.4569,11.2955,11.2955,722430,
603116.SH,Їмтят—,2018-09-11,11.2955,11.8823,11.2515,11.5596,1717649,
603116.SH,Їмтят—,2018-09-12,11.4422,11.5449,11.4129,11.4862,1081589,
603116.SH,Їмтят—,2018-09-13,11.5742,11.5742,11.4422,11.5302,912120,
603116.SH,Їмтят—,2018-09-14,11.5596,11.5596,11.4569,11.4569,716020,
603116.SH,Їмтят—,2018-09-17,11.2955,11.4129,11.2955,11.2955,879820,
603116.SH,Їмтят—,2018-09-18,11.3249,11.4716,11.2515,11.4422,808186,
603116.SH,Їмтят—,2018-09-19,11.6623,11.6916,11.5596,11.5742,2197130,
603116.SH,Їмтят—,2018-09-20,11.5156,11.6036,11.4862,11.5302,1034155,
603116.SH,Їмтят—,2018-09-21,11.6036,11.6769,11.5302,11.6183,1635851,
603116.SH,Їмтят—,2018-09-25,11.5742,11.6476,11.5156,11.5889,948906,
603116.SH,Їмтят—,2018-09-26,11.6476,11.6623,11.5596,11.6329,979180,
603116.SH,Їмтят—,2018-09-27,11.6183,11.6623,11.3982,11.3982,1185920,
603116.SH,Їмтят—,2018-09-28,11.3982,11.5302,11.3982,11.5156,731395,
603116.SH,Їмтят—,2018-10-08,11.4422,11.4422,11.1635,11.1782,812790,
603116.SH,Їмтят—,2018-10-09,11.1928,11.2662,11.1488,11.1782,562053,
603116.SH,Їмтят—,2018-10-10,11.2075,11.2662,11.1635,11.1928,594280,
603116.SH,Їмтят—,2018-10-11,10.8554,10.8554,10.1073,10.1953,2038324,
603116.SH,Їмтят—,2018-10-12,10.1513,10.166,9.6232,9.9459,1822004,
603116.SH,Їмтят—,2018-10-15,9.9606,10.0633,9.6672,9.6672,807460,
603116.SH,Їмтят—,2018-10-16,9.7259,9.8432,9.5645,9.6085,762560,
603116.SH,Їмтят—,2018-10-17,9.6819,9.8286,9.5499,9.7259,1398520,
603116.SH,Їмтят—,2018-10-18,9.6672,9.6672,9.3738,9.3885,1308560,
603116.SH,Їмтят—,2018-10-19,9.1978,9.5792,9.1244,9.5645,1384000,
603116.SH,Їмтят—,2018-10-22,9.5499,10.298,9.5352,10.0926,2950259,
603116.SH,Їмтят—,2018-10-23,10.0486,10.0486,9.7846,9.8432,1811120,
603116.SH,Їмтят—,2018-10-24,9.8286,10.0339,9.7552,9.9166,1189120,
603116.SH,Їмтят—,2018-10-25,9.6525,10.0193,9.5645,10.0193,1352972,
603116.SH,Їмтят—,2018-10-26,10.9288,10.9728,10.254,10.2833,3959750,
603116.SH,Їмтят—,2018-10-29,10.254,10.3127,9.8286,9.8286,1751803,
603116.SH,Їмтят—,2018-10-30,9.8726,10.4887,9.7846,10.1513,2304520,
603116.SH,Їмтят—,2018-10-31,10.122,10.298,10.0193,10.2246,1422020,
603116.SH,Їмтят—,2018-11-01,10.2687,10.4887,10.1953,10.2246,1756620,
603116.SH,Їмтят—,2018-11-02,10.2687,10.4447,10.2393,10.4447,1944660,
603116.SH,Їмтят—,2018-11-05,10.4447,10.5034,10.254,10.4154,1640670,
603116.SH,Їмтят—,2018-11-06,10.3273,10.386,10.1953,10.3127,1401503,
603116.SH,Їмтят—,2018-11-07,10.3127,10.474,10.2687,10.3567,1535640,
603116.SH,Їмтят—,2018-11-08,10.386,10.4594,10.298,10.3127,1362180,
603116.SH,Їмтят—,2018-11-09,10.254,10.4007,10.2393,10.2833,824491,
603116.SH,Їмтят—,2018-11-12,10.254,10.5034,10.2393,10.4887,2147012,
603116.SH,Їмтят—,2018-11-13,10.4154,10.8848,10.386,10.8114,3335521,
603116.SH,Їмтят—,2018-11-14,10.7381,11.1048,10.7234,10.8261,3366830,
603116.SH,Їмтят—,2018-11-15,10.8114,11.1195,10.7821,11.0315,2645840,
603116.SH,Їмтят—,2018-11-16,11.0021,11.3542,10.9875,11.1635,3292841,
603116.SH,Їмтят—,2018-11-19,11.1635,11.2368,11.0021,11.2075,2113620,
603116.SH,Їмтят—,2018-11-20,11.2955,12.0583,11.2662,11.2809,5801461,
603116.SH,Їмтят—,2018-11-21,11.1195,11.3542,11.0168,11.2515,2821260,
603116.SH,Їмтят—,2018-11-22,11.2515,11.2955,11.0755,11.0755,1840841,
603116.SH,Їмтят—,2018-11-23,11.0461,11.1488,10.5474,10.6354,3324834,
603116.SH,Їмтят—,2018-11-26,10.6941,10.8261,10.5767,10.6061,1595393,
603116.SH,Їмтят—,2018-11-27,10.6647,10.7674,10.562,10.6207,1078700,
603116.SH,Їмтят—,2018-11-28,10.6061,10.8848,10.518,10.8408,1319570,
603116.SH,Їмтят—,2018-11-29,10.8848,10.8848,10.6061,10.6207,1292433,
603116.SH,Їмтят—,2018-11-30,10.6207,10.6501,10.43,10.5767,1328210,
603116.SH,Їмтят—,2018-12-03,10.7528,10.9875,10.7381,10.9435,2324240,
603116.SH,Їмтят—,2018-12-04,10.9435,10.9728,10.7528,10.9141,1891410,
603116.SH,Їмтят—,2018-12-05,10.7234,10.8994,10.6354,10.8701,1330541,
603116.SH,Їмтят—,2018-12-06,10.8408,10.8701,10.6647,10.6794,1215340,
603116.SH,Їмтят—,2018-12-07,10.7234,10.7821,10.6354,10.6501,732340,
603116.SH,Їмтят—,2018-12-10,10.6354,10.6354,10.386,10.4154,1201160,
603116.SH,Їмтят—,2018-12-11,10.4154,10.5327,10.4154,10.474,750060,
603116.SH,Їмтят—,2018-12-12,10.5034,10.5767,10.4594,10.5034,705980,
603116.SH,Їмтят—,2018-12-13,10.5034,10.6794,10.4447,10.5767,1174140,
603116.SH,Їмтят—,2018-12-14,10.5474,10.5767,10.3273,10.3713,1470100,
603116.SH,Їмтят—,2018-12-17,10.3713,10.3713,10.2246,10.3273,843300,
603116.SH,Їмтят—,2018-12-18,10.2833,10.4154,10.2246,10.3273,644587,
603116.SH,Їмтят—,2018-12-19,10.342,10.474,10.3127,10.3567,659032,
603116.SH,Їмтят—,2018-12-20,10.342,10.4594,10.2687,10.4007,607900,
603116.SH,Їмтят—,2018-12-21,10.386,10.4007,10.2833,10.342,827300,
603116.SH,Їмтят—,2018-12-24,10.2687,10.43,10.2687,10.4154,797525,
603116.SH,Їмтят—,2018-12-25,10.3127,10.4007,10.122,10.2687,1075420,
603116.SH,Їмтят—,2018-12-26,10.2687,10.3713,10.2687,10.2833,470660,
603116.SH,Їмтят—,2018-12-27,10.43,10.5034,10.1513,10.166,702700,
603116.SH,Їмтят—,2018-12-28,10.1953,10.2393,10.1513,10.2246,606156,
603116.SH,Їмтят—,2019-01-02,10.21,10.2833,10.0339,10.078,675680,
603116.SH,Їмтят—,2019-01-03,10.078,10.3127,10.0486,10.2687,1231840,
603116.SH,Їмтят—,2019-01-04,10.1953,10.5034,10.122,10.4594,1617420,
603116.SH,Їмтят—,2019-01-07,10.474,10.6207,10.43,10.5767,1565420,
603116.SH,Їмтят—,2019-01-08,10.5914,10.6061,10.4887,10.5474,1150288,
603116.SH,Їмтят—,2019-01-09,10.562,10.7087,10.562,10.6061,1423520,
603116.SH,Їмтят—,2019-01-10,10.5474,10.6647,10.5327,10.6061,1138014,
603116.SH,Їмтят—,2019-01-11,10.6061,10.7234,10.562,10.6794,1261000,
603116.SH,Їмтят—,2019-01-14,10.6647,10.7674,10.5327,10.5767,930282,
603116.SH,Їмтят—,2019-01-15,10.5327,10.6794,10.5327,10.6647,949900,
603116.SH,Їмтят—,2019-01-16,10.6647,10.7821,10.6207,10.6647,903780,
603116.SH,Їмтят—,2019-01-17,10.7234,10.7234,10.5767,10.5914,761180,
603116.SH,Їмтят—,2019-01-18,10.5767,10.8261,10.5767,10.7087,1295059,
603116.SH,Їмтят—,2019-01-21,10.7234,10.8114,10.6647,10.7674,1115119,
603116.SH,Їмтят—,2019-01-22,10.7674,10.7674,10.5914,10.6354,1076030,
603116.SH,Їмтят—,2019-01-23,10.6061,10.6941,10.5767,10.6501,526380,
603116.SH,Їмтят—,2019-01-24,10.6501,10.7528,10.5914,10.7381,1012362,
603116.SH,Їмтят—,2019-01-25,10.7381,10.7968,10.6501,10.6794,936080,
603116.SH,Їмтят—,2019-01-28,10.7381,10.9141,10.6794,10.7528,1452920,
603116.SH,Їмтят—,2019-01-29,10.7381,10.7381,10.3127,10.5034,1360840,
603116.SH,Їмтят—,2019-01-30,10.3273,10.7821,10.3273,10.6794,1569609,
603116.SH,Їмтят—,2019-01-31,10.6354,11.0315,10.4447,10.4594,2219606,
603116.SH,Їмтят—,2019-02-01,10.4887,10.6207,10.474,10.5767,1246103,
603116.SH,Їмтят—,2019-02-11,10.5767,10.7821,10.518,10.7821,1124801,
603116.SH,Їмтят—,2019-02-12,10.7528,10.9581,10.518,10.9141,1901363,
603116.SH,Їмтят—,2019-02-13,10.9435,11.0608,10.8554,11.0168,2230397,
603116.SH,Їмтят—,2019-02-14,11.0021,11.0315,10.7381,10.9875,1996275,
603116.SH,Їмтят—,2019-02-15,10.9728,11.2075,10.8408,11.0901,3262640,
603116.SH,Їмтят—,2019-02-18,11.0755,11.3395,11.0608,11.2955,2660276,
603116.SH,Їмтят—,2019-02-19,11.2809,11.3395,11.1488,11.1928,2555694,
603116.SH,Їмтят—,2019-02-20,11.2368,11.2809,11.0021,11.2075,2164330,
603116.SH,Їмтят—,2019-02-21,11.1928,11.4275,11.1048,11.1635,3010709,
603116.SH,Їмтят—,2019-02-22,11.1195,12.0583,11.0755,11.7796,6402612,
603116.SH,Їмтят—,2019-02-25,11.8383,12.3517,10.6061,12.2637,9357015,
603116.SH,Їмтят—,2019-02-26,12.249,12.8798,12.1317,12.3224,9252040,
603116.SH,Їмтят—,2019-02-27,12.1904,12.4691,12.1023,12.1904,4144866,
603116.SH,Їмтят—,2019-02-28,12.1904,12.3664,12.1317,12.2344,2251059,
603116.SH,Їмтят—,2019-03-01,12.2197,12.3371,12.1317,12.3077,2144604,
603116.SH,Їмтят—,2019-03-04,12.4397,12.6598,12.249,12.3517,4521693,
603116.SH,Їмтят—,2019-03-05,12.3371,12.4838,12.2344,12.4838,3657180,
603116.SH,Їмтят—,2019-03-06,12.5718,13.3933,12.4984,13.0705,8756151,
603116.SH,Їмтят—,2019-03-07,13.0559,13.3052,12.8505,13.0999,5199400,
603116.SH,Їмтят—,2019-03-08,12.9238,13.0705,12.4691,12.5131,6775887,
603116.SH,Їмтят—,2019-03-11,12.5131,12.7625,12.4104,12.7625,4321762,
603116.SH,Їмтят—,2019-03-12,12.7625,13.1292,12.7185,12.8505,5283344,
603116.SH,Їмтят—,2019-03-13,12.8358,12.9238,12.5571,12.6158,2801588,
603116.SH,Їмтят—,2019-03-14,12.5424,12.6891,12.205,12.2784,2864227,
603116.SH,Їмтят—,2019-03-15,12.7478,12.9825,12.4397,12.6011,3782517,
603116.SH,Їмтят—,2019-03-18,12.5424,12.8652,12.3811,12.7918,3230066,
603116.SH,Їмтят—,2019-03-19,12.8358,12.9385,12.7331,12.8358,2971264,
603116.SH,Їмтят—,2019-03-20,12.8505,13.1879,12.7625,12.9972,4163416,
603116.SH,Їмтят—,2019-03-21,13.0559,13.0852,12.9238,12.9825,3261021,
603116.SH,Їмтят—,2019-03-22,12.9678,13.0119,12.7625,12.9238,2809001,
603116.SH,Їмтят—,2019-03-25,12.6451,13.0119,12.6158,12.8358,3406942,
603116.SH,Їмтят—,2019-03-26,12.9092,12.9385,12.4544,12.4544,2838760,
603116.SH,Їмтят—,2019-03-27,12.4838,12.6598,12.3811,12.5718,1750580,
603116.SH,Їмтят—,2019-03-28,12.5278,12.8065,12.4838,12.5278,1660440,
603116.SH,Їмтят—,2019-03-29,12.5424,12.8065,12.3957,12.8065,3006347,
603116.SH,Їмтят—,2019-04-01,13.2172,13.4666,13.0412,13.3346,6390911,
603116.SH,Їмтят—,2019-04-02,13.4959,13.5693,13.2759,13.4226,4851907,
603116.SH,Їмтят—,2019-04-03,13.3933,14.5081,13.2759,14.1561,8727685,
603116.SH,Їмтят—,2019-04-04,14.0974,14.0974,13.7307,13.76,6474354,
603116.SH,Їмтят—,2019-04-08,13.8333,13.9507,13.3933,13.5106,3570394,
603116.SH,Їмтят—,2019-04-09,13.4959,13.716,13.4813,13.628,2112546,
603116.SH,Їмтят—,2019-04-10,13.6867,13.6867,13.3786,13.4519,3124849,
603116.SH,Їмтят—,2019-04-11,13.4666,13.4959,13.2026,13.2466,2596254,
603116.SH,Їмтят—,2019-04-12,13.2319,13.3346,13.0999,13.2466,1738635,
603116.SH,Їмтят—,2019-04-15,13.3493,13.4226,13.2026,13.2026,1525235,
603116.SH,Їмтят—,2019-04-16,13.0559,13.3786,13.0412,13.3786,1696380,
603116.SH,Їмтят—,2019-04-17,13.2759,13.584,13.2759,13.4079,1464541,
603116.SH,Їмтят—,2019-04-18,13.4666,13.4959,13.2172,13.2612,1402165,
603116.SH,Їмтят—,2019-04-19,13.2612,13.3639,13.0559,13.2759,2006085,
603116.SH,Їмтят—,2019-04-22,13.2906,13.3199,12.9825,13.0119,1728010,
603116.SH,Їмтят—,2019-04-23,13.1292,13.1292,12.7331,12.7771,1796922,
603116.SH,Їмтят—,2019-04-24,12.8065,12.9092,12.7038,12.8358,1045520,
603116.SH,Їмтят—,2019-04-25,12.7918,12.9092,12.4104,12.4251,1807080,
603116.SH,Їмтят—,2019-04-26,12.3957,12.3957,11.8823,11.897,3300455,
603116.SH,Їмтят—,2019-04-29,11.9263,11.9997,11.2955,11.4716,3210860,
603116.SH,Їмтят—,2019-04-30,11.5889,11.7943,11.4862,11.6623,1591081,
603116.SH,Їмтят—,2019-05-06,11.5449,11.5449,10.7821,10.8994,3517340,
603116.SH,Їмтят—,2019-05-07,11.0168,11.0901,10.7674,11.0461,3092338,
603116.SH,Їмтят—,2019-05-08,10.8554,11.0755,10.7528,10.9875,1832321,
603116.SH,Їмтят—,2019-05-09,10.8701,11.0608,10.8554,10.9581,1207340,
603116.SH,Їмтят—,2019-05-10,11.1048,11.2368,10.8994,11.2075,2068380,
603116.SH,Їмтят—,2019-05-13,11.1048,11.3102,11.0461,11.2955,1669790,
603116.SH,Їмтят—,2019-05-14,11.0315,11.3102,11.0315,11.1782,1042980,
603116.SH,Їмтят—,2019-05-15,11.1928,11.4275,11.1928,11.3982,1457310,
603116.SH,Їмтят—,2019-05-16,11.3982,11.5596,11.3395,11.5302,1248680,
603116.SH,Їмтят—,2019-05-17,11.5302,11.6916,11.1782,11.2368,2417800,
603116.SH,Їмтят—,2019-05-20,11.2368,11.3542,11.0315,11.3395,1085710,
603116.SH,Їмтят—,2019-05-21,11.1488,11.5302,11.1488,11.4129,1122675,
603116.SH,Їмтят—,2019-05-22,11.4275,11.4569,11.2222,11.3102,812500,
603116.SH,Їмтят—,2019-05-23,11.3249,11.3395,11.0315,11.0755,1124680,
603116.SH,Їмтят—,2019-05-24,11.0461,11.1488,10.9581,11.0901,763186,
603116.SH,Їмтят—,2019-05-27,11.1635,11.4422,11.0315,11.2515,1478200,
603116.SH,Їмтят—,2019-05-28,11.2955,11.3249,11.0608,11.0901,1982168,
603116.SH,Їмтят—,2019-05-29,11.0315,11.1782,11.0168,11.1342,879948,
