代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
920834.BJ,三维装备,2022-08-22,5.4,6.22,5.28,5.43,16205013,
920834.BJ,三维装备,2022-08-23,5.11,5.3,5.02,5.27,6632300,
920834.BJ,三维装备,2022-08-24,5.3,5.34,5.11,5.2,2839203,
920834.BJ,三维装备,2022-08-25,5.2,5.21,5.05,5.2,3054056,
920834.BJ,三维装备,2022-08-26,5.19,5.2,5.09,5.19,1914310,
920834.BJ,三维装备,2022-08-29,5.1,5.15,5.1,5.1,627674,
920834.BJ,三维装备,2022-08-30,5.1,5.11,5.08,5.09,565299,
920834.BJ,三维装备,2022-08-31,5.14,5.15,5.06,5.07,460953,
920834.BJ,三维装备,2022-09-01,5.06,5.08,4.97,4.98,1313592,
920834.BJ,三维装备,2022-09-02,4.96,4.99,4.73,4.82,1278474,
920834.BJ,三维装备,2022-09-05,4.8,4.87,4.79,4.82,284200,
920834.BJ,三维装备,2022-09-06,4.86,4.87,4.79,4.79,314665,
920834.BJ,三维装备,2022-09-07,4.79,4.91,4.77,4.85,435577,
920834.BJ,三维装备,2022-09-08,4.86,4.86,4.78,4.81,375975,
920834.BJ,三维装备,2022-09-09,4.78,4.83,4.78,4.81,164666,
920834.BJ,三维装备,2022-09-13,4.78,4.8,4.77,4.78,227130,
920834.BJ,三维装备,2022-09-14,4.75,4.76,4.73,4.74,180121,
920834.BJ,三维装备,2022-09-15,4.75,4.77,4.66,4.68,270494,
920834.BJ,三维装备,2022-09-16,4.67,5.1,4.67,5.07,3450709,
920834.BJ,三维装备,2022-09-19,4.99,5.22,4.7,4.86,2329125,
920834.BJ,三维装备,2022-09-20,4.8,5.12,4.79,5,1637422,
920834.BJ,三维装备,2022-09-21,5,5.99,5,5.53,7298682,
920834.BJ,三维装备,2022-09-22,5.58,5.89,5.33,5.57,5509745,
920834.BJ,三维装备,2022-09-23,5.5,5.6,4.98,5.12,3599024,
920834.BJ,三维装备,2022-09-26,5.04,5.04,4.72,4.79,2184169,
920834.BJ,三维装备,2022-09-27,4.77,4.85,4.69,4.76,1022310,
920834.BJ,三维装备,2022-09-28,4.74,4.91,4.68,4.78,1055720,
920834.BJ,三维装备,2022-09-29,4.77,4.86,4.61,4.68,1155480,
920834.BJ,三维装备,2022-09-30,4.65,4.68,4.46,4.49,1185817,
920834.BJ,三维装备,2022-10-10,4.49,4.49,4.32,4.32,598530,
920834.BJ,三维装备,2022-10-11,4.32,4.45,4.28,4.33,436492,
920834.BJ,三维装备,2022-10-12,4.32,4.37,4.23,4.35,336988,
920834.BJ,三维装备,2022-10-13,4.35,4.53,4.35,4.46,633741,
920834.BJ,三维装备,2022-10-14,4.51,4.51,4.42,4.5,543635,
920834.BJ,三维装备,2022-10-17,4.43,4.51,4.3,4.5,435451,
920834.BJ,三维装备,2022-10-18,4.5,4.53,4.45,4.52,329742,
920834.BJ,三维装备,2022-10-19,4.49,4.5,4.42,4.43,435130,
920834.BJ,三维装备,2022-10-20,4.41,4.46,4.39,4.42,347263,
920834.BJ,三维装备,2022-10-21,4.44,4.44,4.39,4.43,247307,
920834.BJ,三维装备,2022-10-24,4.42,4.45,4.3,4.31,329824,
920834.BJ,三维装备,2022-10-25,4.32,4.32,4.26,4.32,230114,
920834.BJ,三维装备,2022-10-26,4.36,4.45,4.33,4.38,410590,
920834.BJ,三维装备,2022-10-27,4.36,4.38,4.35,4.38,160149,
920834.BJ,三维装备,2022-10-28,4.35,4.35,4.24,4.24,265136,
920834.BJ,三维装备,2022-10-31,4.24,4.3,4.24,4.27,144400,
920834.BJ,三维装备,2022-11-01,4.3,4.33,4.27,4.3,208979,
920834.BJ,三维装备,2022-11-02,4.31,4.33,4.28,4.3,532122,
920834.BJ,三维装备,2022-11-03,4.3,4.31,4.26,4.28,274032,
920834.BJ,三维装备,2022-11-04,4.27,4.31,4.26,4.31,281744,
920834.BJ,三维装备,2022-11-07,4.29,4.4,4.28,4.37,488256,
920834.BJ,三维装备,2022-11-08,4.39,4.39,4.31,4.35,269087,
920834.BJ,三维装备,2022-11-09,4.36,4.36,4.31,4.33,334731,
920834.BJ,三维装备,2022-11-10,4.34,4.34,4.3,4.33,211030,
920834.BJ,三维装备,2022-11-11,4.36,4.38,4.3,4.34,519415,
920834.BJ,三维装备,2022-11-14,4.34,4.37,4.3,4.35,306615,
920834.BJ,三维装备,2022-11-15,4.35,4.37,4.33,4.34,151230,
920834.BJ,三维装备,2022-11-16,4.4,4.43,4.34,4.36,156300,
920834.BJ,三维装备,2022-11-17,4.36,4.37,4.33,4.36,177632,
920834.BJ,三维装备,2022-11-18,4.34,4.37,4.34,4.36,112271,
920834.BJ,三维装备,2022-11-21,4.4,4.48,4.4,4.41,509214,
920834.BJ,三维装备,2022-11-22,4.4,4.43,4.38,4.4,213580,
920834.BJ,三维装备,2022-11-23,4.38,4.41,4.35,4.41,168952,
920834.BJ,三维装备,2022-11-24,4.37,4.42,4.36,4.39,116821,
920834.BJ,三维装备,2022-11-25,4.37,4.41,4.35,4.4,102238,
920834.BJ,三维装备,2022-11-28,4.38,4.4,4.32,4.39,98730,
920834.BJ,三维装备,2022-11-29,4.34,4.43,4.34,4.42,129809,
920834.BJ,三维装备,2022-11-30,4.43,4.43,4.37,4.41,76986,
920834.BJ,三维装备,2022-12-01,4.42,4.43,4.38,4.42,207449,
920834.BJ,三维装备,2022-12-02,4.39,4.42,4.37,4.41,99116,
920834.BJ,三维装备,2022-12-05,4.39,4.4,4.38,4.4,154021,
920834.BJ,三维装备,2022-12-06,4.4,4.41,4.35,4.39,135115,
920834.BJ,三维装备,2022-12-07,4.37,4.39,4.31,4.37,326917,
920834.BJ,三维装备,2022-12-08,4.34,4.36,4.33,4.36,96837,
920834.BJ,三维装备,2022-12-09,4.33,4.35,4.32,4.34,83304,
920834.BJ,三维装备,2022-12-12,4.34,4.34,4.3,4.33,97199,
920834.BJ,三维装备,2022-12-13,4.32,4.33,4.3,4.31,66328,
920834.BJ,三维装备,2022-12-14,4.3,4.31,4.27,4.29,112872,
920834.BJ,三维装备,2022-12-15,4.31,4.31,4.26,4.29,83644,
920834.BJ,三维装备,2022-12-16,4.3,4.3,4.26,4.28,93627,
920834.BJ,三维装备,2022-12-19,4.26,4.26,4.17,4.19,270943,
920834.BJ,三维装备,2022-12-20,4.17,4.21,4.12,4.14,176292,
920834.BJ,三维装备,2022-12-21,4.13,4.15,4.05,4.06,210203,
920834.BJ,三维装备,2022-12-22,4.07,4.08,3.99,4,158226,
920834.BJ,三维装备,2022-12-23,4,4,3.9,3.91,152421,
920834.BJ,三维装备,2022-12-26,3.89,3.93,3.87,3.92,106585,
920834.BJ,三维装备,2022-12-27,3.92,3.93,3.86,3.87,164260,
920834.BJ,三维装备,2022-12-28,3.87,3.88,3.84,3.88,84694,
920834.BJ,三维装备,2022-12-29,3.88,3.88,3.84,3.85,48551,
920834.BJ,三维装备,2022-12-30,3.85,3.87,3.82,3.82,64043,
920834.BJ,三维装备,2023-01-03,3.83,3.9,3.82,3.89,83578,
920834.BJ,三维装备,2023-01-04,3.9,3.93,3.88,3.93,92548,
920834.BJ,三维装备,2023-01-05,3.91,4.01,3.91,4,111180,
920834.BJ,三维装备,2023-01-06,3.96,3.99,3.96,3.99,16211,
920834.BJ,三维装备,2023-01-09,3.98,4.03,3.9,4.01,148019,
920834.BJ,三维装备,2023-01-10,3.96,4.01,3.96,4,119191,
920834.BJ,三维装备,2023-01-11,3.96,3.99,3.95,3.99,32357,
920834.BJ,三维装备,2023-01-12,3.96,3.98,3.93,3.98,23844,
920834.BJ,三维装备,2023-01-13,3.98,3.98,3.95,3.98,37205,
920834.BJ,三维装备,2023-01-16,3.96,3.98,3.92,3.96,92113,
920834.BJ,三维装备,2023-01-17,3.94,3.97,3.94,3.96,8076,
920834.BJ,三维装备,2023-01-18,3.94,4.01,3.93,4,93951,
920834.BJ,三维装备,2023-01-19,4,4.02,3.98,3.99,28390,
920834.BJ,三维装备,2023-01-20,4.02,4.02,3.94,4,104944,
920834.BJ,三维装备,2023-01-30,4.02,4.03,3.97,4,154793,
920834.BJ,三维装备,2023-01-31,3.98,4.28,3.98,4.24,820126,
920834.BJ,三维装备,2023-02-01,4.28,4.39,4.23,4.3,794437,
920834.BJ,三维装备,2023-02-02,4.32,4.33,4.2,4.2,423506,
920834.BJ,三维装备,2023-02-03,4.18,4.24,4.16,4.18,201229,
