代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
920370.BJ,新安洁,2020-07-27,7.5,7.5,5.04,5.19,10857586,
920370.BJ,新安洁,2020-07-28,5.2,5.3,4.75,5.28,4663370,
920370.BJ,新安洁,2020-07-29,5.26,6.01,5.26,5.85,7958993,
920370.BJ,新安洁,2020-07-30,5.9,5.98,5.63,5.71,4717835,
920370.BJ,新安洁,2020-07-31,5.75,5.89,5.63,5.82,1910208,
920370.BJ,新安洁,2020-08-03,5.99,5.99,5.71,5.83,1937101,
920370.BJ,新安洁,2020-08-04,5.85,5.88,5.66,5.7,1440633,
920370.BJ,新安洁,2020-08-05,5.68,5.72,5.46,5.57,1503094,
920370.BJ,新安洁,2020-08-06,5.57,5.64,5.5,5.57,1110473,
920370.BJ,新安洁,2020-08-07,5.58,5.6,5.46,5.57,571557,
920370.BJ,新安洁,2020-08-10,5.54,5.58,5.52,5.57,480346,
920370.BJ,新安洁,2020-08-11,5.55,5.57,5.5,5.5,429288,
920370.BJ,新安洁,2020-08-12,5.51,5.53,5.38,5.46,462472,
920370.BJ,新安洁,2020-08-13,5.47,5.67,5.47,5.57,914076,
920370.BJ,新安洁,2020-08-14,5.63,5.64,5.53,5.58,366214,
920370.BJ,新安洁,2020-08-17,5.59,5.65,5.57,5.64,665691,
920370.BJ,新安洁,2020-08-18,5.64,5.68,5.62,5.66,468185,
920370.BJ,新安洁,2020-08-19,5.66,5.69,5.55,5.63,490897,
920370.BJ,新安洁,2020-08-20,5.57,5.63,5.55,5.56,175546,
920370.BJ,新安洁,2020-08-21,5.53,5.59,5.53,5.57,175494,
920370.BJ,新安洁,2020-08-24,5.57,5.58,5.5,5.56,387719,
920370.BJ,新安洁,2020-08-25,5.53,5.58,5.53,5.56,201682,
920370.BJ,新安洁,2020-08-26,5.56,5.84,5.56,5.66,1043413,
920370.BJ,新安洁,2020-08-27,5.67,5.78,5.63,5.7,293697,
920370.BJ,新安洁,2020-08-28,5.73,5.8,5.7,5.78,687068,
920370.BJ,新安洁,2020-08-31,5.8,5.9,5.7,5.75,640172,
920370.BJ,新安洁,2020-09-01,5.75,5.82,5.7,5.74,293762,
920370.BJ,新安洁,2020-09-02,5.73,5.79,5.7,5.73,448016,
920370.BJ,新安洁,2020-09-03,5.72,5.77,5.69,5.72,205287,
920370.BJ,新安洁,2020-09-04,5.71,5.74,5.64,5.69,325965,
920370.BJ,新安洁,2020-09-07,5.69,5.71,5.64,5.64,250730,
920370.BJ,新安洁,2020-09-08,5.65,5.66,5.59,5.62,81086,
920370.BJ,新安洁,2020-09-09,5.61,5.61,5.52,5.53,237779,
920370.BJ,新安洁,2020-09-10,5.53,5.6,5.45,5.48,149927,
920370.BJ,新安洁,2020-09-11,5.56,5.56,5.41,5.51,171994,
920370.BJ,新安洁,2020-09-14,5.51,5.58,5.46,5.51,105132,
920370.BJ,新安洁,2020-09-15,5.51,5.82,5.51,5.62,566132,
920370.BJ,新安洁,2020-09-16,5.6,5.64,5.56,5.57,99083,
920370.BJ,新安洁,2020-09-17,5.57,5.64,5.56,5.6,93940,
920370.BJ,新安洁,2020-09-18,5.57,5.61,5.55,5.58,131978,
920370.BJ,新安洁,2020-09-21,5.57,5.6,5.56,5.58,171266,
