����,���,����,���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),
688733.SH,Ҽʯͨ,2022-02-09,67.2,67.6,64.2,65.1,1173124,
688733.SH,Ҽʯͨ,2022-02-10,65,65,58.57,59.2,2236018,
688733.SH,Ҽʯͨ,2022-02-11,59.09,59.19,54.97,55.99,2146338,
688733.SH,Ҽʯͨ,2022-02-14,54.91,56.88,54.9,55.57,906233,
688733.SH,Ҽʯͨ,2022-02-15,55.57,58.6,55.57,57.92,1838930,
688733.SH,Ҽʯͨ,2022-02-16,58.3,59.98,57.6,58.24,1679517,
688733.SH,Ҽʯͨ,2022-02-17,57.3,60.46,57.11,58.48,2264875,
688733.SH,Ҽʯͨ,2022-02-18,59.47,63.57,59,61.74,2055611,
688733.SH,Ҽʯͨ,2022-02-21,63.8,63.9,60.83,63.3,2428708,
688733.SH,Ҽʯͨ,2022-02-22,62.83,62.83,60.1,61.19,1198095,
688733.SH,Ҽʯͨ,2022-02-23,61.99,66.27,61.01,66,2483411,
688733.SH,Ҽʯͨ,2022-02-24,66.6,68.9,65.12,66.88,2684738,
688733.SH,Ҽʯͨ,2022-02-25,67,71,67,68.07,1902758,
688733.SH,Ҽʯͨ,2022-02-28,70.01,73.6,70.01,73.14,2473615,
688733.SH,Ҽʯͨ,2022-03-01,74.26,74.26,69.51,70.5,3060338,
688733.SH,Ҽʯͨ,2022-03-02,69.9,69.9,67.17,68.96,1732502,
688733.SH,Ҽʯͨ,2022-03-03,68.96,69.43,64.2,65.17,1773179,
688733.SH,Ҽʯͨ,2022-03-04,65.5,67.17,63.2,64.21,1734387,
688733.SH,Ҽʯͨ,2022-03-07,64.2,64.2,61.09,62.06,1174046,
688733.SH,Ҽʯͨ,2022-03-08,62.71,63,58,58.99,2040057,
688733.SH,Ҽʯͨ,2022-03-09,59.87,60.5,56.89,58.22,1366954,
688733.SH,Ҽʯͨ,2022-03-10,61,63.81,60.19,61.99,1776297,
688733.SH,Ҽʯͨ,2022-03-11,62.13,62.47,60.33,62.19,1041667,
688733.SH,Ҽʯͨ,2022-03-14,58.7,62.16,58.7,60.58,1411561,
688733.SH,Ҽʯͨ,2022-03-15,58.83,66.57,58.83,63.66,2558886,
688733.SH,Ҽʯͨ,2022-03-16,65.25,68.7,64.2,68.21,2639378,
688733.SH,Ҽʯͨ,2022-03-17,68.4,72.3,68.4,70.2,2218253,
688733.SH,Ҽʯͨ,2022-03-18,70.95,70.95,67.38,68.28,1200009,
688733.SH,Ҽʯͨ,2022-03-21,68.5,71.01,68.09,70.55,1639677,
688733.SH,Ҽʯͨ,2022-03-22,70.5,70.88,68.2,68.62,924462,
688733.SH,Ҽʯͨ,2022-03-23,69.25,70.5,67,69.79,1108291,
688733.SH,Ҽʯͨ,2022-03-24,69.75,69.79,67.9,68.97,968948,
688733.SH,Ҽʯͨ,2022-03-25,68.13,69.72,66.77,66.78,775387,
688733.SH,Ҽʯͨ,2022-03-28,66,67.85,65.68,66.7,1002701,
688733.SH,Ҽʯͨ,2022-03-29,67,69,64.75,65.41,953413,
688733.SH,Ҽʯͨ,2022-03-30,65.41,68.6,63.74,68.39,1388912,
688733.SH,Ҽʯͨ,2022-03-31,68.4,68.69,64.85,65.84,1107372,
688733.SH,Ҽʯͨ,2022-04-01,65.64,65.8,62.45,64.96,817898,
688733.SH,Ҽʯͨ,2022-04-06,64.96,64.96,61.8,63.67,1013046,
688733.SH,Ҽʯͨ,2022-04-07,63.65,65.39,61.8,63.86,549457,
688733.SH,Ҽʯͨ,2022-04-08,63.8,65.18,61.57,63.2,1200633,
688733.SH,Ҽʯͨ,2022-04-11,61.61,62.24,59.23,60.33,902351,
688733.SH,Ҽʯͨ,2022-04-12,60.93,60.93,58.57,59.99,693238,
688733.SH,Ҽʯͨ,2022-04-13,59.25,60.24,57.66,58.7,753063,
688733.SH,Ҽʯͨ,2022-04-14,58.51,60,57.2,57.23,789649,
688733.SH,Ҽʯͨ,2022-04-15,56.26,57.97,55.5,57.31,984344,
688733.SH,Ҽʯͨ,2022-04-18,57.97,60.09,54.97,59.59,1010990,
688733.SH,Ҽʯͨ,2022-04-19,59.43,61.43,58.58,59.2,529560,
688733.SH,Ҽʯͨ,2022-04-20,59.96,59.96,58.01,58.5,490893,
688733.SH,Ҽʯͨ,2022-04-21,57.72,58.5,56.01,56.01,727759,
688733.SH,Ҽʯͨ,2022-04-22,58.88,58.88,54,54.93,878767,
688733.SH,Ҽʯͨ,2022-04-25,52.79,52.8,45.2,45.77,1630661,
688733.SH,Ҽʯͨ,2022-04-26,45.7,49.56,44.53,45.69,1317221,
688733.SH,Ҽʯͨ,2022-04-27,44.34,50,44.33,49.8,990142,
688733.SH,Ҽʯͨ,2022-04-28,49.26,51.68,48.6,49.88,1194244,
688733.SH,Ҽʯͨ,2022-04-29,52,56.5,50.2,54.68,1318061,
688733.SH,Ҽʯͨ,2022-05-05,53.87,56.75,52,54,1143617,
688733.SH,Ҽʯͨ,2022-05-06,52.48,55.8,51.6,54.46,671998,
688733.SH,Ҽʯͨ,2022-05-09,55.12,55.12,51.76,52.35,1215715,
688733.SH,Ҽʯͨ,2022-05-10,51.8,55.78,51.06,53.67,1104634,
688733.SH,Ҽʯͨ,2022-05-11,53.67,58.29,53.33,56.2,1161256,
688733.SH,Ҽʯͨ,2022-05-12,56,59,55.1,58,1397807,
688733.SH,Ҽʯͨ,2022-05-13,58.95,60.96,57.23,59.9,1440452,
688733.SH,Ҽʯͨ,2022-05-16,61.51,63.75,58.16,58.95,1143566,
688733.SH,Ҽʯͨ,2022-05-17,58.82,62.36,58.01,61.22,1150782,
688733.SH,Ҽʯͨ,2022-05-18,61.22,63.66,60.98,62.49,777555,
688733.SH,Ҽʯͨ,2022-05-19,62.0887,64.7071,61.4467,64.2055,777641,
688733.SH,Ҽʯͨ,2022-05-20,64.6269,68.0879,64.5466,66.874,1168071,
688733.SH,Ҽʯͨ,2022-05-23,67.2051,69.1012,65.7103,67.2151,1133588,
688733.SH,Ҽʯͨ,2022-05-24,68.3387,69.0209,65.0081,65.2488,914325,
688733.SH,Ҽʯͨ,2022-05-25,65.1987,66.6834,62.7208,64.6369,1134624,
688733.SH,Ҽʯͨ,2022-05-26,62.8813,67.175,62.8813,65.8508,878317,
688733.SH,Ҽʯͨ,2022-05-27,66.864,69.8034,66.3122,67.5261,1548623,
688733.SH,Ҽʯͨ,2022-05-30,67.5261,68.1381,66.0113,67.6766,880214,
688733.SH,Ҽʯͨ,2022-05-31,66.7135,68.3387,66.4326,67.8672,735012,
688733.SH,Ҽʯͨ,2022-06-01,68.118,72.6626,67.2854,70.5257,1433324,
688733.SH,Ҽʯͨ,2022-06-02,71.228,72.4218,69.7432,72.2513,1122518,
688733.SH,Ҽʯͨ,2022-06-06,72.2111,77.799,71.2781,76.224,1665839,
688733.SH,Ҽʯͨ,2022-06-07,75.2709,77.0466,71.3283,73.3247,1311665,
688733.SH,Ҽʯͨ,2022-06-08,74.2175,76.9062,73.2344,75.5719,1162739,
688733.SH,Ҽʯͨ,2022-06-09,75.3512,75.5318,72.7428,73.6357,1081672,
688733.SH,Ҽʯͨ,2022-06-10,72.2111,75.2007,71.4186,73.9768,1154485,
688733.SH,Ҽʯͨ,2022-06-13,64.3961,76.3444,64.3961,75.0803,1235971,
688733.SH,Ҽʯͨ,2022-06-14,75.1706,75.7424,72.6425,75.1204,875640,
688733.SH,Ҽʯͨ,2022-06-15,76.244,76.6052,70.6261,73.1541,1795554,
688733.SH,Ҽʯͨ,2022-06-16,73.0438,76.545,71.549,73.7962,1497541,
688733.SH,Ҽʯͨ,2022-06-17,73.2344,76.7456,73.2344,76.244,1360314,
688733.SH,Ҽʯͨ,2022-06-20,78.2304,80.1365,75.7224,76.2541,1755178,
688733.SH,Ҽʯͨ,2022-06-21,76.3243,77.1269,73.104,73.9968,2065888,
688733.SH,Ҽʯͨ,2022-06-22,73.9968,76.1537,73.0338,73.5354,1202208,
688733.SH,Ҽʯͨ,2022-06-23,73.3247,77.1369,72.9134,77.0466,1774914,
688733.SH,Ҽʯͨ,2022-06-24,79.2537,81.6513,76.0133,80.5578,2689161,
688733.SH,Ҽʯͨ,2022-06-27,80.9391,83.7581,78.9226,80.2769,1805750,
688733.SH,Ҽʯͨ,2022-06-28,79.3038,80.2569,78.3508,79.2838,1096330,
688733.SH,Ҽʯͨ,2022-06-29,79.354,79.354,71.6995,72.2111,2223264,
688733.SH,Ҽʯͨ,2022-06-30,72.0305,74.8696,70.3552,73.6257,1839732,
688733.SH,Ҽʯͨ,2022-07-01,73.2344,81.551,72.6325,80.598,2901602,
688733.SH,Ҽʯͨ,2022-07-04,81.7416,86.4367,77.4479,84.5506,2576641,
688733.SH,Ҽʯͨ,2022-07-05,85.5538,85.9852,80.7585,82.183,1500423,
688733.SH,Ҽʯͨ,2022-07-06,83.2565,83.9989,80.8387,83.427,1589085,
688733.SH,Ҽʯͨ,2022-07-07,82.6245,90.289,82.3235,89.3359,1920858,
688733.SH,Ҽʯͨ,2022-07-08,89.346,90.2489,84.8516,85.7244,1294850,
688733.SH,Ҽʯͨ,2022-07-11,85.4836,86.2761,80.8588,82.3636,1341141,
688733.SH,Ҽʯͨ,2022-07-12,82.3636,83.4872,79.976,80.2067,775845,
688733.SH,Ҽʯͨ,2022-07-13,80.2067,82.0426,78.2505,80.5478,926819,
688733.SH,Ҽʯͨ,2022-07-14,80.3171,83.2665,80.0562,80.4575,1125491,
688733.SH,Ҽʯͨ,2022-07-15,80.5578,81.8319,79.4242,81.7517,1617194,
688733.SH,Ҽʯͨ,2022-07-18,81.0594,81.0594,74.8395,77.0065,3098005,
688733.SH,Ҽʯͨ,2022-07-19,76.4848,78.5314,74.2376,78.0398,1517686,
688733.SH,Ҽʯͨ,2022-07-20,79.2336,79.2436,76.7557,76.8359,795379,
688733.SH,Ҽʯͨ,2022-07-21,76.846,80.7585,76.0233,78.1401,1159395,
688733.SH,Ҽʯͨ,2022-07-22,77.3175,79.8456,75.3411,76.7858,722829,
688733.SH,Ҽʯͨ,2022-07-25,76.4447,78.1,75.9932,77.0366,521264,
688733.SH,Ҽʯͨ,2022-07-26,75.2408,80.2468,73.114,78.8123,2231335,
688733.SH,Ҽʯͨ,2022-07-27,79.675,81.0294,77.0968,79.5045,1039163,
688733.SH,Ҽʯͨ,2022-07-28,80.608,80.9792,77.9294,79.1132,905375,
688733.SH,Ҽʯͨ,2022-07-29,81.1397,82.7649,79.6449,81.3805,1231597,
688733.SH,Ҽʯͨ,2022-08-01,81.2601,81.5912,77.809,81.0695,1065764,
688733.SH,Ҽʯͨ,2022-08-02,79.053,79.6449,77.0366,77.7589,1131432,
688733.SH,Ҽʯͨ,2022-08-03,77.2573,79.7553,75.291,75.3311,848012,
688733.SH,Ҽʯͨ,2022-08-04,76.7456,76.7456,72.1108,72.8632,1329916,
688733.SH,Ҽʯͨ,2022-08-05,72.4118,74.8395,72.2412,73.6558,1196093,
688733.SH,Ҽʯͨ,2022-08-08,73.5153,78.1,73.4049,77.8492,1245011,
688733.SH,Ҽʯͨ,2022-08-09,78.2505,78.2505,73.9768,74.358,1582507,
688733.SH,Ҽʯͨ,2022-08-10,73.114,75.2408,72.7228,73.8664,1212902,
688733.SH,Ҽʯͨ,2022-08-11,73.4651,76.7456,73.0237,73.2244,1194259,
688733.SH,Ҽʯͨ,2022-08-12,73.2344,73.8865,69.8837,70.295,1619040,
688733.SH,Ҽʯͨ,2022-08-15,69.8435,73.6056,69.7232,71.3484,1354424,
688733.SH,Ҽʯͨ,2022-08-16,71.4487,74.7292,70.9571,71.5089,1475591,
688733.SH,Ҽʯͨ,2022-08-17,70.3351,71.5089,67.0446,68.108,5371688,
688733.SH,Ҽʯͨ,2022-08-18,68.1582,71.7797,68.1582,70.5257,3149317,
688733.SH,Ҽʯͨ,2022-08-19,70.2248,70.4756,65.62,65.8106,3815731,
688733.SH,Ҽʯͨ,2022-08-22,65.2087,66.5129,63.8544,65.5097,3358846,
688733.SH,Ҽʯͨ,2022-08-23,65.6802,69.1915,65.2087,67.3355,2951222,
688733.SH,Ҽʯͨ,2022-08-24,67.9876,69.1112,64.4563,64.8275,2534044,
688733.SH,Ҽʯͨ,2022-08-25,64.2657,65.1887,61.0554,61.7577,2329624,
688733.SH,Ҽʯͨ,2022-08-26,63.2023,64.7071,61.5771,62.1991,1959696,
688733.SH,Ҽʯͨ,2022-08-29,61.1959,65.0081,60.1927,64.1654,2080888,
688733.SH,Ҽʯͨ,2022-08-30,64.2055,66.2019,62.7809,64.2155,1880165,
688733.SH,Ҽʯͨ,2022-08-31,64.2155,65.299,61.7476,62.2994,1519176,
688733.SH,Ҽʯͨ,2022-09-01,62.801,63.7039,61.1959,62.6907,1313940,
688733.SH,Ҽʯͨ,2022-09-02,62.7007,64.0651,61.7075,63.102,1251349,
688733.SH,Ҽʯͨ,2022-09-05,63.102,64.6469,61.6373,61.9683,1866796,
688733.SH,Ҽʯͨ,2022-09-06,62.2793,65.2589,60.7946,65.2087,2325409,
688733.SH,Ҽʯͨ,2022-09-07,65.2087,69.5025,64.7071,68.3989,2911822,
688733.SH,Ҽʯͨ,2022-09-08,68.3989,68.6196,67.2151,67.5763,1344930,
688733.SH,Ҽʯͨ,2022-09-09,67.1951,67.9074,66.3524,67.2151,1602537,
688733.SH,Ҽʯͨ,2022-09-13,68.118,69.5225,66.9443,67.5161,1535974,
688733.SH,Ҽʯͨ,2022-09-14,67.6565,68.419,65.5899,66.0614,1537054,
688733.SH,Ҽʯͨ,2022-09-15,66.9142,66.9142,61.9683,62.5502,1980242,
688733.SH,Ҽʯͨ,2022-09-16,62.2091,63.0819,60.7946,60.8648,2688016,
688733.SH,Ҽʯͨ,2022-09-19,60.293,61.557,59.3098,60.4736,1797160,
688733.SH,Ҽʯͨ,2022-09-20,60.5037,61.9984,59.2597,60.2027,2041553,
688733.SH,Ҽʯͨ,2022-09-21,60.1325,60.4234,58.437,59.0189,1703987,
688733.SH,Ҽʯͨ,2022-09-22,58.2866,61.557,58.2866,59.5707,2005416,
688733.SH,Ҽʯͨ,2022-09-23,58.9888,59.8817,56.3203,57.8953,1826009,
688733.SH,Ҽʯͨ,2022-09-26,57.6947,60.1927,56.862,58.3468,1298770,
688733.SH,Ҽʯͨ,2022-09-27,58.7079,59.5807,57.484,58.5474,1005134,
688733.SH,Ҽʯͨ,2022-09-28,60.2127,60.7444,57.2131,57.9856,1900904,
688733.SH,Ҽʯͨ,2022-09-29,58.1862,60.1726,57.2833,59.0791,1377370,
688733.SH,Ҽʯͨ,2022-09-30,59.2396,59.2496,55.7284,56.3403,1720811,
688733.SH,Ҽʯͨ,2022-10-10,56.1798,56.6814,53.6317,53.9928,1351216,
688733.SH,Ҽʯͨ,2022-10-11,54.8054,56.9824,53.9326,55.7083,1719341,
688733.SH,Ҽʯͨ,2022-10-12,55.7284,58.9085,54.7151,58.3367,1553572,
688733.SH,Ҽʯͨ,2022-10-13,57.7147,59.3901,57.3937,57.6345,1294870,
688733.SH,Ҽʯͨ,2022-10-14,58.9888,58.9888,56.6814,57.785,1738286,
688733.SH,Ҽʯͨ,2022-10-17,57.1931,58.6979,56.3604,57.484,1545615,
688733.SH,Ҽʯͨ,2022-10-18,57.785,60.0723,57.785,58.6377,1750397,
688733.SH,Ҽʯͨ,2022-10-19,58.7681,60.3732,57.3335,57.3837,1869428,
688733.SH,Ҽʯͨ,2022-10-20,56.6915,57.6345,54.5646,56.9222,1890727,
688733.SH,Ҽʯͨ,2022-10-21,57.2833,58.5875,55.6782,58.3668,1562658,
688733.SH,Ҽʯͨ,2022-10-24,58.3668,59.992,57.8853,58.5474,1663831,
688733.SH,Ҽʯͨ,2022-10-25,58.6277,59.681,56.1898,57.1228,1515949,
688733.SH,Ҽʯͨ,2022-10-26,57.4439,58.9487,55.9792,58.2765,1725416,
688733.SH,Ҽʯͨ,2022-10-27,58.2966,59.2998,54.8355,54.8656,2188859,
688733.SH,Ҽʯͨ,2022-10-28,49.1573,49.1573,43.8905,44.2918,7264207,
688733.SH,Ҽʯͨ,2022-10-31,43.3889,44.1513,42.2352,42.7368,3934160,
688733.SH,Ҽʯͨ,2022-11-01,42.7067,44.7131,42.0345,44.3319,3677456,
688733.SH,Ҽʯͨ,2022-11-02,44.5727,45.004,43.5494,44.8435,3166616,
688733.SH,Ҽʯͨ,2022-11-03,44.4924,46.2581,44.1513,45.3451,2760411,
688733.SH,Ҽʯͨ,2022-11-04,45.6461,47.6525,45.3752,47.6525,2807372,
688733.SH,Ҽʯͨ,2022-11-07,47.6826,48.6357,47.1509,47.8933,2611664,
688733.SH,Ҽʯͨ,2022-11-08,48.3447,48.3949,46.559,46.6593,2409234,
688733.SH,Ҽʯͨ,2022-11-09,47.1108,47.171,45.9671,45.9772,2182935,
688733.SH,Ҽʯͨ,2022-11-10,45.4655,46.1377,44.6429,44.8134,1732524,
688733.SH,Ҽʯͨ,2022-11-11,46.0474,46.9503,45.1044,45.1144,2010153,
688733.SH,Ҽʯͨ,2022-11-14,45.626,45.626,44.3821,44.5526,1860996,
688733.SH,Ҽʯͨ,2022-11-15,44.5526,45.7966,44.1413,45.7565,2980076,
688733.SH,Ҽʯͨ,2022-11-16,45.937,46.2982,44.7432,44.9138,1888820,
688733.SH,Ҽʯͨ,2022-11-17,44.4422,45.1445,43.3588,44.051,2281152,
688733.SH,Ҽʯͨ,2022-11-18,44.6429,44.9739,43.5494,43.5494,2431858,
688733.SH,Ҽʯͨ,2022-11-21,43.118,44.3821,42.9073,44.3118,1905849,
688733.SH,Ҽʯͨ,2022-11-22,44.1112,44.4924,42.9374,43.0478,1854532,
688733.SH,Ҽʯͨ,2022-11-23,43.118,43.8403,42.2653,43.7701,1731698,
688733.SH,Ҽʯͨ,2022-11-24,43.8804,45.004,43.4491,44.2516,2134377,
688733.SH,Ҽʯͨ,2022-11-25,44.0811,44.1413,42.7569,42.797,1835784,
