´תֲכ,¼ע³ֶ,ָױֶÚ,¿×ֵּ¼Û(װ×),׳מ¸ß¼Û(װ×),׳מµֽ¼Û(װ×),Êױֵּ¼Û(װ×),³ֹ½»ֱ¿(¹ֹ),
003004.SZ,*STֹשׁ¸,2024-04-12,23.7042,23.9816,23.1185,23.2726,1137878,
003004.SZ,*STֹשׁ¸,2024-04-15,22.4609,23.0877,21.0635,21.3615,2775057,
003004.SZ,*STֹשׁ¸,2024-04-16,20.9094,22.3787,19.2243,20.2621,3250610,
003004.SZ,*STֹשׁ¸,2024-04-17,20.1388,21.5362,20.1388,21.5156,2359194,
003004.SZ,*STֹשׁ¸,2024-04-18,21.8444,22.3273,21.1971,21.7519,2444072,
003004.SZ,*STֹשׁ¸,2024-04-19,21.7314,23.0569,21.4334,22.3171,3121199,
003004.SZ,*STֹשׁ¸,2024-04-22,21.9369,21.9574,20.6628,21.0738,2233303,
003004.SZ,*STֹשׁ¸,2024-04-23,21.0738,21.8547,20.8889,21.7108,1766871,
003004.SZ,*STֹשׁ¸,2024-04-24,21.5464,23.8788,21.5464,23.8788,2135000,
003004.SZ,*STֹשׁ¸,2024-04-25,23.9302,25.2351,23.0774,24.4029,5004000,
003004.SZ,*STֹשׁ¸,2024-04-26,24.6597,25.4817,23.8788,24.3823,4395673,
003004.SZ,*STֹשׁ¸,2024-04-29,24.146,25.266,24.0432,25.1632,3783271,
003004.SZ,*STֹשׁ¸,2024-04-30,24.4234,24.7522,23.7247,23.8994,3612300,
003004.SZ,*STֹשׁ¸,2024-05-06,24.0741,24.3412,23.4165,23.7658,2243796,
003004.SZ,*STֹשׁ¸,2024-05-07,23.7864,25.2249,23.7658,24.8139,3904000,
003004.SZ,*STֹשׁ¸,2024-05-08,24.3309,24.5673,23.7864,24.0124,1916912,
003004.SZ,*STֹשׁ¸,2024-05-09,23.9713,24.2385,23.8377,24.1665,1406784,
003004.SZ,*STֹשׁ¸,2024-05-10,24.0432,24.3207,23.1493,23.2624,1730500,
003004.SZ,*STֹשׁ¸,2024-05-13,22.8,25.5845,22.1938,25.5845,4959789,
003004.SZ,*STֹשׁ¸,2024-05-14,28.0504,28.1429,27.3826,28.1429,9807419,
003004.SZ,*STֹשׁ¸,2024-05-15,27.8861,30.9582,27.2387,29.304,15711897,
003004.SZ,*STֹשׁ¸,2024-05-16,26.3756,28.2046,26.3756,26.3756,11962154,
003004.SZ,*STֹשׁ¸,2024-05-17,26.7661,29.0163,25.5639,29.0163,10428016,
003004.SZ,*STֹשׁ¸,2024-05-20,29.0266,31.8522,29.0266,30.4445,14357888,
003004.SZ,*STֹשׁ¸,2024-05-21,29.1293,29.2834,27.9477,28.1532,8028302,
003004.SZ,*STֹשׁ¸,2024-05-22,27.9477,29.4684,27.6703,29.3965,7700200,
003004.SZ,*STֹשׁ¸,2024-05-23,29.5814,30.7527,29.3656,29.6122,9429538,
003004.SZ,*STֹשׁ¸,2024-05-24,28.4203,28.4614,26.6531,26.7044,6969100,
003004.SZ,*STֹשׁ¸,2024-05-27,25.6872,26.3037,24.8241,25.79,4960050,
003004.SZ,*STֹשׁ¸,2024-05-28,25.5639,26.1393,24.9166,25.0091,3805928,
003004.SZ,*STֹשׁ¸,2024-05-29,25.1838,25.605,24.4851,24.6084,3172312,
003004.SZ,*STֹשׁ¸,2024-05-30,24.3515,24.968,23.7555,24.5364,2405700,
003004.SZ,*STֹשׁ¸,2024-05-31,24.3309,25.1735,24.3309,24.9063,2352600,
003004.SZ,*STֹשׁ¸,2024-06-03,24.9474,25.5639,24.1665,25.266,3199400,
003004.SZ,*STֹשׁ¸,2024-06-04,24.8619,27.4517,24.6651,26.7473,5583000,
003004.SZ,*STֹשׁ¸,2024-06-05,26.2604,26.5401,25.3799,25.6182,3099500,
003004.SZ,*STֹשׁ¸,2024-06-06,25.7425,25.8771,23.1112,23.3495,3941724,
003004.SZ,*STֹשׁ¸,2024-06-07,23.7224,23.9296,22.9144,23.6499,1961930,
003004.SZ,*STֹשׁ¸,2024-06-11,23.6499,24.3129,22.8005,24.2507,1874898,
003004.SZ,*STֹשׁ¸,2024-06-12,24.0643,24.7273,24.0332,24.4061,1666712,
003004.SZ,*STֹשׁ¸,2024-06-13,24.3854,24.7687,24.199,24.3647,1323712,
003004.SZ,*STֹשׁ¸,2024-06-14,24.0643,24.5304,23.9089,24.4269,1123588,
003004.SZ,*STֹשׁ¸,2024-06-17,24.7376,24.893,23.8571,24.0539,1603000,
003004.SZ,*STֹשׁ¸,2024-06-18,23.8364,25.6803,23.7535,25.2763,3527988,
003004.SZ,*STֹשׁ¸,2024-06-19,25.3695,26.4158,25.3695,26.1361,4339200,
003004.SZ,*STֹשׁ¸,2024-06-20,26.1983,26.2293,24.8619,25.0795,2919665,
003004.SZ,*STֹשׁ¸,2024-06-21,24.1575,25.3592,24.1575,25.0484,1772300,
003004.SZ,*STֹשׁ¸,2024-06-24,24.8619,24.8619,23.6292,23.8675,1910900,
003004.SZ,*STֹשׁ¸,2024-06-25,25.1209,26.2501,25.1209,26.2501,2402300,
003004.SZ,*STֹשׁ¸,2024-06-26,25.5871,28.8709,25.0691,28.8709,9613644,
003004.SZ,*STֹשׁ¸,2024-06-27,30.8392,30.8495,27.4206,27.6589,12252112,
003004.SZ,*STֹשׁ¸,2024-06-28,26.7162,28.4773,26.5505,27.6589,7196256,
003004.SZ,*STֹשׁ¸,2024-07-01,27.5346,27.6175,26.0014,26.6437,6010912,
003004.SZ,*STֹשׁ¸,2024-07-02,26.9234,27.2445,26.2501,26.478,4621800,
003004.SZ,*STֹשׁ¸,2024-07-03,25.5353,26.9545,25.3903,26.364,4808512,
003004.SZ,*STֹשׁ¸,2024-07-04,25.9186,26.9338,25.6596,26.9338,5858243,
003004.SZ,*STֹשׁ¸,2024-07-05,26.4158,27.0995,26.0118,26.5712,4641374,
003004.SZ,*STֹשׁ¸,2024-07-08,26.105,26.1361,23.9193,24.2922,5253401,
003004.SZ,*STֹשׁ¸,2024-07-09,25.5871,25.8978,24.3025,24.8412,3987886,
003004.SZ,*STֹשׁ¸,2024-07-10,24.603,25.0484,24.0332,24.199,3408431,
003004.SZ,*STֹשׁ¸,2024-07-11,24.23,24.8412,24.0643,24.5719,3152831,
003004.SZ,*STֹשׁ¸,2024-07-12,24.3647,25.0691,24.2404,24.489,2472315,
003004.SZ,*STֹשׁ¸,2024-07-15,24.3854,24.8619,23.7017,24.0954,2257000,
003004.SZ,*STֹשׁ¸,2024-07-16,24.2715,24.4061,23.536,23.8364,2123231,
003004.SZ,*STֹשׁ¸,2024-07-17,23.826,23.826,23.018,23.018,2101500,
003004.SZ,*STֹשׁ¸,2024-07-18,23.018,23.0284,22.2929,23.0076,1639531,
003004.SZ,*STֹשׁ¸,2024-07-19,23.0284,23.4531,22.8108,23.2977,1145200,
003004.SZ,*STֹשׁ¸,2024-07-22,23.3081,24.4372,23.3081,23.9918,2510487,
003004.SZ,*STֹשׁ¸,2024-07-23,23.6188,24.7583,23.6188,24.3854,2926400,
003004.SZ,*STֹשׁ¸,2024-07-24,23.9296,24.344,23.5049,23.8053,1991910,
003004.SZ,*STֹשׁ¸,2024-07-25,23.5463,24.1057,23.3288,24.0746,1568000,
003004.SZ,*STֹשׁ¸,2024-07-26,24.344,24.8101,23.9296,24.5304,2236900,
003004.SZ,*STֹשׁ¸,2024-07-29,24.5201,26.2293,24.2922,25.2452,3977400,
003004.SZ,*STֹשׁ¸,2024-07-30,24.9552,25.8046,24.7376,25.2556,3727712,
003004.SZ,*STֹשׁ¸,2024-07-31,25.0173,26.2811,24.8619,25.8253,4194308,
003004.SZ,*STֹשׁ¸,2024-08-01,25.6596,26.3433,25.5664,25.8046,3144412,
003004.SZ,*STֹשׁ¸,2024-08-02,25.5456,25.7943,25.2349,25.2659,2303800,
003004.SZ,*STֹשׁ¸,2024-08-05,24.7687,25.2763,23.94,23.971,2099400,
003004.SZ,*STֹשׁ¸,2024-08-06,24.3025,24.4476,23.826,24.1264,1172734,
003004.SZ,*STֹשׁ¸,2024-08-07,23.9296,24.6651,23.9296,24.4476,1234654,
003004.SZ,*STֹשׁ¸,2024-08-08,24.4476,24.4476,23.2148,23.4945,1744900,
003004.SZ,*STֹשׁ¸,2024-08-09,23.7224,23.8778,23.422,23.422,959800,
003004.SZ,*STֹשׁ¸,2024-08-12,23.3081,23.4324,22.8315,23.132,883600,
003004.SZ,*STֹשׁ¸,2024-08-13,23.0491,23.5152,22.9041,23.5152,947600,
003004.SZ,*STֹשׁ¸,2024-08-14,23.6188,23.8157,23.3184,23.6396,746600,
003004.SZ,*STֹשׁ¸,2024-08-15,23.5878,23.8778,23.0594,23.3495,1159800,
003004.SZ,*STֹשׁ¸,2024-08-16,23.3495,23.5878,23.0802,23.1527,792800,
003004.SZ,*STֹשׁ¸,2024-08-19,23.1527,23.3288,22.8315,22.9455,722400,
003004.SZ,*STֹשׁ¸,2024-08-20,22.9351,23.2045,22.4483,22.5311,862300,
003004.SZ,*STֹשׁ¸,2024-08-21,22.5208,22.7901,22.3447,22.4897,624200,
003004.SZ,*STֹשׁ¸,2024-08-22,22.6865,22.6865,21.5988,21.692,1304840,
003004.SZ,*STֹשׁ¸,2024-08-23,21.6506,21.9096,21.3605,21.4434,1018992,
003004.SZ,*STֹשׁ¸,2024-08-26,21.4434,21.9199,21.3088,21.9199,944600,
003004.SZ,*STֹשׁ¸,2024-08-27,21.6402,21.9199,21.0291,21.0705,1054395,
003004.SZ,*STֹשׁ¸,2024-08-28,21.1119,21.2984,20.625,21.0498,834300,
003004.SZ,*STֹשׁ¸,2024-08-29,21.288,21.3398,20.8012,21.288,738800,
003004.SZ,*STֹשׁ¸,2024-08-30,21.288,22.1064,21.0912,21.7542,1141000,
003004.SZ,*STֹשׁ¸,2024-09-02,21.9096,21.9717,21.3605,21.3709,760400,
003004.SZ,*STֹשׁ¸,2024-09-03,21.5884,21.951,21.4434,21.9096,904400,
003004.SZ,*STֹשׁ¸,2024-09-04,21.8992,21.8992,21.3709,21.5677,941900,
003004.SZ,*STֹשׁ¸,2024-09-05,21.402,21.8578,21.402,21.661,782400,
003004.SZ,*STֹשׁ¸,2024-09-06,21.4849,21.6506,20.9255,20.9255,966900,
003004.SZ,*STֹשׁ¸,2024-09-09,20.7183,21.1119,20.4904,20.8944,615800,
003004.SZ,*STֹשׁ¸,2024-09-10,21.3605,21.6402,20.7183,21.3191,966900,
003004.SZ,*STֹשׁ¸,2024-09-11,21.2673,21.2673,20.7804,20.884,628300,
003004.SZ,*STֹשׁ¸,2024-09-12,20.9876,21.1016,20.6354,20.6872,655200,
003004.SZ,*STֹשׁ¸,2024-09-13,20.7286,20.9255,20.3039,20.3039,784200,
003004.SZ,*STֹשׁ¸,2024-09-18,20.3764,20.6043,19.6824,20.1071,797000,
003004.SZ,*STֹשׁ¸,2024-09-19,20.4075,22.1168,20.0967,22.1168,1989600,
003004.SZ,*STֹשׁ¸,2024-09-20,23.277,24.3129,22.2204,23.277,7090930,
003004.SZ,*STֹשׁ¸,2024-09-23,23.4117,24.2611,22.8005,23.0802,5171670,
003004.SZ,*STֹשׁ¸,2024-09-24,23.132,23.132,22.3861,22.8937,3756542,
003004.SZ,*STֹשׁ¸,2024-09-25,23.1216,23.3806,22.6762,22.9559,3614404,
003004.SZ,*STֹשׁ¸,2024-09-26,22.9041,23.2873,22.5415,23.2459,3154600,
003004.SZ,*STֹשׁ¸,2024-09-27,23.4117,24.6133,23.3184,24.1782,4119299,
003004.SZ,*STֹשׁ¸,2024-09-30,24.8619,26.4365,24.5615,26.2604,5279341,
003004.SZ,*STֹשׁ¸,2024-10-08,28.7984,28.8606,25.5353,27.6278,6593211,
003004.SZ,*STֹשׁ¸,2024-10-09,26.8405,30.3937,25.6389,29.6789,12067920,
003004.SZ,*STֹשׁ¸,2024-10-10,30.518,30.5595,27.6175,27.7625,7955134,
003004.SZ,*STֹשׁ¸,2024-10-11,27.2756,28.384,25.411,25.7425,4215513,
003004.SZ,*STֹשׁ¸,2024-10-14,25.4835,26.074,24.7998,26.0636,3486625,
003004.SZ,*STֹשׁ¸,2024-10-15,25.8978,26.4572,25.3592,25.4006,2843100,
003004.SZ,*STֹשׁ¸,2024-10-16,24.8101,25.5456,24.3958,25.2659,2092087,
003004.SZ,*STֹשׁ¸,2024-10-17,25.297,25.815,25.0691,25.1209,2248200,
003004.SZ,*STֹשׁ¸,2024-10-18,25.0277,26.1154,24.7791,25.7632,3163900,
003004.SZ,*STֹשׁ¸,2024-10-21,25.8978,26.4469,25.7943,26.3019,3380612,
003004.SZ,*STֹשׁ¸,2024-10-22,26.3537,27.0788,26.1154,26.2708,3779900,
003004.SZ,*STֹשׁ¸,2024-10-23,26.2708,26.7887,25.8875,26.1568,3434212,
003004.SZ,*STֹשׁ¸,2024-10-24,26.1672,26.623,25.5664,26.0429,2258500,
003004.SZ,*STֹשׁ¸,2024-10-25,26.0636,26.3951,25.8461,26.0843,2698358,
003004.SZ,*STֹשׁ¸,2024-10-28,26.1465,28.6948,26.0843,27.5657,5811012,
003004.SZ,*STֹשׁ¸,2024-10-29,27.6589,27.6589,26.1879,26.364,4681665,
003004.SZ,*STֹשׁ¸,2024-10-30,25.3695,26.3433,25.3695,25.8875,2710800,
003004.SZ,*STֹשׁ¸,2024-10-31,25.8668,26.3847,25.6699,26.1983,2627900,
003004.SZ,*STֹשׁ¸,2024-11-01,26.0014,26.2086,24.3543,24.3958,3180600,
003004.SZ,*STֹשׁ¸,2024-11-04,24.4579,25.5042,24.1368,25.1106,1733912,
003004.SZ,*STֹשׁ¸,2024-11-05,25.1313,26.4158,24.8723,25.9496,3010100,
003004.SZ,*STֹשׁ¸,2024-11-06,25.9911,27.1202,25.9289,26.3329,3627312,
003004.SZ,*STֹשׁ¸,2024-11-07,25.9704,26.5194,25.9704,26.4883,2399100,
003004.SZ,*STֹשׁ¸,2024-11-08,26.8302,26.8509,26.2708,26.7059,2585812,
003004.SZ,*STֹשׁ¸,2024-11-11,26.8405,27.4517,26.5298,27.4103,3477915,
003004.SZ,*STֹשׁ¸,2024-11-12,27.4621,27.6175,26.6437,26.8405,3004900,
003004.SZ,*STֹשׁ¸,2024-11-13,26.8198,27.2031,26.3847,27.0063,2018100,
003004.SZ,*STֹשׁ¸,2024-11-14,26.9441,27.1099,26.074,26.105,1671900,
003004.SZ,*STֹשׁ¸,2024-11-15,26.1568,26.8095,25.6596,25.6596,1945100,
003004.SZ,*STֹשׁ¸,2024-11-18,25.6285,25.8978,24.1575,24.4061,2367600,
003004.SZ,*STֹשׁ¸,2024-11-19,24.4165,25.5871,24.344,25.4317,1860616,
003004.SZ,*STֹשׁ¸,2024-11-20,25.5146,26.0843,25.3074,26.0532,1720826,
003004.SZ,*STֹשׁ¸,2024-11-21,26.074,28.6637,26.0222,27.1409,6737740,
003004.SZ,*STֹשׁ¸,2024-11-22,26.5712,29.5235,25.8978,27.6796,8949352,
003004.SZ,*STֹשׁ¸,2024-11-25,27.4517,28.9952,26.8095,28.9642,7776926,
003004.SZ,*STֹשׁ¸,2024-11-26,28.7155,28.7155,27.2653,27.4517,5080515,
003004.SZ,*STֹשׁ¸,2024-11-27,27.4724,28.4358,26.6437,28.353,5340600,
003004.SZ,*STֹשׁ¸,2024-11-28,28.4255,28.8813,27.7729,28.5084,5324824,
003004.SZ,*STֹשׁ¸,2024-11-29,28.3219,31.3571,27.7729,29.7515,8654912,
003004.SZ,*STֹשׁ¸,2024-12-02,29.0263,29.5339,28.8398,29.42,5643106,
003004.SZ,*STֹשׁ¸,2024-12-03,29.2231,30.0622,28.5498,29.7204,5139900,
003004.SZ,*STֹשׁ¸,2024-12-04,29.5546,31.2742,29.1092,29.9379,5293003,
003004.SZ,*STֹשׁ¸,2024-12-05,29.8343,32.8281,29.2128,31.3468,7063021,
003004.SZ,*STֹשׁ¸,2024-12-06,32.6002,34.1852,30.2798,30.5491,7809542,
003004.SZ,*STֹשׁ¸,2024-12-09,30.5387,30.9635,29.7204,30.3212,4794733,
003004.SZ,*STֹשׁ¸,2024-12-10,30.8702,32.0097,29.855,31.699,7042915,
003004.SZ,*STֹשׁ¸,2024-12-11,31.2121,31.8336,31.0567,31.3157,3986503,
003004.SZ,*STֹשׁ¸,2024-12-12,31.0774,32.3205,30.9635,31.5747,4173903,
003004.SZ,*STֹשׁ¸,2024-12-13,31.699,33.1492,31.4918,32.7349,4814505,
003004.SZ,*STֹשׁ¸,2024-12-16,32.4137,32.9939,31.2639,31.4503,3721300,
003004.SZ,*STֹשׁ¸,2024-12-17,31.4607,32.8281,29.8447,30.2694,3777823,
003004.SZ,*STֹשׁ¸,2024-12-18,29.3785,31.5436,28.4773,31.1085,3522300,
003004.SZ,*STֹשׁ¸,2024-12-19,30.8702,31.2639,30.2176,30.5595,2046100,
003004.SZ,*STֹשׁ¸,2024-12-20,30.5595,31.0774,30.1969,30.7666,1678651,
003004.SZ,*STֹשׁ¸,2024-12-23,30.8806,31.0256,27.949,28.0733,3711000,
003004.SZ,*STֹשׁ¸,2024-12-24,28.1976,28.8398,26.8302,27.4932,2950227,
003004.SZ,*STֹשׁ¸,2024-12-25,27.4828,27.7211,26.0014,26.6333,2027000,
003004.SZ,*STֹשׁ¸,2024-12-26,26.4158,27.1617,26.4158,26.9856,1551611,
003004.SZ,*STֹשׁ¸,2024-12-27,27.0995,27.8454,27.0063,27.2963,1267400,
003004.SZ,*STֹשׁ¸,2024-12-30,27.3274,27.6175,26.4158,27.3688,1358404,
003004.SZ,*STֹשׁ¸,2024-12-31,27.3688,27.7521,26.0222,26.3019,1302600,
