΄ϊΒλ,Ός³Ζ,ΘΥΖΪ,ΏªΕΜΌΫ(Τª),ΧξΈίΌΫ(Τª),ΧξµΝΌΫ(Τª),ΚΥΕΜΌΫ(Τª),³Ι½»ΑΏ(ΉΙ),
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-09,44.2437,46.1437,43.9723,45.5406,23785628,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-10,46.4453,47.139,45.058,45.2691,24022578,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-11,45.2088,46.3247,44.6056,45.9628,12792831,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-12,45.7215,46.8374,45.2691,46.0834,14217778,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-13,45.6914,46.2945,44.8771,45.631,12658071,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-16,45.631,45.6612,42.223,42.7961,32888143,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-17,42.8262,44.1834,42.5246,43.7913,19420638,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-18,43.8818,44.0628,42.7961,43.0072,11314569,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-19,42.4341,44.4247,41.6198,44.1231,21588138,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-20,43.731,44.6659,42.8564,43.0373,10863208,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-23,43.2786,44.3342,42.8564,43.0373,14059705,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-24,42.977,43.7008,42.8865,43.5802,12389572,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-25,43.3691,43.6707,41.9516,43.1278,9281250,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-26,42.8865,43.2786,42.404,42.5246,8227357,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-27,42.4643,42.7659,41.7706,42.4643,13616758,
603885.SH,ΌªΟιΊ½ΏΥ,2024-12-30,42.1627,42.7659,41.7706,42.1929,8318301,
