ґъВл,јтіЖ,ИХЖЪ,їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),
605577.SH,Бъ°жґ«ГЅ,2023-10-13,12.2213,12.8833,12.2213,12.8833,12538749,
605577.SH,Бъ°жґ«ГЅ,2023-10-16,12.8833,14.1767,12.4352,14.1767,39748283,
605577.SH,Бъ°жґ«ГЅ,2023-10-17,13.0361,13.4944,12.7611,12.8018,28973670,
605577.SH,Бъ°жґ«ГЅ,2023-10-18,12.4861,12.8018,12.0991,12.3741,19067804,
605577.SH,Бъ°жґ«ГЅ,2023-10-19,12.2009,12.2009,11.6612,11.7325,16830569,
605577.SH,Бъ°жґ«ГЅ,2023-10-20,11.7426,12.9037,11.6306,12.9037,25182260,
605577.SH,Бъ°жґ«ГЅ,2023-10-23,12.812,13.2805,12.5472,12.6796,23651199,
605577.SH,Бъ°жґ«ГЅ,2023-10-24,12.7305,13.7286,12.6898,13.3416,26397323,
605577.SH,Бъ°жґ«ГЅ,2023-10-25,12.8426,13.4944,12.8426,13.199,20343788,
605577.SH,Бъ°жґ«ГЅ,2023-10-26,13.087,14.2684,13.087,14.1054,26460788,
605577.SH,Бъ°жґ«ГЅ,2023-10-27,13.4434,13.7592,13.199,13.3823,16365600,
605577.SH,Бъ°жґ«ГЅ,2023-10-30,13.3416,13.4027,12.5676,13.0361,13153200,
605577.SH,Бъ°жґ«ГЅ,2023-10-31,13.1073,14.1156,12.9342,13.1888,17444938,
605577.SH,Бъ°жґ«ГЅ,2023-11-01,12.7814,14.5128,12.7713,13.9017,30630215,
605577.SH,Бъ°жґ«ГЅ,2023-11-02,13.5045,15.297,13.5045,15.297,33047738,
605577.SH,Бъ°жґ«ГЅ,2023-11-03,14.6452,15.297,14.0749,14.8998,33756228,
605577.SH,Бъ°жґ«ГЅ,2023-11-06,14.4619,16.2747,14.4415,15.6433,28749631,
605577.SH,Бъ°жґ«ГЅ,2023-11-07,15.5618,17.2117,15.3276,17.0895,33692464,
605577.SH,Бъ°жґ«ГЅ,2023-11-08,16.2747,18.5866,16.071,18.1385,35184605,
605577.SH,Бъ°жґ«ГЅ,2023-11-09,17.3644,17.5987,16.3256,16.3256,20750969,
605577.SH,Бъ°жґ«ГЅ,2023-11-10,15.4599,15.4803,14.6961,14.6961,24017424,
605577.SH,Бъ°жґ«ГЅ,2023-11-13,14.635,14.8693,14.4313,14.6045,15375576,
605577.SH,Бъ°жґ«ГЅ,2023-11-14,14.5128,14.635,14.4313,14.635,11041230,
605577.SH,Бъ°жґ«ГЅ,2023-11-15,14.747,14.7572,14.1156,14.4211,14287663,
605577.SH,Бъ°жґ«ГЅ,2023-11-16,14.2887,14.747,14.2073,14.5434,15697873,
605577.SH,Бъ°жґ«ГЅ,2023-11-17,14.36,14.6554,14.2073,14.3702,12737600,
605577.SH,Бъ°жґ«ГЅ,2023-11-20,14.36,14.4924,14.1869,14.4211,9891072,
605577.SH,Бъ°жґ«ГЅ,2023-11-21,14.411,15.7655,14.36,15.3785,28550939,
605577.SH,Бъ°жґ«ГЅ,2023-11-22,14.9711,16.9163,14.8591,16.9163,22803211,
605577.SH,Бъ°жґ«ГЅ,2023-11-23,18.6069,18.6069,17.3543,18.6069,29761191,
605577.SH,Бъ°жґ«ГЅ,2023-11-24,19.6559,20.4707,19.6254,20.4707,35557381,
605577.SH,Бъ°жґ«ГЅ,2023-11-27,20.3688,22.4057,18.4236,18.4236,44484747,
605577.SH,Бъ°жґ«ГЅ,2023-11-28,16.5802,17.0691,16.5802,16.5802,33247345,
605577.SH,Бъ°жґ«ГЅ,2023-11-29,16.2645,16.4682,15.6433,15.7859,28081962,
605577.SH,Бъ°жґ«ГЅ,2023-11-30,15.684,16.0914,15.6025,15.9284,20777973,
605577.SH,Бъ°жґ«ГЅ,2023-12-01,15.7859,17.5172,15.7247,17.5172,30367742,
605577.SH,Бъ°жґ«ГЅ,2023-12-04,17.8737,19.2689,17.5172,19.2689,34137175,
605577.SH,Бъ°жґ«ГЅ,2023-12-05,20.0022,21.1938,19.5439,21.1938,22925793,
605577.SH,Бъ°жґ«ГЅ,2023-12-06,22.864,23.3121,22.0085,23.3121,25171381,
605577.SH,Бъ°жґ«ГЅ,2023-12-07,23.3121,25.6444,22.4057,25.6444,25318210,
605577.SH,Бъ°жґ«ГЅ,2023-12-08,26.4489,28.2108,23.5056,23.9028,55742565,
605577.SH,Бъ°жґ«ГЅ,2023-12-11,22.6502,26.2962,22.6502,26.2962,39363015,
605577.SH,Бъ°жґ«ГЅ,2023-12-12,28.2719,28.9238,28.0173,28.9238,29883915,
605577.SH,Бъ°жґ«ГЅ,2023-12-13,28.9238,31.8161,28.9238,31.2662,48852503,
605577.SH,Бъ°жґ«ГЅ,2023-12-14,31.2865,33.2929,30.5533,31.7754,42443388,
605577.SH,Бъ°жґ«ГЅ,2023-12-15,31.7041,32.5698,29.046,30.207,34230716,
605577.SH,Бъ°жґ«ГЅ,2023-12-18,30.0848,31.8671,28.3127,29.545,30106003,
605577.SH,Бъ°жґ«ГЅ,2023-12-19,29.2191,31.256,28.2312,30.5431,31297991,
605577.SH,Бъ°жґ«ГЅ,2023-12-20,29.3515,30.2375,27.4877,27.4877,27053067,
605577.SH,Бъ°жґ«ГЅ,2023-12-21,26.7545,28.3942,26.174,27.7933,24606731,
605577.SH,Бъ°жґ«ГЅ,2023-12-22,27.5794,27.7933,25.0129,25.0129,20366177,
605577.SH,Бъ°жґ«ГЅ,2023-12-25,24.5445,26.2453,23.4242,25.6444,21147811,
605577.SH,Бъ°жґ«ГЅ,2023-12-26,25.6444,28.2108,25.4916,27.8238,31770201,
605577.SH,Бъ°жґ«ГЅ,2023-12-27,27.172,27.3961,25.0435,25.0435,24970940,
605577.SH,Бъ°жґ«ГЅ,2023-12-28,24.9315,25.5731,22.6909,23.7195,26535840,
605577.SH,Бъ°жґ«ГЅ,2023-12-29,23.7195,24.3917,23.3325,23.7603,20218212,
605577.SH,Бъ°жґ«ГЅ,2024-01-02,23.7806,24.7787,23.7297,23.8417,20792488,
605577.SH,Бъ°жґ«ГЅ,2024-01-03,23.689,24.9518,22.1002,24.4426,25468306,
605577.SH,Бъ°жґ«ГЅ,2024-01-04,23.7704,24.0862,22.6196,23.414,18376234,
605577.SH,Бъ°жґ«ГЅ,2024-01-05,23.302,23.5566,21.8558,22.0289,19488378,
605577.SH,Бъ°жґ«ГЅ,2024-01-08,22.0289,23.3223,21.9271,22.589,16301444,
605577.SH,Бъ°жґ«ГЅ,2024-01-09,22.6298,23.6279,22.253,23.3223,21920975,
605577.SH,Бъ°жґ«ГЅ,2024-01-10,22.8742,23.0779,21.6724,21.978,17754701,
605577.SH,Бъ°жґ«ГЅ,2024-01-11,22.1307,22.4974,21.9576,22.3955,13439300,
605577.SH,Бъ°жґ«ГЅ,2024-01-12,22.1919,22.589,21.4891,21.5197,13012800,
605577.SH,Бъ°жґ«ГЅ,2024-01-15,21.6317,23.6686,21.6317,23.6686,16902520,
605577.SH,Бъ°жґ«ГЅ,2024-01-16,23.6075,26.0314,23.1696,23.9639,38542465,
605577.SH,Бъ°жґ«ГЅ,2024-01-17,23.9639,24.9518,23.302,24.4935,30469663,
605577.SH,Бъ°жґ«ГЅ,2024-01-18,23.7093,24.2389,22.202,23.0168,25362763,
605577.SH,Бъ°жґ«ГЅ,2024-01-19,23.1594,25.3185,23.1594,25.3185,19511101,
605577.SH,Бъ°жґ«ГЅ,2024-01-22,25.4509,27.3146,24.9315,26.4184,45800639,
605577.SH,Бъ°жґ«ГЅ,2024-01-23,24.4732,28.8932,23.7806,27.7016,40034966,
605577.SH,Бъ°жґ«ГЅ,2024-01-24,26.5406,29.4533,25.9295,28.5164,38442356,
605577.SH,Бъ°жґ«ГЅ,2024-01-25,28.0988,31.368,27.6201,31.368,28545829,
605577.SH,Бъ°жґ«ГЅ,2024-01-26,32.5901,33.0484,28.2312,28.2312,41354269,
605577.SH,Бъ°жґ«ГЅ,2024-01-29,25.4203,26.398,25.4101,25.4101,10514000,
605577.SH,Бъ°жґ«ГЅ,2024-01-30,22.8742,24.1167,22.8742,22.8742,23993425,
605577.SH,Бъ°жґ«ГЅ,2024-01-31,22.0798,24.5139,22.0696,23.3834,27552581,
605577.SH,Бъ°жґ«ГЅ,2024-02-01,22.4566,23.302,21.041,21.2854,27219558,
605577.SH,Бъ°жґ«ГЅ,2024-02-02,21.0614,21.9067,19.1976,19.8189,25767507,
605577.SH,Бъ°жґ«ГЅ,2024-02-05,20.0735,20.2466,17.8329,17.8329,18775555,
605577.SH,Бъ°жґ«ГЅ,2024-02-06,17.8329,18.6375,16.4682,18.0162,20258058,
605577.SH,Бъ°жґ«ГЅ,2024-02-07,18.0162,18.5662,16.5599,16.5599,20035530,
605577.SH,Бъ°жґ«ГЅ,2024-02-08,16.6312,17.6089,15.8266,17.3441,19975632,
605577.SH,Бъ°жґ«ГЅ,2024-02-19,17.6598,19.0754,17.6598,19.0754,25164378,
605577.SH,Бъ°жґ«ГЅ,2024-02-20,19.0754,20.6133,18.6477,20.0226,29567698,
605577.SH,Бъ°жґ«ГЅ,2024-02-21,19.3402,20.7355,19.0143,19.9207,26269626,
605577.SH,Бъ°жґ«ГЅ,2024-02-22,19.6559,20.5929,19.5235,20.5827,23131830,
605577.SH,Бъ°жґ«ГЅ,2024-02-23,20.817,22.0187,20.2161,21.5095,29989966,
605577.SH,Бъ°жґ«ГЅ,2024-02-26,20.9799,22.3854,20.3688,21.9474,27975607,
605577.SH,Бъ°жґ«ГЅ,2024-02-27,21.3873,23.0473,21.1327,22.7214,28979660,
605577.SH,Бъ°жґ«ГЅ,2024-02-28,23.2714,23.6279,20.4503,20.4605,34317732,
605577.SH,Бъ°жґ«ГЅ,2024-02-29,19.3606,21.0716,19.2995,20.8882,17620410,
605577.SH,Бъ°жґ«ГЅ,2024-03-01,20.9799,21.2753,20.542,20.9392,15216766,
605577.SH,Бъ°жґ«ГЅ,2024-03-04,20.8882,21.6928,20.1346,21.6012,19229354,
605577.SH,Бъ°жґ«ГЅ,2024-03-05,21.3873,22.4974,21.0716,21.8965,25435455,
605577.SH,Бъ°жґ«ГЅ,2024-03-06,21.6113,21.7743,20.7762,21.1327,14622775,
605577.SH,Бъ°жґ«ГЅ,2024-03-07,21.1021,21.1123,19.9004,19.9513,14135447,
605577.SH,Бъ°жґ«ГЅ,2024-03-08,19.9513,20.929,19.6763,20.654,12575840,
605577.SH,Бъ°жґ«ГЅ,2024-03-11,20.5623,20.8271,20.3688,20.7253,9233710,
605577.SH,Бъ°жґ«ГЅ,2024-03-12,20.7355,21.0308,20.3688,20.7966,10039017,
605577.SH,Бъ°жґ«ГЅ,2024-03-13,20.9697,22.8742,20.9086,22.8742,26131764,
605577.SH,Бъ°жґ«ГЅ,2024-03-14,23.0066,23.7806,21.8252,23.4242,42180062,
605577.SH,Бъ°жґ«ГЅ,2024-03-15,23.0168,23.0168,22.2733,22.6196,22101430,
605577.SH,Бъ°жґ«ГЅ,2024-03-18,22.5279,23.7806,22.2428,23.027,25429950,
605577.SH,Бъ°жґ«ГЅ,2024-03-19,22.8335,23.302,22.2733,22.2835,18477652,
605577.SH,Бъ°жґ«ГЅ,2024-03-20,22.4872,23.7093,22.2835,23.027,22605240,
605577.SH,Бъ°жґ«ГЅ,2024-03-21,23.3732,23.9334,23.0372,23.2001,23813768,
605577.SH,Бъ°жґ«ГЅ,2024-03-22,23.027,23.9334,22.4057,23.8112,28301030,
605577.SH,Бъ°жґ«ГЅ,2024-03-25,23.7297,23.7297,21.9169,22.0798,17432054,
605577.SH,Бъ°жґ«ГЅ,2024-03-26,21.6012,22.1715,20.4401,20.542,14815542,
605577.SH,Бъ°жґ«ГЅ,2024-03-27,20.5725,21.0614,19.6661,20.4096,13030110,
605577.SH,Бъ°жґ«ГЅ,2024-03-28,19.9513,21.3975,19.768,21.1938,13632971,
605577.SH,Бъ°жґ«ГЅ,2024-03-29,20.929,21.3771,20.7049,21.0614,10689986,
605577.SH,Бъ°жґ«ГЅ,2024-04-01,21.153,21.4484,20.8984,21.428,11210108,
605577.SH,Бъ°жґ«ГЅ,2024-04-02,21.2141,21.3364,20.3688,20.4198,9368784,
605577.SH,Бъ°жґ«ГЅ,2024-04-03,20.2568,20.3688,19.1773,19.3097,9688657,
605577.SH,Бъ°жґ«ГЅ,2024-04-08,19.2486,19.2791,18.3931,18.4134,7410300,
605577.SH,Бъ°жґ«ГЅ,2024-04-09,18.6273,18.8819,18.444,18.8819,5528195,
605577.SH,Бъ°жґ«ГЅ,2024-04-10,18.8819,18.8819,17.9246,18.0672,6813600,
605577.SH,Бъ°жґ«ГЅ,2024-04-11,17.8024,18.831,17.6598,18.5662,8529050,
605577.SH,Бъ°жґ«ГЅ,2024-04-12,18.4338,18.9023,18.3625,18.6579,6756150,
605577.SH,Бъ°жґ«ГЅ,2024-04-15,18.6171,18.8819,17.6598,18.2097,7937010,
605577.SH,Бъ°жґ«ГЅ,2024-04-16,17.9449,18.1181,16.5599,16.6006,9231280,
605577.SH,Бъ°жґ«ГЅ,2024-04-17,16.9265,18.0061,16.8552,17.9449,10367657,
605577.SH,Бъ°жґ«ГЅ,2024-04-18,17.9449,18.3829,17.4255,17.9042,7509209,
605577.SH,Бъ°жґ«ГЅ,2024-04-19,17.8431,18.0264,17.6496,17.8737,5374725,
605577.SH,Бъ°жґ«ГЅ,2024-04-22,17.619,17.8126,17.1709,17.4459,4623300,
605577.SH,Бъ°жґ«ГЅ,2024-04-23,17.4459,18.0264,17.4459,17.9246,6159300,
605577.SH,Бъ°жґ«ГЅ,2024-04-24,17.9246,18.4338,17.619,18.281,8352700,
605577.SH,Бъ°жґ«ГЅ,2024-04-25,17.9042,18.0264,17.3237,17.4052,9497100,
605577.SH,Бъ°жґ«ГЅ,2024-04-26,17.3746,17.9042,17.3543,17.6089,8527970,
605577.SH,Бъ°жґ«ГЅ,2024-04-29,17.6292,18.1792,17.6292,18.0977,8287737,
605577.SH,Бъ°жґ«ГЅ,2024-04-30,18.3014,18.5968,18.1079,18.5153,11324868,
605577.SH,Бъ°жґ«ГЅ,2024-05-06,18.943,19.1976,18.6273,18.7699,10934080,
605577.SH,Бъ°жґ«ГЅ,2024-05-07,18.8412,19.1467,18.4338,18.5866,8752932,
605577.SH,Бъ°жґ«ГЅ,2024-05-08,18.4847,18.556,18.0162,18.0875,6158410,
605577.SH,Бъ°жґ«ГЅ,2024-05-09,18.1079,18.5153,18.1079,18.3014,5810450,
605577.SH,Бъ°жґ«ГЅ,2024-05-10,18.169,18.556,17.7107,17.7616,6105100,
605577.SH,Бъ°жґ«ГЅ,2024-05-13,17.7616,17.7718,17.0589,17.1607,5311900,
605577.SH,Бъ°жґ«ГЅ,2024-05-14,17.3441,17.8227,17.2015,17.782,6043800,
605577.SH,Бъ°жґ«ГЅ,2024-05-15,17.6292,17.8635,17.5172,17.6089,3420700,
605577.SH,Бъ°жґ«ГЅ,2024-05-16,17.6496,18.1283,17.5376,17.9042,5457000,
605577.SH,Бъ°жґ«ГЅ,2024-05-17,17.9042,17.9144,17.4255,17.6598,4715600,
605577.SH,Бъ°жґ«ГЅ,2024-05-20,17.8024,17.8635,17.4663,17.7005,4197400,
605577.SH,Бъ°жґ«ГЅ,2024-05-21,17.6292,17.8737,17.4866,17.5579,3355938,
605577.SH,Бъ°жґ«ГЅ,2024-05-22,17.5172,17.7922,17.3543,17.6903,3570519,
605577.SH,Бъ°жґ«ГЅ,2024-05-23,17.7005,17.7107,16.9876,17.0691,4724853,
605577.SH,Бъ°жґ«ГЅ,2024-05-24,16.9876,17.1607,16.6821,16.6821,3218305,
605577.SH,Бъ°жґ«ГЅ,2024-05-27,16.6719,16.9978,16.4784,16.9978,3883800,
605577.SH,Бъ°жґ«ГЅ,2024-05-28,16.7636,16.8858,16.5089,16.5089,3144800,
605577.SH,Бъ°жґ«ГЅ,2024-05-29,16.4784,16.7432,16.3562,16.5802,2811900,
605577.SH,Бъ°жґ«ГЅ,2024-05-30,16.6006,17.67,16.2951,17.2015,11895322,
605577.SH,Бъ°жґ«ГЅ,2024-05-31,16.9469,17.1709,16.7228,16.7737,8538310,
605577.SH,Бъ°жґ«ГЅ,2024-06-03,16.7024,18.4542,16.5701,18.4542,16954304,
605577.SH,Бъ°жґ«ГЅ,2024-06-04,18.7801,20.2161,18.5356,19.3708,38836758,
605577.SH,Бъ°жґ«ГЅ,2024-06-05,18.719,19.0143,17.9042,18.0773,24302355,
605577.SH,Бъ°жґ«ГЅ,2024-06-06,17.9857,18.1385,16.8043,16.9571,18052422,
605577.SH,Бъ°жґ«ГЅ,2024-06-07,17.1302,17.6292,16.2951,16.621,15152008,
605577.SH,Бъ°жґ«ГЅ,2024-06-11,16.346,16.5497,14.9609,16.2238,13696260,
605577.SH,Бъ°жґ«ГЅ,2024-06-12,16.0303,17.8431,16.0303,17.8431,16301248,
605577.SH,Бъ°жґ«ГЅ,2024-06-13,18.281,18.5662,17.8431,18.0162,23828270,
605577.SH,Бъ°жґ«ГЅ,2024-06-14,18.0162,18.2912,17.8329,18.0977,13958116,
605577.SH,Бъ°жґ«ГЅ,2024-06-17,18.0773,18.1181,17.619,17.9246,8698900,
605577.SH,Бъ°жґ«ГЅ,2024-06-18,18.057,18.2708,17.8635,18.169,11715534,
605577.SH,Бъ°жґ«ГЅ,2024-06-19,18.1792,18.2403,17.507,17.6292,11552700,
605577.SH,Бъ°жґ«ГЅ,2024-06-20,17.5172,17.619,16.5497,16.5701,11704140,
605577.SH,Бъ°жґ«ГЅ,2024-06-21,16.4988,16.7024,16.071,16.4275,6787800,
605577.SH,Бъ°жґ«ГЅ,2024-06-24,16.4275,16.4275,15.4396,15.4803,7204810,
605577.SH,Бъ°жґ«ГЅ,2024-06-25,15.4803,15.7859,15.3683,15.6535,6488730,
605577.SH,Бъ°жґ«ГЅ,2024-06-26,15.6636,16.6821,15.3581,16.5802,16928942,
605577.SH,Бъ°жґ«ГЅ,2024-06-27,16.3867,16.6923,15.9386,15.9794,11721312,
605577.SH,Бъ°жґ«ГЅ,2024-06-28,15.9692,16.2441,15.6942,15.8164,8824000,
605577.SH,Бъ°жґ«ГЅ,2024-07-01,15.8775,16.0608,15.4803,16.0201,7249926,
605577.SH,Бъ°жґ«ГЅ,2024-07-02,15.9692,16.1729,15.7146,15.7859,6054686,
605577.SH,Бъ°жґ«ГЅ,2024-07-03,15.7859,15.847,15.4396,15.5007,4670500,
605577.SH,Бъ°жґ«ГЅ,2024-07-04,15.4905,15.5211,14.8998,14.9405,6320500,
605577.SH,Бъ°жґ«ГЅ,2024-07-05,14.9508,15.1658,14.6743,14.9917,4766900,
605577.SH,Бъ°жґ«ГЅ,2024-07-08,14.9303,14.9303,14.3671,14.449,5569500,
605577.SH,Бъ°жґ«ГЅ,2024-07-09,14.4388,14.7767,14.0906,14.7357,6238610,
605577.SH,Бъ°жґ«ГЅ,2024-07-10,14.5412,14.9405,14.4695,14.5309,5007000,
605577.SH,Бъ°жґ«ГЅ,2024-07-11,14.8074,14.9303,14.5821,14.8586,5476900,
605577.SH,Бъ°жґ«ГЅ,2024-07-12,14.8689,15.0839,14.6538,14.7357,5000170,
605577.SH,Бъ°жґ«ГЅ,2024-07-15,14.6845,14.8689,14.49,14.5616,3443400,
605577.SH,Бъ°жґ«ГЅ,2024-07-16,14.5616,14.6129,14.3364,14.5412,3276300,
605577.SH,Бъ°жґ«ГЅ,2024-07-17,14.5924,14.746,14.3876,14.408,3819000,
605577.SH,Бъ°жґ«ГЅ,2024-07-18,14.3466,14.3773,13.937,14.2954,4871176,
605577.SH,Бъ°жґ«ГЅ,2024-07-19,14.3056,14.6948,14.2647,14.449,4785952,
605577.SH,Бъ°жґ«ГЅ,2024-07-22,14.2954,14.5412,14.1316,14.49,3845100,
605577.SH,Бъ°жґ«ГЅ,2024-07-23,14.4592,14.5514,14.1111,14.1111,3230588,
605577.SH,Бъ°жґ«ГЅ,2024-07-24,14.0804,14.234,13.8141,13.8448,3765300,
605577.SH,Бъ°жґ«ГЅ,2024-07-25,13.7936,14.234,13.6298,14.0599,4078608,
605577.SH,Бъ°жґ«ГЅ,2024-07-26,14.0906,14.49,14.0804,14.3773,4932300,
605577.SH,Бъ°жґ«ГЅ,2024-07-29,14.3671,14.5207,14.0496,14.49,4400828,
605577.SH,Бъ°жґ«ГЅ,2024-07-30,14.3364,14.5002,14.2442,14.4285,2837000,
605577.SH,Бъ°жґ«ГЅ,2024-07-31,14.3671,15.0737,14.3671,15.002,7188584,
605577.SH,Бъ°жґ«ГЅ,2024-08-01,14.9098,15.1044,14.8074,14.9508,4672900,
605577.SH,Бъ°жґ«ГЅ,2024-08-02,14.961,15.1965,14.7665,14.8279,4905100,
605577.SH,Бъ°жґ«ГЅ,2024-08-05,14.7665,15.2375,14.5309,14.5412,5399000,
605577.SH,Бъ°жґ«ГЅ,2024-08-06,14.5924,15.0532,14.5821,15.0532,5537600,
605577.SH,Бъ°жґ«ГЅ,2024-08-07,14.9098,15.4014,14.8689,14.9201,4979905,
605577.SH,Бъ°жґ«ГЅ,2024-08-08,14.6436,15.0532,14.5412,14.9508,4348605,
605577.SH,Бъ°жґ«ГЅ,2024-08-09,14.9508,15.002,14.5002,14.5002,3353000,
605577.SH,Бъ°жґ«ГЅ,2024-08-12,14.3978,14.7869,14.152,14.5412,4298300,
605577.SH,Бъ°жґ«ГЅ,2024-08-13,14.4797,14.5719,14.1828,14.4388,2823300,
605577.SH,Бъ°жґ«ГЅ,2024-08-14,14.4285,14.7665,14.3056,14.6641,3492022,
605577.SH,Бъ°жґ«ГЅ,2024-08-15,14.5821,14.9713,14.3364,14.746,4333100,
605577.SH,Бъ°жґ«ГЅ,2024-08-16,14.746,14.8689,14.4797,14.49,2657500,
605577.SH,Бъ°жґ«ГЅ,2024-08-19,14.3978,14.6641,14.3364,14.3364,2472500,
605577.SH,Бъ°жґ«ГЅ,2024-08-20,14.3159,14.6231,14.0599,14.3568,4324800,
605577.SH,Бъ°жґ«ГЅ,2024-08-21,14.3364,15.1351,14.0906,14.1725,8856308,
605577.SH,Бъ°жґ«ГЅ,2024-08-22,13.9677,14.2237,13.6195,13.7322,6301508,
605577.SH,Бъ°жґ«ГЅ,2024-08-23,13.5786,13.8039,13.4045,13.5171,3899500,
605577.SH,Бъ°жґ«ГЅ,2024-08-26,13.5274,13.7117,13.3123,13.5888,3127408,
605577.SH,Бъ°жґ«ГЅ,2024-08-27,13.5069,13.6298,13.2611,13.2714,2413400,
605577.SH,Бъ°жґ«ГЅ,2024-08-28,13.1178,13.5171,13.1178,13.3533,2738210,
605577.SH,Бъ°жґ«ГЅ,2024-08-29,13.2611,13.2714,13.0461,13.0666,5483400,
605577.SH,Бъ°жґ«ГЅ,2024-08-30,13.0461,13.8244,13.0256,13.5786,7536400,
605577.SH,Бъ°жґ«ГЅ,2024-09-02,13.5683,13.5683,12.8106,12.831,6617900,
605577.SH,Бъ°жґ«ГЅ,2024-09-03,12.9027,13.1485,12.8003,13.0256,4185100,
605577.SH,Бъ°жґ«ГЅ,2024-09-04,12.9027,13.2099,12.8515,13.0563,3333675,
605577.SH,Бъ°жґ«ГЅ,2024-09-05,13.0051,13.5786,12.9437,13.3635,4387900,
605577.SH,Бъ°жґ«ГЅ,2024-09-06,13.3533,13.4147,13.0461,13.0563,2474600,
605577.SH,Бъ°жґ«ГЅ,2024-09-09,12.9539,13.2099,12.8413,13.0359,2285700,
605577.SH,Бъ°жґ«ГЅ,2024-09-10,12.9846,13.2099,12.8003,13.169,2777100,
605577.SH,Бъ°жґ«ГЅ,2024-09-11,13.0359,13.1075,12.872,12.9334,2336600,
605577.SH,Бъ°жґ«ГЅ,2024-09-12,12.913,13.169,12.8822,12.8822,2317300,
605577.SH,Бъ°жґ«ГЅ,2024-09-13,12.8413,12.9232,12.616,12.6467,2595300,
605577.SH,Бъ°жґ«ГЅ,2024-09-18,12.6262,12.7798,12.3395,12.4931,2626200,
605577.SH,Бъ°жґ«ГЅ,2024-09-19,12.4931,12.7798,12.4624,12.7286,3025102,
605577.SH,Бъ°жґ«ГЅ,2024-09-20,12.7286,12.7286,12.5238,12.5955,1754700,
605577.SH,Бъ°жґ«ГЅ,2024-09-23,12.575,12.7184,12.4931,12.5853,2005600,
605577.SH,Бъ°жґ«ГЅ,2024-09-24,12.575,13.0973,12.5136,13.0973,5544300,
605577.SH,Бъ°жґ«ГЅ,2024-09-25,13.2099,13.9984,13.169,13.4967,7531700,
605577.SH,Бъ°жґ«ГЅ,2024-09-26,13.4762,13.9575,13.3533,13.9063,5778000,
605577.SH,Бъ°жґ«ГЅ,2024-09-27,14.2442,14.3671,13.9575,14.3568,4646300,
605577.SH,Бъ°жґ«ГЅ,2024-09-30,14.6436,15.6778,14.49,15.5345,14269800,
605577.SH,Бъ°жґ«ГЅ,2024-10-08,17.0808,17.0808,15.1146,16.0158,16150900,
605577.SH,Бъ°жґ«ГЅ,2024-10-09,15.4833,15.5242,14.4183,14.4183,11368300,
605577.SH,Бъ°жґ«ГЅ,2024-10-10,14.234,14.6026,13.6707,14.3466,10026500,
605577.SH,Бъ°жґ«ГЅ,2024-10-11,14.193,14.193,13.4762,13.6093,6119200,
605577.SH,Бъ°жґ«ГЅ,2024-10-14,13.6503,14.234,13.4147,14.193,7870100,
605577.SH,Бъ°жґ«ГЅ,2024-10-15,14.2032,14.4797,13.8858,13.978,6832700,
605577.SH,Бъ°жґ«ГЅ,2024-10-16,13.8039,14.2852,13.681,14.0599,5156100,
605577.SH,Бъ°жґ«ГЅ,2024-10-17,14.0599,14.4183,13.9268,13.937,4890600,
605577.SH,Бъ°жґ«ГЅ,2024-10-18,13.937,14.4695,13.7731,14.2135,6682772,
605577.SH,Бъ°жґ«ГЅ,2024-10-21,14.234,14.746,14.1623,14.449,7767100,
605577.SH,Бъ°жґ«ГЅ,2024-10-22,14.5412,15.3604,14.449,14.7972,13978200,
605577.SH,Бъ°жґ«ГЅ,2024-10-23,15.002,15.0122,14.4592,14.5309,9462400,
605577.SH,Бъ°жґ«ГЅ,2024-10-24,14.49,14.7972,14.3056,14.6026,7188200,
605577.SH,Бъ°жґ«ГЅ,2024-10-25,14.6333,14.961,14.6333,14.9303,7331400,
605577.SH,Бъ°жґ«ГЅ,2024-10-28,15.0737,15.3604,14.9508,15.3501,8097200,
605577.SH,Бъ°жґ«ГЅ,2024-10-29,15.6574,15.8212,14.9713,14.9917,11204800,
605577.SH,Бъ°жґ«ГЅ,2024-10-30,14.8996,15.3092,14.8484,15.0327,6038800,
605577.SH,Бъ°жґ«ГЅ,2024-10-31,15.002,15.3092,14.746,15.1556,6710600,
605577.SH,Бъ°жґ«ГЅ,2024-11-01,15.1351,15.1453,14.3159,14.4285,9300552,
605577.SH,Бъ°жґ«ГЅ,2024-11-04,14.49,14.7869,14.3978,14.7665,4493778,
605577.SH,Бъ°жґ«ГЅ,2024-11-05,14.9405,15.0634,14.705,14.9917,5712700,
605577.SH,Бъ°жґ«ГЅ,2024-11-06,15.0532,15.4116,14.9508,15.3092,8405400,
605577.SH,Бъ°жґ«ГЅ,2024-11-07,15.258,15.6881,15.1556,15.6778,7751700,
605577.SH,Бъ°жґ«ГЅ,2024-11-08,15.9748,16.0772,15.4014,15.4628,8103310,
605577.SH,Бъ°жґ«ГЅ,2024-11-11,15.4014,16.067,15.3706,15.9953,7732268,
605577.SH,Бъ°жґ«ГЅ,2024-11-12,15.9953,16.0567,15.3604,15.5652,6880000,
605577.SH,Бъ°жґ«ГЅ,2024-11-13,15.6676,16.3844,15.6369,16.2308,13812484,
