ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
603848.SH,บรฬซฬซ,2017-12-01,9.47,11.36,9.47,11.36,15400,
603848.SH,บรฬซฬซ,2017-12-04,12.5,12.5,12.5,12.5,11760,
603848.SH,บรฬซฬซ,2017-12-05,13.75,13.75,13.75,13.75,38583,
603848.SH,บรฬซฬซ,2017-12-06,15.13,15.13,15.13,15.13,66980,
603848.SH,บรฬซฬซ,2017-12-07,16.64,16.64,16.64,16.64,113736,
603848.SH,บรฬซฬซ,2017-12-08,18.3,18.3,18.3,18.3,356287,
603848.SH,บรฬซฬซ,2017-12-11,20.13,20.13,20.13,20.13,248050,
603848.SH,บรฬซฬซ,2017-12-12,22.14,22.14,22.14,22.14,954431,
603848.SH,บรฬซฬซ,2017-12-13,23.7,24.35,23.05,24.35,30759252,
603848.SH,บรฬซฬซ,2017-12-14,23.7,25.78,22.68,25.54,28287326,
603848.SH,บรฬซฬซ,2017-12-15,24.66,27.59,23.9,24.6,29608701,
603848.SH,บรฬซฬซ,2017-12-18,23.46,23.5,22.14,22.14,15917576,
603848.SH,บรฬซฬซ,2017-12-19,21.26,21.79,20.25,20.63,18218695,
603848.SH,บรฬซฬซ,2017-12-20,20.69,21.15,20.06,20.2,14860890,
603848.SH,บรฬซฬซ,2017-12-21,19.4,20.3,18.91,19.78,13979757,
603848.SH,บรฬซฬซ,2017-12-22,19.64,20.46,19.37,19.96,13871890,
603848.SH,บรฬซฬซ,2017-12-25,19.5,19.66,18.56,19.22,11983632,
603848.SH,บรฬซฬซ,2017-12-26,19.01,20.86,18.93,20.42,17291723,
603848.SH,บรฬซฬซ,2017-12-27,20.05,22.35,19.99,21.79,21086254,
603848.SH,บรฬซฬซ,2017-12-28,21.1,23.97,20.62,23.97,20008783,
603848.SH,บรฬซฬซ,2017-12-29,24.8,25.88,22.35,22.69,24633720,
603848.SH,บรฬซฬซ,2018-01-02,22.12,24.96,21.7,24.32,22343110,
603848.SH,บรฬซฬซ,2018-01-03,23.5,23.71,22.05,23.21,19547381,
603848.SH,บรฬซฬซ,2018-01-04,22.61,23.17,22.12,22.39,12058790,
603848.SH,บรฬซฬซ,2018-01-05,22.35,22.63,21.8,21.84,9415152,
603848.SH,บรฬซฬซ,2018-01-08,21.48,22.4,20.6,22.32,12225444,
603848.SH,บรฬซฬซ,2018-01-09,22,23.73,21.79,23.36,18892298,
603848.SH,บรฬซฬซ,2018-01-10,23.02,23.33,22.27,22.67,12672811,
603848.SH,บรฬซฬซ,2018-01-11,22.1,23.4,21.8,22.47,11944098,
603848.SH,บรฬซฬซ,2018-01-12,21.93,22.14,21.02,21.06,10749172,
603848.SH,บรฬซฬซ,2018-01-15,20.62,22.09,20.41,21.5,9364821,
603848.SH,บรฬซฬซ,2018-01-16,21.35,22.69,21.11,22.29,10738174,
603848.SH,บรฬซฬซ,2018-01-17,22,22.98,21.63,22.73,11910207,
603848.SH,บรฬซฬซ,2018-01-18,22.73,23.34,21.81,22.03,9099629,
603848.SH,บรฬซฬซ,2018-01-19,21.54,24.23,21.3,24.23,24773125,
603848.SH,บรฬซฬซ,2018-01-22,23.7,23.86,22.5,23.16,17624803,
603848.SH,บรฬซฬซ,2018-01-23,22.84,23.35,22.49,22.92,11014503,
603848.SH,บรฬซฬซ,2018-01-24,22.73,23.98,22.73,23.4,15213087,
603848.SH,บรฬซฬซ,2018-01-25,23.4,24.04,22.63,22.88,14470692,
603848.SH,บรฬซฬซ,2018-01-26,22.28,22.5,21.67,21.8,10753172,
603848.SH,บรฬซฬซ,2018-01-29,21.8,22.25,21.01,21.95,6959833,
603848.SH,บรฬซฬซ,2018-01-30,22.05,22.11,21.39,21.57,4505478,
