´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
300474.SZ,¾°¼ÎÎ¢,2016-03-31,16.37,19.64,16.37,19.64,14142,
300474.SZ,¾°¼ÎÎ¢,2016-04-01,21.6,21.6,21.6,21.6,5505,
300474.SZ,¾°¼ÎÎ¢,2016-04-05,23.76,23.76,23.76,23.76,2507,
300474.SZ,¾°¼ÎÎ¢,2016-04-06,26.14,26.14,26.14,26.14,9247,
300474.SZ,¾°¼ÎÎ¢,2016-04-07,28.75,28.75,28.75,28.75,7885,
300474.SZ,¾°¼ÎÎ¢,2016-04-08,31.63,31.63,31.63,31.63,14256,
300474.SZ,¾°¼ÎÎ¢,2016-04-11,34.79,34.79,34.79,34.79,10300,
300474.SZ,¾°¼ÎÎ¢,2016-04-12,38.27,38.27,38.27,38.27,14700,
300474.SZ,¾°¼ÎÎ¢,2016-04-13,42.1,42.1,42.1,42.1,61452,
300474.SZ,¾°¼ÎÎ¢,2016-04-14,46.31,46.31,46.31,46.31,63136,
300474.SZ,¾°¼ÎÎ¢,2016-04-15,50.94,50.94,50.94,50.94,102375,
300474.SZ,¾°¼ÎÎ¢,2016-04-18,56.03,56.03,56.03,56.03,102554,
300474.SZ,¾°¼ÎÎ¢,2016-04-19,61.63,61.63,61.63,61.63,63509,
300474.SZ,¾°¼ÎÎ¢,2016-04-20,67.79,67.79,67.79,67.79,196690,
300474.SZ,¾°¼ÎÎ¢,2016-04-21,74.57,74.57,74.57,74.57,163097,
300474.SZ,¾°¼ÎÎ¢,2016-04-22,82.03,82.03,82.03,82.03,179122,
300474.SZ,¾°¼ÎÎ¢,2016-04-25,90.23,90.23,90.23,90.23,182137,
300474.SZ,¾°¼ÎÎ¢,2016-04-26,99.25,99.25,99.25,99.25,160400,
300474.SZ,¾°¼ÎÎ¢,2016-04-27,109.18,109.18,109.18,109.18,95361,
300474.SZ,¾°¼ÎÎ¢,2016-04-28,120.1,120.1,120.1,120.1,692487,
300474.SZ,¾°¼ÎÎ¢,2016-04-29,132.11,132.11,123.71,123.75,22784641,
300474.SZ,¾°¼ÎÎ¢,2016-05-03,118,118.44,111.88,114.6,12133623,
300474.SZ,¾°¼ÎÎ¢,2016-05-04,115.06,119.8,114.5,115.3,8988608,
300474.SZ,¾°¼ÎÎ¢,2016-05-05,115.89,119.56,114.11,117.96,7409031,
300474.SZ,¾°¼ÎÎ¢,2016-05-06,116.65,118.49,111.78,111.78,7371836,
300474.SZ,¾°¼ÎÎ¢,2016-05-09,110,110.77,101.11,102.43,6512719,
300474.SZ,¾°¼ÎÎ¢,2016-05-10,102.25,104.65,101.5,102.99,3881463,
300474.SZ,¾°¼ÎÎ¢,2016-05-11,104,104.37,98.51,98.58,4725910,
300474.SZ,¾°¼ÎÎ¢,2016-05-12,95.12,100.67,93.37,99.55,4376789,
300474.SZ,¾°¼ÎÎ¢,2016-05-13,98.11,104.28,98.11,101.53,4435346,
300474.SZ,¾°¼ÎÎ¢,2016-05-16,102.38,105.5,101.55,103.91,5180648,
