測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
603900.SH,應朹籵鍾,2016-11-23,20.52,20.52,20.52,20.52,20920,
603900.SH,應朹籵鍾,2016-11-24,22.57,22.57,22.57,22.57,12782,
603900.SH,應朹籵鍾,2016-11-25,24.83,24.83,24.83,24.83,14601,
603900.SH,應朹籵鍾,2016-11-28,27.31,27.31,27.31,27.31,15400,
603900.SH,應朹籵鍾,2016-11-29,30.04,30.04,30.04,30.04,15700,
603900.SH,應朹籵鍾,2016-11-30,33.04,33.04,33.04,33.04,37100,
603900.SH,應朹籵鍾,2016-12-01,36.34,36.34,36.34,36.34,78900,
603900.SH,應朹籵鍾,2016-12-02,39.97,39.97,39.97,39.97,121929,
603900.SH,應朹籵鍾,2016-12-05,43.97,43.97,43.97,43.97,136375,
603900.SH,應朹籵鍾,2016-12-06,48.37,48.37,48.37,48.37,119164,
603900.SH,應朹籵鍾,2016-12-07,53.21,53.21,49.37,51.56,34273517,
603900.SH,應朹籵鍾,2016-12-08,50.15,56.68,50.01,55.19,31896134,
603900.SH,應朹籵鍾,2016-12-09,53,53.37,49.67,49.94,23037318,
603900.SH,應朹籵鍾,2016-12-12,48.63,48.66,44.95,45.06,15944894,
603900.SH,應朹籵鍾,2016-12-13,44.85,46.49,43.01,45.32,11973864,
603900.SH,應朹籵鍾,2016-12-14,44.34,44.98,42.9,43.02,10415387,
603900.SH,應朹籵鍾,2016-12-15,42.75,44.3,42.42,43.05,8501478,
603900.SH,應朹籵鍾,2016-12-16,42.83,43.95,42.24,43.77,10538451,
603900.SH,應朹籵鍾,2016-12-19,43.33,44.5,42.42,43.98,8864524,
603900.SH,應朹籵鍾,2016-12-20,43.69,44.44,43.01,43.26,6459343,
603900.SH,應朹籵鍾,2016-12-21,42.84,43.39,42.36,42.85,6474373,
603900.SH,應朹籵鍾,2016-12-22,42.76,42.76,41.57,41.59,6108818,
603900.SH,應朹籵鍾,2016-12-23,41.47,41.47,38.8,39.14,9102187,
