´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
002860.SZ,ÐÇË§¶û,2017-04-12,26.15,28.53,26.15,28.53,5177,
002860.SZ,ÐÇË§¶û,2017-04-13,31.38,31.38,31.38,31.38,1177,
002860.SZ,ÐÇË§¶û,2017-04-14,34.52,34.52,34.52,34.52,2454,
002860.SZ,ÐÇË§¶û,2017-04-17,37.97,37.97,37.97,37.97,6791,
002860.SZ,ÐÇË§¶û,2017-04-18,41.77,41.77,41.77,41.77,8509,
002860.SZ,ÐÇË§¶û,2017-04-19,45.95,45.95,45.95,45.95,13854,
002860.SZ,ÐÇË§¶û,2017-04-20,50.55,50.55,50.55,50.55,16954,
002860.SZ,ÐÇË§¶û,2017-04-21,50.55,50.55,50.55,50.55,0,
002860.SZ,ÐÇË§¶û,2017-04-24,50.55,50.55,50.55,50.55,0,
002860.SZ,ÐÇË§¶û,2017-04-25,55.01,55.61,52.51,55.61,4722029,
002860.SZ,ÐÇË§¶û,2017-04-26,53,58,52.88,55.72,7361754,
002860.SZ,ÐÇË§¶û,2017-04-27,54,61.29,53.52,61.29,8361080,
002860.SZ,ÐÇË§¶û,2017-04-28,59.68,60.96,57.55,58.33,6296536,
002860.SZ,ÐÇË§¶û,2017-05-02,58.19,59.25,56.25,57.49,4687343,
002860.SZ,ÐÇË§¶û,2017-05-03,58.31,63.2,58.28,61.8,7072597,
002860.SZ,ÐÇË§¶û,2017-05-04,60.41,62.5,58,59.98,4938335,
002860.SZ,ÐÇË§¶û,2017-05-05,58.99,59.59,56.67,56.67,3296943,
002860.SZ,ÐÇË§¶û,2017-05-08,55.89,57.45,54.06,54.6,2585494,
002860.SZ,ÐÇË§¶û,2017-05-09,54.18,56.26,54.07,55.6,2199961,
002860.SZ,ÐÇË§¶û,2017-05-10,55.18,55.87,51.8,52.18,3374795,
002860.SZ,ÐÇË§¶û,2017-05-11,51.07,54.9,51.01,53.3,2345066,
002860.SZ,ÐÇË§¶û,2017-05-12,53.5,53.52,52.11,53,1824012,
002860.SZ,ÐÇË§¶û,2017-05-15,53.2,54.85,52.8,53.89,2102392,
002860.SZ,ÐÇË§¶û,2017-05-16,53,55.13,51.54,54.87,2337813,
002860.SZ,ÐÇË§¶û,2017-05-17,54.51,55.62,54.25,54.61,2293913,
002860.SZ,ÐÇË§¶û,2017-05-18,53.95,56.78,53.5,55.03,2342643,
002860.SZ,ÐÇË§¶û,2017-05-19,54.76,55.43,53.54,53.96,1893592,
002860.SZ,ÐÇË§¶û,2017-05-22,53.3,54.22,48.56,48.56,2453103,
002860.SZ,ÐÇË§¶û,2017-05-23,47.99,48.32,43.9,44.25,2392848,
002860.SZ,ÐÇË§¶û,2017-05-24,44,45.75,43.01,45.3,1627891,
002860.SZ,ÐÇË§¶û,2017-05-25,45.35,46.2,43.8,45.46,1573396,
002860.SZ,ÐÇË§¶û,2017-05-26,45.5,47.19,45.16,46.25,1711086,
002860.SZ,ÐÇË§¶û,2017-05-31,48,50.8,47.33,48.2,3114738,
002860.SZ,ÐÇË§¶û,2017-06-01,47.1,47.77,45,45.5,1670493,
002860.SZ,ÐÇË§¶û,2017-06-02,45.06,49.8,45,48.78,2106085,
002860.SZ,ÐÇË§¶û,2017-06-05,49.7,50.8,48.35,49.49,2086570,
002860.SZ,ÐÇË§¶û,2017-06-06,48.72,50.25,48.51,49.2,1168061,
