´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
603590.SH,¿µ³½Ò©Òµ,2018-08-27,35.05,35.05,35.05,35.05,51310,
603590.SH,¿µ³½Ò©Òµ,2018-08-28,38.56,38.56,38.56,38.56,26800,
603590.SH,¿µ³½Ò©Òµ,2018-08-29,42.42,42.42,42.42,42.42,29356,
603590.SH,¿µ³½Ò©Òµ,2018-08-30,46.66,46.66,46.66,46.66,86756,
603590.SH,¿µ³½Ò©Òµ,2018-08-31,51.33,51.33,51.33,51.33,411041,
603590.SH,¿µ³½Ò©Òµ,2018-09-03,56.46,56.46,53.7,54.83,23743902,
603590.SH,¿µ³½Ò©Òµ,2018-09-04,54.65,55.65,53.34,54.4,16061184,
603590.SH,¿µ³½Ò©Òµ,2018-09-05,54.7,55.49,52.12,54.85,17309114,
603590.SH,¿µ³½Ò©Òµ,2018-09-06,53.6,54.51,52.31,54.11,12435674,
603590.SH,¿µ³½Ò©Òµ,2018-09-07,54.1,54.45,51,51.74,11668570,
603590.SH,¿µ³½Ò©Òµ,2018-09-10,50.92,52.42,50.14,51.26,7522761,
603590.SH,¿µ³½Ò©Òµ,2018-09-11,51.6,52.16,49.5,50.18,9231109,
603590.SH,¿µ³½Ò©Òµ,2018-09-12,49.7,50.4,48.5,49.16,8318463,
603590.SH,¿µ³½Ò©Òµ,2018-09-13,49.66,50.14,47.55,49.25,9219827,
603590.SH,¿µ³½Ò©Òµ,2018-09-14,48.9,48.9,44.66,45,10698755,
603590.SH,¿µ³½Ò©Òµ,2018-09-17,44.01,44.18,43.2,43.95,6020239,
603590.SH,¿µ³½Ò©Òµ,2018-09-18,43.75,45,43.53,44.89,6653933,
603590.SH,¿µ³½Ò©Òµ,2018-09-19,44.25,44.93,43.5,44.21,6368097,
603590.SH,¿µ³½Ò©Òµ,2018-09-20,44,44.37,42.35,42.52,7323849,
603590.SH,¿µ³½Ò©Òµ,2018-09-21,42.67,43.19,42.3,43.01,5171725,
603590.SH,¿µ³½Ò©Òµ,2018-09-25,42.99,43.47,42.7,43.28,3973394,
603590.SH,¿µ³½Ò©Òµ,2018-09-26,43.35,43.35,42.53,43.28,4835112,
603590.SH,¿µ³½Ò©Òµ,2018-09-27,43.04,44.58,42.82,42.9,8035653,
603590.SH,¿µ³½Ò©Òµ,2018-09-28,42.8,43.58,42.6,42.96,4907580,
603590.SH,¿µ³½Ò©Òµ,2018-10-08,41,41.28,38.66,38.91,6133483,
603590.SH,¿µ³½Ò©Òµ,2018-10-09,39.1,39.6,38.55,39.14,3699351,
603590.SH,¿µ³½Ò©Òµ,2018-10-10,39.3,39.73,39.08,39.37,3685485,
603590.SH,¿µ³½Ò©Òµ,2018-10-11,37,37.3,35.43,35.43,5703813,
603590.SH,¿µ³½Ò©Òµ,2018-10-12,34.88,35.63,33.24,34.9,4618331,
603590.SH,¿µ³½Ò©Òµ,2018-10-15,35.18,35.8,34.34,34.51,3367672,
