ґъВл,јтіЖ,ИХЖЪ,їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),
002658.SZ,С©µПБъ,2015-04-13,141.8988,141.8988,136.7156,141.8988,12480422,
002658.SZ,С©µПБъ,2015-04-14,141.472,142.1834,134.1544,134.561,10602620,
002658.SZ,С©µПБъ,2015-04-15,135.374,135.374,121.9586,121.9586,9257491,
002658.SZ,С©µПБъ,2015-04-16,116.0639,128.0565,112.2019,118.7064,10100047,
002658.SZ,С©µПБъ,2015-04-17,123.0547,123.0547,114.358,115.1649,21829019,
002658.SZ,С©µПБъ,2015-04-20,111.8476,112.6096,106.6923,107.1405,20603624,
002658.SZ,С©µПБъ,2015-04-21,105.7957,113.9097,105.7957,113.8648,15609445,
002658.SZ,С©µПБъ,2015-04-22,115.2097,125.072,114.2235,124.8927,25369092,
002658.SZ,С©µПБъ,2015-04-23,125.2962,130.7204,125.2962,126.5065,20235364,
002658.SZ,С©µПБъ,2015-04-24,124.8927,124.8927,118.796,121.9788,14625938,
002658.SZ,С©µПБъ,2015-04-27,123.7272,125.4755,118.8857,120.5891,15427027,
002658.SZ,С©µПБъ,2015-04-28,119.0201,119.1546,114.089,114.9856,11904414,
002658.SZ,С©µПБъ,2015-04-29,114.9856,119.1098,114.089,117.0029,9268847,
002658.SZ,С©µПБъ,2015-04-30,117.3615,120.9478,115.2097,117.7649,9844028,
002658.SZ,С©µПБъ,2015-05-04,117.7649,120.1409,116.5994,117.3615,7610672,
002658.SZ,С©µПБъ,2015-05-05,117.3615,117.3615,112.0717,112.2062,8471423,
002658.SZ,С©µПБъ,2015-05-06,114.2683,115.658,106.1543,109.0233,9117224,
002658.SZ,С©µПБъ,2015-05-07,109.382,114.3131,107.5888,113.4166,9523486,
002658.SZ,С©µПБъ,2015-05-08,114.7166,121.7547,114.6718,121.0823,14456743,
002658.SZ,С©µПБъ,2015-05-11,123.503,124.0858,118.3477,122.3823,22786305,
002658.SZ,С©µПБъ,2015-05-12,122.2926,125.8341,120.4995,123.2789,24566658,
002658.SZ,С©µПБъ,2015-05-13,123.7272,124.8479,119.7374,120.4098,18683084,
002658.SZ,С©µПБъ,2015-05-14,119.2443,120.1409,115.1649,119.0201,14027480,
002658.SZ,С©µПБъ,2015-05-15,117.0029,118.6167,115.2097,115.7925,9669076,
002658.SZ,С©µПБъ,2015-05-18,116.3304,118.3029,116.2856,116.9132,10559651,
002658.SZ,С©µПБъ,2015-05-19,116.6891,121.7099,114.7614,121.3961,16548024,
002658.SZ,С©µПБъ,2015-05-20,121.665,130.4066,121.5306,126.9548,28049504,
002658.SZ,С©µПБъ,2015-05-21,128.0307,135.4274,127.8066,133.9033,27748898,
002658.SZ,С©µПБъ,2015-05-22,136.4585,138.5206,128.1204,131.3032,25514448,
002658.SZ,С©µПБъ,2015-05-25,128.8825,134.4412,125.4306,131.7515,21592234,
002658.SZ,С©µПБъ,2015-05-26,131.7963,138.9689,130.0032,138.9689,29359358,
002658.SZ,С©µПБъ,2015-05-27,138.5206,152.8658,136.9516,152.8658,32956924,
002658.SZ,С©µПБъ,2015-05-28,156.4521,160.8005,137.5792,139.0586,33604477,
002658.SZ,С©µПБъ,2015-05-29,136.9964,143.4069,125.5203,136.7275,22714400,
002658.SZ,С©µПБъ,2015-06-01,136.7723,149.145,136.7723,147.9346,17944670,
002658.SZ,С©µПБъ,2015-06-02,150.6244,160.8453,150.5795,159.5901,26575656,
002658.SZ,С©µПБъ,2015-06-03,159.5901,161.2488,147.9795,156.9004,21210176,
002658.SZ,С©µПБъ,2015-06-04,156.99,162.1005,141.4345,159.1418,19007403,
002658.SZ,С©µПБъ,2015-06-05,160.4418,162.2798,152.4623,157.9763,19269613,
002658.SZ,С©µПБъ,2015-06-08,156.0038,156.0038,147.4864,151.4313,17907259,
002658.SZ,С©µПБъ,2015-06-09,149.2795,166.5834,146.545,166.5834,27561408,
002658.SZ,С©µПБъ,2015-06-10,168.1076,177.1629,162.0108,168.8248,30263191,
002658.SZ,С©µПБъ,2015-06-11,170.4386,185.1424,170.4386,182.0044,24941902,
002658.SZ,С©µПБъ,2015-06-12,180.6596,180.6596,173.8456,174.0698,25554617,
002658.SZ,С©µПБъ,2015-06-15,173.5318,178.4181,170.349,171.2456,15594845,
002658.SZ,С©µПБъ,2015-06-16,167.211,170.3938,154.2107,156.3624,21791602,
002658.SZ,С©µПБъ,2015-06-17,156.8556,161.4281,152.4175,160.0384,14842040,
002658.SZ,С©µПБъ,2015-06-18,160.1729,160.1729,147.3967,147.4864,12966243,
002658.SZ,С©µПБъ,2015-06-19,143.4966,143.4966,132.9619,134.2171,14003568,
002658.SZ,С©µПБъ,2015-06-23,134.0378,136.9964,120.9926,130.0032,14118272,
002658.SZ,С©µПБъ,2015-06-24,133.1412,141.8828,130.317,140.6276,17877300,
002658.SZ,С©µПБъ,2015-06-25,140.6276,140.7621,127.8066,134.0378,12428713,
002658.SZ,С©µПБъ,2015-06-26,129.1066,129.4652,120.634,120.634,9594748,
002658.SZ,С©µПБъ,2015-06-29,124.8479,125.4755,108.5751,108.5751,13587091,
002658.SZ,С©µПБъ,2015-06-30,104.8991,116.4201,97.7265,116.1063,18034527,
002658.SZ,С©µПБъ,2015-07-01,112.9683,122.8306,106.6026,111.2648,18917225,
002658.SZ,С©µПБъ,2015-07-02,111.3544,118.796,105.3474,111.1751,24214113,
002658.SZ,С©µПБъ,2015-07-03,107.5888,116.1063,100.0576,107.9923,17209795,
002658.SZ,С©µПБъ,2015-07-06,118.796,118.796,100.4162,107.6337,17016373,
002658.SZ,С©µПБъ,2015-07-07,102.2542,107.1405,96.8748,96.8748,9290530,
002658.SZ,С©µПБъ,2015-07-08,87.1918,89.6574,87.1918,87.1918,26016623,
002658.SZ,С©µПБъ,2015-07-09,85.1745,95.9334,83.6503,95.9334,18776681,
002658.SZ,С©µПБъ,2015-07-10,101.3128,105.5267,99.6093,105.5267,5004002,
002658.SZ,С©µПБъ,2015-07-13,112.0717,116.0615,111.1751,116.0615,18703005,
002658.SZ,С©µПБъ,2015-07-14,116.5097,125.6548,111.6234,118.3477,22614267,
002658.SZ,С©µПБъ,2015-07-15,116.1063,116.1063,106.5129,115.658,17833421,
002658.SZ,С©µПБъ,2015-07-16,115.658,121.934,108.5751,117.496,12059424,
002658.SZ,С©µПБъ,2015-07-17,117.496,125.7444,117.496,124.9824,15489450,
002658.SZ,С©µПБъ,2015-07-20,124.9824,128.0307,118.796,122.9651,16032690,
002658.SZ,С©µПБъ,2015-07-21,122.1582,123.0547,119.065,121.2168,9787088,
002658.SZ,С©µПБъ,2015-07-22,120.5891,125.5203,119.2891,123.503,11437235,
002658.SZ,С©µПБъ,2015-07-23,125.3858,127.7169,121.3961,126.4617,16690969,
002658.SZ,С©µПБъ,2015-07-24,126.5962,130.8549,123.0547,123.772,15970394,
002658.SZ,С©µПБъ,2015-07-27,120.1409,129.9583,111.3993,111.4889,16844456,
002658.SZ,С©µПБъ,2015-07-28,101.6714,116.5546,101.6714,104.8095,16628160,
002658.SZ,С©µПБъ,2015-07-29,107.6337,113.4614,103.1956,113.4166,9029352,
002658.SZ,С©µПБъ,2015-07-30,113.82,118.3925,109.9199,111.22,11281511,
002658.SZ,С©µПБъ,2015-07-31,110.1889,114.2683,107.6337,110.4579,6762971,
002658.SZ,С©µПБъ,2015-08-03,115.2097,121.4857,111.982,120.365,30588713,
002658.SZ,С©µПБъ,2015-08-04,116.6442,127.0893,113.0131,127.0445,30312714,
002658.SZ,С©µПБъ,2015-08-05,124.6686,132.2446,123.772,126.5514,26735984,
002658.SZ,С©µПБъ,2015-08-06,123.503,130.7204,122.203,125.2065,15963006,
002658.SZ,С©µПБъ,2015-08-07,127.6721,135.8309,125.6548,134.3964,25076838,
002658.SZ,С©µПБъ,2015-08-10,137.3102,141.6138,134.486,139.7758,26436950,
002658.SZ,С©µПБъ,2015-08-11,137.5792,139.7758,134.486,136.0102,20069352,
002658.SZ,С©µПБъ,2015-08-12,133.0515,143.8104,132.2894,136.324,20247260,
002658.SZ,С©µПБъ,2015-08-13,138.9689,140.6276,131.7515,137.9827,19080603,
002658.SZ,С©µПБъ,2015-08-14,138.8344,139.5517,134.486,134.9343,12960397,
002658.SZ,С©µПБъ,2015-08-17,136.862,141.6138,135.8309,137.9378,14920553,
002658.SZ,С©µПБъ,2015-08-18,137.893,139.731,124.1306,124.1306,16937683,
002658.SZ,С©µПБъ,2015-08-19,120.1409,127.4928,112.1165,124.1754,14785308,
002658.SZ,С©µПБъ,2015-08-20,123.2789,123.3237,116.5546,116.6442,9292697,
002658.SZ,С©µПБъ,2015-08-21,113.9097,117.6753,107.5888,107.813,10268833,
002658.SZ,С©µПБъ,2015-08-24,104.1819,104.1819,97.0541,97.0541,9467477,
002658.SZ,С©µПБъ,2015-08-25,88.3125,91.8091,87.3711,87.3711,11007404,
002658.SZ,С©µПБъ,2015-08-26,88.3125,92.7057,81.3641,85.04,14192182,
002658.SZ,С©µПБъ,2015-08-27,88.8056,92.7954,85.9366,92.7954,10501651,
002658.SZ,С©µПБъ,2015-08-28,95.9334,102.0749,93.9161,102.0301,13715673,
002658.SZ,С©µПБъ,2015-08-31,102.6128,102.6128,91.8988,92.885,10199827,
002658.SZ,С©µПБъ,2015-09-01,92.7505,95.5299,83.6055,83.9641,11118775,
002658.SZ,С©µПБъ,2015-09-02,79.033,88.447,75.5812,78.6743,8538280,
002658.SZ,С©µПБъ,2015-09-07,81.0054,84.4124,80.9158,82.0365,6970667,
002658.SZ,С©µПБъ,2015-09-08,82.4848,89.0298,80.6916,88.8056,7202267,
002658.SZ,С©µПБъ,2015-09-09,90.1056,94.3644,89.5229,92.9299,10131814,
002658.SZ,С©µПБъ,2015-09-10,91.8988,93.6023,90.1953,90.4194,6519182,
002658.SZ,С©µПБъ,2015-09-11,90.1953,92.7057,90.016,91.6747,5640811,
002658.SZ,С©µПБъ,2015-09-14,93.1988,94.723,82.5296,82.5296,9654709,
002658.SZ,С©µПБъ,2015-09-15,79.1226,81.5882,74.4156,75.357,7110774,
002658.SZ,С©µПБъ,2015-09-16,77.5536,82.8882,75.5812,82.8882,7480663,
002658.SZ,С©µПБъ,2015-09-17,82.8882,88.2228,82.0365,82.4848,10592148,
002658.SZ,С©µПБъ,2015-09-18,84.2779,85.8469,82.3503,84.4124,6084031,
002658.SZ,С©µПБъ,2015-09-21,83.3813,92.0781,82.4848,91.9436,9959441,
002658.SZ,С©µПБъ,2015-09-22,91.8988,93.3781,88.8953,90.5539,9757632,
002658.SZ,С©µПБъ,2015-09-23,88.716,90.5539,87.1918,89.2987,6725650,
002658.SZ,С©µПБъ,2015-09-24,89.5677,91.0919,88.7608,89.9263,5601893,
002658.SZ,С©µПБъ,2015-09-25,89.9263,96.7851,85.3538,90.8229,14549181,
002658.SZ,С©µПБъ,2015-09-28,91.6747,92.5712,86.4745,91.9885,11018533,
002658.SZ,С©µПБъ,2015-09-29,89.0298,91.4505,88.0884,88.8504,6197373,
002658.SZ,С©µПБъ,2015-09-30,88.8504,90.0608,86.0711,87.6849,6654864,
002658.SZ,С©µПБъ,2015-10-08,91.8988,94.5885,90.1505,93.8264,9474807,
002658.SZ,С©µПБъ,2015-10-09,92.5712,99.43,92.5712,96.6955,11300799,
002658.SZ,С©µПБъ,2015-10-12,98.6231,105.3474,98.1748,103.1956,12924208,
002658.SZ,С©µПБъ,2015-10-13,102.2094,105.2577,100.999,103.5543,9668665,
002658.SZ,С©µПБъ,2015-10-14,102.2542,109.1578,101.7163,104.5405,12780216,
002658.SZ,С©µПБъ,2015-10-15,104.3612,109.113,103.106,108.7992,11285145,
002658.SZ,С©µПБъ,2015-10-16,109.5165,113.1924,107.813,109.6958,14306775,
002658.SZ,С©µПБъ,2015-10-19,111.6234,114.4924,108.2613,110.8165,13700459,
002658.SZ,С©µПБъ,2015-10-20,110.8613,112.52,108.9337,111.6682,9879474,
002658.SZ,С©µПБъ,2015-10-21,112.8786,116.3304,103.5543,106.1991,18858238,
002658.SZ,С©µПБъ,2015-10-22,107.1405,112.0717,105.4371,111.982,12689980,
002658.SZ,С©µПБъ,2015-10-23,113.0579,123.1892,109.8303,123.1892,23366999,
002658.SZ,С©µПБъ,2015-10-26,127.7617,128.0755,118.7063,120.4547,23336687,
002658.SZ,С©µПБъ,2015-10-27,117.6753,120.634,112.1165,118.8857,13761610,
002658.SZ,С©µПБъ,2015-10-28,121.0823,126.2376,116.3753,118.6167,15626687,
002658.SZ,С©µПБъ,2015-10-29,117.7649,121.5754,115.658,119.2891,10887878,
002658.SZ,С©µПБъ,2015-10-30,118.7063,118.7063,114.7614,115.7477,9094719,
002658.SZ,С©µПБъ,2015-11-02,112.0717,116.5546,109.8751,111.4889,8229516,
002658.SZ,С©µПБъ,2015-11-03,111.982,113.8648,109.6958,111.4441,7442221,
002658.SZ,С©µПБъ,2015-11-04,112.9683,120.365,112.789,120.2753,12357433,
002658.SZ,С©µПБъ,2015-11-05,121.0374,123.0996,116.5546,120.3202,12866371,
002658.SZ,С©µПБъ,2015-11-06,120.3202,122.3375,118.9305,120.8133,9994617,
002658.SZ,С©µПБъ,2015-11-09,120.9926,132.917,119.2443,128.8825,20392675,
002658.SZ,С©µПБъ,2015-11-10,128.4342,137.2206,126.641,130.0032,19671543,
002658.SZ,С©µПБъ,2015-11-11,130.8997,131.8411,127.2686,130.8101,12192162,
002658.SZ,С©µПБъ,2015-11-12,131.617,132.2446,126.372,128.3893,12265307,
002658.SZ,С©µПБъ,2015-11-13,128.4342,131.2135,123.9513,128.1204,13004992,
002658.SZ,С©µПБъ,2015-11-16,124.1754,134.486,123.6823,134.486,16502576,
002658.SZ,С©µПБъ,2015-11-17,138.2965,141.1655,130.7653,132.0205,25677138,
002658.SZ,С©µПБъ,2015-11-18,132.2446,132.6929,125.5203,125.8789,10456903,
002658.SZ,С©µПБъ,2015-11-19,125.7444,129.1514,124.3996,128.6135,10044531,
002658.SZ,С©µПБъ,2015-11-20,128.8376,132.1549,127.3583,129.1066,9932795,
002658.SZ,С©µПБъ,2015-11-23,128.2549,129.1963,124.5789,125.2962,10099392,
002658.SZ,С©µПБъ,2015-11-24,125.2962,127.7169,124.5341,127.4928,7308373,
002658.SZ,С©µПБъ,2015-11-25,127.7617,132.1101,126.8652,131.5722,11835779,
002658.SZ,С©µПБъ,2015-11-26,134.2619,134.486,127.179,127.7169,11752857,
002658.SZ,С©µПБъ,2015-11-27,125.9686,128.8376,116.1063,119.2443,10675310,
002658.SZ,С©µПБъ,2015-11-30,120.5891,122.6064,110.7268,122.4271,10836286,
002658.SZ,С©µПБъ,2015-12-01,120.365,128.6583,120.365,127.5376,13261355,
002658.SZ,С©µПБъ,2015-12-02,126.4169,126.4169,116.5994,121.2168,9623202,
002658.SZ,С©µПБъ,2015-12-03,121.2168,124.9824,120.1409,122.1133,8685234,
002658.SZ,С©µПБъ,2015-12-04,121.1271,123.0547,118.7063,119.3788,6567370,
002658.SZ,С©µПБъ,2015-12-07,120.8133,122.2926,118.796,119.6926,6633987,
002658.SZ,С©µПБъ,2015-12-08,121.8892,123.5927,119.6029,120.365,9186155,
002658.SZ,С©µПБъ,2015-12-09,117.3615,119.1546,114.8062,115.658,8505947,
002658.SZ,С©µПБъ,2015-12-10,115.658,120.0512,114.5373,118.796,8173416,
002658.SZ,С©µПБъ,2015-12-11,116.5546,117.6753,114.3131,114.7166,6722329,
002658.SZ,С©µПБъ,2015-12-14,114.2235,117.227,112.2062,116.7339,4822043,
002658.SZ,С©µПБъ,2015-12-15,116.7339,119.9167,115.1649,116.0166,8657459,
002658.SZ,С©µПБъ,2015-12-16,116.5994,119.1546,115.927,117.1373,5839461,
002658.SZ,С©µПБъ,2015-12-17,117.5408,120.1409,117.5408,119.6926,8555873,
002658.SZ,С©µПБъ,2015-12-18,119.6477,122.6064,119.2443,120.7685,8722282,
002658.SZ,С©µПБъ,2015-12-21,120.9926,121.665,118.796,120.0064,6180569,
002658.SZ,С©µПБъ,2015-12-22,120.2753,120.9926,118.3477,119.8271,5639684,
002658.SZ,С©µПБъ,2015-12-23,119.9615,120.7236,116.8235,117.4511,7424299,
002658.SZ,С©µПБъ,2015-12-24,118.2581,119.5581,116.6442,118.8857,4897655,
002658.SZ,С©µПБъ,2015-12-25,118.796,124.041,118.7512,123.9513,14606799,
002658.SZ,С©µПБъ,2015-12-28,124.7134,125.5203,121.0374,124.0858,14165405,
002658.SZ,С©µПБъ,2015-12-29,123.4582,126.9548,122.0237,126.4169,12544154,
002658.SZ,С©µПБъ,2015-12-30,126.7755,127.9411,124.6686,127.2238,10541586,
002658.SZ,С©µПБъ,2015-12-31,128.21,128.6583,121.8892,121.8892,13203967,
002658.SZ,С©µПБъ,2016-01-04,121.8444,123.2789,109.6958,109.8303,8777249,
002658.SZ,С©µПБъ,2016-01-05,103.106,109.8303,100.999,106.4233,11437482,
002658.SZ,С©µПБъ,2016-01-06,106.6923,111.982,105.706,111.7131,9129512,
002658.SZ,С©µПБъ,2016-01-07,109.1578,109.1578,100.5507,100.5956,2367429,
002658.SZ,С©µПБъ,2016-01-08,103.6439,105.3474,92.3471,104.3612,9042245,
002658.SZ,С©µПБъ,2016-01-11,102.6577,107.5888,99.6093,100.4162,10878752,
002658.SZ,С©µПБъ,2016-01-12,102.8818,104.9888,100.4162,104.3612,9863320,
002658.SZ,С©µПБъ,2016-01-13,105.3026,106.2888,98.1748,98.399,8895188,
002658.SZ,С©µПБъ,2016-01-14,94.0954,103.0163,93.6919,101.9404,7785416,
002658.SZ,С©µПБъ,2016-01-15,100.6852,101.268,93.2437,93.6023,7643313,
002658.SZ,С©µПБъ,2016-01-18,88.9849,95.4851,88.7608,92.3023,8116595,
002658.SZ,С©µПБъ,2016-01-19,92.3023,95.8437,91.8988,95.3954,8431461,
002658.SZ,С©µПБъ,2016-01-20,94.6333,95.3954,92.5712,92.5712,6747052,
002658.SZ,С©µПБъ,2016-01-21,90.3746,92.6609,84.7262,85.0848,9003957,
002658.SZ,С©µПБъ,2016-01-22,87.7746,87.8642,82.9331,85.1297,7998337,
002658.SZ,С©µПБъ,2016-01-25,86.1159,88.4918,85.8469,87.1021,6503028,
002658.SZ,С©µПБъ,2016-01-26,87.4159,87.4159,78.4054,78.4054,7821673,
002658.SZ,С©µПБъ,2016-01-27,78.764,79.3019,71.8155,76.6122,6831244,
002658.SZ,С©µПБъ,2016-01-28,75.5363,76.657,71.2328,72.4431,5288635,
002658.SZ,С©µПБъ,2016-01-29,72.4431,76.9708,71.2328,75.5363,7630471,
002658.SZ,С©µПБъ,2016-02-01,75.088,75.9846,72.6225,74.1915,4779404,
002658.SZ,С©µПБъ,2016-02-02,74.6398,80.4675,74.6398,78.6743,7538259,
002658.SZ,С©µПБъ,2016-02-03,77.6433,81.5882,76.5674,80.6468,6885071,
002658.SZ,С©µПБъ,2016-02-04,81.3641,83.3813,79.9295,81.2296,7649392,
002658.SZ,С©µПБъ,2016-02-05,81.5434,82.0365,80.1089,80.1537,4311065,
002658.SZ,С©µПБъ,2016-02-15,77.1053,82.3055,74.8639,80.602,6443567,
002658.SZ,С©µПБъ,2016-02-16,81.0503,84.7262,80.6916,83.74,8011894,
002658.SZ,С©µПБъ,2016-02-17,83.1572,85.1745,81.902,85.1745,8590962,
002658.SZ,С©µПБъ,2016-02-18,85.5331,85.5331,82.7986,82.9331,9342885,
002658.SZ,С©µПБъ,2016-02-19,83.3365,85.0848,82.9331,83.471,6184163,
002658.SZ,С©µПБъ,2016-02-22,84.9503,85.3986,83.5158,84.771,8705491,
002658.SZ,С©µПБъ,2016-02-23,85.2641,85.4883,83.0675,84.1883,7106034,
002658.SZ,С©µПБъ,2016-02-24,84.1883,84.6365,81.3641,83.9193,7646717,
002658.SZ,С©µПБъ,2016-02-25,83.8745,85.4883,75.6708,76.2088,14450220,
002658.SZ,С©µПБъ,2016-02-26,77.3295,78.1812,73.9673,77.0605,9455604,
002658.SZ,С©µПБъ,2016-02-29,77.5984,78.764,71.5914,72.8914,8979634,
002658.SZ,С©µПБъ,2016-03-01,73.4294,74.9536,69.5741,73.6535,9731327,
002658.SZ,С©µПБъ,2016-03-02,73.1604,80.5123,72.8914,79.3916,11264994,
002658.SZ,С©µПБъ,2016-03-03,79.3468,82.9331,78.5847,80.6468,13171852,
002658.SZ,С©µПБъ,2016-03-04,80.8261,81.3641,75.088,76.3432,9765100,
002658.SZ,С©µПБъ,2016-03-07,78.0019,79.3019,77.1053,77.7329,5586779,
002658.SZ,С©µПБъ,2016-03-08,77.7778,77.8226,73.8777,77.3295,5855027,
002658.SZ,С©µПБъ,2016-03-09,75.088,76.657,74.4604,75.5363,4441127,
002658.SZ,С©µПБъ,2016-03-10,76.2088,76.5674,73.5639,73.788,5294844,
002658.SZ,С©µПБъ,2016-03-11,73.6983,74.6398,71.8604,74.1018,3964667,
002658.SZ,С©µПБъ,2016-03-14,75.2225,78.1364,75.1777,77.2846,7080013,
002658.SZ,С©µПБъ,2016-03-15,77.3295,78.4502,76.2984,76.6122,5729616,
002658.SZ,С©µПБъ,2016-03-16,77.5984,78.1812,75.2674,75.4018,4108101,
002658.SZ,С©µПБъ,2016-03-17,75.895,78.6743,75.4467,78.4054,8208310,
002658.SZ,С©µПБъ,2016-03-18,79.5709,82.3503,78.5847,81.5434,11051973,
002658.SZ,С©µПБъ,2016-03-21,82.3951,83.8296,82.0813,83.2917,10856015,
002658.SZ,С©µПБъ,2016-03-22,82.8434,85.9366,81.633,83.8296,10660210,
