ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
601007.SH,ฝ๐ม๊ทนต๊,2015-01-05,11.087,11.4548,10.7822,11.3497,4918310,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-06,11.2026,12.1378,11.1185,11.9907,7488423,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-07,11.8856,12.369,11.728,12.0853,5005501,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-08,11.9907,12.4216,11.9802,12.0748,5560825,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-09,11.9907,12.348,11.7805,12.0433,7917041,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-12,12.0117,12.926,12.0012,12.6528,12418243,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-13,12.6633,13.3674,12.6633,13.3569,8546573,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-14,13.3674,13.5566,13.0416,13.3254,5867356,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-15,13.2833,13.4094,13.0311,13.3989,3756538,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-16,13.4935,13.9769,13.1257,13.3674,6076682,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-19,13.0416,13.2938,12.4111,12.9681,4198207,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-20,12.6213,13.5355,12.6213,13.462,4924630,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-21,13.4515,13.7352,13.3149,13.6301,4777098,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-22,13.6616,13.6616,13.1362,13.3674,5737135,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-23,13.3674,13.4515,12.926,13.0416,3255781,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-26,13.1257,14.0715,13.1257,14.0505,10283688,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-27,13.9349,14.0084,13.3464,13.7142,8172059,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-28,13.6511,13.7352,13.4515,13.6511,4411168,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-29,13.6511,13.8193,13.441,13.5776,4537686,
601007.SH,ฝ๐ม๊ทนต๊,2015-01-30,13.5776,13.7247,13.483,13.5776,3015985,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-02,13.2623,13.3359,13.1047,13.2413,2675481,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-03,13.1887,13.3674,12.905,13.2308,3182051,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-04,13.0942,13.483,12.9996,13.1887,2843664,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-05,13.2413,13.3043,12.905,13.0206,3198012,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-06,12.9365,13.1362,12.6423,12.7579,3050249,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-09,12.6633,13.0521,12.6633,12.9155,1759356,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-10,12.9155,13.1257,12.3165,13.0837,3726961,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-11,12.6213,13.2938,12.6213,13.0942,3235058,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-12,13.1993,13.6091,13.0101,13.2098,3305900,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-13,13.3254,13.4094,13.1362,13.3149,3567689,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-16,13.3989,13.8613,13.2413,13.7667,5596382,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-17,13.8928,13.9034,13.6196,13.7247,2717474,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-25,13.5671,13.8298,13.4725,13.6091,2908701,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-26,13.6616,14.9753,13.6616,14.9753,8969849,
601007.SH,ฝ๐ม๊ทนต๊,2015-02-27,16.0262,16.0262,14.9543,15.2275,23876986,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-02,15.0278,15.5007,14.8071,15.3431,12060144,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-03,15.1644,15.3641,15.0278,15.196,9178774,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-04,15.0278,15.3116,14.7231,15.196,7690911,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-05,15.0383,15.4482,14.9543,15.3326,7125101,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-06,15.3326,15.4587,15.0488,15.196,5948846,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-09,15.1434,15.6058,14.9543,15.5638,8957270,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-10,15.6058,16.3519,15.4061,15.9736,11750462,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-11,15.9736,16.2889,15.6794,16.1313,6381078,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-12,16.1207,16.951,16.0051,16.0787,9815376,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-13,15.9211,16.1418,15.6584,16.0367,6224548,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-16,16.0262,16.6252,15.9316,16.4255,4932321,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-17,16.394,16.9194,16.2889,16.8143,6257694,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-18,16.7092,17.4659,16.7092,17.1086,5562397,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-19,17.0245,17.3713,16.9089,17.1191,3742964,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-20,17.1296,17.8232,17.1296,17.3818,5926539,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-23,17.55,17.9703,17.55,17.8652,5619942,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-24,17.7496,17.8652,16.993,17.592,6165786,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-25,17.55,17.8757,17.1506,17.8442,3950959,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-26,17.8442,17.8652,17.1296,17.2767,4234179,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-27,16.9194,17.7286,16.8354,17.5605,4022007,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-30,17.5605,18.6219,17.3503,18.4012,6554684,
601007.SH,ฝ๐ม๊ทนต๊,2015-03-31,18.4012,20.1772,18.1805,19.4521,7339578,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-01,19.368,20.7027,19.368,20.3138,6503217,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-02,20.482,20.8077,20.0721,20.3664,4277405,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-03,20.3243,20.7027,19.9775,20.7027,3618503,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-07,20.6921,21.1125,20.3874,21.0705,4012890,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-08,21.0705,21.0705,19.6202,19.9986,7908864,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-09,20.0091,20.2508,18.6009,19.2419,6507148,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-10,19.2419,20.2718,19.2104,19.6307,3219679,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-13,20.1772,20.3664,19.4521,19.946,5132762,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-14,19.7568,21.9427,19.4416,21.9427,10923890,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-15,21.9427,21.9427,20.1772,20.4294,6496697,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-16,20.4925,21.5118,19.7358,21.4383,6290903,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-17,21.4488,23.5821,21.4488,23.4455,11398250,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-20,23.2879,25.6839,22.92,25.4632,11766196,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-21,25.6629,27.3023,24.5384,26.1253,6983040,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-22,25.747,26.0622,25.211,25.7785,4848242,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-23,25.7785,27.1131,25.4947,26.3355,5199468,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-24,25.9256,26.7873,25.3896,25.6314,4097361,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-27,25.747,26.0622,24.5174,24.9588,5306340,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-28,25.2425,25.9466,23.3509,24.1811,6793217,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-29,24.2547,25.1479,23.4455,24.6435,4380050,
601007.SH,ฝ๐ม๊ทนต๊,2015-04-30,24.8957,25.3266,24.4964,24.6961,3439314,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-04,24.6645,26.5667,23.7608,25.9466,5673401,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-05,25.6419,25.8415,24.3913,24.5069,4239058,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-06,24.2967,24.9903,22.5943,23.1197,3239182,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-07,22.9936,22.9936,21.6485,22.1214,4288795,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-08,22.2475,24.3388,22.2475,24.1811,5428619,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-11,24.3388,24.591,23.9604,24.5805,4363247,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-12,24.591,24.591,23.8553,24.3282,3519669,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-13,24.4543,24.591,23.6031,23.7502,4198300,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-14,23.8238,25.7364,23.8238,24.9062,6295029,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-15,24.7801,25.7259,24.1811,25.6524,7037750,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-18,25.747,26.5877,25.1269,26.1043,7260669,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-19,25.747,26.5561,25.6314,26.43,5260071,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-20,26.8294,28.8471,26.4511,27.2813,6779378,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-21,27.1131,28.3532,26.7978,27.3338,5706545,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-22,27.4179,28.0064,26.2724,26.7138,6382332,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-25,26.7138,27.2392,25.7995,26.8084,6798051,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-26,27.3023,27.3233,26.2829,27.2077,7212033,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-27,27.2182,29.0468,26.3355,28.6264,10626976,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-28,28.2481,29.5092,25.852,26.1148,9751212,
601007.SH,ฝ๐ม๊ทนต๊,2015-05-29,26.2724,27.3233,23.7502,26.2409,6737525,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-01,26.6087,28.2481,25.747,27.8277,8181362,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-02,27.5335,30.5811,27.5335,30.4865,11240755,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-03,31.5164,33.5341,30.3604,33.5341,14935514,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-04,33.5866,33.5866,30.1817,32.294,12400639,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-05,32.7774,33.8914,31.4743,32.6724,7959710,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-08,32.7669,34.7111,32.2625,32.2835,15752801,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-09,31.117,31.7896,30.2658,31.4848,13828017,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-10,31.7266,33.6182,30.476,32.5778,10480033,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-11,32.5988,34.9528,32.2205,34.8792,12426435,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-12,34.9948,38.3682,34.8792,37.8217,10412664,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-15,37.4119,38.6204,35.7305,35.8461,8604127,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-16,35.4572,35.4572,32.5778,33.0822,6121821,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-17,32.5778,36.3925,30.7913,35.1209,9060190,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-18,35.0684,36.1929,32.5462,33.4815,6160391,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-19,32.5778,34.4168,31.0014,32.4832,8313506,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-23,32.3676,33.5866,30.2238,33.4395,7171097,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-24,33.5236,34.1541,32.7354,33.6077,5775910,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-25,33.5551,33.5551,30.9909,31.033,5925604,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-26,30.2658,30.2658,27.9328,27.9328,4136000,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-29,28.2481,28.2481,25.1374,25.1374,8766516,
601007.SH,ฝ๐ม๊ทนต๊,2015-06-30,22.6258,25.169,22.6258,23.7608,15001230,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-01,23.6452,23.6452,21.3857,21.3857,14094113,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-02,19.2629,19.967,19.2524,19.2524,11608596,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-03,17.3398,18.9161,17.3293,18.0124,28966053,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-06,19.8094,19.8094,16.2153,16.2153,14028024,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-07,14.6075,14.7125,14.5969,14.5969,1066300,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-08,14.5969,14.5969,14.5969,14.5969,0,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-09,13.1362,16.0577,13.1362,16.0577,47164190,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-10,14.7125,17.6656,14.7125,17.6656,30661710,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-13,17.8337,19.4311,17.3503,19.4311,46336843,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-14,18.6219,19.7568,17.6761,17.8547,36522639,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-15,17.1296,17.1296,16.0682,16.0682,13608940,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-16,14.4603,16.0997,14.4603,15.2275,26558975,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-17,15.2275,16.5306,15.0173,16.2994,20159790,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-20,15.8685,17.0666,15.8685,16.8879,23309928,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-21,16.6777,18.3907,16.2889,18.1069,25852948,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-22,18.233,18.4537,17.2032,17.8547,22280035,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-23,18.191,19.0212,17.8652,18.8005,22217992,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-24,18.9585,20.6858,18.6425,20.6858,46416840,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-27,20.0118,22.7502,19.3061,19.7906,53793072,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-28,17.9579,21.7707,17.8105,20.0644,31722609,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-29,20.4331,20.9597,18.9585,20.7069,28110314,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-30,20.8438,21.9392,19.8222,20.1276,27019870,
601007.SH,ฝ๐ม๊ทนต๊,2015-07-31,20.0118,20.3277,19.0638,19.9696,15053972,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-03,19.5905,19.8327,17.9685,17.9685,15075939,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-04,17.979,19.2956,17.1785,19.264,13740195,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-05,19.0428,19.3588,18.453,19.0006,8976151,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-06,18.4951,19.3482,18.4424,19.0428,5885964,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-07,19.2534,19.601,18.9691,19.3272,8587697,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-10,19.5167,21.223,19.3272,20.3699,12167188,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-11,20.1908,21.381,20.1908,21.1598,12027365,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-12,20.728,21.5916,20.5384,20.8544,10378814,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-13,20.8649,21.5916,20.5384,21.0124,15233150,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-14,21.044,21.6127,20.2751,21.4021,26472522,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-17,21.1177,22.8239,20.8544,22.1604,27898176,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-18,21.8971,22.1604,20.1171,20.9281,26028597,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-19,21.065,21.2757,18.9585,21.1177,19372813,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-20,20.7385,21.6548,20.1382,21.1598,18151734,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-21,20.5595,22.0761,20.0118,20.5068,24595160,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-24,18.9585,18.9585,18.453,18.453,4515900,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-25,16.6098,16.6098,16.6098,16.6098,588300,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-26,14.9456,15.9884,14.9456,14.9456,36904497,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-27,14.3874,14.7244,13.45,13.5659,46974432,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-28,13.5237,14.914,13.0182,14.8403,41290702,
601007.SH,ฝ๐ม๊ทนต๊,2015-08-31,14.4295,14.4295,13.3552,13.3552,28687873,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-01,12.7549,12.9129,12.0176,12.0176,17296939,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-02,10.9433,12.0913,10.8169,10.8169,19458964,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-07,11.1223,11.4488,10.8485,11.1434,17246460,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-08,11.1118,11.9649,10.9538,11.7859,14174843,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-09,11.8807,12.639,11.828,12.5337,23729543,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-10,12.2177,12.5337,11.9228,12.0492,15536276,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-11,12.0913,12.8497,12.0913,12.4284,16767714,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-14,12.6074,13.0498,11.1855,11.1855,21603286,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-15,10.7537,11.3435,10.2903,10.68,16431264,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-16,10.6273,11.7437,10.6273,11.7332,19311323,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-17,11.5858,12.1124,11.1645,11.1961,18700866,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-18,11.3224,11.4594,11.0275,11.2909,11588948,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-21,11.1645,11.9439,11.0697,11.9228,13673492,
601007.SH,ฝ๐ม๊ทนต๊,2015-09-22,11.9544,12.2809,11.7964,12.0703,16778264,
